C1,C2,C3,time
-6.847504431258031,-6.999999999999999,-6.8176190009991595,10
-6.69649379109873,-6.803525947426738,-6.624579503747675,11
-6.488854160879694,-6.533374125138507,-6.359150195026862,12
-6.238742788115855,-6.207963975564043,-6.039428527704049,13
-5.960316920322147,-5.845714941132095,-5.683511954646572,14
-5.667733805013506,-5.465046464271403,-5.309497928721759,15
-5.3751506897048635,-5.084377987410711,-4.935483902796945,16
-5.096724821911157,-4.722128952978762,-4.57956732973946,17
-4.846613449147318,-4.3967188034043,-4.2598456624166365,18
-4.638973818928281,-4.126566981116068,-3.994416353695805,19
-4.487963178768981,-3.9300929285428072,-3.8013768564442976,20
-4.378098183330726,-3.786103583870628,-3.660494209227575,21
-4.2838939236527676,-3.660509534924379,-3.538794237584069,22
-4.2045053018169485,-3.55238569859091,-3.4352625748405656,23
-4.139087219905114,-3.4608069917570723,-3.3488848543238516,24
-4.086794579999108,-3.3848483313097195,-3.2786467093607152,25
-4.046782284180773,-3.3235846341357,-3.2235337732779428,26
-4.0182052345319565,-3.276090817121868,-3.182531679402322,27
-4.000218333134501,-3.241441797155073,-3.1546260610606405,28
-3.9919764820702497,-3.2187124911221674,-3.138802551579684,29
-3.992634583421048,-3.206977815910002,-3.13404678428624,30
-4.001347539268742,-3.205312688405429,-3.1393443925070974,31
-4.017270251695173,-3.2127920254952995,-3.153681009569041,32
-4.039557622782187,-3.228490744066465,-3.1760422687988603,33
-4.067364554611627,-3.251483761005777,-3.2054138035233404,34
-4.099845949265338,-3.2808459932000864,-3.2407812470692687,35
-4.136156708825164,-3.3156523575362455,-3.281130232763434,36
-4.175451735372951,-3.354977770901106,-3.325446393932623,37
-4.21688593099054,-3.397897150181518,-3.3727153639036205,38
-4.2596141977597775,-3.4434854122643332,-3.4219227760032167,39
-4.302791437762509,-3.490817474036404,-3.472054263558197,40
-4.345572553080575,-3.538968252384581,-3.522095459895349,41
-4.3871124457958235,-3.587012664195717,-3.571031998341461,42
-4.426566017990096,-3.6340256263566615,-3.6178495122233185,43
-4.4630881717452375,-3.6790820557542667,-3.661533634867709,44
-4.495833809143094,-3.721256869275385,-3.7010699996014202,45
-4.523957832265507,-3.759624983806866,-3.7354442397512386,46
-4.546615143194323,-3.7932613162355624,-3.7636419886439523,47
-4.562960644011385,-3.821240783448326,-3.7846488796063475,48
-4.572149236798539,-3.8426383023320074,-3.7974505459652117,49
-4.573335823637627,-3.8565287897734586,-3.801032621047333,50
-4.569094145483463,-3.8699939864086477,-3.799161416437825,51
-4.562932875755881,-3.8895529216670606,-3.796443389304291,52
-4.555409315234264,-3.913436445625827,-3.793124391347257,53
-4.547080764697988,-3.939875408362074,-3.7894502742672422,54
-4.538504524926431,-3.9671006599529304,-3.7856668897647703,55
-4.530237896698975,-3.9933430504755254,-3.782020089540364,56
-4.522838180794998,-4.016833430006987,-3.7787557252945465,57
-4.516862677993878,-4.0358026486244425,-3.776119648727839,58
-4.5128686890749945,-4.048481556405022,-3.774357711540765,59
-4.511413514817726,-4.053101003425853,-3.7737157654338462,60
-4.506753783961715,-4.050736322750736,-3.7738889732938325,61
-4.4941059430668275,-4.0443179037754184,-3.7743591089137944,62
-4.475467019642783,-4.034859181074951,-3.7750519403537384,63
-4.452834041199301,-4.023373589224383,-3.775893235673671,64
-4.4282040352460985,-4.010874562798765,-3.776808762933597,65
-4.403574029292897,-3.998375536373147,-3.7777242901935235,66
-4.380941050849414,-3.986889944522579,-3.778565585513456,67
-4.36230212742537,-3.977431221822111,-3.7792584169534,68
-4.349654286530482,-3.9710128028467935,-3.779728552573362,69
-4.344994555674472,-3.9686481221716767,-3.779901760433348,70
-4.341884938679369,-3.970509988157024,-3.780218528260793,71
-4.333444549692661,-3.9755636244029664,-3.7810783266495713,72
-4.321006081712251,-3.9830110883443557,-3.7823453979593498,73
-4.305902227736039,-3.9920544374160425,-3.7838839845497962,74
-4.289465680761924,-4.001895729052878,-3.785558328780575,75
-4.27302913378781,-4.011737020689714,-3.7872326730113546,76
-4.257925279811597,-4.0207803697614,-3.7887712596018006,77
-4.245486811831187,-4.02822783370279,-3.790038330911579,78
-4.23704642284448,-4.033281469948732,-3.7908981293003574,79
-4.2339368058493765,-4.035143335934079,-3.7912148971278024,80
-4.230993344889968,-4.036986426565145,-3.7939116225730185,81
-4.22300395085729,-4.041989101135179,-3.8012313059243192,82
-4.211230107019658,-4.049361463659441,-3.8120182077051834,83
-4.196933296645391,-4.058313618153187,-3.8251165884390903,84
-4.181375003002807,-4.068055668631676,-3.839370708649518,85
-4.1658167093602225,-4.077797719110164,-3.853624828859946,86
-4.151519898985955,-4.086749873603909,-3.866723209593852,87
-4.139746055148324,-4.094122236128171,-3.8775101113747166,88
-4.131756661115645,-4.0991249106982055,-3.8848297947260173,89
-4.128813200156237,-4.100968001329271,-3.8875265201712335,90
-4.120271767787582,-4.100875692187127,-3.893015283289118,91
-4.097087879929801,-4.100625138801309,-3.9079133546090903,92
-4.062922150455178,-4.100255902232734,-3.9298684070806273,93
-4.021435193235993,-4.099807543542322,-3.956528113653209,94
-3.9762876221445262,-4.099319623790991,-3.9855401472763123,95
-3.9311400510530596,-4.09883170403966,-4.014552180899416,96
-3.8896530938338736,-4.098383345349248,-4.041211887471998,97
-3.85548736435925,-4.0980141087806725,-4.063166939943535,98
-3.8323034765014703,-4.097763555394854,-4.078065011263507,99
-3.8237620441328146,-4.097671246252711,-4.083553774381391,100
-3.814744876352015,-4.092647634943989,-4.087019759262399,101
-3.790269706661273,-4.0790121185346,-4.09642743251085,102
-3.754201035538074,-4.058917673299713,-4.11029137203488,103
-3.7104033634599047,-4.034517275514492,-4.127126155742633,104
-3.6627411909042493,-4.007963901454105,-4.145446361542246,105
-3.6150790183485935,-3.9814105273937175,-4.163766567341859,106
-3.571281346270424,-3.9570101296084967,-4.180601351049611,107
-3.5352126751472257,-3.9369156843736093,-4.194465290573643,108
-3.5107375054564836,-3.9232801679642213,-4.203872963822092,109
-3.501720337675684,-3.9182565566554994,-4.2073389487031,110
-3.5009123526512527,-3.91836752518069,-4.211627081740319,111
-3.498719250442083,-3.9186687254633505,-4.2232662999842,112
-3.495487310344358,-3.9191125995641127,-4.240418832133075,113
-3.4915628116542647,-3.9196515895436104,-4.261246906885283,114
-3.487292033667986,-3.920238137462475,-4.283912752939155,115
-3.483021255681707,-3.9208246853813398,-4.306578598993028,116
-3.479096756991613,-3.9213636753608374,-4.327406673745235,117
-3.4758648168938886,-3.9218075494616,-4.34455920589411,118
-3.4736717146847185,-3.92210874974426,-4.356198424137991,119
-3.4728637296602876,-3.9222197182694507,-4.36048655717521,120
-3.470150980768053,-3.920502829008092,-4.362847648289222,121
-3.462787805203416,-3.9158427010129753,-4.36925632417011,122
-3.4519368096344767,-3.9089751439675395,-4.378700688626156,123
-3.438760600729337,-3.900635967555226,-4.390168845465642,124
-3.4244217851560967,-3.891560981459472,-4.402648898496846,125
-3.4100829695828563,-3.8824859953637185,-4.41512895152805,126
-3.3969067606777164,-3.8741468189514046,-4.4265971083675355,127
-3.3860557651087775,-3.8672792619059693,-4.4360414728235815,128
-3.3786925895441406,-3.8626191339108527,-4.44245014870447,129
-3.375979840651906,-3.860902244649494,-4.444811239818482,130
-3.3766533524828595,-3.862738567279441,-4.450125385856315,131
-3.3784814560240197,-3.8677228715607264,-4.4645494965304335,132
-3.3811755033478343,-3.875068162080515,-4.4858060806817655,133
-3.3844468465267528,-3.883987443425973,-4.51161764715124,134
-3.388006837633222,-3.893693720184265,-4.539706704779785,135
-3.391566828739692,-3.9033999969425577,-4.567795762408332,136
-3.3948381719186105,-3.912319278288016,-4.593607328877807,137
-3.397532219242425,-3.919664568807804,-4.614863913029139,138
-3.3993603227835854,-3.9246488730890894,-4.629288023703257,139
-3.400033834614539,-3.9264851957190365,-4.63460216974109,140
-3.4024150495269976,-3.9278520008197284,-4.640837604928106,141
-3.408878347146529,-3.93156190037875,-4.657762357578578,142
-3.4184032067963637,-3.937029120781518,-4.682704098326642,143
-3.429969107799735,-3.9436678884134517,-4.712990497806435,144
-3.442555529479874,-3.950892429659967,-4.74594922665209,145
-3.4551419511600137,-3.9581169709064823,-4.778907955497747,146
-3.4667078521633847,-3.9647557385384156,-4.8091943549775396,147
-3.47623271181322,-3.9702229589411835,-4.8341360957256025,148
-3.482696009432751,-3.973932858500205,-4.851060848376075,149
-3.4850772243452095,-3.975299663600897,-4.857296283563091,150
-3.4865230069354958,-3.978102284781383,-4.861383708211103,151
-3.4904472739662737,-3.985709399414131,-4.872478146541422,152
-3.4962304043274193,-3.996919884136075,-4.888827845133468,153
-3.5032527769088113,-4.01053261558415,-4.90868105056667,154
-3.5108947706003253,-4.025346470395291,-4.930286009420447,155
-3.5185367642918397,-4.040160325206432,-4.951890968274224,156
-3.5255591368732313,-4.0537730566545065,-4.9717441737074255,157
-3.531342267234377,-4.064983541376451,-4.988093872299473,158
-3.5352665342651544,-4.072590656009199,-4.9991883106297905,159
-3.536712316855441,-4.075393277189685,-5.003275735277803,160
-3.5365500576906315,-4.075035899313061,-5.006040558677662,161
-3.536104708068069,-4.074055011098499,-5.013629116519831,162
-3.535438409795553,-4.072587480668961,-5.02498254026819,163
-3.5346133046808834,-4.070770176147409,-5.039041961386624,164
-3.5336915345318594,-4.068739965656805,-5.054748511339014,165
-3.53273524115628,-4.06663371732011,-5.071043321589244,166
-3.5318065663619453,-4.064588299260287,-5.086867523601195,167
-3.530967651956654,-4.0627405796003,-5.101162248838751,168
-3.530280639748205,-4.061227426463107,-5.112868628765795,169
-3.5298076715444,-4.060185707971674,-5.12092779484621,170
