C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,time
-4.948047686406578,-4.690252403399438,-5.1166003523035615,-5.049298340175871,-4.534020269535413,-3.755503970902212,-3.106240562223694,-4.534710150201286,-5.799937397394632,-4.922056862176217,-3.846443110660424,-3.486160626455274,-3.631698906513983,-3.400772435478834,-4.821118312715989,-4.667093226851165,-4.910919547989604,-3.466741276782608,10
-4.952701592523975,-4.6498025343867475,-5.103221706601972,-5.073681764281706,-4.592008334649453,-3.7522775914964726,-3.0982863366425253,-4.511555698353918,-5.744995600368829,-4.883089254555262,-3.8365329868050684,-3.479812016121378,-3.6328038235745868,-3.402151239979996,-4.820584009556313,-4.645557235101903,-4.843700125406573,-3.462796915427036,11
-4.956324389759928,-4.61452379135076,-5.0908613717893525,-5.094800344245083,-4.6444485989742335,-3.7493030775850107,-3.0912062146512276,-4.490659061684384,-5.693951374106943,-4.848747533726322,-3.8274312240791843,-3.4741782730011237,-3.6335492180206193,-3.403448395830944,-4.820514562624054,-4.627220944394251,-4.784640074517305,-3.4590775428901988,12
-4.958916078114434,-4.584416174291474,-5.079519347865701,-5.112654080066001,-4.691341062509751,-3.746580429167825,-3.0850001962498004,-4.472020240192681,-5.646804718608976,-4.819031699689395,-3.81913782248277,-3.4692593970945094,-3.6339350898520792,-3.404663903031678,-4.82090997191921,-4.612084354728208,-4.733739395321795,-3.4555831591720954,13
-4.960476657587497,-4.559479683208891,-5.069195634831021,-5.127242971744461,-4.73268572525601,-3.744109646244918,-3.079668281438244,-4.455639233878811,-5.603555633874929,-4.793941752444483,-3.811652782015827,-3.465055388401537,-3.6339614390689694,-3.405797761582199,-4.821770237441786,-4.600147466103775,-4.690998087820047,-3.452313764272727,14
-4.961006128179115,-4.539714318103011,-5.059890232685312,-5.138567019280462,-4.768482587213007,-3.7418907288162884,-3.0752104702165592,-4.441516042742775,-5.564204119904798,-4.773477691991585,-3.804976102678354,-3.4615662469222057,-3.6336282656712884,-3.4068499714825053,-4.823095359191778,-4.591410278520952,-4.65641615201206,-3.4492693581920935,15
-4.960504489889288,-4.525120078973834,-5.051603141428573,-5.146626222674004,-4.798731648380744,-3.7399236768819364,-3.0716267625847453,-4.429650666784569,-5.528750176698589,-4.757639518330701,-3.7991077844703525,-3.458791972656515,-3.632935569659036,-3.4078205327325986,-4.824885337169187,-4.585872791979739,-4.629993587897834,-3.4464499409301936,16
-4.958971742718017,-4.515696965821359,-5.044334361060806,-5.1514205819250884,-4.823432908759222,-3.738208490441863,-3.0689171585428023,-4.420043106004199,-5.497193804256297,-4.7464272314618325,-3.7940478273918217,-3.456732565604466,-3.6318833510322124,-3.408709445332478,-4.827140171374014,-4.583535006480136,-4.61173039547737,-3.443855512487029,17
-4.956407886665301,-4.511444978645587,-5.038083891582012,-5.152950097033714,-4.842586368348439,-3.7367451694960674,-3.0670816580907307,-4.41269336040166,-5.469535002577925,-4.739840831384978,-3.789796231442762,-3.455388025766058,-3.6304716097908183,-3.409516709282144,-4.829859861806258,-4.584396922022142,-4.601626574750666,-3.441486072862599,18
-4.952812921731141,-4.512364117446518,-5.03285173299219,-5.15121476799988,-4.856192027148395,-3.735533714044549,-3.066120261228529,-4.407601429976954,-5.445773771663471,-4.737880318100139,-3.7863529966231724,-3.454758353141291,-3.6287003459348517,-3.410242324581596,-4.833044408465918,-4.588458538605758,-4.599682125717723,-3.4393416220569035,19
-4.9481868479155375,-4.518454382224152,-5.0286378852913405,-5.146214594823588,-4.86424988515909,-3.7345741240873096,-3.0660329679561995,-4.404767314730082,-5.425910111512936,-4.7405456916073145,-3.7837181229330534,-3.4548435477301647,-3.626569559464315,-3.4108862912308346,-4.836693811352997,-4.5957198562309856,-4.605897048378541,-3.437422160069943,20
-4.943415935091788,-4.534360237224367,-5.02945818370823,-5.132994728958829,-4.8566115256035864,-3.7341129842692014,-3.06772152285653,-4.4062636418737755,-5.410887479893491,-4.755169157124494,-3.782489570894987,-3.4559677562055864,-3.6239638967046095,-3.4115325307727753,-4.842839852913796,-4.604544077317275,-4.629566118501331,-3.4357107776532687,21
-4.938992555411723,-4.56266194036154,-5.037543647814394,-5.108802476768932,-4.827638939161359,-3.7342872860595873,-3.0716868951421814,-4.413241870970666,-5.401230020009116,-4.785824161995003,-3.7829995407992927,-3.458311060052503,-3.6208192722809605,-3.412227666286815,-4.852611301174042,-4.614021869875436,-4.675853100401763,-3.434198080779963,22
-4.934325862293145,-4.600263182138418,-5.050217054123988,-5.076941070617902,-4.784097737017037,-3.7349326396952316,-3.0773279217579614,-4.4243202505455965,-5.396308760015034,-4.827622569406849,-3.784849392297587,-3.461657361488978,-3.6172125886430995,-3.4129157500776772,-4.8646536345028615,-4.625244432292499,-4.738561476901033,-3.432895342282327,23
