C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,time
-4.470561904701068,-4.968031921584165,-5.085709043383813,-4.845090151487332,-3.8397707222836814,-3.7670856885652726,-5.1227361967710205,-5.1907167460303505,-3.6447175368570885,-4.655875480784691,-4.19398971746618,-3.420795380154119,-4.372669723079441,-5.235889193818981,-5.285119083229873,-4.505961464208312,-4.44965718132834,-4.815374883572688,20
-4.497692034140031,-4.793798629916315,-4.914397450673469,-4.730490306079715,-3.860375247731684,-3.7393148613473763,-4.693680168222467,-5.31687467183982,-3.6192220903040435,-4.913953199310749,-3.9689744466565187,-3.3679653314650233,-4.198968257172415,-4.866869497368998,-4.857952560865999,-4.273404559553248,-4.225022948904993,-4.505996330515147,21
-4.521714107902481,-4.637523715815484,-4.665557983889832,-4.5640277569109875,-3.8903044489298764,-3.6989762145126215,-4.308400017131294,-5.425364087144068,-3.5821885584496203,-5.142616079508807,-3.7675418524176325,-3.291226793588161,-4.042890988400725,-4.53752652333621,-4.477761792563047,-4.065132884021086,-3.8987294288156025,-4.231425138863376,22
-4.542628125988417,-4.499207179281676,-4.361698735505793,-4.360759417976311,-3.9268511619507858,-3.6497184698852587,-3.9668957434975045,-5.51618499194309,-3.536966707994219,-5.341864121378867,-3.589691934749525,-3.197520940803853,-3.9044379167643744,-4.247860271720616,-4.144546778321022,-3.881146437611825,-3.500290607801929,-3.9916613086173727,23
-4.560434088397839,-4.378849020314886,-4.025327797994244,-4.135742203270845,-3.967308222866936,-3.5951903492895347,-3.6691673473210953,-5.589337386236892,-3.4869063056382394,-5.5116973249209265,-3.435424693652192,-3.0937889473924165,-3.7836090422633593,-3.997870742522214,-3.8583075181399145,-3.7214452203254633,-3.05922047260572,-3.786704839777136,24
-4.575131995130749,-4.276449238915117,-3.6789532638280744,-3.904033026789752,-4.008968467750853,-3.539040574549701,-3.415214828602068,-5.644821270025469,-3.435357118082082,-5.6521156901349885,-3.3047401291256353,-2.986971987634171,-3.6804043648976825,-3.787557935741007,-3.6190440120197325,-3.5860292321620024,-2.6050330099687313,-3.616555732342668,25
-4.586721846187145,-4.192007835082369,-3.345083225480179,-3.6806888025281936,-4.049124732675061,-3.4849178674900045,-3.2050381873404232,-5.682636643308824,-3.385668912026148,-5.763119217021051,-3.1976382411698556,-2.884011235809437,-3.5948238846673433,-3.616921851376993,-3.426756259960472,-3.474898473121443,-2.1672422066327175,-3.481213986313968,26
-4.595203641567029,-4.12552480881664,-3.0462257754234487,-3.48076644448133,-4.085069853712087,-3.436470949934697,-3.0386374235361604,-5.702783506086956,-3.3411914541708354,-5.844707905579114,-3.114119029784852,-2.791847866198532,-3.526867601572342,-3.4859624894301735,-3.2814442619621342,-3.3880529432037854,-1.7753620493394315,-3.380679601691037,27
-4.6005773812704,-4.077000160117931,-2.804889006130776,-3.3193228666443235,-4.114096666934454,-3.3973485437080253,-2.9160125371892796,-5.705261858359863,-3.3052745112165454,-5.896881755809178,-3.054182494970625,-2.717423053081777,-3.476535515612678,-3.394679849900548,-3.1831080180247193,-3.3254926424090283,-1.4589065248306283,-3.314952578473874,28
-4.602843065297257,-4.046433888986243,-2.643581010075051,-3.211414983012334,-4.133498008414691,-3.3711993706342396,-2.837163528299781,-5.690071700127549,-3.2812678498636783,-5.919640767711245,-3.0178286367271747,-2.6676779707394895,-3.4438276267883516,-3.3430739327881165,-3.131747528148227,-3.287217570737173,-1.2473896198480596,-3.2840329166624795,29
-4.602000693647603,-4.033825995421575,-2.5848098797291668,-3.172099707580524,-4.140566714225319,-3.361672152537589,-2.8020903968676643,-5.657213031390011,-3.2725212368126333,-5.912984941285311,-3.0050574550545006,-2.6495537934519895,-3.428743935099363,-3.331144738092879,-3.1273627923326575,-3.2732277281882194,-1.1703253211334803,-3.287920616256853,30
-4.60109865284961,-4.060451565847008,-2.615636478488355,-3.224452246166124,-4.13057663528531,-3.370452052192429,-2.8513247743091528,-5.595533016291755,-3.280998424529194,-5.858534943835664,-3.0392762683515975,-2.6709272030365723,-3.448504870028088,-3.397635088387763,-3.2159871583684767,-3.3073168630910788,-1.2504522514103684,-3.3618868358398006,31
-4.601830490974489,-4.1381300927198135,-2.699308675120437,-3.3665519937556088,-4.103460706733859,-3.394283208398421,-3.007384233633258,-5.498835634913059,-3.3040079340455715,-5.746080034975795,-3.1334891423956823,-2.7289407433375827,-3.512677336842512,-3.5640687739910604,-3.4231947083614993,-3.402703724517369,-1.4679396335904933,-3.525526663512882,32
-4.602163950336788,-4.252678185091266,-2.822615070157189,-3.575962148098007,-4.063500390973826,-3.429402807017778,-3.2432476872291645,-5.37455611115759,-3.3379166849118134,-5.587873103169515,-3.2720911982540932,-2.8144343816759134,-3.6097810492210525,-3.804617246520821,-3.718296543784746,-3.5435258135811485,-1.7884473546980444,-3.755325993554225,33
-4.600066773251058,-4.389912452012647,-2.972344264130389,-3.8302459069423493,-4.014977150408072,-3.472048033912712,-3.53189404748606,-5.230129668929009,-3.3790915966779638,-5.39616703688063,-3.439477556994169,-2.9182480853724586,-3.7283357208421255,-4.093451957595094,-4.070603766111245,-3.713920631396477,-2.1776353017572165,-4.0277707202419615,34
