C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,time
-5.655418135194986,-5.99867186380489,-6.999999999999999,-6.981441122445596,-6.9217324285826605,-1.3948181428280875,-7.000000000000003,-6.815766983972214,-6.963268888173551,-6.888579567078384,-7,-6.794234017038319,-6.88204882599764,-6.999999999999998,-1.5717822072290748,10
-5.57131207165827,-5.96063617993548,-6.814621246844769,-6.835866251835916,-6.727798096975485,-1.5577207856025965,-6.862517285468183,-6.621895732937799,-6.815644857156244,-6.787426061788123,-6.87674111102437,-6.643169958073798,-6.681300025269101,-6.830145138730317,-1.7416594714877032,11
-5.455666234295287,-5.908337114615042,-6.559725461256329,-6.6357008047476045,-6.46113839101562,-1.7817119194175457,-6.673478552986929,-6.355322762765478,-6.612661814507447,-6.648339992014014,-6.70726013868288,-6.435456876997585,-6.405270424267367,-6.596594704484506,-1.9752407098433165,12
-5.316365566562601,-5.845340513206333,-6.2526919013429785,-6.39459242530032,-6.139934654291234,-2.051519421512826,-6.445772807043601,-6.034223503239726,-6.368159513135033,-6.480804498877017,-6.5031126038169935,-6.185257029337599,-6.072780223060732,-6.315272590506595,-2.2565999287716694,13
-5.161295011916781,-5.77521222107211,-5.910899825213025,-6.126188757613721,-5.782368230390506,-2.3518711691283256,-6.192289052125557,-5.676773384145023,-6.095977705946873,-6.294302723498098,-6.275854027268177,-5.906732670621767,-5.7026496217175024,-6.002102690040622,-2.5698111347485146,14
-4.998339513814395,-5.701518083575129,-5.5517284909747655,-5.844137445807463,-5.4066204629016035,-2.6674950395039367,-5.925916292720155,-5.301147835265843,-5.80995614585084,-6.098317806998216,-6.037039929877894,-5.61404605637801,-5.313698820305971,-5.6730088963306144,-2.898948334249607,15
-4.835384015712008,-5.6278239460781485,-5.192557156736508,-5.5620861340012056,-5.0308726954127,-2.983118909879548,-5.659543533314752,-4.925522286386663,-5.523934585754809,-5.902332890498332,-5.798225832487611,-5.321359442134254,-4.92474801889444,-5.343915102620607,-3.2280855337506993,16
-4.680313461066189,-5.557695653943925,-4.850765080606553,-5.293682466314606,-4.673306271511971,-3.2834706574950485,-5.406059778396708,-4.56807216729196,-5.251752778566648,-5.715831115119412,-5.570967255938794,-5.042835083418421,-4.554617417551206,-5.030745202154632,-3.541296739727545,17
-4.541012793333503,-5.494699052535216,-4.543731520693204,-5.052574086867323,-4.352102534787587,-3.5532781595903287,-5.17835403245338,-4.24697290776621,-5.007250477194234,-5.548295621982416,-5.3668197210729085,-4.792635235758436,-4.222127216344571,-4.749423088176724,-3.8226559586558984,18
-4.425366955970519,-5.4423999872147775,-4.288835735104763,-4.8524086397790125,-4.085442828827722,-3.777269293405278,-4.989315299972127,-3.9803999375938885,-4.804267434545437,-5.4092095522083055,-5.197338748731418,-4.584922154682221,-3.9460976153428295,-4.515872653930912,-4.0562371970115105,19
-4.341260892433803,-5.404364303345368,-4.103456981949533,-4.706833769169331,-3.8915084972205456,-3.9401719361797864,-4.851832585440306,-3.786528686559473,-4.65664340352813,-5.308056046918043,-5.074079859755788,-4.433858095717702,-3.745348814614283,-4.346017792661231,-4.226114461270139,20
-4.280422330218485,-5.373983254042276,-3.967523786028153,-4.600487178853181,-3.7500762671528767,-4.058952074129454,-4.751954418135225,-3.644914913479789,-4.548000835587619,-5.237481242076011,-4.979755722009843,-4.324989747397094,-3.598782578081718,-4.22166800857379,-4.35030869379966,21
-4.2288964135464475,-5.342366632828301,-3.8487780685769413,-4.50841200900638,-3.628115934637324,-4.1613206559799565,-4.666594113860045,-3.5223323127323796,-4.452287323930352,-5.183009425682484,-4.889325838227958,-4.233697541930186,-3.472057534855115,-4.113422851161307,-4.458027114717409,22
-4.18604421096439,-5.309658095677465,-3.746319182357716,-4.42986405828996,-3.52459844650075,-4.248123002736295,-4.594937856890907,-3.4177832174427967,-4.368830334105918,-5.143440966912266,-4.802715981557422,-4.158894350361263,-3.364129182783558,-4.0203912815977265,-4.550123147123335,23
-4.1512267910190115,-5.276001298563789,-3.6592464801322975,-4.364099125364953,-3.438494749570016,-4.320204435403476,-4.536171831503951,-3.3302699607365915,-4.296957331663906,-5.117576234940162,-4.719851925145527,-4.099493043734608,-3.273953019716137,-3.9416822610569966,-4.627450214117383,24
-4.123805222257012,-5.241539897461298,-3.5866593146625063,-4.310373008892392,-3.3687757906719864,-4.3784102749865,-4.489482221975318,-3.2587948757393166,-4.235995782153903,-5.104215598940977,-4.640659442139563,-4.054406493094503,-3.2004845435019367,-3.876404750713063,-4.690861738799497,25
-4.1031405732250885,-5.206417548344009,-3.5276570387101582,-4.267941507533309,-3.3144125166335208,-4.42358584249037,-4.454055212581144,-3.2023602955765225,-4.185273151125497,-5.102159428089512,-4.565064305686819,-4.022547569485232,-3.1426792519900433,-3.8236677117398683,-4.741211144269622,26
-4.088593912469943,-5.17077790718595,-3.481339005037077,-4.236060419948741,-3.2743758742814832,-4.456576458920092,-4.4290769875975755,-3.159968553373763,-4.144116904128276,-5.1102080915605725,-4.49299228893459,-4.002829143951081,-3.0994926430295453,-3.7825801053113626,-4.779351853627706,27
-4.079526308538273,-5.13476462996114,-3.4468045664050795,-4.213985544799717,-3.247636810442735,-4.478227445280666,-4.4137337313007485,-3.130621982256589,-4.11185450671183,-5.127161958528963,-4.424369165030163,-3.994164087536329,-3.0698802144695287,-3.7522508926014897,-4.806137289973694,28
-4.075298829976777,-5.098521372643599,-3.423153075575986,-4.200972680747272,-3.233166271944139,-4.489384122577096,-4.407211627966804,-3.1133229153505515,-4.087813424425743,-5.151821398169486,-4.359120707120829,-3.9954652712852625,-3.0527974641590796,-3.7317890347841938,-4.82242087640753,29
-4.075272545332155,-5.062191791207353,-3.409483885311616,-4.196277626452437,-3.229935205612557,-4.490891811814387,-4.408696861871883,-3.107073685781203,-4.071321122819609,-5.182986779656947,-4.297172688353881,-4.005645566242164,-3.047199889947285,-3.7203034930334233,-4.82905603602916,30
-4.078808523151108,-5.025919541626423,-3.4048963483737875,-4.199156180576247,-3.236914558274852,-4.48359583399754,-4.417375617292125,-3.110876626674096,-4.061705067443011,-5.219458472166149,-4.238450881876607,-4.023617843451316,-3.0520429896832324,-3.7169032285231225,-4.82689619193853,31
-4.085267831980332,-4.989848279874829,-3.4084898175243223,-4.208864141779733,-3.2530752767578854,-4.468341510131557,-4.43243407850367,-3.123734071154781,-4.05829272384554,-5.260036844871896,-4.182881060836297,-4.048294973957003,-3.0662822612160077,-3.720697202427238,-4.816794767235583,32
-4.0940115403665285,-4.954121661926597,-3.4193636455250394,-4.2246573087239305,-3.277388307888521,-4.445974161221446,-4.453058429782661,-3.1446483523488116,-4.060411557576783,-5.3035222669489945,-4.130388998380246,-4.0785898288035085,-3.0888732023946983,-3.7307943759197157,-4.799605185020271,33
-4.104400716856396,-4.918883343755746,-3.4366171851377567,-4.24579148006987,-3.3088245984936195,-4.4173391082722056,-4.478434855405234,-3.1726218033817384,-4.067389034186329,-5.348715107572245,-4.0809004676557405,-4.113415279035117,-3.11877131106839,-3.7463037101744994,-4.776180868392534,34
-4.115796429996631,-4.884276981336298,-3.4593497891242952,-4.2715224544785855,-3.346355095400043,-4.383281672288841,-4.5077495396475324,-3.2066567573791125,-4.078552619223765,-5.394415735916453,-4.034341241810073,-4.151684195696109,-3.1549320850861693,-3.7663341663655374,-4.7473752404523175,35
-4.127559748333937,-4.8504462306422775,-3.486660810246474,-4.301106030611109,-3.388950745434655,-4.344647174276354,-4.540188666785695,-3.2457555474664868,-4.093229778238679,-5.439424521156423,-3.9906370939905345,-4.19230944983077,-3.1963110222971247,-3.789994705666774,-4.71404172429957,36
-4.1390517404150104,-4.817534747647704,-3.517649601266113,-4.3337980071284745,-3.4355824954243177,-4.302280935239749,-4.574938421095862,-3.2889205067694145,-4.110747976780661,-5.482541832466958,-3.949713797344414,-4.234203912483381,-3.2418636205503417,-3.8163942892521563,-4.677033743034235,37
-4.149633474786552,-4.7856861883266015,-3.55141551494503,-4.368854182691716,-3.485221292195892,-4.2570282761840295,-4.611184986854174,-3.3351539684134446,-4.130434680399297,-5.522568039022862,-3.911497125019003,-4.27628045469823,-3.2905453776949063,-3.8446418782956284,-4.637204719756257,38
-4.15866601999526,-4.755044208652991,-3.587057904045046,-4.405530355961863,-3.5368380825762418,-4.209734518114198,-4.648114548336771,-3.3834582655241303,-4.151617354644177,-5.5583035099989395,-3.875912850161593,-4.317451947519596,-3.3413117915799067,-3.873846433971137,-4.595408077565584,39
-4.1655104445878335,-4.725752464600894,-3.6236761213279802,-4.443082325599952,-3.5894038133922277,-4.1612449820352575,-4.684913289819794,-3.4328357312270232,-4.173623465064889,-5.588548614569994,-3.842886745919473,-4.356631261991764,-3.3931183600544284,-3.903116917452628,-4.55249723956216,40
-4.169527817110971,-4.6979546121443345,-3.660369519555652,-4.480765890267014,-3.6418894314707133,-4.1124049889522105,-4.720767395579382,-3.4822886986476753,-4.195780477211019,-5.61210372191083,-3.8123445854399356,-4.392731269159017,-3.4449205809675583,-3.9315622899140474,-4.509325628845932,41
-4.170079206111374,-4.6717943072573345,-3.696237451489882,-4.517836848624083,-3.6932658836385617,-4.064059859870063,-4.754863049891678,-3.5308195009116403,-4.217415856632158,-5.627769201196252,-3.78421214187027,-4.424664840065642,-3.495673952168385,-3.9582915125293416,-4.466746668516843,42
-4.166525680135739,-4.647415205913913,-3.7303792698924867,-4.55355099933219,-3.7425041167226327,-4.017054915793813,-4.786386437032817,-3.577430471144466,-4.237857068877891,-5.634345421601063,-3.7584151883577657,-4.451344845755917,-3.5443339715059925,-3.982413546472453,-4.42561378167484,43
-4.158228307730767,-4.624960964088096,-3.761894327525288,-4.58716414105237,-3.78857507754979,-3.9722354777284683,-4.814523741278944,-3.6211239424717077,-4.256431579497808,-5.630632752300068,-3.7348794980497164,-4.471684157274128,-3.589856136829469,-4.003037352917332,-4.38678039141987,44
-4.1445481574431575,-4.604575237753904,-3.7898819771501056,-4.617932072445655,-3.830449712946896,-3.9304468666790315,-4.838461146906199,-3.660902248018916,-4.2724668540414985,-5.61543156246807,-3.713530844093411,-4.484595645664558,-3.6311959459879013,-4.019271893037921,-4.351099920851875,45
-4.124846297819607,-4.5864016828853575,-3.8134415715287564,-4.645110592173079,-3.867098969740812,-3.8925344036505036,-4.857384838190718,-3.695767720911642,-4.285290358058548,-5.5875422212798735,-3.6942949996361403,-4.488992181971491,-3.6673088968303746,-4.030226128008167,-4.3194257930708035,46
-4.098483797406817,-4.570583955456481,-3.831672463423063,-4.667955498895673,-3.897493794758401,-3.8593434096478885,-4.870480999408644,-3.724722694275438,-4.294229557098546,-5.545765097910282,-3.677097737825195,-4.4837866372392075,-3.6971504872059775,-4.035009019002016,-4.2926114311766,47
-4.064821724751485,-4.557265711441296,-3.843674005594843,-4.68572259127447,-3.920605134826526,-3.8317192056761904,-4.87693581483612,-3.746769501235857,-4.298611916711081,-5.4889005615340984,-3.6618648318078657,-4.467891882511996,-3.719676214963796,-4.032729527193413,-4.27151025826921,48
-4.023221148400312,-4.546590606813823,-3.8485455508059156,-4.6976676679705065,-3.935403936772048,-3.8105071127404124,-4.875935468749282,-3.7609104749184494,-4.2977649024457385,-5.415748981326129,-3.6485220547314436,-4.440220788834137,-3.7338415779529166,-4.022496613756305,-4.256975697448579,49
