C1,C2,C3,C4,time
-4.974219237927425,-4.895071301375892,-4.087401751938953,-3.619226444187009,10
-4.973855025691637,-4.877481350239044,-4.072206660856389,-3.619942174407248,11
-4.973121219710356,-4.861482694669171,-4.0583248474197555,-3.620619841540629,12
-4.97201781998358,-4.847075334666273,-4.045756311629052,-3.621259445587151,13
-4.970544826511312,-4.83425927023035,-4.034501053484282,-3.621860986546815,14
-4.96870223929355,-4.823034501361403,-4.024559072985441,-3.622424464419621,15
-4.966490058330294,-4.81340102805943,-4.015930370132532,-3.622949879205567,16
-4.963908283621544,-4.805358850324433,-4.008614944925553,-3.6234372309046554,17
-4.9609569151673005,-4.798907968156411,-4.002612797364505,-3.623886519516885,18
-4.957635952967561,-4.794048381555364,-3.997923927449388,-3.6242977450422535,19
-4.953945397022327,-4.790780090521292,-3.9945483351802022,-3.6246709074807635,20
-4.948074439300057,-4.792569036159748,-3.9930101939494915,-3.6250671125056932,21
-4.939017075338781,-4.801340741307151,-3.9936007111975576,-3.625520307713308,22
-4.927980510492865,-4.8147845785598005,-3.9959704379960392,-3.625989755988089,23
-4.9161719501166665,-4.830589920513992,-3.999769925416573,-3.6264347202145184,24
-4.9047985995645496,-4.846446139766023,-4.004649724530795,-3.6268144632770754,25
-4.895067664190876,-4.8600426089121935,-4.010260386410343,-3.6270882480602427,26
-4.888186349350006,-4.869068700548801,-4.016252462126856,-3.6272153374484994,27
-4.885361860396304,-4.871213787272141,-4.02227650275197,-3.6271549943263284,28
-4.88780140268413,-4.864167241678515,-4.027983059357322,-3.6268664815782095,29
-4.896712181567844,-4.845618436364217,-4.033022683014548,-3.626309062088624,30
-4.916204781229305,-4.8169229275723104,-4.0311967605904195,-3.6230309392651385,31
-4.947310942883537,-4.78123000830093,-4.019424009603293,-3.6157122497873098,32
-4.98661960743466,-4.738919656278977,-4.002030977102194,-3.606010156447604,33
-5.030719715786789,-4.69037184923536,-3.9833442101361425,-3.5955818220384876,34
-5.0762002088440425,-4.635966564898981,-3.9676902557541602,-3.586084409352426,35
-5.119650027510538,-4.5760837809987445,-3.9593956610052707,-3.5791750811818854,36
-5.157658112690394,-4.511103475263558,-3.9627869729384964,-3.5765110003193326,37
-5.1868134052877295,-4.441405625422323,-3.98219073860286,-3.579749329557233,38
-5.203704846206658,-4.367370209203945,-4.021933505047381,-3.590547231688053,39
-5.204921376351299,-4.289377204337332,-4.086341819321085,-3.6105618695042585,40
-5.188670384690649,-4.200169606984214,-4.18422814408628,-3.6427932612886176,41
