C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,time
-5.655418135194986,-5.99867186380489,-6.999999999999999,-6.977961332904106,-6.921732428582665,-7,-1.3948181428280875,-7.000000000000003,-6.961671883311519,-6.668380571149993,-6.999999999999999,-6.876592764151425,-6.794234017038329,-6.892939961593379,-6.685259704246369,-1.5717822072290744,-7.0000000000000036,10
-5.57131207165827,-5.96063617993548,-6.814621246844769,-6.835781157165588,-6.72779809697549,-6.835617532391479,-1.5577207856025965,-6.862517285468183,-6.814500925321747,-6.482732005676717,-6.869330140459582,-6.756873462272216,-6.64316995807381,-6.691113570778455,-6.50402268752971,-1.7416594714877027,-6.833548256564364,11
-5.455666234295287,-5.908337114615042,-6.559725461256329,-6.640283415525129,-6.4611383910156235,-6.609591639429765,-1.7817119194175457,-6.673478552986929,-6.6121408580858105,-6.2274652281509635,-6.68965908359151,-6.592259422188302,-6.435456876997595,-6.413602283407921,-6.254821789544303,-1.975240709843316,-6.604677109340362,12
-5.316365566562601,-5.845340513206333,-6.2526919013429785,-6.404797499458211,-6.139934654291237,-6.337333177453154,-2.051519421512826,-6.445772807043601,-6.368388958915249,-5.91998479158585,-6.473237128727694,-6.39397432845086,-6.185257029337608,-6.079327323620674,-5.9546479806073345,-2.256599928771669,-6.328991409275084,13
-5.161295011916781,-5.77521222107211,-5.910899825213025,-6.142652800440324,-5.782368230390508,-6.034253002799945,-2.3518711691283256,-6.192289052125557,-6.097042505121607,-5.577695248994497,-6.232314575200053,-6.173241865611068,-5.906732670621774,-5.707209915555624,-5.6204922310359935,-2.569811134748514,-6.022096007315624,14
-4.998339513814395,-5.701518083575129,-5.5517284909747655,-5.86717870994695,-5.406620462901605,-5.715761971808437,-2.6674950395039367,-5.925916292720155,-5.811898774016423,-5.218001153390025,-5.979141722340495,-5.941285718220099,-5.614046056378015,-5.316171283351667,-5.269345511147465,-2.898948334249607,-5.699595754409073,15
-4.835384015712008,-5.6278239460781485,-5.192557156736508,-5.5917046194535756,-5.030872695412702,-5.397270940816928,-2.983118909879548,-5.659543533314752,-5.526755042911239,-4.858307057785551,-5.725968869480938,-5.709329570829131,-5.3213594421342565,-4.925132651147709,-4.918198791258937,-3.2280855337506993,-5.377095501502522,16
-4.680313461066189,-5.557695653943925,-4.850765080606553,-5.329559920435688,-4.673306271511972,-5.0941907661637185,-3.2834706574950485,-5.406059778396708,-5.255408589117597,-4.5160175151942,-5.485046315953295,-5.488597107989337,-5.042835083418423,-4.553015243082649,-4.584043041687595,-3.541296739727545,-5.070200099543063,17
-4.541012793333503,-5.494699052535216,-4.543731520693204,-5.094074004368772,-4.352102534787588,-4.821932304187109,-3.5532781595903287,-5.17835403245338,-5.011656689947036,-4.208537078629087,-5.268624361089481,-5.290312014251897,-4.7926352357584365,-4.2187402832953955,-4.283869232750629,-3.822655958655898,-4.7945143994777855,18
-4.425366955970519,-5.4423999872147775,-4.288835735104763,-4.898576262728312,-4.085442828827722,-4.595906411225394,-3.777269293405278,-4.989315299972127,-4.8092966227110985,-3.9532703011033328,-5.088953304221409,-5.125697974167983,-4.584922154682222,-3.941228995924845,-4.034668334765222,-4.0562371970115105,-4.565643252253783,19
