C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,time
-4.948047686406575,-4.690252403399438,-5.116600352303669,-5.0492983401758735,-4.534020269535411,-3.7555039709022013,-4.534710150201289,-3.213082593447461,-5.799937397394628,-3.8464431106604233,-6.061864455592897,-4.917283727524803,-3.4861606264552742,-3.631698906513981,-3.400772435478831,-4.821118312715989,-4.6670932268511605,-3.41687734487896,10
-4.952701592523972,-4.6498025343867475,-5.103221706602078,-5.073681764281709,-4.59200833464945,-3.7522775914964623,-4.511555698353922,-3.2084415941898916,-5.744995600368825,-3.8365329868050675,-5.974012146969575,-4.866208199205817,-3.4798120161213784,-3.6328038235745845,-3.402151239979993,-4.820584009556312,-4.645557235101899,-3.413107896718536,11
-4.956324389759925,-4.61452379135076,-5.090861371789448,-5.094800344245086,-4.644448598974232,-3.749303077585001,-4.490659061684387,-3.204398161360871,-5.693951374106941,-3.827431224079183,-5.89383514661898,-4.8212729083510215,-3.4741782730011237,-3.633549218020617,-3.403448395830942,-4.820514562624053,-4.627220944394248,-3.409559816885596,12
-4.958916078114432,-4.584416174291474,-5.079519347865786,-5.112654080066003,-4.691341062509749,-3.746580429167817,-4.472020240192684,-3.2009522949603992,-5.646804718608974,-3.8191378224827686,-5.821333454541111,-4.782477854960417,-3.4692593970945103,-3.6339350898520784,-3.404663903031676,-4.8209099719192094,-4.6120843547282036,-3.4062331053801405,13
-4.9604766575874955,-4.559479683208891,-5.0691956348310905,-5.1272429717444625,-4.732685725256008,-3.7441096462449104,-4.455639233878815,-3.198103994988477,-5.603555633874926,-3.811652782015826,-5.7565070707359665,-4.7498230390340055,-3.465055388401538,-3.6339614390689685,-3.4057977615821966,-4.821770237441785,-4.600147466103771,-3.4031277622021703,14
-4.961006128179113,-4.539714318103011,-5.059890232685364,-5.138567019280463,-4.768482587213006,-3.7418907288162826,-4.4415160427427764,-3.195853261445104,-5.564204119904797,-3.804976102678353,-5.699355995203549,-4.723308460571785,-3.4615662469222066,-3.6336282656712875,-3.4068499714825036,-4.823095359191777,-4.591410278520949,-3.4002437873516853,15
-4.960504489889286,-4.525120078973834,-5.051603141428608,-5.146626222674005,-4.798731648380744,-3.739923676881933,-4.429650666784573,-3.19420009433028,-5.528750176698587,-3.799107784470351,-5.649880227943858,-4.702934119573756,-3.4587919726565164,-3.632935569659035,-3.407820532732597,-4.824885337169186,-4.585872791979734,-3.3975811808286847,16
-4.958971742718014,-4.515696965821359,-5.044334361060826,-5.1514205819250884,-4.823432908759221,-3.7382084904418598,-4.420043106004201,-3.1931444936440054,-5.4971938042562964,-3.794047827391821,-5.608079768956893,-4.688700016039919,-3.456732565604467,-3.6318833510322115,-3.408709445332477,-4.827140171374013,-4.583535006480132,-3.3951399426331688,17
-4.956407886665299,-4.511444978645587,-5.038083891582017,-5.152950097033715,-4.842586368348438,-3.736745169496065,-4.412693360401662,-3.19268645938628,-5.469535002577925,-3.7897962314427605,-5.573954618242655,-4.680606149970273,-3.455388025766059,-3.630471609790817,-3.4095167092821432,-4.829859861806257,-4.5843969220221386,-3.3929200727651376,18
-4.952812921731139,-4.512364117446518,-5.032851732992186,-5.15121476799988,-4.856192027148395,-3.7355337140445477,-4.407601429976956,-3.192825991557104,-5.445773771663471,-3.7863529966231715,-5.5475047758011415,-4.6786525213648185,-3.4547583531412926,-3.628700345934851,-3.410242324581595,-4.833044408465917,-4.588458538605756,-3.3909215712245913,19
-4.948186847915536,-4.518454382224152,-5.028637885291333,-5.146214594823588,-4.864249885159091,-3.7345741240873087,-4.404767314730083,-3.193563090156477,-5.425910111512936,-3.7837181229330525,-5.5287302416323545,-4.682839130223556,-3.4548435477301664,-3.626569559464314,-3.4108862912308338,-4.836693811352996,-4.595719856230982,-3.3891444380115296,20
-4.943415935091786,-4.534360237224367,-5.029458183708223,-5.132994728958829,-4.856611525603587,-3.734112984269201,-4.406263641873777,-3.1956587425598184,-5.410887479893491,-3.7824895708949855,-5.520307145739665,-4.701339283428854,-3.455967756205588,-3.623963896704609,-3.4115325307727744,-4.842839852913795,-4.604544077317272,-3.387658284252573,21
-4.938992555411721,-4.56266194036154,-5.037543647814388,-5.108802476768931,-4.82763893916136,-3.7342872860595873,-4.4132418709706664,-3.1995357195312484,-5.401230020009116,-3.782999540799292,-5.523722227013828,-4.7386937070264725,-3.458311060052505,-3.62081927228096,-3.412227666286814,-4.852611301174041,-4.614021869875433,-3.3865017827958424,22
-4.934325862293143,-4.600263182138418,-5.050217054123984,-5.0769410706179015,-4.784097737017037,-3.734932639695233,-4.424320250545598,-3.2046866961538223,-5.396308760015034,-3.784849392297586,-5.537191398785937,-4.7894535297615,-3.4616573614889794,-3.6172125886430995,-3.412915750077677,-4.864653634502863,-4.625244432292495,-3.3856285262235915,23
-4.9288250091538535,-4.64406765305775,-5.064801179151168,-5.040713742869744,-4.732753530355244,-3.7358846554129013,-4.438117029123412,-3.210604347510593,-5.395494728066464,-3.7876404850414795,-5.558930574387075,-4.848169880379024,-3.465790562733075,-3.6132207482407566,-3.413540834450084,-4.8776123312693915,-4.639302962955491,-3.3849921071180753,24
-4.9218991494116535,-4.690979043622282,-5.078618799410091,-5.003423725888465,-4.680371930360609,-3.7369789434493565,-4.453250455228957,-3.216781348684616,-5.398158952318625,-3.7909741786825855,-5.5871556671483305,-4.909393887624129,-3.470494566002852,-3.6089206535236626,-3.4140469717087596,-4.890132869842757,-4.657288660251449,-3.3845461180615453,25
-4.912957436484346,-4.737901044334765,-5.08899269141491,-4.96837425203807,-4.633718548217758,-3.738051114041364,-4.468338777387075,-3.222710374758946,-5.403672460926739,-3.794451832872517,-5.620082590400792,-4.967676680241906,-3.4755532735163754,-3.60438920694155,-3.4143782141584262,-4.900860728592092,-4.680292722567403,-3.3842441516362567,26
-4.90140902378973,-4.781737345697945,-5.093245631679782,-4.938868553682566,-4.599558995111318,-3.738936777425687,-4.48200024412261,-3.227884100816637,-5.411406282046027,-3.7976748072628888,-5.655927257475545,-5.017569386977441,-3.480750587491706,-3.59970331094415,-3.4144786141038077,-4.908441385886527,-4.709406348290384,-3.384039800424462,27
-4.886663064745609,-4.819391638214569,-5.08870039671886,-4.918209863185957,-4.584658882225915,-3.7394715438390906,-4.492853103960408,-3.2317952019407423,-5.420731443831705,-3.80024446150531,-5.692905581703675,-5.053623136575819,-3.485870410146906,-3.594939867981191,-3.4142922238496256,-4.911520320095191,-4.745720735807421,-3.3838866570084143,28
-4.868128712769785,-4.847767612387387,-5.072679763046301,-4.909701412912251,-4.595783820746177,-3.739491023518339,-4.499515605425311,-3.233936353214318,-5.431018974438997,-3.8017621552513976,-5.729233476416273,-5.070389057782129,-3.4906966437000393,-3.5901757805024075,-3.413763095700604,-4.908743009587216,-4.790327083505546,-3.383738313970369,29
-4.845215121280058,-4.863768958719146,-5.04250650717626,-4.916646435225452,-4.639699421856729,-3.7388308267001964,-4.500605997042166,-3.2338002297204183,-5.441639902023121,-3.801829248152763,-5.763126854944424,-5.0624182793414585,-3.4950131903691672,-3.5854879509575293,-3.412835281961466,-4.898754932731732,-4.8443165897717915,-3.3835483638925776,30
-4.821631973434865,-4.866282978049438,-4.998773417600067,-4.938203777230332,-4.730027109164556,-3.7394105944677825,-4.499225135575571,-3.2269735658989274,-5.463644798368778,-3.8007909645312736,-5.809742315843501,-5.027799039873225,-3.497224538790613,-3.580741746994754,-3.4105279666410273,-4.88303312530908,-4.9235450881672564,-3.3789217501948676,31
-4.8000529341111715,-4.857902491804814,-4.944586201168598,-4.970480557459461,-4.867318150852444,-3.7424672723624828,-4.4985286466838,-3.2115306622784656,-5.50382513712131,-3.799252500482591,-5.879350355597209,-4.971119931022943,-3.496668395165824,-3.5757826221744695,-3.4063542717985484,-4.863802851851459,-5.035689761972669,-3.3674649009881374,32
-4.778333129304577,-4.841089471368466,-4.881037011935325,-5.012202415418546,-5.0387329249687225,-3.7468124273084586,-4.497216932232206,-3.19069554307519,-5.55516329922691,-3.7972051733190195,-5.9628377344291446,-4.896682611074836,-3.4945284880605514,-3.5706576078146948,-3.400999156814416,-4.840831933855793,-5.1695738341545,-3.3521336358912524,33
-4.754327685010678,-4.818305888123584,-4.809218003953717,-5.06209499061329,-5.23143180956172,-3.7512576262298736,-4.493990394086142,-3.16769223250526,-5.610641665631766,-3.794640300352861,-6.0510912125629,-4.8087887383131385,-3.491988546040545,-3.5654137352334474,-3.395147581069018,-4.813888192819007,-5.3140205276792205,-3.3358837745230767,34
-4.725891727225071,-4.792013713453358,-4.730221331277245,-5.118883922549398,-5.432575182679764,-3.7546144360508884,-4.487549434110959,-3.145744754784832,-5.663242617282067,-3.791549198896418,-6.1349975502220655,-4.711739971022074,-3.4902322976715534,-3.5600980357487435,-3.38948450394274,-4.782739450238022,-5.457853065513301,-3.3216711365024723,35
-4.690880381943352,-4.764674918740978,-4.64513914795938,-5.181294850732574,-5.629323422371185,-3.7556944236956658,-4.476594454172012,-3.128077134130064,-5.705948535124002,-3.787923186261994,-6.205443507630236,-4.609837967485872,-3.490443471519329,-3.5547575406786014,-3.3846948848159704,-4.747153527609763,-5.589894670623215,-3.3124515414483047,36
