C1,C2,C3,C4,C5,C6,C7,C8,time
-4.859474634402541,-5.127560113035713,-5.16751711753488,-4.238146301137178,-4.248590022828882,-3.9684971894973784,-3.4775472786701735,-3.525217119897384,10
-4.850089668012338,-5.11160237352977,-5.1692370277267665,-4.217523244485075,-4.234779695088403,-3.9674078277866345,-3.479370887143932,-3.5217771771451134,11
-4.841351359694237,-5.096911125992779,-5.170231289365787,-4.198680448906941,-4.222594982803258,-3.9663778803568124,-3.481086324066959,-3.518504007738625,12
-4.833259709448233,-5.083486370424737,-5.170499902451939,-4.181617914402776,-4.212035885973447,-3.9654073472079108,-3.4826935894392537,-3.515397611677917,13
-4.825814717274329,-5.071328106825641,-5.170042866985227,-4.166335640972581,-4.20310240459897,-3.964496228339932,-3.484192683260817,-3.512457988962991,14
-4.819016383172526,-5.060436335195489,-5.1688601829656475,-4.152833628616355,-4.195794538679825,-3.9636445237528752,-3.485583605531649,-3.5096851395938473,15
-4.812864707142821,-5.050811055534279,-5.166951850393202,-4.141111877334098,-4.190112288216014,-3.96285223344674,-3.4868663562517495,-3.507079063570485,16
-4.807359689185215,-5.042452267842009,-5.164317869267891,-4.1311703871258105,-4.186055653207536,-3.9621193574215274,-3.4880409354211177,-3.5046397608929056,17
-4.802501329299709,-5.035359972118676,-5.160958239589714,-4.1230091579914925,-4.183624633654389,-3.9614458956772363,-3.489107343039756,-3.502367231561108,18
-4.7982896274863,-5.029534168364275,-5.156872961358673,-4.116628189931143,-4.182819229556574,-3.960831848213867,-3.490065579107661,-3.5002614755750923,19
-4.7947245837449906,-5.024974856578808,-5.152062034574765,-4.1120274829447645,-4.183639440914092,-3.96027721503142,-3.4909156436248354,-3.498322492934859,20
-4.793658074469329,-5.025509121688194,-5.141885915198864,-4.109940493005419,-4.18804159978233,-3.9601462285049767,-3.491536598369937,-3.496669208557838,21
-4.796118919877953,-5.033263121984613,-5.123767078764785,-4.110774695653698,-4.1971125573031705,-3.960641239954026,-3.4918612554422204,-3.4953676918426018,22
-4.800872535708499,-5.0456854675174565,-5.1007985546319485,-4.114041120240894,-4.209548092106356,-3.9615194277951815,-3.49197024032258,-3.4943386595108628,23
-4.8066843376985995,-5.060224768336112,-5.076073372159773,-4.119250796118296,-4.224043982821628,-3.962537970445054,-3.49194417849191,-3.4935028282843352,24
-4.812319741585887,-5.074329634489968,-5.052684560707678,-4.125914752637192,-4.239296008078726,-3.963454046320257,-3.4918636954311046,-3.492780914884731,25
-4.816544163107998,-5.085448676028416,-5.033725149635082,-4.133544019148876,-4.253999946507392,-3.964024833837402,-3.4918094166210585,-3.4920936360337644,26
