C1,C2,time
-5.496695818996124,-3.661696885250717,10
-5.404827887074575,-3.635967302720142,11
-5.3188689001862794,-3.611989326469162,12
-5.238818858331233,-3.589762956497776,13
-5.164677761509438,-3.569288192805985,14
-5.09644560972089,-3.5505650353937894,15
-5.03412240296559,-3.533593484261188,16
-4.977708141243534,-3.5183735394081816,17
-4.927202824554723,-3.5049052008347696,18
-4.882606452899155,-3.4931884685409518,19
-4.843919026276826,-3.483223342526728,20
-4.815079324905741,-3.47577217466467,21
-4.7982755600181255,-3.4712584937728708,22
-4.79088187813531,-3.4691740652696184,23
-4.790272425778631,-3.469010654573198,24
-4.793821349469421,-3.4702600271018946,25
-4.7989027957290125,-3.4724139482739975,26
-4.80289091107874,-3.4749641835077902,27
-4.803159842039937,-3.4774024982215606,28
-4.797083735133938,-3.4792206578335936,29
-4.782036736882076,-3.479910427762176,30
-4.762273469948055,-3.478476588904333,31
-4.7428807209007,-3.47489329984315,32
-4.7224808821190205,-3.470106392526008,33
-4.699696345982031,-3.465061698900289,34
-4.6731495048687375,-3.460705050913371,35
-4.641462751158157,-3.4579822805126357,36
-4.603258477229296,-3.4578392196454635,37
-4.557159075461168,-3.4612217002592347,38
-4.501786938232784,-3.4690755543013285,39
-4.435764457923154,-3.482346613719127,40
-4.352334478106802,-3.500550365017878,41
-4.249171653117262,-3.522436771273586,42
-4.13154609147207,-3.5478033792897627,43
-4.0047279016887645,-3.5764477358699187,44
-3.873987192284875,-3.608167387817566,45
-3.7445940717779393,-3.6427598819362172,46
-3.6218186486854904,-3.680022765029383,47
-3.5109310315250633,-3.7197535839005758,48
-3.417201328814194,-3.7617498853533067,49
-3.345899649070417,-3.8058092161910873,50
-3.297036782508687,-3.8561913677277633,51
-3.2651534259709796,-3.9154728421562712,52
-3.2473145479153622,-3.980926252598766,53
-3.240585116799899,-4.049824212177398,54
-3.2420301010826567,-4.119439334014323,55
-3.248714469221701,-4.187044231231693,56
-3.257703189675099,-4.249911516951658,57
-3.2660612309009154,-4.3053138042963734,58
-3.2708535613572165,-4.350523706387991,59
-3.2691451495020685,-4.382813836348664,60
-3.26343687954939,-4.401210038810295,61
-3.2581618680318827,-4.407999517552821,62
-3.253283431885785,-4.405346924420444,63
-3.2487648880473374,-4.395416911257365,64
-3.2445695534527776,-4.380374129907784,65
-3.240660745038346,-4.3623832322159055,66
-3.2370017797402806,-4.34360887002593,67
-3.233555974494822,-4.326215695182059,68
-3.2302866462382087,-4.312368359528495,69
-3.2271571119066795,-4.3042315149094375,70
-3.2241728553246016,-4.300216642175383,71
-3.221374964756817,-4.297196406552992,72
-3.2187801638002838,-4.295027236450707,73
-3.2164051760519596,-4.293565560276978,74
-3.2142667251087986,-4.292667806440251,75
-3.2123815345677587,-4.292190403348973,76
-3.210766328025796,-4.29198977941159,77
-3.2094378290798673,-4.291922363036551,78
-3.208412761326929,-4.291844582632301,79
-3.2077078483639383,-4.291612866607288,80
-3.2074174458161977,-4.291262105688356,81
-3.207576630486107,-4.290960572670551,82
-3.208113207736264,-4.290764769064615,83
-3.2089549829292707,-4.290731196381292,84
-3.210029761427725,-4.290916356131325,85
-3.2112653485942273,-4.2913767498254565,86
-3.2125895497913772,-4.292168878974432,87
-3.2139301703817744,-4.2933492450889945,88
-3.215215015728018,-4.294974349679888,89
-3.216371891192708,-4.297100694257853,90
-3.2170383453163836,-4.2978011354701025,91
-3.2170878846899797,-4.295946443961348,92
-3.2168022517516945,-4.292789992238595,93
-3.2164631889397244,-4.289585152808847,94
-3.2163524386922657,-4.287585298179107,95
-3.2167517434475155,-4.288043800856378,96
-3.21794284564367,-4.292214033347663,97
-3.2202074877189264,-4.301349368159966,98
-3.2238274121114805,-4.316703177800289,99
-3.22908436125953,-4.339528834775637,100
-3.2363866690824046,-4.373056383168863,101
-3.245669010414193,-4.417780498203922,102
-3.2565026390652343,-4.470851499099461,103
-3.268458808845866,-4.529419705074135,104
-3.2811087735664257,-4.5906354353465915,105
-3.294023787037252,-4.651649009135484,106
-3.3067751030686816,-4.709610745659462,107
-3.3189339754710523,-4.761670964137176,108
-3.3300716580547025,-4.804979983787278,109
-3.3397594046299695,-4.836688123828418,110
-3.348021889163366,-4.855116613658603,111
-3.3553174450922345,-4.862288027457382,112
-3.3618678154331545,-4.860904701615722,113
-3.367894743202709,-4.853668972524593,114
-3.3736199714174777,-4.843283176574962,115
-3.3792652430940437,-4.832449650157797,116
-3.385052301248987,-4.823870729664067,117
-3.3912028888988894,-4.820248751484741,118
-3.397938749060333,-4.824286052010786,119
-3.405481624749898,-4.838684967633169,120
-3.4140282954083587,-4.865690135347566,121
-3.423458127226357,-4.903746152783162,122
-3.433516743345277,-4.94985529728119,123
-3.443949766906502,-5.001019846182888,124
-3.4545028210514155,-5.054242076829487,125
-3.464921528921402,-5.106524266562224,126
-3.4749515136578455,-5.154868692722333,127
-3.4843383984021283,-5.196277632651048,128
-3.4928278062956353,-5.227753363689605,129
-3.50016536047975,-5.2462981631792385,130
-3.5066384369167243,-5.251524061190931,131
-3.51267048714267,-5.2463242682991345,132
-3.518211247659762,-5.232622832600284,133
-3.523210454970175,-5.2123438021908175,134
-3.527617845576084,-5.1874112251671685,135
-3.531383155979664,-5.1597491496257755,136
-3.5344561226830895,-5.1312816236630745,137
-3.536786482188536,-5.103932695375501,138
-3.538323970998178,-5.079626412859492,139
-3.5390183256141894,-5.060286824211481,140
-3.5385563982153494,-5.043862396933232,141
-3.536816342898723,-5.027218081610897,142
-3.5340348490439166,-5.010652650967508,143
-3.5304486060305376,-4.994464877726094,144
-3.526294303238192,-4.97895353460968,145
-3.521808630046486,-4.9644173943412975,146
-3.5172282758350275,-4.951155229643975,147
-3.5127899299834215,-4.939465813240741,148
-3.508730281871276,-4.929647917854625,149
-3.505286020878197,-4.9220003162086545,150
-3.5022559277185223,-4.916510657689473,151
-3.499282758247293,-4.91286224246578,152
-3.4963691645551678,-4.910897319433683,153
-3.4935177987328077,-4.9104581374892975,154
-3.4907313128708712,-4.911386945528729,155
-3.488012359060019,-4.9135259924480925,156
-3.4853635893909103,-4.916717527143496,157
-3.4827876559542044,-4.920803798511052,158
-3.480287210840561,-4.9256270554468715,159
-3.477864906140641,-4.931029546847064,160
-3.475445588093988,-4.937466712988362,161
-3.4729847542952204,-4.945355169984097,162
-3.470531033867608,-4.95447893048527,163
-3.4681330559344237,-4.96462200714289,164
-3.4658394496189353,-4.975568412607962,165
-3.4636988440444147,-4.987102159531491,166
-3.4617598683341324,-4.999007260564484,167
-3.4600711516113587,-5.011067728357946,168
-3.4586813229993654,-5.023067575562882,169
-3.457639011621421,-5.0347908148302984,170
-3.4569036932081336,-5.046417435617691,171
-3.456402424074595,-5.058271418948551,172
-3.4561352042208076,-5.070352764822877,173
-3.456102033646771,-5.082661473240671,174
-3.4563029123524873,-5.095197544201933,175
-3.4567378403379556,-5.107960977706663,176
-3.4574068176031774,-5.120951773754858,177
-3.4583098441481543,-5.134169932346521,178
-3.4594469199728857,-5.147615453481651,179
-3.4608180450773736,-5.161288337160249,180
