C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,time
-5.655418135194986,-6.4278124936027945,-6.982190976084143,-6.945212700007867,-1.3948181428280875,-6.955922665808253,-6.97245166613016,-6.896832932479979,-6.900142978856819,-6.880794342631517,-1.5717822072290735,10
-5.57131207165827,-6.326629780039462,-6.836490053674129,-6.7508872561089825,-1.5577207856025965,-6.761131387703082,-6.824119803832705,-6.794441320057109,-6.7528589253886295,-6.680218964514293,-1.7416594714877018,11
-5.455666234295287,-6.187503548889881,-6.636151285360357,-6.483689770748016,-1.7817119194175457,-6.4932933803084705,-6.620163493173705,-6.653652852975662,-6.550343351869869,-6.404427819603105,-1.9752407098433153,12
-5.316365566562601,-6.01991967955061,-6.394834132618766,-6.161838254290487,-2.051519421512826,-6.170670325946778,-6.374488846243544,-6.484066744900283,-6.30640413831318,-6.072224849596439,-2.2565999287716685,13
-5.161295011916781,-5.833364051418217,-6.1261980569253005,-5.803550717101918,-2.3518711691283256,-5.8115239069403675,-6.101001975132612,-6.295282209495617,-6.034849164731208,-5.702413996192791,-2.5698111347485137,14
-4.998339513814395,-5.63732254388926,-5.843902519755895,-5.427045169547828,-2.6674950395039367,-5.434115805611597,-5.813608991931293,-6.096898460426306,-5.749486311136591,-5.3137992010906485,-2.8989483342496065,15
-4.835384015712008,-5.441281036360302,-5.561606982586489,-5.050539621993738,-2.983118909879548,-5.056707704282825,-5.526216008729972,-5.898514711356995,-5.464123457541974,-4.925184405988505,-3.228085533750699,16
-4.680313461066189,-5.254725408227909,-5.2929709068930215,-4.692252084805168,-3.2834706574950485,-4.697561285276414,-5.252729137619039,-5.709730175952329,-5.192568483960001,-4.555373552584851,-3.541296739727545,17
-4.541012793333503,-5.08714153888864,-5.051653754151434,-4.370400568347641,-3.5532781595903287,-4.374938230914723,-5.00705449068888,-5.54014406787695,-4.948629270403313,-4.223170582578177,-3.822655958655898,18
-4.425366955970519,-4.948015307739057,-4.851314985837662,-4.103203082986673,-3.777269293405278,-4.107100223520112,-4.803098180029878,-5.399355600795503,-4.746113696884552,-3.9473794376669753,-4.0562371970115105,19
-4.341260892433803,-4.846832594175725,-4.705614063427646,-3.908877639087788,-3.9401719361797864,-3.912308945414939,-4.654766317732425,-5.2969639883726325,-4.598829643416362,-3.7468040595497363,-4.226114461270139,20
-4.280422330218485,-4.771214910607653,-4.599295876970524,-3.767002377075723,-4.058952074129454,-3.7701521402998246,-4.545746794502813,-5.22520122207245,-4.490621157350294,-3.6003620311053366,-4.35030869379966,21
-4.2288964135464475,-4.702257248149148,-4.507490620697217,-3.6443391290863416,-4.1613206559799565,-3.6473645332525697,-4.449993993971471,-5.169128456969053,-4.3956308517929275,-3.473739502541861,-4.458027114717409,22
-4.18604421096439,-4.639655704254715,-4.429435712356342,-3.539881443051852,-4.248123002736295,-3.5429282786613103,-4.366813767614972,-5.127588652142064,-4.313114455389446,-3.365893266551612,-4.550123147123335,23
-4.1512267910190115,-4.583106376378865,-4.364368569696512,-3.452622866904462,-4.320204435403476,-3.4558255309141828,-4.295511966909896,-5.099424766671106,-4.2423276967850345,-3.275780115826893,-4.627450214117382,24
-4.123805222257012,-4.532305361976102,-4.3115266104663466,-3.381556948576381,-4.3784102749865,-3.3850384443993233,-4.235394443332815,-5.083479759635799,-4.182526304624878,-3.2023568430600067,-4.690861738799497,25
-4.1031405732250885,-4.486948758500931,-4.270147252414457,-3.3256772359998146,-4.42358584249037,-3.329549173504866,-4.185767048360309,-5.078596590115765,-4.132966007554159,-3.1445802409432546,-4.741211144269622,26
-4.088593912469943,-4.446732663407862,-4.239467913289463,-3.283977277106974,-4.456576458920092,-3.2883398726189492,-4.145935633468953,-5.0836182171906295,-4.092902534218065,-3.101407102168942,-4.779351853627706,27
-4.079526308538273,-4.4113531741514,-4.218726010839979,-3.255450619830066,-4.478227445280666,-3.260392696129708,-4.115206050135325,-5.097387599940012,-4.061591613261778,-3.071794219429371,-4.806137289973694,28
-4.075298829976777,-4.380506388186051,-4.20715896281462,-3.2390908121012987,-4.489384122577096,-3.244689798425277,-4.0928841498359985,-5.118747697443533,-4.038288973330482,-3.054698385416843,-4.82242087640753,29
-4.075272545332155,-4.353888402966323,-4.204004186962003,-3.23389140185288,-4.490891811814387,-3.2402133338937933,-4.078275784047551,-5.146541468780818,-4.022250343069363,-3.0490763928236624,-4.829056036029161,30
-4.078808523151108,-4.331195315946722,-4.208499101030742,-3.23884593701702,-4.48359583399754,-3.245945456923393,-4.07068680424656,-5.179611873031487,-4.012731451123605,-3.053885034342132,-4.8268961919385305,31
-4.085267831980332,-4.312123224581755,-4.219881122769454,-3.252947965525924,-4.468341510131557,-3.2608683219022114,-4.0694230619096015,-5.216801869275161,-4.008988026138391,-3.0680811026645536,-4.816794767235584,32
-4.0940115403665285,-4.296368226325931,-4.237387669926755,-3.2751910353118032,-4.445974161221446,-3.283964083218385,-4.073790408513253,-5.256954416591468,-4.010275796758909,-3.0906213904832316,-4.799605185020272,33
-4.104400716856396,-4.283626418633752,-4.260256160251261,-3.3045686943068637,-4.4173391082722056,-3.31421489526005,-4.083094695534088,-5.298912474060024,-4.015850491630339,-3.120462690490468,-4.776180868392534,34
-4.115796429996631,-4.273593898959727,-4.287724011491587,-3.3400744904433144,-4.383281672288841,-3.35060291241534,-4.096641774448686,-5.341519000760452,-4.024967839397868,-3.156561795378565,-4.747375240452318,35
-4.127559748333937,-4.265966764758361,-4.31902864139635,-3.3807019716533637,-4.344647174276354,-3.3921102890723938,-4.113737496733621,-5.383616955772377,-4.03688356870668,-3.197875497839828,-4.7140417242995705,36
-4.1390517404150104,-4.260441113484165,-4.353407467714163,-3.42544468586922,-4.302280935239749,-3.4377191796193465,-4.133687713865471,-5.424049298175418,-4.050853408201959,-3.243360590566558,-4.677033743034236,37
-4.149633474786552,-4.256713042591643,-4.390097908193645,-3.4732961810230902,-4.2570282761840295,-3.4864117384443327,-4.1557982773208115,-5.461658987049198,-4.0661330865288905,-3.291973866251057,-4.637204719756259,38
-4.15866601999526,-4.254478649535301,-4.428337380583409,-3.5232500050471844,-4.209734518114198,-3.53717011993549,-4.179375038576219,-5.49528898147334,-4.081978332332657,-3.342672117585629,-4.595408077565585,39
-4.1655104445878335,-4.253434031769646,-4.467363302632072,-3.574299705873709,-4.1612449820352575,-3.588976478480953,-4.203723849108272,-5.523782240527465,-4.097644874258444,-3.3944121372625777,-4.552497239562162,40
-4.169527817110971,-4.253275286749186,-4.506413092088251,-3.6254388314348738,-4.1124049889522105,-3.640812968468858,-4.2281505603935425,-5.545981723291197,-4.112388440951436,-3.446150717974205,-4.509325628845933,41
-4.170079206111374,-4.253698511928427,-4.544724166700561,-3.675660929662887,-4.064059859870063,-3.6916617442873427,-4.2519610239086125,-5.560730388844157,-4.125464761056818,-3.496844652412815,-4.466746668516844,42
-4.166525680135739,-4.254399804761873,-4.581533944217616,-3.7239595484899555,-4.017054915793813,-3.7405049603245404,-4.274461091130054,-5.566871196265964,-4.136129563219773,-3.5454507332707084,-4.4256137816748415,43
-4.158228307730767,-4.255075262704035,-4.616079842388035,-3.7693282358482874,-3.9722354777284683,-3.7863247709685885,-4.2949566135344455,-5.563247104636246,-4.143638576085486,-3.5909257532401893,-4.3867803914198715,44
-4.1445481574431575,-4.25542098320942,-4.647599278960432,-3.8107605396700923,-3.9304468666790315,-3.828103330607622,-4.312753442598362,-5.548701073034622,-4.1472475282991415,-3.6322265050135614,-4.351099920851878,45
-4.124846297819607,-4.255133063732529,-4.675329671683421,-3.8472500078875775,-3.8925344036505036,-3.8648227936297777,-4.327157429798383,-5.522076060540712,-4.146212148505923,-3.6683097812831256,-4.319425793070806,46
-4.098483797406817,-4.253907601727874,-4.69850843830562,-3.877790188432952,-3.8593434096478885,-3.8954653144231908,-4.337474426611081,-5.482215026234141,-4.139788165351017,-3.6981323747411863,-4.292611431176602,47
