C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,time
-4.7517406098958634,-5.323802123992677,-4.968099907792582,-4.419155090346454,-4.199681687067335,-4.970666632386373,-5.192637215309529,-3.364487350466352,-3.285047768975614,-4.657535921567644,-4.75767047479868,-5.072584633991926,-4.511523614295102,-4.435152466526137,-5.369236664456892,-4.088143348419426,-4.142195024307063,-4.53803045678625,-3.7772321123415593,-4.44965718132834,-4.281734706461704,20
-4.665056631752716,-5.228898719112986,-5.1241897985723455,-4.328216485595367,-4.441653139904347,-4.624063278848354,-5.434146950964778,-3.3367621333766335,-3.276719840174706,-4.4528504101719735,-4.47607840318502,-4.82772911614656,-4.382116456957282,-4.318913377190129,-5.501483938948125,-3.9543350828078587,-4.121590581692004,-4.458224814098753,-3.7357578671804825,-4.225022948904993,-4.242809005364866,21
-4.58717171237505,-5.144701036682466,-5.261574473180631,-4.245353331902213,-4.656923918207596,-4.314205647153856,-5.646480797317291,-3.3119759996082623,-3.2692527002547425,-4.270352255903454,-4.225371299943821,-4.608498936922662,-4.266936651245673,-4.215197569369904,-5.6222797836698275,-3.8343598927003777,-4.1036523579082145,-4.386780187176872,-3.698973804405795,-3.8987294288156025,-4.208622714728238,22
-4.51808585176287,-5.07120907670112,-5.380253931617438,-4.170565629266995,-4.845494021977078,-4.04109373730288,-5.829638754367069,-3.29012894916124,-3.262646349215723,-4.110041458762087,-4.005549165075087,-4.414894096320233,-4.165984197160277,-4.124005043065461,-5.731624198622,-3.7282177780969854,-4.088380352955697,-4.323696576020606,-3.666879924017498,-3.500290607801929,-4.179175834551819,23
-4.45779904991617,-5.008422839168944,-5.480228173882767,-4.103853377689709,-5.007363451212798,-3.8047275492954213,-5.983620822114112,-3.2712209820355653,-3.256900787057648,-3.97191801874787,-3.8166119985788147,-4.246914594339271,-4.079259094701093,-4.045335798276801,-5.829517183804642,-3.6359087389976783,-4.075774566834448,-4.268973980629957,-3.63947622601559,-3.05922047260572,-4.154468364835608,24
-4.406311306834957,-4.95634232408594,-5.561497199976617,-4.0452165771703585,-5.142532205914752,-3.6051070831314833,-6.108427000558419,-3.25525209823124,-3.2520160137805174,-3.855981935860805,-3.658559800455006,-4.1045604309797765,-4.0067613438681215,-3.9791898350039228,-5.915958739217754,-3.5574327754024586,-4.06583499954447,-4.222612401004922,-3.616762710400072,-2.6050330099687313,-4.134500305579609,25
-4.363622622519227,-4.914967531452106,-5.624061009898987,-3.9946552277089418,-5.251000286082942,-3.4422323388110625,-6.204057289699993,-3.2422222977482633,-3.247992029384331,-3.7622332101008924,-3.5313925707036598,-3.987831606241751,-3.9484909446613616,-3.9255671532468286,-5.990948864861337,-3.492789887311326,-4.058561651085762,-4.184611837145504,-3.598739377170944,-2.1672422066327175,-4.119271656783818,26
-4.32973299696898,-4.884298461267446,-5.66791960364988,-3.952169329305459,-5.332767691717368,-3.3161033163341584,-6.27051168953883,-3.2321315805866346,-3.244828833869088,-3.6906718414681317,-3.4351103093247777,-3.896728120125193,-3.904447897080815,-3.884467753005517,-6.0544875607353905,-3.4419800747242806,-4.053954521458325,-4.154972289051703,-3.585406226328206,-1.7753620493394315,-4.1087824184482376,27
-4.304642430184217,-4.864335113531955,-5.6930729812292915,-3.9177588819599105,-5.387834422818028,-3.226720015700771,-6.307790200074932,-3.2249799467463554,-3.2425264272347896,-3.641297829962523,-3.369713016318358,-3.8312499726301033,-3.8746322011264804,-3.8558916342799883,-6.106574826839912,-3.405003337641321,-4.052013610662157,-4.133693756723518,-3.576763257871857,-1.4589065248306283,-4.103032590572866,28
-4.28835092216494,-4.855077488245637,-5.6995211426372245,-3.8914238856722974,-5.416200479384925,-3.174082436910899,-6.3158928213083,-3.2207673962274255,-3.2410848094814355,-3.6141111755840667,-3.335200691684403,-3.791397163756483,-3.859043856798358,-3.8398387970702434,-6.1472106631749055,-3.381859676062449,-4.052738918697261,-4.120776240160948,-3.572810471801899,-1.2473896198480596,-4.102022173157706,29
-4.280858472911147,-4.856525585408491,-5.687264087873677,-3.8731643404426173,-5.417865861418059,-3.1581905799645416,-6.294819553238934,-3.219493929029843,-3.2405039806090254,-3.6091118783327625,-3.3315733354229113,-3.7771696935043297,-3.857682864096448,-3.8363092413762807,-6.176395069740368,-3.372549089987664,-4.0561304455636344,-4.116219739363996,-3.5735478681183306,-1.1703253211334803,-4.105751166202754,30
-4.295515516717701,-4.8857543082529835,-5.645825841557624,-3.871582787320848,-5.373846617811362,-3.214607345279777,-6.2242203977307495,-3.225378614146094,-3.240966939729742,-3.6488600383923937,-3.389856279930209,-3.813261580976237,-3.885981639731012,-3.8588326234463133,-6.1949281964275915,-3.3909345767561963,-4.066450822457389,-4.129763038185585,-3.584368955795483,-1.2504522514103684,-4.120631965363673,31
-4.339738961526189,-4.9522497141304855,-5.569386417366274,-3.891458415779197,-5.273596109061467,-3.363089899755539,-6.0927898002637,-3.2407653787942228,-3.242575353017019,-3.7458890447539503,-3.527285820982033,-3.9133917256736424,-3.9525137485410844,-3.9149254189737905,-6.20325457095396,-3.4447178015565076,-4.086068177820804,-4.166816572099564,-3.608270128707985,-1.4679396335904933,-4.150227012671383,32
-4.404628517806706,-5.044628534219352,-5.464929798886978,-3.9270561984510146,-5.1297703025724175,-3.579929643113108,-5.914094426261843,-3.2628415103125747,-3.245207221062736,-3.885158830628243,-3.7231784036474984,-4.06109744819482,-4.046990912719825,-3.9955678571265727,-6.200840760058614,-3.524656766162445,-4.112140757523143,-4.2208878185373155,-3.6416557142062818,-1.7884473546980444,-4.190261377688778,33
