C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,time
-4.591176442539848,-5.21677448865715,-5.185044987466932,-4.199681687067335,-4.564307519323448,-4.946553859829277,-5.192637215309529,-3.83508673340699,-4.657535921567648,-4.8772241171428785,-5.266840787158707,-3.3939803964276782,-3.8925606462699465,-4.177754749770766,-4.373456188911755,-5.5333198685407,-4.9092269373907325,-4.138841478051,-4.4670550233449315,-4.44965718132834,-3.5145237120584825,-4.27266510522777,20
-4.5874954358879325,-5.061368096592091,-5.340477963588388,-4.441653139904347,-4.448209747881768,-4.607310274056275,-5.434146950964778,-3.931183412820065,-4.452850410171977,-4.6736055963777625,-5.437669887111311,-3.39045210035792,-3.787423474853473,-4.088317097967828,-4.26541333400879,-5.162337242525236,-5.1385030620906775,-4.113653493478102,-4.4233067394281465,-4.225022948904993,-3.5856202249241824,-4.227532215876633,21
-4.584173424687709,-4.9228081959516325,-5.4772227649713,-4.656923918207596,-4.343048253073578,-4.3041489286017685,-5.646480797317292,-4.016889015717142,-4.270352255903457,-4.491529433710523,-5.592775616299813,-3.3871726039560297,-3.693175056729536,-4.008771720863911,-4.168939193691498,-4.830684770028044,-5.34284579679421,-4.091167265301979,-4.384037794956277,-3.8987294288156025,-3.6490938391605905,-4.187909866448435,22
-4.5812104089391745,-4.801094786735778,-5.59527939161567,-4.845494021977078,-4.248823034898876,-4.037069823465757,-5.829638754367069,-4.092203542098223,-4.1100414587620895,-4.3309956291411655,-5.732157974724213,-3.3841419072220074,-3.609815391898135,-3.939118618459015,-4.084033767959883,-4.538362451049125,-5.52225514150133,-4.071382793522631,-4.349248189929326,-3.500290607801929,-3.7049445547677067,-4.1537980569431765,23
-4.578606388642332,-4.696227868944522,-5.694647843521495,-5.0073634512127985,-4.165534093357662,-3.8060729586482376,-5.983620822114112,-4.157126991963306,-3.971918018747872,-4.192004182669684,-5.855816962384511,-3.381360010155852,-3.53734448035927,-3.8793577907531374,-4.0106970568139415,-4.285370285588477,-5.676731096212038,-4.054300078140058,-4.31893792434729,-3.05922047260572,-3.7531723717455305,-4.125196787360858,24
-4.57636136379718,-4.60820744257787,-5.775328120688778,-5.142532205914752,-4.093181428449938,-3.6111583341492115,-6.108427000558419,-4.211659365312392,-3.8559819358608065,-4.07455509429608,-5.9637525792807065,-3.3788269127575647,-3.4757623221129412,-3.829489237746281,-3.9489290602536755,-4.0717082736461006,-5.806273660926333,-4.039919119154261,-4.293106998210172,-2.6050330099687313,-3.7937772900940625,-4.102106057701478,25
-4.5744753344037195,-4.537033507635818,-5.837320223117517,-5.2510002860829434,-4.031765040175702,-3.452325949968679,-6.204057289699993,-4.2558006621454805,-3.762233210100893,-3.9786483640203563,-6.055964825412802,-3.3765426150271445,-3.4250689171591486,-3.789512959438445,-3.898729778279084,-3.897376415221997,-5.910882835644217,-4.028239916565238,-4.27175541151797,-2.1672422066327175,-3.8267593098133026,-4.084525867965039,26
-4.5729483004619516,-4.482706064118369,-5.880624150807713,-5.332767691717369,-3.9812849285349556,-3.32957580610664,-6.27051168953883,-4.289550882462572,-3.690671841468132,-3.9042839918425125,-6.132453700780793,-3.374507116964592,-3.3852642654978915,-3.7594289558296294,-3.8600992108901675,-3.762374710316166,-5.990558620365689,-4.019262470372992,-4.2548831642706855,-1.7753620493394315,-3.8521184309032517,-4.0724562181515385,27
-4.571780261971872,-4.44522511202552,-5.905239903759365,-5.38783442281803,-3.9417410935276975,-3.242907902563093,-6.307790200074932,-4.312910026263666,-3.6412978299625225,-3.851461977762545,-6.1932192053846835,-3.3727204185699065,-3.356348367129171,-3.7392372269198333,-3.8330373580869255,-3.666703158928606,-6.045301015090748,-4.012986780577519,-4.242490256468317,-1.4589065248306283,-3.8698546533639075,-4.065897108260978,28
-4.570971218933487,-4.424590651357273,-5.911167481972475,-5.416200479384927,-3.913133535153929,-3.1923222393380386,-6.3158928213083,-4.325878093548765,-3.614111175584066,-3.8201823217804574,-6.238261339224472,-3.3711825198430896,-3.338321222052986,-3.728937772709059,-3.8175442198693594,-3.610361761059319,-6.0751100198193955,-4.009412847178822,-4.234576688110867,-1.2473896198480596,-3.8799679771952724,-4.064848538293357,29
-4.570521171346792,-4.420802682113628,-5.89840688544704,-5.41786586141806,-3.8954622534136494,-3.177818816431476,-6.294819553238934,-4.328455084317865,-3.6091118783327616,-3.810445023896249,-6.267580102300159,-3.3698934207841384,-3.331182830269337,-3.728530593197304,-3.813619796237468,-3.5933505167083033,-6.0799856345516305,-4.008540670176901,-4.231142459198333,-1.1703253211334803,-3.8824584023973454,-4.069310508248676,30
-4.575657677123046,-4.4542946654812505,-5.8570462815563555,-5.373846617811364,-3.899975370061454,-3.234446847315625,-6.224220397730749,-4.30995895100762,-3.648860038392393,-3.8435590325363025,-6.278397179989974,-3.3689344877828864,-3.3461897219967125,-3.748884965214863,-3.833899817760943,-3.6526910511917072,-6.043573500350687,-4.014550593052047,-4.238086340010893,-1.2504522514103684,-3.8680706855847062,-4.086553195393139,31
-4.589284935101836,-4.536418524341623,-5.781579096618915,-5.273596109061468,-3.932921841627672,-3.38167811725283,-6.0927898002637,-4.264455222749504,-3.74588904475395,-3.9313626523819423,-6.2691690641707085,-3.3683509243892384,-3.389595525134272,-3.796039375889676,-3.8854041347562798,-3.808950934129612,-5.956787862251695,-4.029765028848868,-4.258685425148645,-1.4679396335904933,-3.8316630248765664,-4.12061558709686,32
-4.607917906675659,-4.653551951236967,-5.6786132190525285,-5.129770302572418,-3.9868029202759083,-3.596146483928277,-5.914094426261844,-4.19906526458575,-3.885158830628243,-4.0596499178155785,-6.241747964590211,-3.3680884863433085,-3.453895886203024,-3.862747640668215,-3.9597089268436845,-4.037449081977921,-5.8305316262124975,-4.051397081913836,-4.28900720109147,-1.7884473546980444,-3.779405582529873,-4.1666508985157025,33
-4.628071553237006,-4.792072638709504,-5.554756537274995,-4.955025165748254,-4.0541198581697655,-3.8544858050271578,-5.701700941149232,-4.120910441558587,-4.051629329226086,-4.214214863219625,-6.19798609099633,-3.368092929385208,-3.5315864517239763,-3.941763574996951,-4.048390373643361,-4.313504411192535,-5.675707698190939,-4.076659856593422,-4.325119154319253,-2.1776353017572165,-3.717468520801571,-4.219812344805531,34
