C1,C2,C3,C4,C5,C6,C7,time
-6.3312631988018175,-6.97637322836768,-6.597947369799712,-6.937846482934304,-6.881915181149561,-1.5570352018623255,-6.862351426326053,10
-6.232215066491812,-6.821989257111484,-6.41151387341802,-6.810538124816744,-6.6908801495990025,-1.7263312476639439,-39455867958.92249,11
-6.096023884565556,-6.609711296634216,-6.155167815893194,-6.635489132405101,-6.428206981216985,-1.9591133106411682,-62350013560.5804,12
-5.931975415427108,-6.354012844241141,-5.846387337511016,-6.424634664272894,-6.111805210211371,-2.239509886500098,-71605093697.20657,13
-5.749355421480536,-6.06936739723753,-5.5026505785572715,-6.189909878993646,-5.759584370790029,-2.551649470946831,-70143765254.17143,14
-5.557449665129901,-5.77024845292865,-5.141435679317743,-5.943249935140877,-5.389453997160823,-2.8796605596874665,-60888685116.84539,15
-5.365543908779265,-5.471129508619769,-4.7802207800782135,-5.696589991288108,-5.019323623531615,-3.2076716484281014,-46762510170.59886,16
-5.182923914832693,-5.186484061616158,-4.436484021124469,-5.46186520600886,-4.667102784110273,-3.5198112328748348,-30687897300.802322,17
-5.018875445694246,-4.930785609223083,-4.127703542742292,-5.251010737876655,-4.35070101310466,-3.8002078087337643,-15587503392.826199,18
-4.882684263767989,-4.718507648745812,-3.871357485217466,-5.075961745465012,-4.088027844722642,-4.0329898717109876,-4383985332.0408945,19
-4.783636131457984,-4.564123677489616,-3.6849239888357737,-4.948653387347452,-3.8969928131720835,-4.202285917512607,-3.816825152391912,20
-4.709865838059005,-4.451467305857939,-3.5489837520785876,-4.856683566441477,-3.7574065666514747,-4.326028975493806,-3.6735123490675665,21
-4.643087143823808,-4.35418441130985,-3.4318012894809735,-4.77908942619072,-3.636494272599432,-4.433301576489286,-3.549478312203952,22
-4.582954267593424,-4.271466891734055,-3.332380465409254,-4.714964985957895,-3.5332872440840073,-4.524956468424412,-3.443704369643888,23
-4.5291214282088825,-4.202506645019254,-3.2497251442297537,-4.6634042651057195,-3.446816794173255,-4.601846399224554,-3.3551718492301914,24
-4.481242844511215,-4.146495569054151,-3.1828391903087976,-4.623501282996908,-3.376114235935228,-4.664824116815078,-3.282862078805682,25
-4.4389727353414505,-4.10262556172745,-3.130726468012708,-4.594350058994176,-3.3202108824379786,-4.714742369121348,-3.2257563862131775,26
-4.401965319540621,-4.070088520927854,-3.09239084170781,-4.575044612460243,-3.2781380467495613,-4.7524539040687355,-3.182836099295497,27
-4.369874815949759,-4.048076344544066,-3.066836175760428,-4.564678962757821,-3.2489270419380287,-4.778811469582605,-3.15308254589546,28
-4.342355443409891,-4.0357809304647905,-3.053066334536884,-4.562347129249628,-3.231609181071434,-4.794667813588323,-3.1354770538558827,29
-4.319061420762051,-4.032394176578729,-3.0500851824035036,-4.567143131298378,-3.22521577721783,-4.800875684011259,-3.1290009510195853,30
-4.299646966847269,-4.037107980774586,-3.0568965837266098,-4.578160988266791,-3.22877814344527,-4.798287828776777,-3.132635565229386,31
-4.283766300506576,-4.049114240941062,-3.0725044028725272,-4.594494719517578,-3.2413275928218073,-4.787756995810245,-3.1453622243281028,32
-4.271073640581003,-4.0676048549668655,-3.0959125042075804,-4.61523834441346,-3.2618954384154963,-4.770135933037033,-3.1661622561585565,33
-4.26122320591158,-4.091771720740695,-3.126124752098092,-4.63948588231715,-3.2895129932943883,-4.746277388382503,-3.1940169885635625,34
-4.253869215339338,-4.120806736151256,-3.1621450109103866,-4.666331352591363,-3.323211570526537,-4.717034109772024,-3.227907749385941,35
-4.2486658877053065,-4.153901799087252,-3.202977145010788,-4.694868774598818,-3.362022483179995,-4.683258845130965,-3.2668158664685105,36
-4.245267441850519,-4.190248807437386,-3.247625018765621,-4.7241921677022285,-3.404977044322818,-4.64580434238469,-3.3097226676540896,37
-4.243328096616004,-4.2290396590903585,-3.295092496541208,-4.753395551264312,-3.4511065670230563,-4.605523349458568,-3.355609480785496,38
-4.242502070842794,-4.269466251934877,-3.344383442703874,-4.781572944647783,-3.4994423643487647,-4.563268614277964,-3.4034576337055493,39
-4.242443583371918,-4.310720483859642,-3.3945017216199433,-4.80781836721536,-3.549015749367995,-4.5198928847682485,-3.452248454257068,40
-4.2428068530444065,-4.351994252753357,-3.4444511976557384,-4.831225838329757,-3.5988580351488015,-4.476248908854784,-3.5009632702828695,41
-4.243246098701293,-4.392479456504728,-3.493235735177586,-4.85088937735369,-3.6480005347592392,-4.433189434462941,-3.5485834096257745,42
