C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,time
-4.751740609895857,-4.845090151487332,-5.341062305720039,-4.877296555953804,-3.6447175368570885,-4.986967692603433,-4.327106447754257,-5.246236926283291,-4.6592131044937135,-5.39456215490916,-4.475790141488986,-4.952298467412693,-4.031082501533121,-4.505867172157766,-4.384074772913053,-5.1793340188606605,-4.449657181328342,20
-4.665056631752709,-4.730490306079715,-5.3034792761589395,-4.517728998407383,-3.6192220903040435,-5.163380777543033,-4.167894985120342,-4.911173740029973,-4.393377211994022,-5.051063341795227,-4.368737280131074,-4.630763307041691,-3.921787685549331,-4.322054803113027,-4.22799166466136,-4.867810107972419,-4.225022948904993,21
-4.587171712375043,-4.5640277569109875,-5.248887868256322,-4.195235429215861,-3.5821885584496203,-5.317650560425875,-4.024736434068306,-4.6143456911361955,-4.15695109640283,-4.746323578771009,-4.272322048191966,-4.3442290605098135,-3.8244511852799628,-4.15662033751805,-4.08799994986036,-4.592836293427443,-3.8987294288156042,22
-4.518085851762864,-4.360759417976311,-5.182225998304885,-3.9098158483792416,-3.536966707994219,-5.44977704125196,-3.8976307945981508,-4.355752779601961,-3.9499347577201394,-4.480342865836509,-4.186544445671665,-4.092695727817063,-3.739073000725017,-4.0095637753728335,-3.964099628510057,-4.354412575225733,-3.5002906078019302,23
-4.457799049916167,-4.135742203270845,-5.108431582597325,-3.661470255897518,-3.4869063056382394,-5.559760220021289,-3.7865780667098745,-4.135395005427266,-3.772328195945948,-4.253121202991724,-4.111404472570167,-3.876163308963437,-3.6656531318844907,-3.880885116677377,-3.856290700610446,-4.152538953367286,-3.0592204726057206,24
-4.4063113068349535,-3.904033026789752,-5.032442537426346,-3.450198651770694,-3.435357118082082,-5.647600096733861,-3.6915782504034773,-3.9532723686121116,-3.624131411080257,-4.064658590236656,-4.046902128887476,-3.6946318039489365,-3.6041915787583867,-3.7705843614316814,-3.76457316616153,-3.987215427852105,-2.605033009968732,25
-4.363622622519226,-3.6806888025281936,-4.959196779084642,-3.27600103599877,-3.385668912026148,-5.713296671389677,-3.6126313456789605,-3.8093848691564975,-3.505344403123067,-3.9149550275713048,-3.9930374146235903,-3.548101212773563,-3.554688341346704,-3.678661509635746,-3.6889470251633085,-3.8584419986801874,-2.167242206632718,26
-4.329732996968981,-3.48076644448133,-4.893632223864914,-3.1388774085817452,-3.3411914541708354,-5.756849943988735,-3.5497373525363227,-3.703732507060425,-3.415967172074378,-3.8040105149956704,-3.9498103297785083,-3.436571535437315,-3.517143419649443,-3.6051165612895724,-3.6294122776157813,-3.7662186658515355,-1.775362049339432,27
-4.30464243018422,-3.3193228666443235,-4.840686788059863,-3.03882776951962,-3.3052745112165454,-5.778259914531036,-3.502896270975565,-3.6363152823238933,-3.3559997179341887,-3.731825052509752,-3.9172208743522323,-3.3600427719401935,-3.4915568136666035,-3.5499495163931583,-3.5859689235189487,-3.710545429366149,-1.4589065248306283,28
-4.288350922164943,-3.211414983012334,-4.8052983879621864,-2.9758521188123943,-3.2812678498636783,-5.777526583016582,-3.472108100996687,-3.6071331949469023,-3.3254420407025003,-3.6983986401135516,-3.8952690483447623,-3.3185149222821986,-3.477928523398185,-3.5131603749465072,-3.55861696287281,-3.691422289224027,-1.2473896198480598,29
-4.2808584729111505,-3.172099707580524,-4.792404939864583,-2.949950456460068,-3.2725212368126333,-5.754649949445369,-3.457372842599689,-3.6161862449294517,-3.3242941403793127,-3.7037312778070675,-3.883954851756098,-3.3119879864633304,-3.4762585488441884,-3.4947491369496158,-3.547356395677366,-3.7088492454251707,-1.1703253211334803,30
-4.295515516717703,-3.224452246166124,-4.7786126214579525,-2.9961770822568794,-3.280998424529194,-5.6957242267846775,-3.474500863600567,-3.7030622631385333,-3.382471577239869,-3.786788382366941,-3.8943849744896704,-3.375000025401441,-3.4997860672734284,-3.512189789279645,-3.5688475239962556,-3.8009579143720624,-1.2504522514103684,31
-4.3397389615261925,-3.3665519937556088,-4.741176328639957,-3.134006607199627,-3.3040079340455715,-5.593023977794107,-3.532275701674875,-3.889754488944697,-3.516594106992638,-3.96921740755797,-3.9327297998251645,-3.526738850717559,-3.5558661771685793,-3.575190102423904,-3.632346071198165,-3.988932527399415,-1.4679396335904933,32
-4.404628517806708,-3.575962148098007,-4.686007055013438,-3.3400694980921526,-3.3379166849118134,-5.4558197271621385,-3.620157111611949,-4.149871035103281,-3.7067180227874568,-4.2250414088623955,-3.9915848678269596,-3.7441790884664488,-3.6356727603504315,-3.6721007517976223,-3.72674516924067,-4.247352006905572,-1.7884473546980444,33
-4.481283896029345,-3.8302459069423493,-4.6190157941812355,-3.590996221738299,-3.3790915966779638,-5.29338199957725,-3.7276048482011235,-4.457020014369629,-3.932899617774164,-4.52828344176246,-4.063545718559434,-4.004295364702878,-3.7303796986397755,-3.791272412816025,-3.840937950081346,-4.550795275288882,-2.1776353017572165,34
-4.560804806664193,-4.10696646803766,-4.546113539746192,-3.8634172449419033,-3.4238995888940678,-5.114981319727929,-3.8440786662317348,-4.784809539499073,-4.175195185102596,-4.852966561740397,-4.141207892086965,-4.284062305481607,-3.8311608738574,-3.9210557608943395,-3.963817545677764,-4.873841254947684,-2.601163361792195,35
-4.634290960181346,-4.3836870291329735,-4.473211285311148,-4.133963034506811,-3.468707581110172,-4.929888212302651,-3.9590383204931183,-5.106847723246959,-4.413661017922592,-5.173113824278453,-4.217166928473933,-4.560454536857406,-3.929190167824097,-4.049801471447794,-4.084277087987501,-5.191068868280325,-3.0246914218271743,36
-4.692842067050895,-4.637970787977315,-4.406220024478946,-4.379264057236862,-3.509882492876323,-4.747373201989901,-4.0619435657746115,-5.396742678368626,-4.628353409383989,-5.4627482848588675,-4.284018367784716,-4.8104466848850365,-4.015641462360656,-4.165860219891616,-4.191209708968131,-5.477057037685152,-3.413879368886345,37
-4.727557837742931,-4.847380942319712,-4.351050750852426,-4.575950779935896,-3.5437912437425636,-4.576706813478158,-4.142254156865547,-5.628102517619409,-4.799328652636623,-5.695892998963877,-4.334357750083692,-5.011013375619265,-4.081688639287866,-4.257582681641032,-4.273508540577227,-5.706384685560504,-3.734387089993896,38
-4.729537982727549,-4.989480689909198,-4.313614458034431,-4.700653669407758,-3.5668007532589416,-4.427159571455905,-4.189429848555263,-5.7745353537546515,-4.906643040830335,-5.846571022075727,-4.360780615435241,-5.139129235114858,-4.118505580426519,-4.31331953211127,-4.3200667147723655,-5.8536307343047325,-3.9518744721740218,39
-4.689882212474839,-5.041833228494797,-4.299822139627801,-4.730003192456286,-3.5752779409755022,-4.308002000611625,-4.192930395633093,-5.809649299529692,-4.93035286711496,-5.888805409676653,-4.355882503903741,-5.171768889426578,-4.117266167597403,-4.3214214467175545,-4.319777363511118,-5.893374106316177,-4.032001402450909,40
-4.5990613302271734,-4.974528675775362,-4.2614608936176035,-4.654723355188984,-3.556357220321904,-4.212861875876469,-4.147680692127499,-5.720553927689396,-4.860957775473489,-5.8109957262895495,-4.315315713485028,-5.098909639845054,-4.072494615552473,-4.27691365648552,-4.266479821406989,-5.813240973127419,-4.025802243571016,41
-4.461011267668734,-4.791844889822608,-4.157337511589924,-4.493895899128255,-3.5050009785478524,-4.128585194757469,-4.061791859383865,-5.527457254308707,-4.713862153000341,-5.633636339112217,-4.244343553369285,-4.938861485993467,-3.9903018328212507,-4.189113181924722,-4.1682697301040665,-5.6327195845842,-4.008975955182732,42
-4.287029427932334,-4.522626678944865,-4.003892527549133,-4.266687894200297,-3.4293180959334593,-4.054269815806923,-3.944502993166923,-5.253615057138079,-4.506479407512503,-5.37889250763926,-4.14997808041241,-4.7110981014254225,-3.8792417418908856,-4.067808382676282,-4.035424682105809,-5.374181980554609,-3.9841793196631583,43
-4.088413214150791,-4.195718851450467,-3.8175664754996044,-3.9922664103313137,-3.3374174527588414,-3.9890135975771264,-3.8050531892414052,-4.922283113927976,-4.256222946826966,-5.068929491365288,-4.039231351470304,-4.435093159694522,-3.7478682652485276,-3.922787618381323,-3.8782222699156765,-5.060000200906738,-3.95406911938939,44
-3.876460029456913,-3.839966215647738,-3.6147998894457034,-3.6897985174475005,-3.2374079293041085,-3.931914398620374,-3.6526815433720388,-4.556717202428848,-3.9805061787607112,-4.725912549784903,-3.919115423398865,-4.130320334354366,-3.604735325381324,-3.763839248680962,-3.706940086037124,-4.712546285508672,-3.9213021367385243,45
-3.6624672769835147,-3.48421357984501,-3.4120333033918038,-3.378451285475056,-3.1373984058493765,-3.8820700774889634,-3.496627151323555,-4.180173100391155,-3.696742511130727,-4.372006942392714,-3.796642353053992,-3.8162532989585536,-3.4583968447764226,-3.60075163321632,-3.5318557229736096,-4.3541922742285015,-3.8885351540876583,46
-3.4577323598634058,-3.157305752350608,-3.2257072513422727,-3.077391784340176,-3.0454977626747572,-3.838578492735189,-3.3461291088606817,-3.8159065855653473,-3.422345351753997,-4.029377928683318,-3.6788241972915827,-3.512365727060687,-3.3174067459209704,-3.443313131628515,-3.3632467732285893,-4.007310206934312,-3.8584249538138895,47
-3.2735526812294014,-2.8880875414728653,-3.0722622673014817,-2.8057870839690615,-2.9698148800603645,-3.8005375029113475,-3.2104265117481496,-3.4871734357018878,-3.17472810844751,-3.7201907681513267,-3.5726730129675373,-3.238131292214368,-3.190318951302118,-3.3013121035586703,-3.2113908293055227,-3.6942721234941933,-3.833628318294315,48
-3.121225644214316,-2.705403755520114,-2.9681388852738038,-2.582804254287914,-2.9184586382863134,-3.767044966569735,-3.098758455750691,-3.217229428551233,-2.971304189028255,-3.4666107202913476,-3.4852008569377566,-3.013023667973201,-3.0856873834070147,-3.184536908647905,-3.0865654837078673,-3.437450063776238,-3.816802029906033,49
-3.012048651950961,-2.638099202800679,-2.9297776392636066,-2.427610365222929,-2.899537917632715,-3.737198742262648,-3.0203640366330338,-3.0293303418638375,-2.8294870013132156,-3.2908030445979835,-3.4234197860581372,-2.8565165278907845,-3.0120659647228063,-3.1027759065373397,-2.9990483289390806,-3.2592160676485324,-3.810602871026139,50
-2.9449560688563676,-2.638379653532114,-2.930373457444296,-2.3345000888619905,-2.8997836174698515,-3.714608403386213,-2.9725633367730353,-2.9164366734824103,-2.7439428638840195,-3.185636511341696,-3.385617415161096,-2.762663076071335,-2.967329762905692,-3.0531463561927348,-2.9462360951573285,-3.1526105892874683,-3.810030748414557,51
-2.9076400496911563,-2.639140876946007,-2.9319906782204535,-2.28042683718231,-2.9004505170277928,-3.7022148225877505,-2.944286228550527,-2.850520486022797,-2.6936502715498816,-3.1241631311968554,-3.363570656488153,-2.70796461629494,-2.941427525555773,-3.0238958433376117,-2.9160242772617107,-3.090566580409321,-3.8084778441831197,52
