C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,time
-4.961353186210175,-4.6290676875238255,-3.924820180019809,-3.821370572946657,-4.829311242115375,-4.342576327761537,-4.640431534011565,-4.719172722961094,-3.584124677200651,-4.392569307110693,-3.7096463627800507,20
-5.083528852595028,-4.423673209596412,-3.993303092289505,-3.9134617730171692,-4.966578482579073,-4.4386594440918525,-4.810436304957264,-4.830976645772891,-3.576683904223306,-4.503971562792742,-3.8064902641740512,21
-5.1917546817768665,-4.240163301299914,-4.054335971567381,-3.995730312384986,-5.090095824112108,-4.526514003055423,-4.962257800656508,-4.929393732973202,-3.5696017315320194,-4.603498909205974,-3.892955103065754,22
-5.2860306737556915,-4.078537962634335,-4.107918817853437,-4.0681761910501075,-5.1998632667144795,-4.60614000465225,-5.095896021109296,-5.0144239845620255,-3.562878159126791,-4.691151346350385,-3.969040879455158,23
-5.366356828531502,-3.9387971935996706,-4.154051631147673,-4.130799409012533,-5.295880810386189,-4.677537448882332,-5.211350966315628,-5.086067400539364,-3.55651318700762,-4.766928874225978,-4.034747593342265,24
-5.432733146104298,-3.820940994195924,-4.19273441145009,-4.183599966272263,-5.378148455127235,-4.740706335745671,-5.308622636275506,-5.1443239809052175,-3.550506815174507,-4.830831492832752,-4.090075244727076,25
-5.485159626474081,-3.7249693644230955,-4.2239671587606855,-4.2265778628292985,-5.446666200937619,-4.7956466652422645,-5.3877110309889265,-5.189193725659584,-3.5448590436274525,-4.882859202170709,-4.135023833609587,26
-5.52363626964085,-3.6508823042811853,-4.247749873079463,-4.259733098683638,-5.50143404781734,-4.842358437372114,-5.4486161504558925,-5.220676634802465,-3.5395698723664566,-4.9230120022398465,-4.169593359989802,27
-5.548163075604606,-3.598679813770194,-4.264082554406419,-4.2830656738352815,-5.542451995766398,-4.880841652135218,-5.4913379946764005,-5.23877270833386,-3.534639301391518,-4.9512898930401645,-4.193783823867719,28
-5.558740044365348,-3.568361892890123,-4.272965202741555,-4.296575588284232,-5.569720044784794,-4.91109630953158,-5.515876563650455,-5.2434819462537705,-3.5300673307026385,-4.967692874571664,-4.207595225243339,29
-5.555367175923077,-3.5599285416409714,-4.274397818084871,-4.300262842030486,-5.583238194872527,-4.9331224095611965,-5.522231857378051,-5.234804348562195,-3.525853960299817,-4.972220946834346,-4.211027564116662,30
-5.531757092875272,-3.5953931841981173,-4.2596298095969125,-4.2839171090654045,-5.576074362070081,-4.944766827879659,-5.498076145778328,-5.2012898546295805,-3.519648889523583,-4.9563797457979275,-4.193587188029453,31
-5.4844168077760855,-3.686985500658991,-4.223799737922422,-4.241865986050854,-5.544377388622169,-4.944833384295626,-5.4365606899174725,-5.136577319661729,-3.5101463957853416,-4.915450180334477,-4.149444290060468,32
-5.417537905560535,-3.8200298749066754,-4.172741330287709,-4.180916356992596,-5.492768663835138,-4.934757495038705,-5.34590397651606,-5.04830011741168,-3.498913346191407,-4.855095159797513,-4.0855946385152,33
-5.33531197116363,-3.979850690824251,-4.112288313919073,-4.1078751058963885,-5.4258695770153285,-4.915974576338505,-5.2343244922946655,-4.944091621632464,-3.487516607848093,-4.780977593540557,-4.0090340016991375,34
-5.24193058952039,-4.151772332294799,-4.048274416042821,-4.029549116767992,-5.348301517469085,-4.889920044424631,-5.110040723973866,-4.83158520607712,-3.4775230478617116,-4.698760390917129,-3.926758147917771,35
-5.141585345565827,-4.321119183201401,-3.9865333638852545,-3.9527452736131687,-5.264685874502752,-4.858029315526694,-4.981271158274238,-4.7184142444986845,-3.4704995333385784,-4.614106461280751,-3.84576284547659,36
