C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,time
-4.751740609895857,-4.84509015148733,-5.341062305720037,-3.8397707222836814,-5.168219365321533,-3.6447175368570885,-4.98696769260343,-4.338256208528062,-4.372669723079443,-5.281350083045937,-4.8233960497356145,-4.031082501533122,-4.384074772913053,-5.387344127072777,-4.44965718132834,-4.82498300508752,20
-4.665056631752709,-4.730490306079713,-5.303479276158938,-3.860375247731684,-4.737375301819746,-3.6192220903040435,-5.163380777543028,-4.105531206960913,-4.198968257172416,-4.930504904814307,-4.511553745273258,-3.921787685549333,-4.227991664661361,-5.033095578010099,-4.225022948904993,-4.522283135371221,21
-4.587171712375043,-4.564027756910986,-5.24888786825632,-3.890304448929877,-4.350762017081172,-3.5821885584496203,-5.3176505604258715,-3.8969960677620636,-4.0428909884007265,-4.619086112646409,-4.233240957871516,-3.824451185279964,-4.087999949860361,-4.718813906914026,-3.8987294288156025,-4.2535121753120215,22
-4.518085851762862,-4.36075941797631,-5.182225998304883,-3.926851161950786,-4.008379511105812,-3.536966707994219,-5.4497770412519575,-3.7126507909315154,-3.9044379167643744,-4.347093706542245,-3.9884576875303877,-3.7390730007250172,-3.964099628510058,-4.444499113784559,-3.500290607801929,-4.018670124909928,23
-4.457799049916165,-4.135742203270844,-5.108431582597324,-3.967308222866936,-3.710227783893661,-3.4869063056382394,-5.559760220021286,-3.552495376469265,-3.7836090422633593,-4.114527686501812,-3.777203934249872,-3.665653131884492,-3.856290700610447,-4.210151198621696,-3.05922047260572,-3.8177569841649355,24
-4.406311306834953,-3.9040330267897523,-5.032442537426344,-4.008968467750853,-3.456306835444723,-3.435357118082082,-5.64760009673386,-3.4165298243753135,-3.6804043648976816,-3.92138805252511,-3.5994796980299704,-3.6041915787583876,-3.7645731661615307,-4.015770161425438,-2.6050330099687313,-3.650772753077044,25
-4.363622622519224,-3.680688802528193,-4.959196779084641,-4.049124732675062,-3.2466166657589968,-3.385668912026148,-5.713296671389677,-3.304754134649662,-3.5948238846673415,-3.767674804612141,-3.4552849788706825,-3.5546883413467047,-3.688947025163309,-3.861356002195786,-2.1672422066327175,-3.517717431646256,26
-4.329732996968978,-3.48076644448133,-4.893632223864914,-4.0850698537120875,-3.081157274836482,-3.3411914541708354,-5.756849943988736,-3.217168307292309,-3.5268676015723393,-3.653387942762903,-3.3446197767720074,-3.5171434196494435,-3.629412277615782,-3.746908720932738,-1.7753620493394315,-3.41859101987257,27
-4.3046424301842166,-3.319322866644323,-4.8406867880598625,-4.114096666934455,-2.959928662677179,-3.3052745112165454,-5.778259914531038,-3.1537723423032546,-3.476535515612675,-3.5785274669773983,-3.2674840917339467,-3.491556813666604,-3.5859689235189487,-3.6724283176362955,-1.4589065248306283,-3.3533935177559866,28
-4.288350922164941,-3.2114149830123346,-4.8052983879621864,-4.1334980084146915,-2.882930829281087,-3.2812678498636783,-5.777526583016584,-3.1145662396824996,-3.443827626788348,-3.5430933772556252,-3.223877923756499,-3.477928523398186,-3.55861696287281,-3.637914792306459,-1.2473896198480596,-3.3221249252965057,29
-4.280858472911148,-3.172099707580524,-4.792404939864583,-4.1405667142253195,-2.8501637746482062,-3.2725212368126333,-5.754649949445372,-3.0995499994300424,-3.4287439350993596,-3.547085673597584,-3.213801272839665,-3.4762585488441893,-3.547356395677366,-3.643368144943227,-1.1703253211334803,-3.3247852424941273,30
-4.2955155167177015,-3.224452246166124,-4.7786126214579525,-4.130576635285311,-2.902766271697793,-3.280998424529194,-5.69572422678468,-3.1326629088950244,-3.4485048700280845,-3.630522376036306,-3.2701084648707677,-3.4997860672734293,-3.5688475239962556,-3.7290090421924904,-1.2504522514103684,-3.395693801334262,31
-4.33973896152619,-3.3665519937556088,-4.741176328639957,-4.10346070673386,-3.063593194273878,-3.3040079340455715,-5.593023977794108,-3.2272045721603004,-3.5126773368425095,-3.815635717923475,-3.4110519031205415,-3.5558661771685798,-3.6323460711981648,-3.9171822988575205,-1.4679396335904933,-3.5539168973643607,32
