C1,C2,C3,C4,C5,C6,time
-5.50631118947145,-4.312774843068627,-5.90756682515291,-6.056810716504646,-6.384539944718961,-3.161001786944755,10
-5.449496247976808,-4.2550549128797535,-5.6656736928852425,-5.96549562239208,-6.074967455639394,-3.150099032508213,11
-5.395906525766407,-4.200853683531186,-5.440284269832268,-5.880331905242651,-5.789220378238585,-3.1399525960642762,12
-5.345542022840247,-4.150171155022926,-5.231398555993985,-5.801319565056355,-5.527298712516531,-3.1305624776129437,13
-5.298402739198329,-4.103007327354972,-5.039016551370394,-5.728458601833196,-5.289202458473237,-3.1219286771542176,14
-5.25448867484065,-4.059362200527326,-4.863138255961496,-5.661749015573173,-5.0749316161086995,-3.114051194688096,15
-5.213799829767213,-4.019235774539987,-4.703763669767292,-5.6011908062762865,-4.8844861854229205,-3.1069300302145804,16
-5.176336203978015,-3.9826280493929542,-4.56089279278778,-5.546783973942536,-4.7178661664159,-3.10056518373367,17
-5.142097797473058,-3.949539025086228,-4.434525625022965,-5.498528518571922,-4.575071559087636,-3.094956655245366,18
-5.111084610252338,-3.919968701619808,-4.324662166472842,-5.456424440164444,-4.456102363438131,-3.090104444749666,19
-5.083296642315858,-3.893917078993695,-4.231302417137414,-5.420471738720101,-4.360958579467383,-3.086008552246572,20
-5.062706290601386,-3.872394811024625,-4.160190530218347,-5.393963678708378,-4.304362009611155,-3.082938241173995,21
-5.05152044229657,-3.8559633720552284,-4.114517701938787,-5.378729851501209,-4.294491433000422,-3.0810431023307756,22
-5.047090832776234,-3.843948992874349,-4.09045449683096,-5.372574747452272,-4.321532314678015,-3.0801436267583044,23
-5.046769197415196,-3.8356779042708284,-4.0841714794270825,-5.373302856915245,-4.375670119686755,-3.0800603054979745,24
-5.047907271588281,-3.830476337033509,-4.091839214259381,-5.3787186702438055,-4.447090313069471,-3.0806136295911783,25
-5.047856790670307,-3.827670521951235,-4.109628265860078,-5.386626677791633,-4.525978359868988,-3.081624090079308,26
-5.043969490036099,-3.826586689812848,-4.133709198761394,-5.3948313699124055,-4.602519725128134,-3.0829121780037565,27
-5.033597105060476,-3.8265510714071906,-4.160252577495552,-5.4011372369598,-4.666899873889729,-3.084298384405915,28
-5.014091371118262,-3.826889897523106,-4.185428966594775,-5.403348769287495,-4.709304271196607,-3.085603200327177,29
-4.982804023584275,-3.826929398949437,-4.205408930591284,-5.39927045724917,-4.719918382091589,-3.0866471168089342,30
-4.942355071288164,-3.831004977818488,-4.231568011300768,-5.396495992028572,-4.700699358658016,-3.0851681252750915,31
-4.896946423191029,-3.8422239144968144,-4.2741972205874115,-5.4015209157684145,-4.662912543860737,-3.08009571173304,32
-4.84630266486487,-3.858070257124634,-4.327840328056191,-5.410502495260822,-4.610705689064846,-3.073037609099404,33
-4.790148381881692,-3.876028053842164,-4.3870411033120815,-5.4195979972979185,-4.548226545635436,-3.065601550290807,34
-4.728208159813492,-3.8935813527896204,-4.446343315960054,-5.424964688671827,-4.479622864937599,-3.0593952682238728,35
-4.660206584232272,-3.9082142021072217,-4.500290735605088,-5.422759836174673,-4.409042398336427,-3.0560264958152237,36
-4.585868240710035,-3.917410649935184,-4.5434271318521535,-5.409140706598579,-4.340632897197015,-3.0571029659814837,37
-4.504917714818781,-3.9186547444137263,-4.570296274306228,-5.380264566735671,-4.278542112884453,-3.064232411639276,38
-4.41707959213051,-3.9094305336830635,-4.575441932572282,-5.332288683378071,-4.226917796763836,-3.0790225657052246,39
-4.322078458217227,-3.8872220658834147,-4.553407876255296,-5.261370323317905,-4.189907700200256,-3.1030811610959526,40
-4.21171449148915,-3.848379868072858,-4.497400649861256,-5.157985262460145,-4.168198061257564,-3.1353719003461302,41
-4.081717850469878,-3.7934855905456555,-4.409304424451298,-5.020827321856461,-4.157868751518543,-3.1736517840614837,42
-3.937708090901488,-3.7263699662963012,-4.2966794094631044,-4.858380836019027,-4.156157972626687,-3.2177184922652198,43
-3.7853047685260592,-3.6508637283192895,-4.167085814334369,-4.679130139460013,-4.160303926225487,-3.267369704980546,44
-3.6301274390856637,-3.5707976096091136,-4.028083848502773,-4.49155956669159,-4.167544813958436,-3.3224031022306666,45
-3.4777956583223775,-3.4900023431602665,-3.887233721406003,-4.30415345222593,-4.175118837469027,-3.38261636403879,46
-3.333928981978274,-3.4123086619672427,-3.7520956424817475,-4.1253961305752025,-4.18026419840075,-3.4478071704281232,47
-3.2041469657954305,-3.3415472990245347,-3.6302298211676924,-3.96377193625158,-4.180219098397098,-3.517773201421873,48
-3.094069165515924,-3.2815489873266372,-3.5291964669015248,-3.8277652037672363,-4.172221739101564,-3.5923121370432454,49
-3.0093151368818276,-3.2361444598680436,-3.456555789120932,-3.7258602676343404,-4.15351032215764,-3.6712216573154466,50
-2.950228185835949,-3.2046095677582707,-3.4108030533184275,-3.6570271872005797,-4.122237017175077,-3.7623616882965445,51
-2.9111713504658443,-3.1825693940638704,-3.3832620786841043,-3.611895204090938,-4.080239338899374,-3.870308668883618,52
-2.888793784730711,-3.168378519714893,-3.3707359052020163,-3.5864374262335277,-4.030283506677647,-3.9899350483583986,53
-2.8797446425897477,-3.1603915256413835,-3.3700275728562157,-3.5766269615564603,-3.975135739857009,-4.1161132760026184,54
-2.8806730780021512,-3.1569629927733915,-3.3779401216307554,-3.5784369179878506,-3.9175622577845752,-4.243715801098003,55
-2.8882282449271206,-3.156447502040965,-3.3912765915096887,-3.5878404034558105,-3.8603292798074613,-4.367615072926287,56
-2.8990592973238534,-3.1571996343741517,-3.4068400224770685,-3.6008105258884533,-3.80620302527278,-4.482683540769199,57
-2.9098153891515475,-3.157573970702999,-3.421433454516947,-3.6133203932138915,-3.757949713527647,-4.583793653908469,58
-2.9171456743694004,-3.1559250919575548,-3.4318599276133797,-3.621343113360238,-3.718335563919178,-4.665817861625826,59
-2.917699306936611,-3.1506075790678683,-3.434922481750416,-3.6208517942556067,-3.6901267957944865,-4.723628613203003,60
-2.9148997766594658,-3.14251755754185,-3.4333641159390136,-3.6156302041564676,-3.673059203631443,-4.755111291119423,61
-2.9141239737689553,-3.1338592354008825,-3.4320240844610566,-3.611956472761336,-3.664117334668894,-4.764408567867787,62
-2.9149511528613337,-3.1249493173452207,-3.4308498102069884,-3.6095452501613914,-3.6619405373954175,-4.755778827749739,63
-2.916960568532857,-3.1161045080751193,-3.429788716067254,-3.6081111864478115,-3.6651681602995927,-4.733480455066927,64
-2.919731475379777,-3.1076415122908325,-3.428788224932298,-3.607368931711776,-3.672439551869996,-4.701771834120991,65
-2.922843127998351,-3.099877034692615,-3.427795759692565,-3.6070331360444627,-3.682394060595206,-4.664911349213578,66
-2.92587478098483,-3.0931277799807213,-3.426758743238498,-3.6068184495370508,-3.693671034963802,-4.627157384646332,67
-2.9284056889354715,-3.087710452855406,-3.425624598460543,-3.6064395222807186,-3.70490982346436,-4.592768324720897,68
-2.930015106446528,-3.0839417580169237,-3.424340748249143,-3.6056110043666467,-3.7147497745854596,-4.56600255373892,69
-2.930282288114255,-3.0821384001655288,-3.422854615494744,-3.6040475458860115,-3.7218302368156793,-4.551118456002042,70
-2.929308123469188,-3.082730176402008,-3.4210648098073952,-3.601828740382405,-3.727755188282595,-4.5456937898254415,71
-2.9275849908173615,-3.0856274283894978,-3.4189695276025884,-3.5992947249151164,-3.7348267739578174,-4.543966763145473,72
-2.9252793779182755,-3.0903676776717766,-3.4166655719789327,-3.5965509648488774,-3.7427315925959728,-4.545186434695549,73
-2.9225577725314333,-3.0964884457926236,-3.4142497460350385,-3.5937029255484156,-3.751156242951691,-4.548601863209085,74
-2.9195866624163345,-3.103527254295815,-3.411818852869512,-3.59085607237846,-3.7597873237795967,-4.5534621074194925,75
-2.9165325353324816,-3.111021624725132,-3.4094696955809654,-3.5881158707037413,-3.7683114338343193,-4.559016226060188,76
-2.9135618790393756,-3.1185090786243514,-3.4072990772680045,-3.5855877858889875,-3.776415171870486,-4.564513277864581,77
-2.910841181296518,-3.1255271375372526,-3.4054038010292396,-3.5833772832989284,-3.7837851366427224,-4.569202321566089,78
-2.9085369298634096,-3.1316133230076137,-3.40388066996328,-3.581589828298293,-3.790107926905658,-4.572332415898124,79
-2.9068156124995523,-3.1363051565792137,-3.402826487168734,-3.580330886251811,-3.7950701414139196,-4.573152619594099,80
-2.9055497466033766,-3.140076385557347,-3.402246438821,-3.5794909594622855,-3.798620690889554,-4.571540845961206,81
-2.904495854534527,-3.1436698101773333,-3.4020430177300747,-3.5788998443863704,-3.80105620109927,-4.568208022965084,82
-2.903646431494327,-3.1470265313779873,-3.4021589869464655,-3.5785719476195683,-3.8025848433646883,-4.5636527313268225,83
-2.9029939726841016,-3.1500876500981256,-3.4025371095206807,-3.578521675757384,-3.80341478900743,-4.558373551767509,84
-2.9025309733051716,-3.1527942672765628,-3.4031201485032265,-3.57876343539532,-3.8037542093491115,-4.552869065008227,85
-2.9022499285588617,-3.155087483852114,-3.403850866944612,-3.57931163312888,-3.803811275711356,-4.547637851770065,86
-2.902143333646494,-3.1569084007635952,-3.4046720278953426,-3.5801806755535677,-3.8037941594157823,-4.543178492774113,87
-2.902203683769394,-3.1581981189498216,-3.4055263944059275,-3.581384969264888,-3.8039110317840117,-4.539989568741457,88
-2.9024234741288835,-3.158897739349609,-3.406356729526873,-3.5829389208583415,-3.804370064137662,-4.5385696603931835,89
-2.9027951999262855,-3.1589483629017723,-3.4071057963086875,-3.5848569369294343,-3.8053794277983553,-4.53941734845038,90
-2.903190709112544,-3.157849729754381,-3.407445497604115,-3.5867060931488477,-3.8068496936923806,-4.538356542594525,91
-2.9035465888590335,-3.1553849982753674,-3.4072529140567474,-3.5882309358271813,-3.8085152976304415,-4.53255014597494,92
-2.9039524431977215,-3.1519203967333445,-3.4067785754033606,-3.5897120775198093,-3.8103202082607774,-4.5245052295144825,93
-2.9044978761605798,-3.1478221533969246,-3.4062730113807334,-3.591430130782109,-3.8122083942316296,-4.516728864136008,94
-2.905272491779575,-3.1434564965347196,-3.4059867517256412,-3.593665708169456,-3.814123824191237,-4.511728120762368,95
-2.9063658940866786,-3.139189654415342,-3.406170326174863,-3.5966994222372275,-3.81601046678784,-4.51201007031642,96
-2.907867687113859,-3.1353878553074033,-3.407074264465175,-3.6008118855407987,-3.8178122906696785,-4.52008178372102,97
-2.9098674748930855,-3.1324173274795153,-3.408949096333353,-3.606283710635545,-3.819473264484993,-4.53845033189902,98
-2.9124548614563275,-3.1306442992002914,-3.4120453515161766,-3.613395510076845,-3.8209373568820233,-4.56962278577328,99
-2.9157194508355544,-3.1304349987383437,-3.416613559750421,-3.6224278964200725,-3.822148536509009,-4.616106216266651,100
-2.919626634560265,-3.131776702213822,-3.4227996423547493,-3.63459415489138,-3.8210074543920185,-4.686028121527023,101
-2.9240642630025806,-3.134282548526029,-3.4304248581125,-3.650277327225646,-3.8164059121325447,-4.781303852901747,102
-2.92900562845841,-3.137757560112299,-3.439252742957468,-3.668512660741338,-3.809774604241963,-4.895122261112861,103
-2.934424023223661,-3.142006759409972,-3.4490468328234467,-3.688335402756926,-3.802544225231653,-5.020672196882412,104
-2.9402927395942395,-3.146835168856383,-3.459570663644229,-3.708780800590876,-3.7961454696129886,-5.1511425109324405,105
-2.9465850698660527,-3.15204781088887,-3.470587771353609,-3.7288841015616567,-3.7920090318973485,-5.279722053984995,106
-2.953274306335008,-3.157449707944769,-3.48186169188538,-3.7476805529877364,-3.7915656065961088,-5.399599676762112,107
-2.960333741297012,-3.1628458824614185,-3.493155961173336,-3.7642054021875837,-3.7962458882206467,-5.50396422998584,108
-2.9677366670479723,-3.1680413568761554,-3.5042341151512697,-3.777493896479666,-3.807480571282339,-5.58600456437822,109
-2.9754563758837964,-3.1728411536263152,-3.5148596897529765,-3.7865812831824512,-3.8267003502925627,-5.638909530661296,110
-2.9840749293180155,-3.1763057885032,-3.525473508995837,-3.78550649020136,-3.849653307879635,-5.660396132170072,111
-2.993943391736465,-3.1781155247891815,-3.5365656971063135,-3.771958295079513,-3.872493584528972,-5.656259451490022,112
-3.004688559743509,-3.179005006158205,-3.5479737403318223,-3.7504467195919227,-3.8972609615375946,-5.631805458218896,113
-3.0159372299435128,-3.179708876284219,-3.5595351249197806,-3.725481785513606,-3.92599522020253,-5.592340121954449,114
-3.0273161989408384,-3.180961778841167,-3.571087337117602,-3.7015735146195765,-3.960736141820799,-5.54316941229443,115
-3.0384522633398507,-3.183498357502996,-3.5824678631727043,-3.6832319286848496,-4.003523507689425,-5.489599298836593,116
-3.048972219744913,-3.1880532559436507,-3.593514189332501,-3.674967049484442,-4.056397099105432,-5.436935751178691,117
-3.0585028647603894,-3.195361117837078,-3.604063801844409,-3.681288898793366,-4.121396697365843,-5.390484738918473,118
-3.066670994990643,-3.206156586857223,-3.613954186955844,-3.7067074983866393,-4.200562083767682,-5.355552231653692,119
-3.0731034070400387,-3.221174306678032,-3.6230228309142216,-3.7557328700392745,-4.295933039607972,-5.3374441989821,120
-3.077597809629982,-3.24284484437259,-3.6314308236321,-3.8418121163744186,-4.42688027093764,-5.33371555558266,121
-3.0804288444604326,-3.2717566622825927,-3.6394361922858023,-3.9677387903419485,-4.602049952365837,-5.3375054337312005,122
-3.081938707603584,-3.3058812469849013,-3.647021829018392,-4.1220425892069805,-4.807395068026937,-5.347496129420772,123
-3.0824695951316308,-3.3431900850563805,-3.654170625972933,-4.293253210234636,-5.028868602055309,-5.362369938644429,124
-3.082363703116765,-3.381654663073891,-3.6608654752924896,-4.469900350690031,-5.252423538585324,-5.380809157395221,125
-3.081963227631183,-3.4192464676142964,-3.667089269120125,-4.640513707838287,-5.464012861751358,-5.401496081666202,126
-3.081610364747077,-3.4539369852544577,-3.6728248995989032,-4.793622978944515,-5.649589555687772,-5.423113007450421,127
-3.0816473105366406,-3.483697702571238,-3.678055258871888,-4.917757861273836,-5.795106604528942,-5.444342230740931,128
-3.0824162610720687,-3.5065001061415004,-3.682763239082143,-5.001448052091369,-5.8865169924092395,-5.463866047530785,129
