C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,time
-4.233585083700621,-6.74222667278619,-7.000000000000002,-6.591681899968464,-6.8281511151907965,-6.921154107824583,-6.786067566791203,-6.259918212788233,-1.8327562221228708,-6.963051574945851,-7.0000000000000036,-6.887402570887008,-1.5590859022909764,-0.6101536125700382,10
-4.238391233953994,-6.652035179497549,-6.833741145540098,-6.4561427294067135,-6.682180470179501,-6.768228600830112,-6.666883984484585,-6.081492631719114,-1.971718906692361,-6.796179431660897,-6.838032966280499,-6.686357014654161,-1.727186495828721,-0.9040088698932383,11
-4.24499969055238,-6.528021876225668,-6.605135220657731,-6.2697763698843065,-6.481470833288972,-6.557956028712715,-6.503006558812986,-5.836157457749078,-2.1627925979754097,-6.5667302346440835,-6.615328294916183,-6.409919374833979,-1.9583248119431198,-1.3080598487126378,12
-4.252959876909528,-6.378642215466355,-6.329768992958513,-6.045289618641406,-6.239706952489014,-6.30467315775312,-6.305608750617648,-5.5406400891033485,-2.3929495442936277,-6.290348247328375,-6.347070395318254,-6.076937672323296,-2.236741419990009,-1.794757618654188,13
-4.261821216439182,-6.212351649715424,-6.0232292300480665,-5.795389272918178,-5.970573575749438,-6.022716754232063,-6.085864020739822,-5.211667924007163,-2.6491619939686246,-5.9826777331467405,-6.048443676897921,-5.7062599280189445,-2.546676889325225,-2.336553249343837,14
-4.271133132555091,-6.037605631468681,-5.701102699532003,-5.532782129954786,-5.687755451040054,-5.726423584430274,-5.85494583002075,-4.865968360685745,-2.9184021953220123,-5.65936295553214,-5.734632549066383,-5.316734162817759,-2.872371789304606,-2.905897810407538,15
-4.280445048671,-5.862859613221938,-5.378976169015939,-5.270174986991394,-5.4049373263306695,-5.430130414628484,-5.624027639301677,-4.520268797364327,-3.1876423966753995,-5.336048177917539,-5.4208214212348445,-4.927208397616573,-3.198066689283986,-3.4752423714712384,16
-4.2893063882006555,-5.696569047471007,-5.072436406105491,-5.020274641268166,-5.135803949591095,-5.148174011107427,-5.40428290942385,-4.1912966322681395,-3.4438548463503973,-5.028377663735903,-5.122194702814509,-4.55653065331222,-3.508002158619203,-4.017038002160889,17
-4.297266574557802,-5.547189386711696,-4.797070178406275,-4.795787890025267,-4.894040068791138,-4.894891140147832,-5.206885101228514,-3.8957792636224124,-3.674011792668615,-4.751995676420197,-4.853936803216582,-4.223548950801535,-3.7864187666660927,-4.503735772102438,18
-4.303875031156188,-5.423176083439813,-4.568464253523908,-4.609421530502859,-4.693330431900607,-4.684618568030435,-5.043007675556915,-3.650444089652375,-3.865085483951663,-4.522546479403384,-4.631232131852265,-3.94711131098135,-4.017557082780491,-4.9077867509218365,19
-4.308681181409561,-5.332984590151172,-4.4022053990640035,-4.473882359941109,-4.547359786889312,-4.531693061035964,-4.923824093250296,-3.4720185085832562,-4.0040481685211535,-4.355674336118429,-4.4692650981327615,-3.746065754748499,-4.185657676318235,-5.201642008245037,20
-4.313609881311583,-5.266752716177675,-4.2792404660982255,-4.374118678301719,-4.440335818712135,-4.419612746436326,-4.844856321431421,-3.3415028805739384,-4.10457019113686,-4.233027560995686,-4.351544836843844,-3.599283343054446,-4.308006944579154,-5.4206449925557445,21
-4.32072633338037,-5.208652889816716,-4.169707374068724,-4.286213768781944,-4.346842653546885,-4.321841788662346,-4.792895196633153,-3.2281569837242303,-4.1895678131387255,-4.125312502824954,-4.250797122986726,-3.4723733420221903,-4.413024248939627,-5.619082250774106,22
-4.329790480816339,-5.158192492012338,-4.07297949313685,-4.209576903475263,-4.266129701197768,-4.237666009733129,-4.766017483811883,-3.1310973431707514,-4.2598821577186134,-4.031760476578357,-4.166031326295771,-3.3642910803058665,-4.5016496048703125,-5.797819500180732,23
-4.34056226681991,-5.114878903708585,-3.9884301934639512,-4.143617354475159,-4.197446371468987,-4.166371231667781,-4.762299947924008,-3.049440484050123,-4.316354348068388,-3.9516027972280225,-4.096256816505343,-3.27399188655961,-4.574823027841876,-5.957722458056239,24
-4.352801634591505,-5.0782195058495025,-3.915432845211379,-4.087744393875116,-4.140042074164748,-4.107243276485409,-4.779819353925922,-2.9823029314989657,-4.359825507379912,-3.884070779746076,-4.040482963349805,-3.2004310894375565,-4.633484533324976,-6.099656841681231,25
-4.36626852733154,-5.0477216793791335,-3.85336081854048,-4.041367293768613,-4.0931662190892535,-4.059567966205116,-4.816652466774018,-2.928801210653898,-4.391136758845049,-3.8283957391046455,-3.9977191365635205,-3.1425640175938403,-4.678574136790274,-6.2244883683363215,26
-4.380722888240437,-5.022892805241522,-3.8015874836126073,-4.003895326249136,-4.056068216046708,-4.022631122846014,-4.870876051424694,-2.888051846651543,-4.411129225655663,-3.783808990275857,-3.966974705880856,-3.099345999682598,-4.711031853708433,-6.333082755302125,27
-4.395924660518615,-5.003240264380712,-3.759486210589108,-3.974737763410166,-4.0279974748413165,-3.9957185684272036,-4.9405668728343395,-2.8591713646285197,-4.420644031003616,-3.7495418482318374,-3.947259041036173,-3.0697323643579644,-4.731797699550113,-6.42630571985925,28
-4.411633787366491,-4.988271437740748,-3.7264303696313315,-3.953303877345183,-4.008203405277283,-3.9781161249677943,-5.023801695959353,-2.8412762897214483,-4.420522298080773,-3.724825627944712,-3.937581511763836,-3.052678440274074,-4.741811689785977,-6.505022979288307,29
-4.427610211984487,-4.977493706265673,-3.701793330900629,-3.939002940147673,-3.9959354171588104,-3.9691096144868903,-5.118657285756127,-2.83348314706695,-4.411605150078994,-3.708891644386609,-3.9369514877982086,-3.0471395560850634,-4.742013839886684,-6.570100250869908,30
-4.443613877573023,-4.970414450899532,-3.684948464558349,-3.931244223911116,-3.990442920290105,-3.9679848590036007,-5.223210407181057,-2.8349084618016454,-4.394733710190147,-3.7009712125296548,-3.9443783388736553,-3.052071040445067,-4.733344165322897,-6.622403251884665,31
-4.459404727332517,-4.966541052586368,-3.67526914076584,-3.9294370007289934,-3.9909753244753676,-3.974027680537028,-5.335537825190536,-2.8446687590621536,-4.3707491016060915,-3.700295647345974,-3.958871434724539,-3.0664282220082204,-4.716742681565276,-6.662797699613187,32
-4.474742704463389,-4.965380892270228,-3.672128729684454,-3.932990542694791,-3.9967820395188074,-3.9865239011062816,-5.453716304740961,-2.8618805639850975,-4.340492447518694,-3.706096263807697,-3.979440145085225,-3.08916642942866,-4.693149404084486,-6.69214931133609,33
-4.489387752166058,-4.966441350895152,-3.6749006014755388,-3.9413141219019883,-4.007112475224624,-4.004759342730466,-5.575822610788724,-2.885660401707095,-4.304804871119816,-3.7176043768869467,-4.005093839690075,-3.1192409913605186,-4.663504348351183,-6.711323804333979,34
-4.503099813640945,-4.969229809405186,-3.6829581263004436,-3.953817010444068,-4.021216041397024,-4.028019827428687,-5.699933508290219,-2.9151247973647676,-4.264527495601321,-3.7340513015558505,-4.034841888273455,-3.155607236457933,-4.628747529836033,-6.7211868958874685,35
-4.515638832088466,-4.9732536487443735,-3.6956746743205193,-3.969908480414513,-4.038342147840211,-4.055591177220052,-5.824125762201844,-2.949390276094736,-4.220501444155072,-3.754668352786536,-4.067693660569728,-3.197220493375039,-4.5898189640096945,-6.72260430327717,36
-4.526764750709045,-4.97802024985676,-3.712423615697115,-3.9889978039068055,-4.057740204358391,-4.086759214123667,-5.946476137479991,-2.987573363033621,-4.173567839972934,-3.778686845551131,-4.102658526313259,-3.243036090765972,-4.547658666342831,-6.716441743783694,37
-4.5362375127030985,-4.983036993686388,-3.7325783205915792,-4.010494253014428,-4.078659620755763,-4.120809760158638,-6.0650613990810545,-3.0287905833180417,-4.124567806246769,-3.8053380948217583,-4.138745855238409,-3.292009357284866,-4.503206652306102,-6.70356493468765,38
-4.543817061271046,-4.987811261177303,-3.755512159165263,-4.033807099830861,-4.100349806836538,-4.157028637344071,-6.177958311961428,-3.0721584620846194,-4.07434246616844,-3.8338534155705473,-4.174965017079543,-3.343095621585857,-4.457402937370169,-6.684839593269652,39
-4.549263339613308,-4.991850433273545,-3.7805985015795147,-4.05834561644959,-4.122060172404914,-4.194701667699072,-6.283243641077508,-3.1167935244699745,-4.023732942929812,-3.8634641227696243,-4.210325381571027,-3.39525021232308,-4.411187537005696,-6.661131436810312,40
-4.552336290930304,-4.994661890919163,-3.807210717995683,-4.083519074964095,-4.143040127265099,-4.233114673242748,-6.3789941513856885,-3.1618122956107277,-3.9735803597227477,-3.8934015313911154,-4.243836318447222,-3.4474284581506707,-4.365500466683342,-6.633306182590237,41
-4.552795858422453,-4.995753015058201,-3.8347221785751207,-4.1087367474678596,-4.162539081221297,-4.271553475994205,-6.463286607842365,-3.2063313006435004,-3.92472583973911,-3.9228969564071483,-4.274507197442496,-3.4985856877227652,-4.321281741873769,-6.602229547890041,42
-4.550401985290175,-4.994631186634698,-3.8625062534791734,-4.133407906054364,-4.17980644407771,-4.309303897972549,-6.534197775403929,-3.2494670647049104,-3.878010506170761,-3.9511817127898468,-4.301347388291207,-3.5476772296934977,-4.279471378047637,-6.568767249990334,43
-4.544914614733888,-4.990803786592702,-3.8899363128691937,-4.156941822817093,-4.194091625638544,-4.345651761196885,-6.589804419026778,-3.2903361129315796,-3.834275482209567,-3.97748711551134,-4.323366260727724,-3.5936584127170033,-4.241009390675609,-6.533785006171728,44
-4.536093689954015,-4.9837781958762575,-3.916385726906529,-4.178747769849528,-4.204644035708003,-4.379882887686321,-6.628183303667304,-3.3280549704601294,-3.79436189104739,-4.001044479543754,-4.339573184486407,-3.635484565447418,-4.206835795228347,-6.4981485337148355,45
-4.523699154150971,-4.973061795429405,-3.94122786575253,-4.198235019245151,-4.21071308409029,-4.411283099459963,-6.6474111942819025,-3.361740162427178,-3.7591108558760924,-4.021085119859215,-4.348977529301623,-3.6721110165388766,-4.177890607176511,-6.4627235499002635,46
-4.507490950525177,-4.958161966196192,-3.9638360995685455,-4.214812843097442,-4.211548180589611,-4.439138218536916,-6.645564855826968,-3.390508213969348,-3.7293634998875387,-4.036840351429849,-4.3505886649077326,-3.7024930946455146,-4.155113841990763,-6.428375772008627,47
