C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,time
-4.5911764425398465,-5.21677448865715,-5.185044987466927,-4.199681687067333,-4.564307519323448,-4.952367730484829,-5.164322604504441,-3.835086733406989,-4.8772241171428785,-5.266840787158711,-4.569729458746714,-3.3939803964276773,-3.8925606462699407,-4.177754749770766,-5.5333198685407075,-5.232827916232641,-4.909226937390731,-4.138841478051001,-4.46705502334493,-4.44965718132834,-3.514523712058481,-4.2726651052277695,20
-4.587495435887931,-5.061368096592091,-5.340477963588382,-4.4416531399043455,-4.448209747881769,-4.616094389879759,-5.375035093194422,-3.9311834128200642,-4.6736055963777625,-5.437669887111315,-4.394915313903335,-3.3904521003579196,-3.7874234748534676,-4.088317097967828,-5.1623372425252425,-4.956153852300166,-5.138503062090676,-4.113653493478104,-4.423306739428145,-4.225022948904993,-3.585620224924181,-4.227532215876632,21
-4.584173424687706,-4.922808195951632,-5.477222764971295,-4.656923918207593,-4.343048253073579,-4.31555941233322,-5.560465923180681,-4.016889015717141,-4.491529433710523,-5.592775616299816,-4.23900640031065,-3.3871726039560293,-3.6931750567295305,-4.00877172086391,-4.830684770028049,-4.709695905125848,-5.342845796794208,-4.091167265301981,-4.384037794956276,-3.8987294288156025,-3.649093839160589,-4.187909866448433,22
-4.581210408939172,-4.801094786735777,-5.595279391615665,-4.845494021977077,-4.248823034898877,-4.050762797845216,-5.720615094463215,-4.092203542098222,-4.3309956291411655,-5.732157974724216,-4.102002717968665,-3.384141907222007,-3.609815391898131,-3.9391186184590135,-4.538362451049129,-4.493454074709687,-5.5222551415013275,-4.071382793522633,-4.349248189929325,-3.500290607801929,-3.704944554767705,-4.153798056943176,23
-4.57860638864233,-4.696227868944521,-5.694647843521491,-5.007363451212795,-4.165534093357663,-3.8217045464157406,-5.855482607042025,-4.157126991963305,-4.192004182669684,-5.855816962384513,-3.983904266877374,-3.3813600101558516,-3.5373444803592666,-3.8793577907531365,-4.28537028558848,-4.307428361051681,-5.676731096212036,-4.054300078140061,-4.31893792434729,-3.05922047260572,-3.7531723717455296,-4.1251967873608555,24
-4.576361363797177,-4.608207442577868,-5.7753281206887745,-5.14253220591475,-4.093181428449938,-3.6283846580447956,-5.965068460917112,-4.211659365312391,-4.07455509429608,-5.963752579280708,-3.8847110470367783,-3.378826912757564,-3.475762322112939,-3.8294892377462797,-4.071708273646103,-4.1516187641518325,-5.8062736609263315,-4.039919119154264,-4.293106998210173,-2.6050330099687313,-3.793777290094061,-4.102106057701477,25
-4.574475334403715,-4.537033507635816,-5.837320223117515,-5.25100028608294,-4.031765040175704,-3.4708031327323807,-6.049372656088476,-4.2558006621454805,-3.9786483640203567,-6.0559648254128025,-3.8044230584468783,-3.376542615027144,-3.425068917159147,-3.789512959438443,-3.897376415221999,-4.0260252840101405,-5.910882835644214,-4.028239916565242,-4.2717554115179714,-2.1672422066327175,-3.8267593098133013,-4.084525867965037,26
-4.572948300461947,-4.482706064118366,-5.880624150807711,-5.332767691717366,-3.981284928534957,-3.348959970478495,-6.108395192556114,-4.2895508824625725,-3.9042839918425116,-6.132453700780794,-3.7430403011076736,-3.3745071169645917,-3.385264265497891,-3.759428955829627,-3.762374710316167,-3.9306479206266056,-5.990558620365686,-4.019262470372995,-4.254883164270687,-1.7753620493394315,-3.8521184309032495,-4.072456218151538,27
-4.571780261971869,-4.4452251120255175,-5.905239903759364,-5.3878344228180275,-3.941741093527699,-3.262855171283138,-6.14213607032003,-4.312910026263666,-3.8514619777625447,-6.1932192053846835,-3.700562775019164,-3.3727204185699065,-3.3563483671291703,-3.739237226919831,-3.6667031589286068,-3.8654866740012275,-6.045301015090744,-4.012986780577523,-4.2424902564683205,-1.4589065248306283,-3.8698546533639058,-4.065897108260977,28
-4.570971218933481,-4.424590651357271,-5.911167481972474,-5.4162004793849245,-3.91313353515393,-3.2124887351463087,-6.150595289380221,-4.325878093548765,-3.820182321780457,-6.238261339224472,-3.676990480181349,-3.3711825198430887,-3.338321222052986,-3.7289377727090565,-3.6103617610593193,-3.830541544134006,-6.075110019819393,-4.009412847178827,-4.23457668811087,-1.2473896198480596,-3.8799679771952706,-4.064848538293356,29
-4.570521171346787,-4.420802682113625,-5.89840688544704,-5.417865861418058,-3.8954622534136503,-3.1978606620680066,-6.133772849736689,-4.328455084317865,-3.8104450238962486,-6.267580102300159,-3.672323416594228,-3.3698934207841376,-3.3311828302693374,-3.728530593197301,-3.5933505167083037,-3.8258125310249413,-6.079985634551628,-4.008540670176905,-4.231142459198336,-1.1703253211334803,-3.8824584023973436,-4.069310508248675,30
-4.575657677123041,-4.454294665481248,-5.8570462815563555,-5.3738466178113615,-3.899975370061455,-3.253662808637591,-6.074546395418327,-4.30995895100762,-3.8435590325363025,-6.278397179989974,-3.7060541520154113,-3.3689344877828855,-3.346189721996713,-3.7488849652148604,-3.6526910511917077,-3.881004202891102,-6.043573500350685,-4.014550593052052,-4.238086340010897,-1.2504522514103684,-3.8680706855847045,-4.086553195393138,31
-4.589284935101831,-4.536418524341621,-5.781579096618916,-5.273596109061466,-3.9329218416276728,-3.3991684285158184,-5.963403506441191,-4.264455222749505,-3.9313626523819423,-6.2691690641707085,-3.789011890754682,-3.368350924389238,-3.3895955251342715,-3.7960393758896736,-3.8089509341296126,-4.012619097630857,-5.9567878622516925,-4.029765028848872,-4.258685425148648,-1.4679396335904933,-3.831663024876565,-4.12061558709686,32
