C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,time
-4.417842895017417,-4.995664639207589,-4.800036289146353,-5.070541907946933,-3.713407458571064,-4.091076480143147,-4.058776575918734,-4.752345176528703,-3.9681841890488467,-3.291435441472983,-3.219815467191103,20
-4.480464574837749,-4.982064483932772,-4.906430591649289,-5.097541934110416,-3.7397045078114637,-4.064689523630293,-4.021328068467621,-4.826181581893803,-3.9039276094578086,-3.2699639774654874,-3.1881437964364103,21
-4.5292177437775685,-4.974293997188092,-4.992236876719954,-5.125764375709261,-3.7603330538665847,-4.044794471157804,-3.991717595074889,-4.886687608813495,-3.853774627327469,-3.2532032497638697,-3.1625989405337913,22
-4.564102401836875,-4.9723531789735524,-5.0574551443583475,-5.15520923274347,-3.7752930967364273,-4.031391322725681,-3.9699451557405387,-4.93386325728778,-3.8177252426578296,-3.241153258368132,-3.1431808994832453,23
-4.585118549015666,-4.97624202928915,-5.102085394564469,-5.185876505213041,-3.7845846364209903,-4.024480078333922,-3.9560107504645696,-4.967708527316656,-3.7957794554488893,-3.233814003278271,-3.1298896732847727,24
-4.592266185313945,-4.9859605481348845,-5.12612762733832,-5.217766193117975,-3.788207672920274,-4.02406073798253,-3.949914379246982,-4.988223418900125,-3.787937265700648,-3.231185484494289,-3.122725261938373,25
-4.5855453107317095,-5.001508735510757,-5.129581842679903,-5.250878296458272,-3.7861622062342786,-4.030133301671504,-3.9516560420877753,-4.995407932038187,-3.7941986734131063,-3.233267702016186,-3.1216876654440475,26
-4.564955925268961,-5.022886591416769,-5.112448040589214,-5.285212815233932,-3.778448236363005,-4.042697769400843,-3.9612357389869506,-4.989262066730844,-3.8145636785862647,-3.240060655843961,-3.126776883801795,27
-4.530498028925698,-5.050094115852916,-5.074726221066258,-5.320769749444954,-3.765065763306452,-4.061754141170548,-3.978653469944507,-4.969785822978093,-3.849032281220122,-3.2515643459776147,-3.137992917011616,28
-4.482171621701923,-5.083131308819203,-5.016416384111033,-5.35754909909134,-3.74601478706462,-4.087302416980619,-4.003909234960444,-4.936979200779937,-3.89760448131468,-3.2677787724171465,-3.155335765073511,29
-4.419976703597634,-5.121998170315628,-4.93751852972354,-5.3955508641730905,-3.721295307637509,-4.119342596831056,-4.037003034034764,-4.890842200136374,-3.9602802788699365,-3.288703935162557,-3.17880542798748,30
-4.3335824094401305,-5.176816198710708,-4.8207111463147285,-5.443167718545092,-3.6857531037455638,-4.162687587460836,-4.085276568696942,-4.820423647556643,-4.050374761408514,-3.3135366085542457,-3.207029502474372,31
-4.217249369689022,-5.253208448653618,-4.656371171890676,-5.505062258793394,-3.6365247191223657,-4.2200112259471645,-4.152808562018913,-4.719639557768097,-4.17528519977631,-3.341830556114656,-3.2392455422679918,32
-4.077864827792781,-5.34442725456535,-4.456046280844088,-5.57563936901474,-3.5770463012876177,-4.2881049077973925,-4.234704546314356,-4.595790713097913,-4.326134868958246,-3.374121261616855,-3.2763684828877744,33
-3.9223160271998676,-5.443724950866889,-4.231284147567663,-5.649303933305868,-3.5107539977610216,-4.363760028518871,-4.326070053896954,-4.456177895873263,-4.4940470439392435,-3.4109442088339113,-3.3193132598531525,34
-3.7574902113587534,-5.544353871979225,-3.993632446454103,-5.720460835763518,-3.4410839560622835,-4.443767983618947,-4.422010617080386,-4.308101888421321,-4.670144999704218,-3.4528348815388896,-3.368994808683559,35
-3.590274623717903,-5.639566352323346,-3.7546388518961096,-5.783514960484434,-3.3714723237111044,-4.5249201686049725,-4.517631768178337,-4.158863473069266,-4.845552011238093,-3.5003287635048586,-3.426328064898429,36
-3.427556507725785,-5.722614726320241,-3.5258510382863846,-5.832871191565355,-3.305355248227188,-4.604007978984296,-4.608039039504486,-4.01576343214427,-5.011391353525786,-3.5539613385048843,-3.492227964017196,37
-3.2762231068308654,-5.786751328390898,-3.318816680017629,-5.862934413103019,-3.2461688771302386,-4.6778228102642645,-4.688337963372512,-3.8861025479735094,-5.158786301552217,-3.6142680903120343,-3.5676094415592927,38
-3.1431616644816107,-5.825228492956308,-3.145083451482543,-5.868109509194171,-3.197349357939958,-4.743156057952233,-4.7536340720961014,-3.777181602884157,-5.278860130302309,-3.681784502699376,-3.6533874330441543,39
-3.0352594241264894,-5.831298554437455,-3.01619902707383,-5.842801363935549,-3.1623328381760514,-4.7967991175555476,-4.799032897988932,-3.6963013792033896,-5.362736114760978,-3.7570460594399755,-3.7504768739912127,40
-2.9495909354644976,-5.80093460174117,-2.929753812982019,-5.7763387541077975,-3.140614236308142,-4.841384631571183,-4.82187447587422,-3.641628456579394,-5.4105356517086785,-3.845259443308134,-3.8680549841186704,41
-2.8773886217892595,-5.738897041156886,-2.8724337799427486,-5.668595564785023,-3.1283495392433687,-4.881702620860205,-4.825756791587714,-3.604573086477426,-5.43153167640945,-3.9487619393397293,-4.010271396805376,42
-2.8167765369411852,-5.6516191831795,-2.839429949166391,-5.529794342504163,-3.1239664971577,-4.917780548476107,-4.815172303961889,-3.582301558950263,-5.43057477157359,-4.063784934700188,-4.170499668061731,43
-2.7658787347606855,-5.545534338303917,-2.8259333418633137,-5.370157633802158,-3.125892860227107,-4.949645877472377,-4.794613471829226,-3.5719801640506845,-5.412515519911396,-4.186559816554938,-4.342113353898137,44
-2.722819269088167,-5.427075817025032,-2.827134979243885,-5.199907985215941,-3.1325563786275588,-4.977326070902503,-4.768572754022199,-3.5707751918314674,-5.382204504133166,-4.3133179720694095,-4.518486010324996,45
-2.685722193764041,-5.302676929837746,-2.8382258825184756,-5.029267943282453,-3.142384802535026,-5.0008485918199765,-4.741542609373287,-3.575852932345389,-5.344492306949198,-4.440290788409031,-4.692991193352712,46
-2.652711562628715,-5.178770987236957,-2.854397072897454,-4.868460054538628,-3.1538058821254786,-5.020240903278287,-4.718015496714967,-3.5843796756452297,-5.3042295110697895,-4.56370965273923,-4.8590024589916885,47
-2.6219114295225996,-5.061791299717565,-2.870839571591188,-4.7277068655214025,-3.1652473675748865,-5.035530468330926,-4.702483874879717,-3.593521711783765,-5.2662666992052385,-4.679805952225435,-5.009893363252325,48
-2.5914458482861047,-4.958171177774471,-2.882744399810047,-4.617230922767721,-3.1751370090592195,-5.0467447500313805,-4.699440202700015,-3.600445330813774,-5.235454454065842,-4.784811074033076,-5.1390374621450245,49
-2.5594388727596376,-4.874343931902572,-2.885302578764401,-4.547254772814514,-3.181902556754448,-5.0539112114331415,-4.713376939008336,-3.6023168227880342,-5.216643358361899,-4.8749564053275805,-5.239808311680189,50
-2.527294359986728,-4.805883298077874,-2.88339712917708,-4.523670308243756,-3.1871639081665117,-5.058818715824906,-4.752047127874144,-3.602329694444411,-5.210599931626595,-4.956990235567103,-5.317939240731889,51
-2.4977376561940963,-4.743658659477519,-2.884727929453719,-4.539149643340457,-3.1934514876532587,-5.0624325959412175,-4.81509916980605,-3.605196778360319,-5.212719784123246,-5.038569805538324,-5.383487299849001,52
-2.4708750489969407,-4.687046797398118,-2.888711287328892,-4.584085657196114,-3.200558835668525,-5.0635450190043425,-4.894868558295262,-3.6103633533478603,-5.219797134657338,-5.117289929399456,-5.436311627554147,53
-2.4468128260104596,-4.635424493136279,-2.894763510537173,-4.64887122890223,-3.2082794926661453,-5.060948152236543,-4.983690786832983,-3.6172746982191377,-5.228626202034358,-5.190745421308713,-5.476271362369948,54
-2.425657274849852,-4.588168527988609,-2.9023009068131365,-4.723899237550301,-3.216406999099954,-5.053434162860083,-5.073901348910417,-3.625376091786252,-5.236001205059796,-5.25653109542431,-5.503225642819022,55
-2.407514683130314,-4.544655683251717,-2.910739783891357,-4.7995625622318245,-3.224734895423786,-5.039795218097226,-5.157835738018769,-3.6341128128613063,-5.238716362539137,-5.312241765904461,-5.517033607423989,56
-2.3924913384670456,-4.504262740222211,-2.919496449506408,-4.8662540820383,-3.233056722091477,-5.018823485170236,-5.227829447649246,-3.6429301402564023,-5.233565893277869,-5.3554722469073806,-5.51755439470747,57
-2.3806935284752435,-4.466366480196699,-2.927987211392863,-4.914366676061229,-3.2411660195568603,-4.989311131301377,-5.276217971293051,-3.6512733527836425,-5.217344016081481,-5.383817352591282,-5.504647143192085,58
-2.372227540770108,-4.430343684471791,-2.9356283772852985,-4.934293223392103,-3.2488563282737726,-4.950050323712912,-5.295336802441389,-3.6585877292551285,-5.186844949755459,-5.394871897114382,-5.478170991400455,59
-2.3671996629668355,-4.395571134344094,-2.9418362549182864,-4.916426603122428,-3.255921188696048,-4.899833229627104,-5.277521434585465,-3.664318548482963,-5.1388629131052905,-5.386230694634891,-5.437985077855199,60
-2.366658182871265,-4.362756621482777,-2.947087815875936,-4.857315078723691,-3.2624329946582074,-4.832334549341743,-5.2153249769113605,-3.668798740381594,-5.067247171936049,-5.350153646118336,-5.373530984717844,61
-2.371075258404212,-4.332939664359412,-2.952253354869119,-4.765003958992576,-3.268646071153231,-4.745292794791771,-5.112558644976022,-3.6727885324316816,-4.971905165526345,-5.284834963344454,-5.279089002869484,62
-2.379692982353341,-4.305994634474218,-2.9573391643225566,-4.647131691008367,-3.27462685537264,-4.643595850655181,-4.978445091826948,-3.6763741497946496,-4.8587183728919685,-5.196770926692774,-5.1617763339120915,63
-2.391753447506316,-4.281795903327409,-2.9623515366609663,-4.5113367218503475,-3.280441784507956,-4.53213160160997,-4.822206970511632,-3.6796418176319206,-4.73356827304871,-5.092457816542828,-5.028710179447634,64
-2.4064987466508017,-4.260217842419203,-2.9672967643090704,-4.365257498597802,-3.2861572957507024,-4.415787932334131,-4.653066934077577,-3.682677761104915,-4.602336345012364,-4.978391913274147,-4.887007741078086,65
-2.423170972574463,-4.2411348232498165,-2.972181139691589,-4.216532468330015,-3.2918398262924007,-4.299452727505659,-4.480247635572277,-3.6855682053750582,-4.470904067798719,-4.861069497266263,-4.743786220405415,66
-2.4410122180649636,-4.224421217319466,-2.97701095523324,-4.07280007812627,-3.297555813324572,-4.188013871802548,-4.312971728043233,-3.688399375603771,-4.345152920423568,-4.746986848898707,-4.606162819031596,67
-2.459264575909968,-4.209951396128368,-2.981792503358745,-3.9416987750658508,-3.3033716940387388,-4.0863592499027925,-4.1604618645379405,-3.6912574969524763,-4.230964381902702,-4.642640248551009,-4.4812547385585955,68
-2.47717013889714,-4.19759973117674,-2.986532076492824,-3.830867006228043,-3.3093539056264234,-3.999376746484389,-4.031940698103901,-3.6942287945825965,-4.134219931251914,-4.554525976602701,-4.376179180588388,69
-2.4939709998141453,-4.1872405939647965,-2.991235967060197,-3.7479432186921295,-3.315568885279147,-3.93195424622533,-3.93663088178861,-3.697399493655554,-4.060801047486994,-4.489140313433316,-4.298053346722943,70
-2.5117874781520384,-4.180743988936275,-2.996008791350285,-3.690576312561461,-3.322175786719068,-3.882991188576178,-3.871560823611754,-3.700765778134916,-4.009964112192588,-4.444149274640289,-4.245308858747541,71
-2.5325835070334564,-4.179279088855985,-3.0009021440463903,-3.649538768700123,-3.3291941308524726,-3.8468072335656203,-3.8255154063498273,-3.7042361093145213,-3.975196692454898,-4.411519318865645,-4.20969359377048,72
-2.5553665996934387,-4.181669017705763,-3.005842785164055,-3.622154405328501,-3.336480905647078,-3.8214205967388417,-3.795351995185541,-3.7077651283512014,-3.953727045542057,-4.3891973910557995,-4.188299136378253,73
-2.5791442693670246,-4.186736899467445,-3.0107574747188215,-3.605747040666984,-3.3438930990705993,-3.804849493641027,-3.7779279553016045,-3.711307476401791,-3.942783428722194,-4.375130436157166,-4.178217071157361,74
-2.602924029289251,-4.193305858122862,-3.0155729727262295,-3.597640492935954,-3.3512876990907525,-3.795112139817359,-3.7701006518807283,-3.714817794623119,-3.9395940992634393,-4.367265399116156,-4.176538982694294,75
-2.6257133926951584,-4.200199017653851,-3.0202160392018214,-3.5951585803557995,-3.3585216936752547,-3.7902267508130225,-3.768727450105623,-3.7182507241720186,-3.941387314433923,-4.363549224879183,-4.180356455575551,76
-2.646519872819784,-4.206239502042244,-3.0246134341611386,-3.5956251211469072,-3.3654520707918207,-3.788211542173202,-3.770665715158999,-3.7215609062053217,-3.9453913315017766,-4.36192885839266,-4.186761074387627,77
-2.664350982898167,-4.210250435269878,-3.0286919176197227,-3.5963639335296618,-3.3719358184081676,-3.7870847294430807,-3.7727728122235655,-3.7247029818798603,-3.9488344077351294,-4.360351244603,-4.192844423717017,78
-2.6782142361653465,-4.211054941318586,-3.0323782495931155,-3.5946988357244503,-3.3778299244920107,-3.784864528167844,-3.7719061064820343,-3.7276315923524663,-3.948944800402113,-4.356763328456617,-4.195698088150218,79
-2.687117145856361,-4.207476144170201,-3.0355991900968586,-3.587953645951658,-3.382991377011066,-3.779569153892675,-3.7649229631171144,-3.7303013787799717,-3.942950766770858,-4.3491120548999245,-4.192413652273725,80
-2.6902781564460994,-4.200476401107014,-3.0382771950827334,-3.5791230613591187,-3.387268746366016,-3.7740833908573204,-3.755289113072551,-3.7326893876222385,-3.9334237573505018,-4.339478712076203,-4.186321142050672,81
-2.688292315954646,-4.19181081908247,-3.040445137100427,-3.57264610220782,-3.3907262137759027,-3.7720650808518186,-3.748188991127616,-3.7348299057128465,-3.92466675562732,-4.331148665305812,-4.182286706407916,82
-2.68223204293483,-4.181491646585133,-3.04219540106234,-3.5680130713878797,-3.3935441834359863,-3.772692025746791,-3.743058018218304,-3.7367634347692023,-3.916505318335147,-4.323874975300778,-4.179706114377537,83
-2.6731697559394827,-4.169531132103569,-3.0436203718808734,-3.5647142717894202,-3.395903059541525,-3.775142027412863,-3.7393316152806158,-3.7385304765087137,-3.9087650022078195,-4.3174107027731266,-4.177975134991615,84
-2.6621778735214328,-4.1559415241263435,-3.0448124344684264,-3.562240006302557,-3.3979832462877777,-3.778592887720653,-3.736445203250546,-3.7401715326487883,-3.9012713639791716,-4.311508908434886,-4.176489537282227,85
-2.6503288142335113,-4.140735071142022,-3.0458639737374,-3.5600805778174114,-3.399965147870005,-3.7822224085407874,-3.733834203064093,-3.741727104906833,-3.8938499603830383,-4.305922652998082,-4.174645090281456,86
