C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,time
-5.126169897958784,-4.089391963722114,-5.220943990197471,-4.301847637803328,-4.057784347694485,-4.1294502290377295,-4.908430996548101,-5.1861785339371895,-4.319184044574399,-3.8042470433573787,-4.273163160703159,-4.294203314687437,-3.8636285397427588,-4.120150456346924,-3.8140310952727976,-6.451976523588764,-3.986631671745041,10
-5.074726925445654,-4.096794014728756,-5.199120053025297,-4.343287927508151,-4.0908759133077055,-4.141319110841997,-4.913885961542228,-5.142233971218483,-4.331979482693593,-3.8080802369270312,-4.2764036787845665,-4.313236163918281,-3.8665437254186847,-4.137098373059098,-3.8140387035180554,-6.318020965044901,-3.9931943138224346,11
-5.003992838240103,-4.106971834862889,-5.169112139413559,-4.400268325852282,-4.136376816025885,-4.157638823322867,-4.921386538409151,-5.081810197480261,-4.349573210107485,-3.813350878085304,-4.280859391146502,-4.3394063316106894,-3.8705521057230827,-4.160401758538338,-3.8140491648552834,-6.133832072047088,-4.002217946678851,12
-4.918790415015233,-4.119231481842638,-5.132966243472146,-4.468903805675894,-4.191184721572782,-4.177296658811186,-4.9304213241806725,-5.009027015477403,-4.3707656544923985,-3.8196996049350407,-4.286226499218833,-4.370929488149272,-3.875380381998835,-4.188471745592876,-3.8140617660114895,-5.911968178208814,-4.013087322619533,13
-4.823942434444152,-4.132879013386135,-5.09272835931095,-4.545309339819161,-4.2521972956721585,-4.199179909637805,-4.940478915888592,-4.928004227964788,-4.394357243524662,-3.8267670555790883,-4.292201204431428,-4.4060213039186396,-3.880755255588823,-4.219719467030949,-3.8140757937136813,-5.6649876171435665,-4.025187193949728,14
-4.724271675199966,-4.147220487211502,-5.0504444810398645,-4.6255999011222535,-4.316312204047774,-4.222175868133575,-4.951047910564711,-4.842861637697293,-4.4191484048806,-3.83419386812029,-4.298479708214155,-4.4428974493033975,-3.88640342783593,-4.252556055660786,-3.814090534688866,-5.405448722464831,-4.037902312974678,15
-4.62460091595578,-4.161561961036871,-5.008160602768778,-4.705890462425347,-4.38042711242339,-4.245171826629345,-4.96161690524083,-4.7577190474297995,-4.443939566236538,-3.8416206806614923,-4.304758211996883,-4.479773594688155,-3.8920516000830365,-4.285392644290624,-3.814105275664051,-5.145909827786095,-4.050617431999629,16
-4.529752935384699,-4.175209492580367,-4.967922718607584,-4.782295996568615,-4.4414396865227666,-4.2670550774559635,-4.971674496948751,-4.676696259917184,-4.4675311552688015,-3.8486881313055394,-4.310732917209478,-4.5148654104575225,-3.897426473673025,-4.316640365728696,-3.814119303366244,-4.898929266720846,-4.062717303329823,17
-4.444550512159829,-4.187469139560117,-4.931776822666171,-4.850931476392227,-4.496247592069664,-4.286712912944283,-4.980709282720272,-4.603913077914327,-4.488723599653716,-3.8550368581552767,-4.316100025281809,-4.546388566996106,-3.9022547499487774,-4.344710352783236,-3.814131904522453,-4.6770653728825735,-4.073586679270507,18
-4.373816424954277,-4.197646959694249,-4.901768909054432,-4.9079118747363575,-4.541748494787843,-4.3030326254251525,-4.9882098595871955,-4.543489304176105,-4.506317327067607,-3.860307499313549,-4.320555737643745,-4.572558734688515,-3.906263130253175,-4.3680137382624755,-3.8141423658596847,-4.492876479884761,-4.082610312126922,19
