C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,time
-4.948047686406578,-4.661051803859994,-5.116600352303555,-5.4155509970021685,-4.534020269535413,-3.755503970902205,-4.534710150201288,-3.2130825934474596,-5.799937397394632,-3.8464431106604247,-6.061864455592897,-4.917283727524804,-3.486160626455274,-3.6617906154015936,-3.4007724354788307,-4.667093226851161,-4.694808450247303,-3.4168773448789618,10
-4.952701592523974,-4.617494431637309,-5.103221706601968,-5.376545008109049,-4.592008334649452,-3.7522775914964663,-4.511555698353921,-3.2084415941898907,-5.744995600368828,-3.8365329868050693,-5.974012146969575,-4.866208199205818,-3.4798120161213775,-3.6640441367608534,-3.4021512399799927,-4.645557235101901,-4.6990437780459855,-3.4131078967185378,11
-4.956324389759927,-4.578970431579953,-5.090861371789348,-5.339681512977029,-4.6444485989742335,-3.749303077585005,-4.490659061684387,-3.2043981613608703,-5.693951374106944,-3.8274312240791843,-5.89383514661898,-4.821272908351022,-3.4741782730011233,-3.6658186840306324,-3.403448395830942,-4.627220944394249,-4.703040936022436,-3.409559816885598,12
-4.958916078114434,-4.545479803687926,-5.0795193478656975,-5.304960511606111,-4.691341062509751,-3.74658042916782,-4.472020240192683,-3.200952294960399,-5.646804718608976,-3.81913782248277,-5.82133345454111,-4.782477854960419,-3.4692593970945094,-3.6671142572109305,-3.404663903031676,-4.612084354728205,-4.706799924176653,-3.4062331053801427,13
-4.960476657587496,-4.517022547961229,-5.069195634831018,-5.272382003996295,-4.732685725256009,-3.7441096462449135,-4.455639233878813,-3.1981039949884766,-5.603555633874928,-3.8116527820158277,-5.7565070707359665,-4.749823039034007,-3.465055388401537,-3.667930856301748,-3.4057977615821966,-4.600147466103772,-4.710320742508639,-3.4031277622021725,14
-4.961006128179115,-4.493598664399862,-5.059890232685309,-5.241945990147581,-4.768482587213007,-3.741890728816285,-4.4415160427427764,-3.195853261445104,-5.564204119904799,-3.8049761026783546,-5.699355995203548,-4.723308460571787,-3.4615662469222057,-3.668268481303085,-3.406849971482504,-4.59141027852095,-4.713603391018391,-3.400243787351687,15
-4.960504489889288,-4.475208153003825,-5.051603141428569,-5.213652470059968,-4.798731648380744,-3.7399236768819337,-4.429650666784573,-3.19420009433028,-5.528750176698587,-3.799107784470353,-5.649880227943857,-4.702934119573758,-3.4587919726565155,-3.668127132214941,-3.407820532732598,-4.585872791979735,-4.716647869705912,-3.3975811808286864,16
-4.958971742718018,-4.461851013773117,-5.044334361060803,-5.187501443733456,-4.823432908759221,-3.7382084904418607,-4.420043106004201,-3.1931444936440054,-5.4971938042562964,-3.794047827391823,-5.608079768956892,-4.688700016039921,-3.456732565604466,-3.6675068090373175,-3.4087094453324776,-4.5835350064801315,-4.719454178571199,-3.3951399426331705,17
-4.9564078866653025,-4.45352724670774,-5.038083891582008,-5.163492911168048,-4.842586368348439,-3.7367451694960656,-4.412693360401662,-3.19268645938628,-5.469535002577923,-3.789796231442763,-5.573954618242653,-4.680606149970275,-3.455388025766058,-3.666407511770213,-3.4095167092821437,-4.5843969220221386,-4.722022317614256,-3.3929200727651403,18
-4.952812921731143,-4.450236851807693,-5.032851732992185,-5.141626872363742,-4.856192027148394,-3.735533714044548,-4.407601429976956,-3.192825991557104,-5.445773771663469,-3.7863529966231737,-5.547504775801141,-4.67865252136482,-3.4547583531412913,-3.6648292404136282,-3.410242324581596,-4.588458538605755,-4.724352286835077,-3.390921571224593,19
-4.948186847915539,-4.451979829072976,-5.028637885291335,-5.1219033273205365,-4.86424988515909,-3.7345741240873087,-4.404767314730083,-3.193563090156477,-5.425910111512934,-3.783718122933055,-5.528730241632354,-4.682839130223558,-3.454843547730165,-3.662771994967563,-3.4108862912308346,-4.595719856230981,-4.726444086233666,-3.389144438011532,20
-4.943415935091789,-4.463246572440385,-5.029458183708225,-5.102806732834108,-4.8566115256035864,-3.734112984269201,-4.406263641873777,-3.1956587425598184,-5.410887479893489,-3.7824895708949886,-5.520307145739664,-4.701339283428855,-3.455967756205587,-3.6600838114663485,-3.4115325307727753,-4.6045440773172714,-4.729394116348858,-3.3876582842525744,21
-4.9389925554117236,-4.486531745208136,-5.037543647814388,-5.083495120457609,-4.827638939161359,-3.7342872860595873,-4.4132418709706664,-3.1995357195312484,-5.401230020009114,-3.7829995407992945,-5.5237222270138275,-4.738693707026473,-3.458311060052503,-3.6566802654846122,-3.4122276662868147,-4.614021869875432,-4.733811488591113,-3.3865017827958437,22
-4.934325862293146,-4.518841751418369,-5.0502170541239835,-5.064978852327255,-4.784097737017038,-3.7349326396952325,-4.424320250545597,-3.2046866961538223,-5.396308760015033,-3.784849392297588,-5.537191398785937,-4.789453529761502,-3.4616573614889785,-3.6526626663328017,-3.4129157500776772,-4.6252444322924955,-4.7389652692678785,-3.385628526223593,23
-4.928825009153855,-4.55718299511322,-5.0648011791511625,-5.048268290579263,-4.732753530355245,-3.735884655412901,-4.438117029123412,-3.210604347510593,-5.3954947280664625,-3.7876404850414813,-5.558930574387074,-4.848169880379025,-3.465790562733073,-3.648132323321361,-3.413540834450084,-4.639302962955492,-4.744124524686596,-3.384992107118076,24
-4.9218991494116535,-4.598561880334825,-5.078618799410083,-5.0343737973498515,-4.680371930360611,-3.736978943449356,-4.4532504552289565,-3.2167813486846164,-5.398158952318624,-3.790974178682587,-5.58715566714833,-4.909393887624131,-3.4704945660028512,-3.643190545760738,-3.41404697170876,-4.657288660251452,-4.74855832115471,-3.3845461180615453,25
-4.912957436484344,-4.639984811125321,-5.088992691414901,-5.024305734775237,-4.63371854821776,-3.738051114041363,-4.468338777387074,-3.2227103747589463,-5.403672460926739,-3.794451832872518,-5.620082590400791,-4.967676680241907,-3.4755532735163737,-3.6379386429613776,-3.414378214158427,-4.680292722567407,-4.751535724979665,-3.3842441516362554,26
-4.901409023789728,-4.678458191526845,-5.09324563167977,-5.019074464991637,-4.5995589951113205,-3.738936777425686,-4.4820002441226086,-3.2278841008166372,-5.411406282046026,-3.797674807262889,-5.655927257475544,-5.017569386977441,-3.480750587491704,-3.6324779242337266,-3.414478614103808,-4.709406348290387,-4.7523258024689055,-3.3840398004244605,27
-4.886663064745607,-4.710988425581533,-5.088700396718846,-5.019690350135266,-4.584658882225918,-3.7394715438390898,-4.492853103960407,-3.2317952019407428,-5.420731443831705,-3.8002444615053106,-5.692905581703675,-5.053623136575818,-3.4858704101469047,-3.6269096988882303,-3.4142922238496256,-4.745720735807426,-4.750197619929873,-3.3838866570084125,28
-4.868128712769781,-4.734581917331523,-5.072679763046285,-5.027163752342346,-4.595783820746179,-3.7394910235183376,-4.49951560542531,-3.233936353214319,-5.431018974438997,-3.801762155251398,-5.729233476416273,-5.07038905778213,-3.490696643700038,-3.621335276235336,-3.413763095700604,-4.790327083505551,-4.744420243670013,-3.383738313970366,29
-4.845215121280054,-4.746245070818951,-5.042506507176244,-5.042505033749091,-4.639699421856733,-3.738830826700195,-4.500605997042165,-3.233800229720419,-5.441639902023121,-3.801829248152763,-5.763126854944424,-5.0624182793414585,-3.495013190369166,-3.615855965585489,-3.412835281961466,-4.844316589771797,-4.734262739996769,-3.383548363892575,30
-4.821631973434862,-4.744561908784601,-4.998773417600051,-5.065591965034728,-4.73002710916456,-3.739410594467781,-4.4992251355755695,-3.2269735658989283,-5.463644798368778,-3.8007909645312736,-5.809742315843501,-5.027799039873225,-3.497224538790612,-3.6102561560093602,-3.4105279666410273,-4.923545088167262,-4.721071791541201,-3.378921750194865,31
-4.800052934111169,-4.731850247077807,-4.944586201168583,-5.095308858064975,-4.867318150852448,-3.742467272362482,-4.498528646683799,-3.211530662278466,-5.50382513712131,-3.799252500482591,-5.879350355597209,-4.971119931022942,-3.496668395165823,-3.6043110021501907,-3.4063542717985484,-5.035689761972674,-4.70635356063136,-3.3674649009881357,32
-4.778333129304574,-4.710717179403521,-4.8810370119353115,-5.1311758867557815,-5.038732924968725,-3.7468124273084573,-4.497216932232205,-3.190695543075191,-5.555163299226909,-3.7972051733190195,-5.962837734429144,-4.896682611074835,-3.49452848806055,-3.598107961677288,-3.4009991568144153,-5.169573834154504,-4.689616333120184,-3.3521336358912506,33
-4.754327685010676,-4.683769799466703,-4.809218003953705,-5.172713225023096,-5.231431809561721,-3.7512576262298727,-4.493990394086141,-3.167692232505261,-5.610641665631766,-3.794640300352861,-6.051091212562899,-4.808788738313138,-3.491988546040543,-3.5917344922599574,-3.395147581069018,-5.314020527679225,-4.67036839486061,-3.3358837745230754,34
-4.725891727225069,-4.653615200972309,-4.730221331277233,-5.219441046782869,-5.4325751826797655,-3.7546144360508875,-4.487549434110958,-3.145744754784833,-5.663242617282066,-3.791549198896418,-6.134997550222065,-4.711739971022072,-3.490232297671552,-3.585278051567503,-3.3894845039427395,-5.457853065513305,-4.648118031705574,-3.321671136502472,35
-4.6908803819433516,-4.622860477625294,-4.6451391479593696,-5.2708795259510515,-5.629323422371186,-3.755694423695665,-4.476594454172012,-3.128077134130065,-5.705948535124001,-3.787923186261994,-6.2054435076302354,-4.60983796748587,-3.490443471519327,-3.5788260972692303,-3.38469488481597,-5.589894670623218,-4.622373529508013,-3.312451541448305,36
-4.647148775161121,-4.594112723130616,-4.555063608053582,-5.326548836443592,-5.8088369066843155,-3.753309156088367,-4.459825856134656,-3.1179133947571156,-5.731741800103761,-3.783753579761892,-6.253315845011004,-4.507384385988759,-3.493805796149619,-3.5724660870344453,-3.3814636830690956,-5.698968565975436,-4.592643174120862,-3.311180808979439,37
-4.592552032873973,-4.5699790311932285,-4.461086865613342,-5.3859691521764415,-5.958276013667479,-3.7462702001531563,-4.435944041864241,-3.1184775608821416,-5.733604793167536,-3.779031696708416,-6.2695013225879626,-4.408680884814967,-3.501503000128177,-3.5662854785324534,-3.3804758580825034,-5.773897974536429,-4.558435251397061,-3.3208147587147367,38
-4.524945281077506,-4.55306649551809,-4.3643010746921185,-5.448660647065549,-6.064801121369009,-3.7333891228141933,-4.403649413226121,-3.132993656721301,-5.704519895261511,-3.773748854413867,-6.244886700584702,-4.31802912224872,-3.5147188120207513,-3.5603717294325583,-3.382416369236581,-5.803506119272668,-4.519258047189541,-3.3443092102730625,39
-4.442183645767317,-4.545982209810155,-4.2657983893433835,-5.514143495026865,-6.1155726078372314,-3.7134774909956425,-4.361642372085648,-3.1646857064907508,-5.63746948733188,-3.7678963701905497,-6.17035873922482,-4.23973075657425,-3.534636960393093,-3.5548122974040677,-3.3879701759117147,-5.776616223150624,-4.474619847351244,-3.3846199832732804,40
-4.336348726437586,-4.550180763386116,-4.157308670870337,-5.5877298994121025,-6.106139453060005,-3.683476049353601,-4.3044653507034605,-3.217487370020768,-5.519310500370738,-3.7605149297883687,-6.029359611204016,-4.168379416196647,-3.563629382123453,-3.5493550533714444,-3.397891113889621,-5.67902128580429,-4.4196631607314,-3.4465861390648187,41
-4.205265725478531,-4.563766608690841,-4.033104793571157,-5.672868681726044,-6.0473440316471265,-3.6429176607015843,-4.230434098401024,-3.2902405813632685,-5.3500187602443106,-3.751080585114883,-5.82214129075099,-4.096510582379538,-3.6017862495574895,-3.543769228783816,-3.4118876525804787,-5.514419260991021,-4.352199306917277,-3.5298307506444635,42
-4.055405173229816,-4.584321634121565,-3.8980934309917825,-5.766284943114239,-5.949286813579846,-3.594502069199882,-4.143908992634943,-3.3785317760668683,-5.1422549902099854,-3.7402377027188773,-5.564805240388831,-4.025338692694959,-3.646868644462063,-3.5381743220974795,-3.429076701807376,-5.298490802862339,-4.2757397878688685,-3.6294856551021164,43
-3.8932376000311,-4.60942772807552,-3.7571812566781553,-5.864703784722243,-5.822068268839411,-3.540929019008784,-4.049250410861818,-3.477947389680186,-4.9086799135251535,-3.728630649149135,-5.273452922640641,-3.9560781847149467,-3.6966376486040335,-3.5326898317687356,-3.4485751713933976,-5.046916565569772,-4.193796105546166,-3.740682689527678,44
-3.7252335362220412,-4.636666778949934,-3.6152749441762104,-5.964850307695606,-5.675788867407065,-3.484898254288577,-3.950818730538254,-3.584073857751837,-4.661954253447194,-3.716903790954438,-4.964185800029502,-3.889943496011532,-3.748854343750259,-3.527435256253881,-3.46949997116163,-4.775377203264837,-4.109879761909158,-3.8585536910110503,45
-3.557863512142301,-4.663620675142043,-3.4772811670318893,-6.063449613179882,-5.520549079264058,-3.4291095191995518,-3.8529743291208507,-3.692497615830441,-4.414738733233495,-3.705701494683572,-4.653105335078509,-3.828149064156752,-3.801279811667602,-3.5225300940092144,-3.490968010935159,-4.499553370099057,-4.027502258917839,-3.978230496642135,46
