C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,time
-4.591176442539847,-5.06892364728915,-4.189865790784156,-5.385735027790486,-4.629067687523927,-3.924820180019813,-4.829311242115375,-3.5886367511545587,-3.8547834467609134,-4.632187761145075,-4.3425763277615355,-4.967784903699359,-3.3949649450935824,-4.392569307110695,-3.7096463627800502,20
-4.587495435887932,-5.245971801795522,-4.310265418162557,-5.464626467206455,-4.423673209596513,-3.9933030922895094,-4.966578482579073,-3.662848944504298,-3.9518570605685244,-4.7520937889840535,-4.438659444091851,-5.168177656785928,-3.273807820446265,-4.503971562792744,-3.806490264174051,21
-4.584173424687707,-5.403122746109708,-4.417848671140253,-5.531504707857793,-4.240163301300007,-4.054335971567385,-5.090095824112108,-3.729129243697455,-4.03870652096899,-4.857893267421735,-4.526514003055422,-5.347070833859661,-3.164958831846933,-4.603498909205974,-3.8929551030657534,22
-4.5812104089391745,-5.5403764802317035,-4.512615549717241,-5.5863697497445015,-4.078537962634417,-4.107918817853441,-5.19986326671448,-3.7874776487340287,-4.11533182796231,-4.949586196458119,-4.606140004652249,-5.504464434920559,-3.068417979295588,-4.691151346350387,-3.969040879455158,23
-4.578606388642331,-5.657733004161511,-4.594566053893521,-5.629221592866578,-3.9387971935997412,-4.154051631147676,-5.29588081038619,-3.8378941596140197,-4.181732981548485,-5.027172576093206,-4.677537448882331,-5.6403584599686205,-2.984185262792228,-4.7669288742259806,-4.0347475933422645,24
-4.576361363797179,-5.755192317899129,-4.6637001836690954,-5.660060237224024,-3.820940994195981,-4.192734411450092,-5.378148455127237,-3.880378776337428,-4.237909981727516,-5.090652406326997,-4.740706335745671,-5.754752909003848,-2.9122606823368544,-4.830831492832755,-4.090075244727075,25
-4.5744753344037195,-5.83275442144456,-4.720017939043962,-5.678885682816841,-3.7249693644231376,-4.223967158760688,-5.446666200937622,-3.914931498904254,-4.283862828499403,-5.140025687159492,-4.7956466652422645,-5.8476477820262405,-2.852644237929468,-4.88285920217071,-4.135023833609587,26
-4.57294830046195,-5.890419314797801,-4.763519320018123,-5.685697929645027,-3.6508823042812146,-4.2477498730794645,-5.501434047817344,-3.9415523273144975,-4.319591521864145,-5.17529241859069,-4.8423584373721145,-5.919043079035796,-2.805335929570066,-4.923012002239849,-4.1695933599898005,27
-4.571780261971871,-5.928186997958853,-4.794204326591575,-5.680496977708583,-3.5986798137702127,-4.26408255440642,-5.542451995766402,-3.9602412615681577,-4.3450960618217405,-5.1964526006205904,-4.88084165213522,-5.968938800032516,-2.7703357572586507,-4.951289893040167,-4.193783823867718,28
-4.570971218933485,-5.946057470927717,-4.812072958764321,-5.6632828270075075,-3.5683618928901337,-4.272965202741556,-5.569720044784797,-3.970998301665236,-4.360376448372193,-5.203506233249195,-4.911096309531581,-5.997334945016402,-2.7476437209952214,-4.967692874571667,-4.207595225243338,29
