C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,time
-5.655418135194986,-5.99867186380489,-6.999999999999999,-6.981823779714735,-6.921732428582665,-1.3948181428280875,-7.000000000000003,-6.9673501228209185,-6.81576698397221,-6.896832932479977,-7.000000000000003,-6.858535886713839,-6.882207362521918,-1.571782207229074,10
-5.57131207165827,-5.96063617993548,-6.814621246844769,-6.836200738483545,-6.727798096975489,-1.5577207856025965,-6.862517285468183,-6.818184411935666,-6.621895732937795,-6.794441320057106,-6.876741111024373,-6.701241348040415,-6.68147024950256,-1.7416594714877023,11
-5.455666234295287,-5.908337114615042,-6.559725461256329,-6.635969056790662,-6.4611383910156235,-1.7817119194175457,-6.673478552986929,-6.613081559468445,-6.355322762765474,-6.653652852975659,-6.707260138682882,-6.484961357364459,-6.405456719100936,-1.9752407098433158,12
-5.316365566562601,-5.845340513206333,-6.2526919013429785,-6.394780894751507,-6.139934654291237,-2.051519421512826,-6.445772807043601,-6.3660258508147445,-6.034223503239723,-6.48406674490028,-6.503112603816994,-6.2244422776866015,-6.072985875662608,-2.2565999287716685,13
-5.161295011916781,-5.77521222107211,-5.910899825213025,-6.126288412481506,-5.7823682303905075,-2.3518711691283256,-6.192289052125557,-6.091001571370062,-5.67677338414502,-6.295282209495613,-6.275854027268176,-5.934430472007478,-5.702876823533148,-2.5698111347485137,14
-4.998339513814395,-5.701518083575129,-5.5517284909747655,-5.844143770096081,-5.406620462901605,-2.6674950395039367,-5.925916292720155,-5.801993006529886,-5.30114783526584,-6.096898460426301,-6.037039929877892,-5.6296723033277205,-5.313948667058118,-2.898948334249606,15
-4.835384015712008,-5.6278239460781485,-5.192557156736508,-5.5619991277106555,-5.030872695412701,-2.983118909879548,-5.659543533314752,-5.512984441689711,-4.92552228638666,-5.89851471135699,-5.798225832487609,-5.324914134647964,-4.925020510583085,-3.2280855337506984,16
-4.680313461066189,-5.557695653943925,-4.850765080606553,-5.2935066454406545,-4.673306271511971,-3.2834706574950485,-5.406059778396708,-5.237960162245027,-4.568072167291956,-5.709730175952322,-5.570967255938791,-5.0349023289688395,-4.554911458453618,-3.541296739727544,17
-4.541012793333503,-5.494699052535216,-4.543731520693204,-5.052318483401502,-4.352102534787587,-3.5532781595903287,-5.17835403245338,-4.9909044535913285,-4.246972907766206,-5.540144067876944,-5.366819721072903,-4.774383249290983,-4.222440615015282,-3.822655958655897,18
-4.425366955970519,-5.4423999872147775,-4.288835735104763,-4.85208680170862,-4.085442828827721,-3.777269293405278,-4.989315299972127,-4.785801601124107,-3.980399937593885,-5.399355600795497,-5.197338748731413,-4.558103258615026,-3.9464270846136418,-4.05623719701151,19
-4.341260892433803,-5.404364303345368,-4.103456981949533,-4.7064637604774315,-3.8915084972205447,-3.9401719361797864,-4.851832585440306,-4.636635890238854,-3.786528686559469,-5.296963988372625,-5.074079859755782,-4.400808719941602,-3.7456899715942646,-4.2261144612701385,20
-4.280422330218485,-5.373983254042276,-3.967523786028153,-4.600205668497897,-3.7500762671528762,-4.058952074129454,-4.751954418135225,-4.526806274955362,-3.6449149134797847,-5.225201222072442,-4.979755722009838,-4.2868150887421494,-3.5991321370090077,-4.350308693799659,21
-4.2288964135464475,-5.342366632828301,-3.8487780685769413,-4.508458136988677,-3.6281159346373233,-4.1613206559799565,-4.666594113860045,-4.429942199798716,-3.5223323127323756,-5.169128456969046,-4.889325838227952,-4.189924607444999,-3.472414095884564,-4.458027114717408,22
-4.18604421096439,-5.309658095677465,-3.746319182357716,-4.430457279708244,-3.52459844650075,-4.248123002736295,-4.594937856890907,-4.345373685922349,-3.4177832174427922,-5.127588652142057,-4.802715981557417,-4.109113819486123,-3.3644914335287566,-4.550123147123334,23
-4.1512267910190115,-5.276001298563789,-3.6592464801322975,-4.365439210415073,-3.438494749570016,-4.320204435403476,-4.536171831503951,-4.272430754479693,-3.330269960736587,-5.099424766671098,-4.719851925145521,-4.043359268301497,-3.274319735249407,-4.627450214117381,24
-4.123805222257012,-5.241539897461298,-3.5866593146625063,-4.312640042867639,-3.3687757906719864,-4.3784102749865,-4.489482221975318,-4.210443426624181,-3.258794875739312,-5.083479759635791,-4.640659442139557,-3.991637497327094,-3.200854586354339,-4.690861738799496,25
-4.1031405732250885,-5.206417548344009,-3.5276570387101582,-4.271295890824415,-3.31441251663352,-4.42358584249037,-4.454055212581144,-4.158741723509246,-3.2023602955765185,-5.078596590115758,-4.565064305686815,-3.9529250499988855,-3.143051572151372,-4.741211144269621,26
-4.088593912469943,-5.17077790718595,-3.481339005037077,-4.240642868043878,-3.274375874281483,-4.456576458920092,-4.4290769875975755,-4.116655666288322,-3.1599685533737594,-5.083618217190622,-4.492992288934586,-3.9261984697528476,-3.099866277948331,-4.7793518536277055,27
-4.079526308538273,-5.13476462996114,-3.4468045664050795,-4.2199170882844985,-3.247636810442735,-4.478227445280666,-4.4137337313007485,-4.083515276114839,-3.130621982256585,-5.097387599940005,-4.424369165030159,-3.910434300024953,-3.070254289053037,-4.806137289973694,28
-4.075298829976777,-5.098521372643599,-3.423153075575986,-4.208354665304754,-3.2331662719441385,-4.489384122577096,-4.407211627966804,-4.058650574142231,-3.113322915350548,-5.118747697443527,-4.359120707120826,-3.904609084251173,-3.0531711907733117,-4.822420876407529,29
-4.075272545332155,-5.062191791207353,-3.409483885311616,-4.205191712863116,-3.229935205612557,-4.490891811814387,-4.408696861871883,-4.041391581523931,-3.1070736857812,-5.146541468780811,-4.297172688353877,-3.907699365867483,-3.047572568416978,-4.82905603602916,30
-4.078808523151108,-5.025919541626423,-3.4048963483737875,-4.209664344718062,-3.2369145582748517,-4.48359583399754,-4.417375617292125,-4.0310683194133725,-3.1108766266740924,-5.179611873031481,-4.238450881876603,-3.9186816883098574,-3.052414007291858,-4.82689619193853,31
