C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,time
-4.4099652967453435,-5.176393255888292,-4.875009169969967,-5.119790220618391,-4.021968010805286,-3.3532263974447862,-4.6774907332708215,-4.392491398515041,-5.056146235054931,-4.880797398953065,-3.790381569652252,-3.2753615411567787,-4.5340767251441605,-3.1724643469120872,20
-4.471731292534629,-5.16918061431783,-4.993270228110194,-5.179103259334074,-4.075521300326318,-3.3594841255094425,-4.680501443669769,-4.434379234476832,-5.090847264812819,-5.012110391733758,-3.753460722554823,-3.2510555207728977,-4.5777133988408565,-3.138816837687605,21
-4.519126892210346,-5.167354929353411,-5.088977801792528,-5.235900053576222,-4.118185930224709,-3.3641591558144386,-4.687362440400723,-4.4663631301712785,-5.116129632603453,-5.122230274052469,-3.7240928666862825,-3.2320507734010344,-4.6117166744022535,-3.1115396610936683,22
-4.552152095772495,-5.170916200995032,-5.16213189101697,-5.290180603344839,-4.149961900500462,-3.3672514883597753,-4.698073723463688,-4.488443085598385,-5.1319933384268355,-5.211157045909203,-3.7022780020466306,-3.2183472990411897,-4.636086551828355,-3.0906328171302784,23
-4.570806903221076,-5.179864429242695,-5.212732495783518,-5.341944908639923,-4.170849211153575,-3.3687611231454504,-4.712635292858661,-4.500619100758148,-5.138438382282966,-5.2788907073039555,-3.6880161286358675,-3.2099450976933626,-4.650823031119157,-3.0760963057974338,24
-4.575091314556091,-5.1941996140964,-5.240779616092174,-5.391192969461475,-4.1808478621840495,-3.368688060171466,-4.731047148585644,-4.50289117565057,-5.135464764171844,-5.325431258236728,-3.6813072464539927,-3.206844169357553,-4.655926112274662,-3.0679301270951362,25
-4.565005329777538,-5.213921755556145,-5.2462732519429345,-5.437924785809495,-4.179957853591884,-3.3670322994378217,-4.753309290644635,-4.4952593102756495,-5.123072484093469,-5.350778698707521,-3.6821513555010066,-3.2090445140337622,-4.651395795294868,-3.066134281023385,26
-4.540548948885417,-5.239030853621932,-5.2292134033358035,-5.482140357683984,-4.16817918537708,-3.3637938409445165,-4.779421719035636,-4.477723504633388,-5.101261542047842,-5.354933028716335,-3.6905484557769097,-3.216546131721989,-4.637232080179778,-3.0707087675821803,27
-4.501722171879727,-5.269526908293758,-5.189600070270776,-5.52383968508494,-4.1455118575396375,-3.3589726846915515,-4.8093844337586455,-4.450283758723783,-5.070031938034962,-5.337894248263169,-3.7064985472817016,-3.229349022422234,-4.613434966929389,-3.0816535867715213,28
-4.448524998760472,-5.305409919571627,-5.127433252747857,-5.563022768012368,-4.111955870079555,-3.3525688306789267,-4.843197434813665,-4.412940072546837,-5.02938367205483,-5.299662357348022,-3.7300016300153835,-3.2474531861344973,-4.580004455543706,-3.09896873859141,29
