C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,time
-4.5911764425398465,-4.962074842794104,-5.068923647289185,-5.385735027790491,-3.924820180019813,-4.829311242115377,-3.6509944940228074,-3.8547834467609094,-4.632187761145075,-4.342576327761534,-3.1743823163641745,-4.9677849036993615,-4.1591359732961015,-5.232827916232642,-4.498144903572162,-4.4179225980442105,-3.709646362780049,20
-4.587495435887931,-4.660581434703772,-5.245971801795555,-5.464626467206459,-3.9933030922895085,-4.966578482579075,-3.7290423323937696,-3.95185706056852,-4.7520937889840535,-4.438659444091849,-3.0632088614333535,-5.168177656785931,-4.063485298094805,-4.956153852300167,-4.620870173044742,-4.3835885337986955,-3.806490264174049,21
-4.584173424687707,-4.391082606900939,-5.4031227461097355,-5.531504707857797,-4.054335971567384,-5.090095824112109,-3.7987213232740817,-4.038706520968986,-4.857893267421734,-4.526514003055421,-2.963163500250075,-5.347070833859664,-3.9780872399731746,-4.709695905125848,-4.729950146960926,-4.353336274801998,-3.8929551030657517,22
-4.581210408939174,-4.153578359385609,-5.540376480231727,-5.586369749744505,-4.107918817853441,-5.19986326671448,-3.8600314666637465,-4.115331827962307,-4.949586196458118,-4.606140004652248,-2.8742462328143397,-5.504464434920562,-3.902941798931213,-4.493454074709688,-4.825384825320714,-4.327165821054121,-3.969040879455157,23
-4.578606388642331,-3.9480686921577797,-5.657733004161527,-5.629221592866581,-4.154051631147675,-5.295880810386189,-3.9129727625627617,-4.181732981548484,-5.027172576093205,-4.677537448882331,-2.796457059126147,-5.640358459968625,-3.838048974968917,-4.307428361051683,-4.907174208124106,-4.305077172555063,-4.0347475933422645,24
-4.57636136379718,-3.774553605217455,-5.755192317899138,-5.660060237224028,-4.1927344114500915,-5.378148455127235,-3.957545210971129,-4.237909981727515,-5.0906524063269964,-4.740706335745669,-2.729795979185496,-5.754752909003852,-3.783408768086287,-4.151618764151834,-4.9753182953711015,-4.287070329304825,-4.090075244727074,25
-4.57447533440372,-3.633033098564635,-5.8327544214445615,-5.678885682816844,-4.223967158760687,-5.446666200937619,-3.9937488118888473,-4.283862828499402,-5.140025687159491,-4.7956466652422645,-2.674262992992389,-5.847647782026243,-3.7390211782833234,-4.026025284010141,-5.029817087061702,-4.273145291303407,-4.135023833609586,26
-4.5729483004619516,-3.523507172199319,-5.890419314797797,-5.68569792964503,-4.247749873079464,-5.50143404781734,-4.021583565315917,-4.319591521864144,-5.175292418590688,-4.842358437372114,-2.6298581005468242,-5.919043079035799,-3.704886205560025,-3.9306479206266065,-5.070670583195907,-4.263302058550808,-4.169593359989801,27
-4.571780261971874,-3.44597582612151,-5.928186997958845,-5.680496977708584,-4.264082554406419,-5.542451995766396,-4.041049471252338,-4.345096061821741,-5.196452600620588,-4.88084165213522,-2.596581301848802,-5.968938800032518,-3.6810038499163924,-3.8654866740012275,-5.097878783773716,-4.25754063104703,-4.193783823867719,28
-4.5709712189334875,-3.4004390603312085,-5.9460574709277045,-5.66328282700751,-4.272965202741555,-5.569720044784792,-4.052146529698111,-4.360376448372194,-5.203506233249193,-4.911096309531581,-2.574432596898323,-5.997334945016404,-3.667374111352424,-3.830541544134006,-5.1114416887951295,-4.255861008792071,-4.207595225243339,29
-4.570521171346793,-3.3868968748284147,-5.944030733704378,-5.634055477541805,-4.274397818084871,-5.583238194872525,-4.054874740653234,-4.365432681515503,-5.196453316476501,-4.933122409561198,-2.5634119856953865,-6.004231513987454,-3.66399698986812,-3.8258125310249413,-5.1113592982601475,-4.258263191785934,-4.211027564116662,30
-4.575657677123047,-3.436703890840168,-5.911289234176736,-5.58546273451307,-4.2596298095969125,-5.576074362070079,-4.039307554241668,-4.351646743866481,-5.162583760770485,-4.94476682787966,-2.5675591062009855,-5.975755063241605,-3.682022136618797,-3.881004202891102,-5.088084026757476,-4.2709749017111704,-4.193587188029453,31
-4.589284935101837,-3.567279342381488,-5.841823221171374,-5.513420045255522,-4.223799737922422,-5.544377388622167,-3.9999302205322773,-4.314230847988917,-5.0948364052800175,-4.944833384295628,-2.5891182017267815,-5.904198124054378,-3.7276438022462988,-4.012619097630857,-5.036311660169728,-4.297455983946978,-4.149444290060468,32
-4.607917906675659,-3.7577201486343488,-5.742844396096377,-5.4228288729681005,-4.172741330287709,-5.492768663835137,-3.9433604394424253,-4.258930338806264,-5.001684643026453,-4.934757495038707,-2.62539618029878,-5.798809658895149,-3.7934288859804135,-4.200854169766162,-4.962407255437768,-4.33355462403832,-4.085594638515201,33
-4.628071553237005,-3.987123228780726,-5.621564460359828,-5.318590680849736,-4.112288313919073,-5.425869577015327,-3.8762159108894703,-4.191490561241982,-4.891601867031141,-4.915974576338507,-2.673699949942987,-5.6688386302332905,-3.8719442870509324,-4.4259063738189734,-4.872735869502456,-4.375119007530162,-4.009034001699138,34
-4.6462608361783735,-4.23458550200259,-5.485195115369815,-5.205606932099363,-4.048274416042821,-5.348301517469083,-3.805114334790773,-4.117656860219525,-4.773061470315433,-4.889920044424633,-2.731336418685406,-5.523534000538181,-3.9557569046876426,-4.667972664311244,-4.773662559304658,-4.417997319967466,-3.926758147917772,35
-4.659000716892257,-4.479203887481917,-5.34094806253442,-5.088779089915918,-3.9865333638852545,-5.26468587450275,-3.736673411063696,-4.0431745806623525,-4.65453684590068,-4.858029315526695,-2.795612494552043,-5.372144732279196,-4.037433638120335,-4.907249995764929,-4.6715523817852365,-4.4580377468951955,-3.845762845476591,36
-4.662806156771153,-4.7000753044006816,-5.196035003261732,-4.973008617498335,-3.9328988846726793,-5.179644037422673,-3.677510839625599,-3.9737890674939194,-4.5445013868082365,-4.821737805874299,-2.8638350855689034,-5.22391978792571,-4.109541386578799,-5.123935322701984,-4.572770393885052,-4.491088473858314,-3.7730438626810865,37
-4.654192117207556,-4.876296671940856,-5.057667638959835,-4.863196978045545,-3.893204705631399,-5.097797395535193,-3.6342443203938424,-3.915245665637682,-4.4514284860594495,-4.78248093169705,-2.933311099761992,-5.0881081299470985,-4.164647049292823,-5.298225599644362,-4.483681652544969,-4.5129976864017864,-3.7155969678367473,38
-4.629673559593959,-4.986964909284415,-4.933057671036812,-4.764245634756485,-3.873284553987717,-5.023767338146655,-3.613491553285787,-3.873289720017098,-4.383791536675675,-4.74169410922456,-3.0013474451573137,-4.973958720812738,-4.1953175254921975,-5.410317781114021,-4.41065121470585,-4.519613570070576,-3.6804179292490655,39
-4.58576544532286,-5.011176935613333,-4.82941680090075,-4.681056050830089,-3.8789721569679383,-4.962175254563405,-3.621870238218795,-3.853666575555623,-4.350063931678261,-4.700812754686433,-3.0652510297808733,-4.890720522992005,-4.19411971440671,-5.4404088216329125,-4.360044137308558,-4.506784310409647,-3.674502515223529,40
-4.515308603166511,-4.939736202313859,-4.739414795612826,-4.609169486191784,-3.9139340295085256,-4.907858634401894,-3.664275530649859,-3.8573992486528605,-4.352260269946394,-4.654495900753504,-3.131622380727492,-4.834080764903794,-4.156551844918026,-5.380066134980989,-4.330044899661616,-4.47032924830231,-3.7012587382702247,41
-4.417939829887647,-4.789210784708155,-4.651500502080124,-4.541025864149396,-3.974157333154311,-4.853156864464682,-3.736564161474123,-3.879097946276856,-4.382712550687109,-4.598287763560342,-3.206921293615472,-4.792051945701471,-4.087821333870248,-5.245141442642863,-4.313044079368125,-4.412231380711182,-3.75532506783721,42
-4.300368038864495,-4.577344537882072,-4.566554241479587,-4.476874642975451,-4.053956765044149,-4.798944179837278,-3.831796193766167,-3.9148887992037316,-4.435370267413529,-4.534951534532168,-3.288243579256041,-4.762370933956121,-3.9950588624368293,-5.052258160697478,-4.306715880810812,-4.337584377300186,-3.8305429576369336,43
