C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,time
-4.591176442539844,-5.017323574632962,-4.967348153443519,-4.564307519323448,-5.164322604504445,-4.6439282323487365,-3.725761545165059,-4.877224117142873,-5.266840787158711,-4.594234956113799,-3.393980396427677,-3.95659366253303,-4.177754749770767,-5.533319868540708,-5.232827916232645,-5.10602817926814,-4.46705502334493,-4.44965718132834,-3.514523712058483,-4.272665105227771,20
-4.587495435887929,-5.187486504237917,-4.644805400644339,-4.448209747881769,-5.375035093194427,-4.8633673476335595,-3.8159175815529265,-4.673605596377758,-5.437669887111316,-4.452923604116223,-3.390452100357919,-3.872243279695886,-4.088317097967829,-5.162337242525243,-4.95615385230017,-5.3335178347657415,-4.423306739428145,-4.225022948904993,-3.585620224924183,-4.227532215876634,21
-4.584173424687704,-5.337597429351953,-4.356596595946419,-4.343048253073579,-5.5604659231806846,-5.058489883979351,-3.89642869091483,-4.491529433710519,-5.592775616299817,-4.326832307029539,-3.387172603956029,-3.7966530309583795,-4.008771720863913,-4.83068477002805,-4.709695905125851,-5.536798091192514,-4.384037794956276,-3.8987294288156025,-3.649093839160591,-4.187909866448435,22
-4.581210408939172,-5.467656349975068,-4.102721739349764,-4.248823034898877,-5.720615094463219,-5.229295841386114,-3.9672948732507685,-4.330995629141161,-5.732157974724218,-4.21596106485375,-3.3841419072220065,-3.729822916320511,-3.9391186184590157,-4.53836245104913,-4.49345407470969,-5.7158689485484615,-4.349248189929325,-3.500290607801929,-3.7049445547677076,-4.153798056943177,23
-4.57860638864233,-5.577663266107261,-3.883180830854372,-4.165534093357663,-5.855482607042028,-5.375785219853847,-4.028516128560743,-4.19200418266968,-5.855816962384515,-4.12030987758885,-3.381360010155851,-3.67175293578228,-3.8793577907531374,-4.285370285588481,-4.3074283610516835,-5.870730406833581,-4.31893792434729,-3.05922047260572,-3.753172371745531,-4.125196787360858,24
-4.576361363797178,-5.667618177748535,-3.697973870460243,-4.093181428449939,-5.965068460917115,-5.497958019382551,-4.080092456844753,-4.074555094296078,-5.963752579280711,-4.0398787452348435,-3.3788269127575643,-3.6224430893436876,-3.8294892377462806,-4.071708273646104,-4.151618764151834,-6.001382466047873,-4.293106998210172,-2.6050330099687313,-3.7937772900940634,-4.102106057701478,25
-4.574475334403718,-5.737521084898885,-3.5471008581673797,-4.031765040175704,-6.049372656088478,-5.595814239972225,-4.122023858102798,-3.978648364020355,-6.055964825412806,-3.9746676677917296,-3.376542615027144,-3.581893377004733,-3.789512959438444,-3.897376415221999,-4.026025284010141,-6.107825126191338,-4.271755411517971,-2.1672422066327175,-3.8267593098133035,-4.084525867965038,26
-4.572948300461949,-5.787371987558316,-3.430561793975782,-3.981284928534957,-6.108395192556115,-5.66935388162287,-4.15431033233488,-3.9042839918425107,-6.1324537007807995,-3.924676645259509,-3.3745071169645913,-3.550103798765417,-3.7594289558296277,-3.762374710316167,-3.930647920626606,-6.190058387263977,-4.254883164270686,-1.7753620493394315,-3.852118430903252,-4.0724562181515385,27
-4.57178026197187,-5.8171708857268225,-3.3483566778854503,-3.9417410935276993,-6.14213607032003,-5.718576944334483,-4.1769518795409954,-3.851461977762544,-6.193219205384689,-3.889905677638181,-3.3727204185699065,-3.5270743546257393,-3.7392372269198315,-3.6667031589286068,-3.8654866740012266,-6.248082249265788,-4.242490256468318,-1.4589065248306283,-3.8698546533639084,-4.065897108260977,28
-4.570971218933485,-5.826917779404409,-3.3004855098963857,-3.9131335351539307,-6.150595289380221,-5.743483428107069,-4.189948499721148,-3.8201823217804565,-6.238261339224478,-3.870354764927747,-3.3711825198430887,-3.5128050445856998,-3.728937772709057,-3.6103617610593193,-3.8305415441340047,-6.281896712196772,-4.2345766881108675,-1.2473896198480596,-3.8799679771952733,-4.064848538293356,29
-4.57052117134679,-5.8166126685910715,-3.286948290008589,-3.8954622534136507,-6.133772849736689,-5.744073332940625,-4.193300192875336,-3.810445023896248,-6.267580102300165,-3.8660239071282056,-3.3698934207841376,-3.5072958686452997,-3.7285305931973016,-3.5933505167083037,-3.8258125310249396,-6.29150177605693,-4.231142459198334,-1.1703253211334803,-3.8824584023973463,-4.069310508248675,30
-4.575657677123044,-5.77479953028064,-3.3413818756166265,-3.899975370061455,-6.074546395418327,-5.70124767755605,-4.176097501392549,-3.8435590325363016,-6.27839717998998,-3.8934834483340786,-3.3689344877828855,-3.5199635484710954,-3.748884965214861,-3.6526910511917077,-3.8810042028911,-6.2628490005073925,-4.238086340010893,-1.2504522514103684,-3.868070685584707,-4.086553195393138,31
-4.589284935101834,-5.695113907247461,-3.4824734097174783,-3.9329218416276728,-5.963403506441191,-5.604395916798289,-4.132279615488894,-3.931362652381941,-6.269169064170714,-3.9619391352645432,-3.368350924389238,-3.5560395961000633,-3.7960393758896736,-3.808950934129613,-4.012619097630855,-6.188133696471009,-4.258685425148646,-1.4679396335904933,-3.8316630248765673,-4.12061558709686,32
-4.607917906675656,-5.585193148162322,-3.6877983207147653,-3.9868029202759083,-5.811759086786016,-5.466250704853413,-4.069119506905044,-4.0596499178155785,-6.241747964590218,-4.060344071856586,-3.3680884863433076,-3.6092461970878316,-3.8627476406682124,-4.037449081977921,-4.200854169766162,-6.07672149084036,-4.289007201091471,-1.7884473546980444,-3.779405582529874,-4.166650898515703,33
