C1,C2,C3,C4,C5,C6,C7,C8,time
-4.716405097264766,-4.795420898268129,-4.649411308004784,-3.9486033987374687,-4.932211049057008,-4.078489554859892,-4.07655672674878,-3.2124235682363738,20
-4.6873646599290435,-4.89125708888161,-4.646307024729779,-3.962902750864199,-4.976058613259373,-4.104756071291597,-4.029917001993386,-3.1866420538342,21
-4.6663868276364076,-4.968657271581949,-4.64843641389828,-3.9732691153715036,-5.014017251268642,-4.130037504224563,-3.9946893554052276,-3.166190799435455,22
-4.65347160038686,-5.0276214463691495,-4.655799475510285,-3.9797024922593853,-5.04608696308482,-4.154333853658792,-3.9708737869843063,-3.1510698050401387,23
-4.648618978180399,-5.068149613243211,-4.668396209565797,-3.982202881527841,-5.072267748707901,-4.177645119594281,-3.9584702967306207,-3.1412790706482503,24
-4.651828961017025,-5.0902417722041315,-4.686226616064816,-3.9807702831768723,-5.092559608137888,-4.199971302031031,-3.957478884644173,-3.1368185962597908,25
-4.663101548896738,-5.093897923251914,-4.709290695007342,-3.9754046972064785,-5.106962541374781,-4.221312400969043,-3.96789955072496,-3.137688381874759,26
-4.682436741819538,-5.079118066386555,-4.737588446393374,-3.96610612361666,-5.115476548418578,-4.2416684164083165,-3.989732294972985,-3.143888427493157,27
-4.709834539785426,-5.045902201608059,-4.771119870222915,-3.9528745624074157,-5.118101629269281,-4.2610393483488505,-4.022977117388247,-3.1554187331149826,28
-4.745294942794401,-4.994250328916423,-4.809884966495965,-3.9357100135787473,-5.11483778392689,-4.279425196790647,-4.067634017970746,-3.1722792987402375,29
-4.788817950846463,-4.924162448311647,-4.8538837352125235,-3.9146124771306523,-5.105685012391405,-4.296825961733704,-4.123702996720481,-3.1944701243689204,30
-4.850702812351738,-4.82044312990771,-4.912550850456416,-3.8856268609753215,-5.088404961303292,-4.312627197330277,-4.20413566801896,-3.2214367200752045,31
-4.936671331982516,-4.674650468212378,-4.991127797829766,-3.846555891730635,-5.061754101018368,-4.326487544776066,-4.316127373189243,-3.2528710359002972,32
-5.039857344132049,-4.496914749816332,-5.083324794610026,-3.8000362974551374,-5.027224667109657,-4.33881663463623,-4.451043702643657,-3.2891427317947497,33
-5.153394683193587,-4.297366261310251,-5.182852058074643,-3.7487048062073662,-4.9863088951501755,-4.350024097475935,-4.600250246794532,-3.3306214677091135,34
-5.270417183560377,-4.08613528928482,-5.283419805501066,-3.6951981460458647,-4.940499020712947,-4.360519563860343,-4.755112596054195,-3.3776769035939402,35
-5.384058679625672,-3.8733521203307153,-5.3787382541667474,-3.6421530450291737,-4.891287279370994,-4.370712664354619,-4.906996340834977,-3.4306786993997807,36
-5.487453005782719,-3.6691470410386224,-5.462517621349135,-3.592206231215833,-4.840165906697336,-4.381013029523923,-5.047267071549206,-3.4899965150771877,37
-5.5737339964247665,-3.483650337999221,-5.528468124325676,-3.5479944326643853,-4.788627138264992,-4.391830289933422,-5.167290378609208,-3.5560000105767116,38
-5.63603548594507,-3.3269922978031916,-5.570299980373825,-3.5121543774333714,-4.738163209646988,-4.403574076148278,-5.258431852427317,-3.6290588458489053,39
-5.667491308736873,-3.209303207041217,-5.581723406771028,-3.487322793581332,-4.690266356416342,-4.416654018733652,-5.312057083415857,-3.7095426808443186,40
-5.666077043409466,-3.127989383747051,-5.5558073479914345,-3.4737520523640146,-4.639932527384617,-4.430887896840481,-5.320191825929291,-3.8034808255145016,41
-5.637788479449081,-3.0711044111046655,-5.495223955269995,-3.468847975381311,-4.582834190556585,-4.445749674596152,-5.287360146033238,-3.9138395454393735,42
-5.58778976756439,-3.034749473430068,-5.40808825602536,-3.4709774662079775,-4.521478360295078,-4.461133260030505,-5.223675101706761,-4.036393934012039,43
