C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,time
-4.26698756952448,-4.127728783121533,-3.745202051879373,-5.22094399019747,-4.066057113692986,-4.38044447917344,-4.908430996548101,-5.1861785339371895,-4.130110862593844,-4.319184044574398,-4.082389467158937,-3.8836271118668293,-4.2942033146874365,-3.889940615870607,-4.1201504563469245,-3.7973343161139472,-6.448470876765352,-3.8476296820435083,-3.8060593537526177,-3.9866316717450423,-3.8624882053622906,10
-4.252715753963449,-4.134822818595973,-3.7513928583873453,-5.199120053025296,-4.198364818742924,-4.391595630429892,-4.913885961542228,-5.142233971218483,-4.1439089019181194,-4.331979482693592,-4.074813387594227,-3.8706721912289876,-4.313236163918281,-3.885428265735947,-4.137098373059099,-3.797681848379818,-6.316372465819581,-3.863240952770448,-3.810118889060721,-3.993194313822436,-3.8600640544784577,11
-4.233092007567032,-4.144577117373327,-3.7599052173358074,-5.169112139413558,-4.380287913186588,-4.406928463407512,-4.921386538409151,-5.081810197480261,-4.162881205989,-4.349573210107484,-4.064396278192748,-3.8528591753519548,-4.3394063316106894,-3.8792237843007893,-4.160401758538339,-3.7981597052453937,-6.134737150769145,-3.884706450019991,-3.8157007501093645,-4.0022179466788526,-3.8567308470131882,12
-4.209454313044075,-4.156326613627867,-3.7701587406146357,-5.132966243472145,-4.599422549675546,-4.425397557676008,-4.930421324180673,-5.009027015477403,-4.185734208619831,-4.370765654492398,-4.051848396413694,-3.831402588045529,-4.370929488149272,-3.871750204390258,-4.188471745592877,-3.7987353055607467,-5.91594915764021,-3.9105626171614847,-3.8224243554634105,-4.013087322619535,-3.85271584711184,13
-4.1831406531034245,-4.1694062415338635,-3.7815730401137095,-5.09272835931095,-4.843364880861367,-4.44595749280509,-4.940478915888594,-4.928004227964788,-4.2111743436239655,-4.394357243524661,-4.037879999716257,-3.807516953119508,-4.406021303918639,-3.8634305588294784,-4.2197194670309495,-3.799376068175952,-5.672392712458944,-3.93934589756428,-3.8299091236877274,-4.025187193949729,-3.8482463189197733,14
-4.155489010453929,-4.183150935265591,-3.7935677277229054,-5.050444481039864,-5.099711059395621,-4.467562848364464,-4.951047910564713,-4.842861637697293,-4.23790804481475,-4.419148404880599,-4.023201345559627,-3.782416794383689,-4.442897449303396,-3.854687880443574,-4.252556055660787,-3.8000494119410835,-5.416452041251509,-3.969592734597726,-3.8377744733471784,-4.037902312974678,-3.843549526582348,15
-4.127837367804431,-4.196895628997316,-3.8055624153321013,-5.008160602768776,-5.356057237929875,-4.489168203923837,-4.961616905240833,-4.7577190474297995,-4.264641746005534,-4.443939566236537,-4.008522691402996,-3.7573166356478707,-4.479773594688154,-3.84594520205767,-4.285392644290626,-3.8007227557062135,-5.160511370044076,-3.9998395716311723,-3.8456398230066293,-4.050617431999628,-3.838852734244922,16
-4.101523707863781,-4.209975256903314,-3.816976714831175,-4.967922718607582,-5.599999569115697,-4.509728139052919,-4.971674496948754,-4.676696259917184,-4.290081881009669,-4.467531155268801,-3.994554294705559,-3.733431000721849,-4.514865410457519,-3.8376255564968904,-4.316640365728698,-3.8013635183214167,-4.916954924862809,-4.028622852033968,-3.8531245912309466,-4.062717303329823,-3.834383206052855,17
-4.077886013340824,-4.221724753157854,-3.8272302381100043,-4.93177682266617,-5.819134205604655,-4.528197233321416,-4.980709282720277,-4.603913077914327,-4.312934883640501,-4.488723599653715,-3.982006412926504,-3.711974413415424,-4.546388566996102,-3.8301519765863596,-4.3447103527832365,-3.8019391186367666,-4.698166931733875,-4.054479019175462,-3.8598481965849936,-4.073586679270505,-3.830368206151508,18
-4.058262266944407,-4.2314790519352075,-3.835742597058466,-4.901768909054431,-6.001057300048318,-4.543530066299036,-4.9882098595872,-4.543489304176105,-4.33190718771138,-4.506317327067606,-3.971589303525025,-3.6941613975383905,-4.572558734688512,-3.8239474951512022,-4.368013738262476,-3.8024169755023363,-4.516531616683438,-4.075944516425004,-3.865430057633636,-4.082610312126921,-3.8270349986862375,19
