C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,time
-4.751740609895858,-4.845090151487332,-5.515286912994815,-4.877296555953826,-4.923693367243043,-5.320085094771891,-3.364487350466353,-4.3356057821328156,-5.2462369262832915,-4.659213104493706,-4.511523614295105,-5.322738563156268,-4.475790141488987,-4.95229846741268,-4.031082501533122,-4.505867172157764,-4.14219502430706,-4.384074772913054,-5.179334018860658,-4.44965718132834,20
-4.66505663175271,-4.730490306079715,-5.5131107952863,-4.517728998407402,-5.086545198295514,-5.538008800425118,-3.3367621333766344,-4.18648630085778,-4.911173740029973,-4.393377211994015,-4.382116456957283,-5.002302404483661,-4.368737280131074,-4.630763307041677,-3.921787685549333,-4.3220548031130255,-4.1215905816920015,-4.227991664661361,-4.867810107972418,-4.225022948904993,21
-4.587171712375044,-4.5640277569109875,-5.511751793147339,-4.195235429215877,-5.229488242749824,-5.728743028963119,-3.311975999608263,-4.053003820658045,-4.614345691136197,-4.156951096402825,-4.266936651245674,-4.7179431128002856,-4.272322048191969,-4.344229060509802,-3.8244511852799636,-4.1566203375180475,-4.103652357908213,-4.087999949860362,-4.592836293427442,-3.8987294288156025,22
-4.518085851762864,-4.360759417976311,-5.511209906577937,-3.909815848379257,-5.352522500605975,-5.892287780385893,-3.2901289491612413,-3.935158341533613,-4.355752779601963,-3.9499347577201345,-4.165984197160278,-4.469660688106145,-4.186544445671667,-4.092695727817054,-3.7390730007250172,-4.009563775372832,-4.088380352955695,-3.9640996285100574,-4.354412575225732,-3.500290607801929,23
-4.457799049916167,-4.135742203270845,-5.51148513557809,-3.6614702558975334,-5.455647971863964,-6.028643054693445,-3.271220982035568,-3.832949863484481,-4.135395005427267,-3.7723281959459447,-4.079259094701093,-4.257455130401235,-4.111404472570171,-3.87616330896343,-3.665653131884491,-3.880885116677376,-4.075774566834446,-3.856290700610446,-4.152538953367285,-3.05922047260572,24
-4.4063113068349535,-3.904033026789752,-5.512577480147797,-3.4501986517707097,-5.538864656523794,-6.13780885188577,-3.255252098231242,-3.746378386510652,-3.953272368612113,-3.6241314110802545,-4.006761343868121,-4.081326439685556,-4.04690212888748,-3.694631803948932,-3.604191578758387,-3.770584361431681,-4.065834999544468,-3.76457316616153,-3.9872154278521035,-2.6050330099687313,25
-4.363622622519226,-3.6806888025281936,-5.514486940287061,-3.276001035998786,-5.602172554585464,-6.21978517196287,-3.242222297748265,-3.6754439106121235,-3.809384869156499,-3.5053444031230656,-3.9484909446613603,-3.9412746159591108,-3.9930374146235934,-3.5481012127735605,-3.5546883413467043,-3.678661509635747,-4.0585616510857605,-3.688947025163308,-3.858441998680187,-2.1672422066327175,26
-4.32973299696898,-3.48076644448133,-5.517213515995882,-3.1388774085817626,-5.645571666048976,-6.274572014924744,-3.2321315805866373,-3.6201464357888984,-3.703732507060427,-3.4159671720743776,-3.904447897080813,-3.8372996592218973,-3.9498103297785123,-3.436571535437315,-3.517143419649443,-3.605116561289574,-4.053954521458324,-3.6294122776157804,-3.766218665851535,-1.7753620493394315,27
-4.304642430184219,-3.3193228666443235,-5.520757207274258,-3.0388277695196386,-5.669061990914326,-6.302169380771394,-3.2249799467463576,-3.5804859620409735,-3.6363152823238947,-3.3559997179341883,-3.8746322011264773,-3.769401569473916,-3.9172208743522368,-3.3600427719401953,-3.491556813666603,-3.549949516393162,-4.052013610662156,-3.5859689235189474,-3.7105454293661486,-1.4589065248306283,28
-4.288350922164942,-3.211414983012334,-5.52511801412219,-2.975852118812413,-5.672643529181519,-6.302577269502819,-3.2207673962274277,-3.5564624893683505,-3.6071331949469037,-3.3254420407025007,-3.859043856798355,-3.7375803467151663,-3.8952690483447667,-3.318514922282202,-3.477928523398185,-3.5131603749465103,-4.052738918697259,-3.558616962872809,-3.6914222892240267,-1.2473896198480596,29
-4.28085847291115,-3.172099707580524,-5.5302959365396775,-2.949950456460087,-5.656316280850551,-6.2757956811190185,-3.219493929029846,-3.548076017771029,-3.6161862449294535,-3.324294140379313,-3.8576828640964447,-3.741835990945649,-3.8839548517561022,-3.3119879864633344,-3.4762585488441884,-3.4947491369496193,-4.056130445563634,-3.547356395677365,-3.7088492454251702,-1.1703253211334803,30
-4.295515516717702,-3.224452246166124,-5.546126694331602,-2.9961770822568976,-5.608395506958304,-6.202922385756474,-3.2253786141460963,-3.5713676287798957,-3.7030622631385346,-3.3824715772398695,-3.885981639731009,-3.818440329075257,-3.894384974489675,-3.375000025401445,-3.4997860672734284,-3.512189789279648,-4.066450822457387,-3.5688475239962543,-3.800957914372062,-1.2504522514103684,31
-4.339738961526191,-3.3665519937556088,-5.578074576278454,-3.1340066071996437,-5.5223896858586,-6.073456144602117,-3.240765378794225,-3.6352490343565518,-3.8897544889446984,-3.516594106992638,-3.9525137485410817,-3.9875443760539317,-3.932729799825169,-3.5267388507175625,-3.5558661771685793,-3.5751901024239077,-4.0860681778208034,-3.6323460711981634,-3.9889325273994145,-1.4679396335904933,32
-4.4046285178067075,-3.5759621480980064,-5.619582435843645,-3.3400694980921664,-5.406088643526853,-5.899998444231631,-3.262841510312577,-3.7290261801470748,-4.149871035103283,-3.7067180227874577,-4.0469909127198225,-4.224966913941743,-3.991584867826963,-3.7441790884664523,-3.6356727603504315,-3.6721007517976254,-4.112140757523142,-3.726745169240669,-4.2473520069055715,-1.7884473546980444,33
-4.4812838960293435,-3.8302459069423485,-5.664093126490587,-3.5909962217383087,-5.267282205938473,-5.69515077122069,-3.2887942960394967,-3.842005011797542,-4.45702001436963,-3.932899617774165,-4.15912485446039,-4.506526724798762,-4.063545718559437,-4.004295364702881,-3.7303796986397755,-3.7912724128160282,-4.141826807433664,-3.8409379500813445,-4.5507952752888805,-2.1776353017572165,34
-4.5608048066641915,-4.10696646803766,-5.705049501682693,-3.86341724494191,-5.113760199068877,-5.47151461214498,-3.315811023313326,-3.963491474954026,-4.784809539499076,-4.175195185102596,-4.278627295955941,-4.808042590685061,-4.1412078920869675,-4.28406230548161,-3.8311608738574,-3.921055760894342,-4.1722845734216305,-3.9638175456777627,-4.873841254947683,-2.601163361792195,35
-4.634290960181343,-4.383687029132973,-5.735894414883377,-4.133963034506814,-4.953312448893476,-5.241691453580176,-3.3410789794724125,-4.082791515262607,-5.106847723246963,-4.413661017922593,-4.395209959399636,-5.105333293660712,-4.217166928473936,-4.560454536857408,-3.929190167824097,-4.049801471447797,-4.200672301356301,-4.0842770879875,-5.191068868280324,-3.0246914218271743,36
-4.692842067050893,-4.637970787977314,-5.750070719556049,-4.379264057236862,-4.793728781387684,-5.018282782101961,-3.361785451855099,-4.189211078369359,-5.3967426783686285,-4.628353409383989,-4.498584566984633,-5.374217615785785,-4.284018367784718,-4.810446684885039,-4.015641462360656,-4.165860219891618,-4.224148237106938,-4.191209708968129,-5.47705703768515,-3.413879368886345,37
