C1,C2,C3,C4,C5,C6,C7,C8,C9,time
-6.534623350495912,-6.7839266661624436,-6.926994544281994,-1.8327562221228708,-6.965104265226636,-7.000000000000004,-7,-6.881693604211991,-1.4728193304981634,10
-6.432770616817479,-6.639844892351699,-6.772047277731633,-1.971718906692361,-6.798867214089569,-6.830668086526546,-6.896698668838775,-6.681357370330085,-1.6523521661982223,11
-6.292723108009635,-6.441732453361927,-6.558994786224889,-2.1627925979754092,-6.570291268776099,-6.597836705500542,-6.754659338492092,-6.405895048742464,-1.8992098152858026,12
-6.124029517854729,-6.203097015487882,-6.302363376000854,-2.3929495442936273,-6.294961152830329,-6.317380723810125,-6.583566508756312,-6.0740881613755535,-2.1965610744140247,13
-5.936238540135117,-5.937446245024323,-6.016679353298629,-2.649161993968624,-5.9884615897963585,-6.005175008343436,-6.393104679427805,-5.704718230155787,-2.5275747402360076,14
-5.738898868633153,-5.658287808266007,-5.716469024357308,-2.9184021953220114,-5.6663773032182885,-5.67709442598861,-6.1929583503029315,-5.316566777009589,-2.8754196094048714,15
-5.541559197131188,-5.379129371507689,-5.416258695415988,-3.187642396675398,-5.344293016640218,-5.349013843633784,-5.992812021178059,-4.92841532386339,-3.2232644785737357,16
-5.353768219411577,-5.11347860104413,-5.130574672713762,-3.443854846350396,-5.0377934536062465,-5.0368081281670944,-5.80235019184955,-4.559045392643621,-3.554278144395719,17
-5.185074629256673,-4.874843163170087,-4.87394326248973,-3.6740117926686136,-4.762463337660478,-4.756352146476679,-5.6312573621137725,-4.227238505276711,-3.851629403523941,18
-5.045027120448826,-4.676730724180313,-4.660890770982986,-3.8650854839516615,-4.533887392347009,-4.523520765450674,-5.489218031767089,-3.951776183689087,-4.098487052611521,19
-4.9431743867703934,-4.532648950369569,-4.505943504432626,-4.004048168521152,-4.36765034120994,-4.354188851977216,-5.385916700605863,-3.751439949807179,-4.278019888311579,20
-4.874622640419296,-4.427112089891168,-4.3924663759461415,-4.104570191136858,-4.245460643854279,-4.230916548844468,-5.313831112218738,-3.6051746996346807,-4.40915585803157,21
-4.8271186750249955,-4.335154300705313,-4.293648161523653,-4.189567813138724,-4.1381272965245675,-4.125051562962164,-5.2581685422671205,-3.4787100487575504,-4.522665885470032,22
-4.799172056517157,-4.2560631138171,-4.2087509617431955,-4.259882157718611,-4.044885827724207,-4.035650107400793,-5.217707788656527,-3.3710045984756127,-4.619483231716713,23
-4.789292350825443,-4.18912606023162,-4.137036877182805,-4.316354348068386,-3.964971765956602,-3.9617683952308433,-5.191227649292474,-3.2810169500886928,-4.7005411578613625,24
-4.795989123879518,-4.133630670953968,-4.0777680084205175,-4.359825507379911,-3.897620639725156,-3.902462639522807,-5.177506922080478,-3.2077057048966164,-4.766772924993725,25
-4.817771941609044,-4.088864476989234,-4.030206456034368,-4.391136758845048,-3.842067977533269,-3.8567890533471703,-5.175324404926053,-3.1500294641992084,-4.81911179420355,26
-4.853150369943685,-4.054115009342514,-3.993614320602394,-4.411129225655661,-3.7975493078843474,-3.8238038497744267,-5.18345889573472,-3.106946829296295,-4.858491026580586,27
-4.900633974813105,-4.028669799018901,-3.9672537027026316,-4.420644031003615,-3.763300159281792,-3.8025632418750637,-5.200689192411992,-3.077416401487701,-4.885843883214579,28
-4.958732322146966,-4.011816377023487,-3.9503867029131157,-4.420522298080771,-3.738556060229005,-3.79212344271957,-5.225794092863385,-3.0603967820732514,-4.902103625195278,29
-5.025954977874933,-4.002842274361366,-3.9422754218118823,-4.4116051500789935,-3.7225525392293908,-3.7915406653784367,-5.257552394994416,-3.054846572352772,-4.908203513612431,30
-5.100811507926668,-4.001035022037631,-3.9421819599769683,-4.394733710190145,-3.714525124786352,-3.799871122922152,-5.294742896710601,-3.0597243736260884,-4.9050768095557835,31
-5.181811478231835,-4.005682151057375,-3.949368417986409,-4.370749101606091,-3.713709345403292,-3.8161710284212065,-5.336144395917457,-3.073988787193025,-4.893656774115085,32
-5.2674644547201,-4.016071192425692,-3.9630968964182403,-4.3404924475186935,-3.719340729583613,-3.8394965949460915,-5.3805356905205,-3.0965984143534087,-4.874876668380085,33
-5.356280003321123,-4.0314896771476745,-3.982629495850499,-4.304804871119815,-3.730654805830717,-3.8689040355672932,-5.426695578425247,-3.1265118564070633,-4.849669753440527,34
-5.446767689964567,-4.051225136228415,-4.00722831686122,-4.26452749560132,-3.7468871026480084,-3.9034495633553017,-5.473402857537212,-3.1626877146538153,-4.818969290386162,35
-5.537437080580098,-4.074565100673008,-4.03615546002844,-4.220501444155072,-3.7672731485388904,-3.942189391380609,-5.519436325761914,-3.204084590393489,-4.783708540306738,36
-5.62679774109738,-4.100797101486546,-4.068673025930195,-4.173567839972933,-3.791048472006765,-3.984179732713703,-5.563574781004868,-3.249661084925911,-4.744820764292,37
-5.713359237446072,-4.129208669674123,-4.104043115144522,-4.124567806246768,-3.817448601555035,-4.028476800425073,-5.60459702117159,-3.2983757995509055,-4.703239223431697,38
-5.795631135555843,-4.15908733624083,-4.141527828249455,-4.0743424661684395,-3.8457090656871036,-4.07413680758521,-5.6412818441675965,-3.3491873355682986,-4.659897178815577,39
-5.872123001356353,-4.189720632191763,-4.18038926582303,-4.023732942929811,-3.8750653929063734,-4.120215967264602,-5.672408047898403,-3.401054294277915,-4.615727891533389,40
-5.941344400777264,-4.220396088532015,-4.219889528443284,-3.9735803597227473,-3.904753111716248,-4.165770492533739,-5.696754430269528,-3.4529352769795807,-4.571664622674878,41
-6.001804899748245,-4.250401236266677,-4.259290716688255,-3.9247258397391094,-3.93400775062013,-4.209856596463111,-5.713099789186487,-3.5037888849731216,-4.528640633329794,42
-6.0520140641989535,-4.279023606400844,-4.297854931135975,-3.8780105061707606,-3.9620648381214223,-4.251530492123208,-5.720222922554794,-3.552573719558361,-4.487589184587882,43
-6.090481460059057,-4.305550729939607,-4.3348442723644816,-3.8342754822095664,-3.988159902723527,-4.289848392584518,-5.7169026282799695,-3.598248382035126,-4.449443537538893,44
-6.115716653258218,-4.329270137888063,-4.369520840951812,-3.7943618910473895,-4.011528472929848,-4.323866510917533,-5.701917704267526,-3.6397714737032416,-4.415136953272574,45
-6.126229209726098,-4.3494693612513,-4.401146737476,-3.7591108558760924,-4.031406077243788,-4.352641060192741,-5.674046948422981,-3.6761015958625323,-4.385602692878671,46
-6.120528695392362,-4.365435931034416,-4.428984062515083,-3.7293634998875382,-4.04702824416875,-4.375228253480629,-5.632069158651851,-3.706197349812825,-4.361774017446932,47
-6.097124676186673,-4.376457378242502,-4.452294916647097,-3.705960946273591,-4.057630502208136,-4.390684303851692,-5.57476313285965,-3.729017336853943,-4.344584188067107,48
-6.054526718038695,-4.381821233880652,-4.470341400450078,-3.689744318226116,-4.062448379865351,-4.398065424376416,-5.5009076689519,-3.7435201582857145,-4.334966465828941,49
-5.991244386878091,-4.3808150289539585,-4.482385614502062,-3.681554738936973,-4.060717405643795,-4.396427828125292,-5.409281564834114,-3.7486644154079625,-4.333854111822185,50
