C1,C2,C3,C4,time
-4.945629061604824,-4.622384688422005,-4.07137569449964,-3.8153411868869367,20
-5.068465296844045,-4.46696209598446,-4.1646428858325715,-3.895379740379856,21
-5.177280759299613,-4.328150911230957,-4.247558809067896,-3.966562407565272,22
-5.272075448971532,-4.2059511341614995,-4.320123464205614,-4.028889188443186,23
-5.352849365859798,-4.100362764776084,-4.382336851245726,-4.082360083013596,24
-5.419602509964414,-4.011385803074714,-4.434198970188233,-4.126975091276504,25
-5.47233488128538,-3.9390202490573882,-4.475709821033132,-4.16273421323191,26
-5.511046479822696,-3.8832661027241078,-4.506869403780427,-4.1896374488798145,27
-5.535737305576361,-3.844123364074872,-4.527677718430113,-4.207684798220215,28
-5.546407358546376,-3.821592033109683,-4.538134764982195,-4.216876261253113,29
-5.543056638732743,-3.8156721098285393,-4.538240543436671,-4.2172118379785095,30
-5.519072879058185,-3.8438733968347045,-4.517706604300267,-4.199932938276545,31
-5.470782597813104,-3.9159235622411006,-4.470817142298945,-4.160173678747296,32
-5.402593973049017,-4.02014940431222,-4.404431123761554,-4.10377311947067,33
-5.318915182817441,-4.144877721312555,-4.325407515016939,-4.0365703205265735,34
-5.224154405169891,-4.278435311506594,-4.24060528239395,-3.9644043419949107,35
-5.122719818157885,-4.40914897315883,-4.156883392221435,-3.8931142439555897,36
-5.019019599832937,-4.525345504533755,-4.081100810828243,-3.8285390864885147,37
-4.917461928246567,-4.615351703895858,-4.020116504543221,-3.7765179296735925,38
-4.822454981450288,-4.667494369509633,-3.9807894396952177,-3.7428898335907297,39
-4.738406937495618,-4.670100299639569,-3.9699785826130816,-3.733493858319832,40
-4.658643976719207,-4.616665975608047,-3.990604713569818,-3.7508808702840377,41
-4.5748869776250265,-4.515683874023581,-4.037177486153849,-3.7904126959318556,42
-4.48913616551558,-4.37797478607987,-4.103939176667142,-3.847144835381245,43
-4.403391765693372,-4.214359502970611,-4.185132061411667,-3.9161327887501662,44
-4.319654003460901,-4.035658815889499,-4.2749984166893915,-3.9924320561565763,45
-4.239923104120672,-3.852693516030232,-4.367780518802285,-4.071098137718437,46
-4.166199292975184,-3.6762843945865042,-4.45772064405232,-4.1471865335537075,47
-4.1004827953269425,-3.517252242752015,-4.53906106874146,-4.215752743780346,48
-4.0447738364784485,-3.386417851720461,-4.606044069171677,-4.271852268516313,49
-4.001072641732205,-3.294602012685539,-4.6529119216449395,-4.3105406078795685,50
-3.9722505724883908,-3.2393097252571508,-4.683123175868509,-4.333479517669853,51
-3.9578285218037697,-3.207933316869558,-4.704570221070305,-4.346719825060991,52
-3.954781012465721,-3.1961245704529935,-4.718146092833281,-4.351900637232067,53
