C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,time
-4.995664639207581,-4.780971098975407,-5.049751765234,-3.713407458571062,-4.091076480143147,-4.058776575918736,-4.712676044245423,-4.752345176528699,-3.9681841890488423,-3.262787451760227,20
-4.982064483932764,-4.884320968590859,-5.076857437289065,-3.739704507811462,-4.064689523630293,-4.021328068467622,-4.679528059042184,-4.826181581893799,-3.9039276094578046,-3.2372359050538533,21
-4.974293997188085,-4.967607200406949,-5.104955031453038,-3.7603330538665833,-4.044794471157804,-3.99171759507489,-4.65808623891769,-4.886687608813492,-3.853774627327465,-3.2169615260718354,22
-4.972353178973545,-5.030829794423679,-5.134044547725919,-3.775293096736426,-4.031391322725681,-3.9699451557405387,-4.6483505838719426,-4.9338632572877765,-3.817725242657826,-3.2019643148141754,23
-4.976242029289144,-5.0739887506410435,-5.164125986107707,-3.7845846364209894,-4.024480078333923,-3.956010750464569,-4.65032109390494,-4.9677085273166535,-3.7957794554488866,-3.1922442712808716,24
-4.985960548134879,-5.097084069059042,-5.195199346598405,-3.788207672920273,-4.0240607379825315,-3.949914379246981,-4.663997769016684,-4.988223418900124,-3.787937265700646,-3.187801395471924,25
-5.001508735510753,-5.1001157496776734,-5.22726462919801,-3.786162206234278,-4.030133301671505,-3.951656042087774,-4.689380609207175,-4.995407932038187,-3.7941986734131046,-3.188635687387333,26
-5.022886591416765,-5.083083792496936,-5.260321833906526,-3.7784482363630043,-4.042697769400844,-3.9612357389869493,-4.726469614476412,-4.989262066730845,-3.814563678586264,-3.1947471470270985,27
-5.0500941158529145,-5.045988197516826,-5.294370960723949,-3.7650657633064517,-4.06175414117055,-3.978653469944505,-4.775264784824394,-4.9697858229780945,-3.849032281220121,-3.2061357743912198,28
-5.083131308819201,-4.988828964737344,-5.329412009650283,-3.74601478706462,-4.087302416980621,-4.003909234960443,-4.835766120251124,-4.9369792007799385,-3.897604481314679,-3.2228015694796976,29
-5.121998170315626,-4.911606094158487,-5.365444980685526,-3.721295307637509,-4.119342596831058,-4.037003034034762,-4.9079736207566,-4.890842200136376,-3.960280278869936,-3.2447445322925317,30
-5.176816198710706,-4.797517115711684,-5.410497502188484,-3.6857531037455638,-4.162687587460837,-4.0852765686969414,-5.011213446273539,-4.820423647556645,-4.050374761408513,-3.270933766122301,31
-5.253208448653617,-4.637227323803284,-5.469029367691826,-3.6365247191223657,-4.220011225947165,-4.15280856201891,-5.156222352320116,-4.719639557768099,-4.175285199776309,-3.300796550575995,32
-5.344427254565349,-4.441938365145675,-5.535688824956349,-3.5770463012876177,-4.288104907797394,-4.2347045463143544,-5.330116232274522,-4.595790713097914,-4.326134868958246,-3.3350201501252275,33
-5.443724950866889,-4.2228518864512345,-5.605124121742849,-3.5107539977610225,-4.363760028518873,-4.326070053896951,-5.520010979514945,-4.456177895873263,-4.494047043939243,-3.374291829241611,34
-5.544353871979226,-3.9911695344323497,-5.671983505812121,-3.4410839560622843,-4.443767983618948,-4.422010617080384,-5.713022487419572,-4.308101888421322,-4.670144999704218,-3.4192988523967602,35
-5.639566352323349,-3.7580929558014025,-5.730915224924962,-3.3714723237111053,-4.5249201686049725,-4.517631768178335,-5.896266649366594,-4.158863473069265,-4.845552011238093,-3.4707284840622887,36
-5.722614726320245,-3.5348237972707754,-5.776567526842169,-3.3053552482271895,-4.6040079789842965,-4.608039039504483,-6.056859358734201,-4.015763432144269,-5.011391353525786,-3.529267988709811,37
-5.786751328390903,-3.332563705552853,-5.803588659324537,-3.24616887713024,-4.677822810264266,-4.6883379633725095,-6.181916508900577,-3.8861025479735063,-5.158786301552217,-3.595604630810938,38
-5.825228492956312,-3.162514327360017,-5.806626870132863,-3.19734935793996,-4.743156057952234,-4.753634072096099,-6.2585539932439165,-3.777181602884154,-5.278860130302309,-3.670425674837288,39
-5.83129855443746,-3.0358773094046527,-5.780330407027944,-3.162332838176053,-4.796799117555548,-4.799032897988929,-6.273887705142404,-3.696301379203386,-5.362736114760978,-3.754418385260471,40
