C1,C2,C3,C4,C5,C6,C7,C8,time
-6.635811117690003,-6.884533300267973,-7,-6.752888542017281,-7.000000000000003,-1.0807297740569684,-2.124597252295681,-6.858187580295526,10
-6.515853272408677,-6.739041822471902,-6.756186680317007,-6.6030706270528094,-6.822357130082541,-1.2585210995599234,-2.221881885866142,-6.655084901071072,11
-6.350911235146853,-6.538991040502305,-6.420943365752892,-6.397070993976662,-6.578098183946034,-1.5029841721264858,-2.3556482570255266,-6.375818717137435,12
-6.152231053899656,-6.2980207804025605,-6.017127555027934,-6.148935072316756,-6.283877180645239,-1.797451054990755,-2.516775931376603,-6.03942990467191,13
-5.931058776662209,-6.029770868216056,-5.567596746862417,-5.872708291601015,-5.956348139234921,-2.125253811386828,-2.6961444745221406,-5.6649593398517935,14
-5.69864045142964,-5.747881129986166,-5.095208439976617,-5.582436081357353,-5.6121650787698405,-2.469724504548803,-2.8846334520649095,-5.2714478988543805,15
-5.466222126197069,-5.465991391756279,-4.622820133090818,-5.292163871113691,-5.26798201830476,-2.8141951977107778,-3.0731224296076785,-4.877936457856965,16
-5.245049848959623,-5.197741479569772,-4.1732893249253,-5.015937090397949,-4.940452976894441,-3.1419979541068512,-3.252490972753217,-4.503465893036846,17
-5.046369667712427,-4.9567712194700295,-3.7694735142003433,-4.767801168738045,-4.646231973593648,-3.43646483697112,-3.4136186471042937,-4.167077080571316,18
-4.8814276304506015,-4.756720437500431,-3.434230199636228,-4.561801535661897,-4.40197302745714,-3.680927909537682,-3.547385018263677,-3.8878108966376708,19
-4.761469785169275,-4.611228959704358,-3.1904168799532346,-4.411983620697426,-4.224330157539678,-3.8587192350406374,-3.644669651834138,-3.6847082174132058,20
-4.675720477289814,-4.50502493305255,-3.0125608745285373,-4.3027250737167675,-4.096182940723736,-3.9888837415145777,-3.7157528537593825,-3.5364512652770963,21
-4.6052626622739945,-4.4132365889072265,-2.859090140989493,-4.208481315878062,-3.9885250875732345,-4.102156436603371,-3.7773263743739602,-3.408321216818624,22
-4.549130303177547,-4.3351038798989965,-2.7287131354316605,-4.128414433638235,-3.9001818176651084,-4.199404502955031,-3.8298869458669027,-3.2992573795302405,23
-4.506357363056207,-4.26986675865847,-2.6201383139505956,-4.061686513454209,-3.829978350576297,-4.281495123217569,-3.8739313004272455,-3.2081990609043984,24
-4.475977804965706,-4.216765177816253,-2.5320741326418577,-4.007459641782911,-3.7767399058837348,-4.349295480038996,-3.90995617024402,-3.1340855684335516,25
-4.457025591961776,-4.1750390900029535,-2.4632290476010024,-3.9648959050812627,-3.73929170316436,-4.403672756067324,-3.9384582875062595,-3.0758562096101523,26
-4.448534687100155,-4.1439284478491825,-2.412311514923589,-3.933157389806192,-3.7164589619951096,-4.445494133950565,-3.9599343844029997,-3.0324502919266534,27
-4.449539053436571,-4.122673203985547,-2.378029990705175,-3.9114061824146202,-3.7070669019529205,-4.475626796336732,-3.974881193123272,-3.0028071228755087,28
-4.45907265402676,-4.110513311042654,-2.359092931041316,-3.8988043693634733,-3.7099407426147293,-4.494937925873835,-3.983795445856109,-2.985866009949169,29
-4.476169451926453,-4.106688721651114,-2.354208792027571,-3.8945140371096763,-3.7239057035574716,-4.504294705209886,-3.987173874790545,-2.9805662606400896,30
-4.499863410191385,-4.110439388441533,-2.362086029759498,-3.8976972721101535,-3.7477870043580865,-4.504564316992896,-3.9855132121156136,-2.9858471824407222,31
