C1,C2,C3,C4,time
-6.904777461909323,-6.764755158326426,-6.739831881825694,-6.650694636948969,10
-6.754811265650727,-6.617852649607511,-6.557980380873307,-6.461345021255287,11
-6.548607745795158,-6.415861700119004,-6.307934567063776,-6.200989299676467,12
-6.300226233241853,-6.172554420053301,-6.006743018611384,-5.887378998683789,13
-6.023726058890062,-5.901702919602804,-5.671454313730422,-5.5382656447485425,14
-5.733166553639025,-5.617079308959909,-5.319117030635171,-5.17140076434201,15
-5.442607048387989,-5.332455698317012,-4.966779747539922,-4.804535883935476,16
-5.166106874036196,-5.061604197866515,-4.631491042658959,-4.455422530000228,17
-4.917725361482892,-4.818296917800813,-4.330299494206568,-4.14181222900755,18
-4.711521841627321,-4.616305968312306,-4.080253680397036,-3.881456507428724,19
-4.561555645368723,-4.469403459593392,-3.8984021794446493,-3.6921068917350373,20
-4.452178739198553,-4.362319731844883,-3.765701400508014,-3.5538849632225444,21
-4.357838225101477,-4.270050475785945,-3.6511059490408853,-3.4344191445028907,22
-4.277736137216564,-4.191765827386506,-3.5536616977002726,-3.3327212240207444,23
-4.211074509682882,-4.1266359226164955,-3.4724145191431846,-3.2478029902207757,24
-4.157055376639499,-4.07383089744584,-3.40641028602663,-3.178676231547654,25
-4.114880772225483,-4.032520887844466,-3.3546948710076174,-3.1243527364460473,26
-4.083752730579902,-4.001876029782303,-3.316314146743158,-3.0838442933606274,27
-4.062873285841826,-3.981066459229277,-3.2903139858902577,-3.0561626907360613,28
-4.05144447215032,-3.9692623121553168,-3.275740261105927,-3.0403197170170184,29
-4.048668323644455,-3.96563372453035,-3.2716388450471747,-3.0353271606481695,30
-4.053746874463298,-3.9693508323243045,-3.27705561037101,-3.0401968100741827,31
-4.065882158745916,-3.979583771507106,-3.291036429734441,-3.0539404537397274,32
-4.084276210631382,-3.9955026780486858,-3.3126271757944785,-3.075569880089475,33
-4.1081310642587585,-4.016277687918969,-3.340873721208129,-3.1040968775680917,34
-4.1366487537671155,-4.041078937087883,-3.374821938632403,-3.1385332346202484,35
-4.1690313132955215,-4.069076561525358,-3.4135177007243094,-3.177890739690614,36
-4.204480776983046,-4.099440697201318,-3.456006880140857,-3.2211811812238587,37
-4.242199178968756,-4.131341480085694,-3.5013353495390542,-3.2674163476646507,38
-4.281388553391719,-4.163949046148412,-3.5485489815759106,-3.3156080274576594,39
-4.321250934391005,-4.1964335313594,-3.5966936489084342,-3.364768009047555,40
-4.360988356105679,-4.227965071688585,-3.644815224193635,-3.413908080879006,41
-4.399802852674814,-4.257713803105897,-3.6919595800885228,-3.462040031396683,42
-4.436896458237474,-4.284849861581261,-3.737172589250105,-3.508175649045254,43
-4.471471206932728,-4.308543383084606,-3.7795001243353896,-3.551326722269388,44
-4.502729132899646,-4.327964503585861,-3.8179880580013883,-3.590505039513755,45
-4.529872270277295,-4.3422833590549494,-3.851682262905108,-3.6247223892230247,46
-4.552102653204742,-4.350670085461803,-3.879628611703558,-3.6529905598418653,47
-4.568622315821058,-4.352294818776349,-3.9008729770537482,-3.6743213398149477,48
-4.57863329226531,-4.346327694968513,-3.914461231612687,-3.6877265175869405,49
-4.5813376166765645,-4.331938850008225,-3.919439248037383,-3.692217881602512,50
-4.5796730800675585,-4.3060782821828,-3.9199253992639616,-3.6918138046037625,51
-4.577255249518712,-4.268514391691852,-3.9206315605346846,-3.6912268606420735,52
-4.574302823270626,-4.222644917373763,-3.9214938579657685,-3.6905101401260407,53
-4.571034499563898,-4.171867598066905,-3.9224484176734293,-3.6897167334642593,54
-4.567668976639125,-4.119580172609657,-3.9234313657738826,-3.688899731065324,55
-4.564424952736909,-4.069180379840398,-3.924378828383346,-3.6881122233378303,56
