C1,C2,C3,C4,C5,C6,C7,C8,C9,time
-5.526010549391482,-5.642899657519001,-4.52496521209509,-4.624051445430094,-5.846450470756295,-6.352526268105381,-6.136530527993278,-3.3163338914255536,-4.736373201954369,10
-5.44788798797425,-5.467392425774717,-4.46767215233912,-4.584688821565866,-5.703413275974015,-6.0742225555446065,-5.92173952741436,-3.3110564871310997,-4.673246592424159,11
-5.374567208392744,-5.304287349632888,-4.413683119001375,-4.548872967993024,-5.569317623684207,-5.816662686279743,-5.721239183504188,-3.3061743659584852,-4.613970440420572,12
-5.306048210646962,-5.153584429093511,-4.362998112081852,-4.516603884711568,-5.444163513886871,-5.579846660310792,-5.535029496262759,-3.3016875279077085,-4.558544745943609,13
-5.24233099473691,-5.015283664156589,-4.315617131580555,-4.487881571721499,-5.327950946582011,-5.363774477637751,-5.363110465690076,-3.2975959729787707,-4.506969508993269,14
-5.183415560662584,-4.889385054822121,-4.2715401774974815,-4.462706029022817,-5.220679921769625,-5.168446138260623,-5.205482091786138,-3.293899701171673,-4.459244729569551,15
-5.129301908423985,-4.775888601090107,-4.230767249832633,-4.441077256615523,-5.122350439449712,-4.993861642179405,-5.062144374550944,-3.2905987124864136,-4.41537040767246,16
-5.079990038021115,-4.674794302960547,-4.193298348586008,-4.422995254499615,-5.032962499622272,-4.840020989394099,-4.933097313984497,-3.2876930069229933,-4.37534654330199,17
-5.035479949453973,-4.586102160433442,-4.159133473757607,-4.408460022675095,-4.952516102287308,-4.706924179904704,-4.818340910086794,-3.2851825844814124,-4.339173136458144,18
-4.995771642722563,-4.509812173508791,-4.12827262534743,-4.397471561141962,-4.881011247444816,-4.594571213711222,-4.717875162857838,-3.2830674451616697,-4.30685018714092,19
-4.960865117826881,-4.4459243421865935,-4.100715803355478,-4.390029869900215,-4.818447935094799,-4.502962090813651,-4.631700072297624,-3.281347588963766,-4.278377695350322,20
-4.934716290580463,-4.396795812308487,-4.075115666985081,-4.3859926276094,-4.768487173511432,-4.443529408040963,-4.565671632429758,-3.280179775725291,-4.254731608275567,21
-4.919522891990823,-4.363736109342044,-4.050723693571421,-4.385280766858151,-4.73316285618037,-4.422624608075915,-4.523043173267348,-3.2796510942449055,-4.236454118799556,22
-4.912647644848943,-4.345173802726177,-4.02843811031228,-4.387989168540108,-4.710034310918828,-4.4326259596992,-4.499910698794664,-3.279657037964217,-4.22289459546281,23
-4.911453271945796,-4.339537461899793,-4.009157144405437,-4.394212713548906,-4.696660865544021,-4.4659117316915,-4.492370212995968,-3.280093100324831,-4.213402406805846,24
-4.913302496072364,-4.345255656301803,-3.993779023048669,-4.4040462827781806,-4.690601847873164,-4.514860192833503,-4.496517719855528,-3.2808547747683554,-4.2073269213691855,25
-4.915558040019623,-4.360756955371117,-3.9832019734397606,-4.417584757121572,-4.689416585723475,-4.571849611905893,-4.50844922335761,-3.2818375547363967,-4.204017507693349,26
-4.9155826265785505,-4.384469928546645,-3.978324222776488,-4.434923017472717,-4.690664406912166,-4.62925825768936,-4.524260727486481,-3.2829369336705625,-4.2028235343188545,27
-4.910738978540124,-4.414823145267296,-3.9800439982566322,-4.45615594472525,-4.691904639256455,-4.679464398964588,-4.540048236226404,-3.2840484050124585,-4.203094369786221,28
-4.898389818695322,-4.450245174971981,-3.989259527077972,-4.481378419772812,-4.690696610573557,-4.714846304512267,-4.55190775356165,-3.2850674622036933,-4.204179382635972,29
-4.875897869835121,-4.489164587099607,-4.006869036438289,-4.510685323509038,-4.684599648680688,-4.727782243113078,-4.555935283476481,-3.2858895986858716,-4.205427941408623,30
-4.847065780191467,-4.53783875404925,-4.041838783014502,-4.5530528346954195,-4.679308234386755,-4.723780125511683,-4.560301718983523,-3.284482096246382,-4.211018309375473,31
-4.816741086258125,-4.601373625513377,-4.098218525644239,-4.613369324309755,-4.680517035589965,-4.713803919682549,-4.57359503355055,-3.279824044160994,-4.223946472830408,32
-4.783853843218814,-4.676470636870987,-4.169531744766344,-4.6855979615701395,-4.685785660741482,-4.69841598025108,-4.592536851844553,-3.2733286471038907,-4.24178838484783,33
-4.747334106257252,-4.759831223501086,-4.24930192081966,-4.763701915694671,-4.69267371829247,-4.678178661842677,-4.613848798532525,-3.2664091097492562,-4.262119998502142,34
-4.706111930557155,-4.848156820782671,-4.331052534243025,-4.841644355901444,-4.698740816694093,-4.653654319082741,-4.634252498281457,-3.2604786367712717,-4.282517266867742,35
-4.659117371302242,-4.938148864094745,-4.408307065475283,-4.9133884514085535,-4.701546564397516,-4.625405306596676,-4.650469575758341,-3.2569504328441212,-4.300556143019033,36
-4.605280483676227,-5.026508788816311,-4.474588994955279,-4.972897371434097,-4.6986505698539025,-4.593993979009882,-4.6592216556301675,-3.2572377026419876,-4.31381258003042,37
-4.5435313228628305,-5.109938030326368,-4.5234218031218525,-5.01413428519617,-4.687612441514416,-4.559982690947762,-4.657230362563929,-3.2627536508390533,-4.319862530976303,38
