C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,time
-4.818435049711984,-4.795903432288971,-5.05638941124225,-3.836709344823531,-4.037623843910622,-4.399357804754516,-4.739230709737562,-4.93221104905701,-4.303912690153493,-3.599027293238779,-3.212423568236366,-4.540998191109046,20
-4.7922146194481865,-4.899803476606243,-5.0825452184199,-3.8454317035284777,-3.995159877828748,-4.3816357224198805,-4.80660700521367,-4.976058613259375,-4.264736989237998,-3.558101561968282,-3.1866420538341935,-4.579571074858375,21
-4.773686542108664,-4.983780324412694,-5.110120160874429,-3.850150507327256,-3.9618627516450724,-4.371713176415868,-4.861497447281021,-5.014017251268644,-4.23645091693176,-3.5255317673877125,-3.1661907994354497,-4.612454562822608,22
-4.762850817693419,-5.047833975708324,-5.139114238605838,-3.850865756219869,-3.9377324653595953,-4.369590166742481,-4.9039020359396135,-5.046086963084821,-4.219054473234781,-3.5013179094970717,-3.151069805040134,-4.639648655001743,23
-4.75970744620245,-5.091964430493131,-5.169527451614128,-3.8475774502063134,-3.9227690189723154,-4.375266693399716,-4.93382077118945,-5.072267748707901,-4.212547658147058,-3.485459988296358,-3.1412790706482463,-4.661153351395781,24
-4.7642564276357575,-5.116171688767117,-5.201359799899298,-3.8402855892865917,-3.9169724124832355,-4.388742756387575,-4.9512536530305296,-5.092559608137887,-4.216930471668592,-3.477958003785573,-3.136818596259788,-4.676968652004722,25
-4.776497761993342,-5.1204557505302795,-5.234611283461349,-3.8289901734607024,-3.920342645892353,-4.410018355706058,-4.956200681462851,-5.106962541374778,-4.232202913799384,-3.478811955964716,-3.1376883818747574,-4.687094556828566,26
-4.796431449275205,-5.10481661578262,-5.269281902300281,-3.8136912027286463,-3.9328797191996703,-4.439093491355165,-4.948661856486416,-5.1154765484185765,-4.2583649845394325,-3.488021844833788,-3.1438884274931556,-4.691531065867312,27
-4.824057489481342,-5.0692542845241375,-5.305371656416093,-3.7943886770904216,-3.9545836324051855,-4.475968163334896,-4.928637178101225,-5.118101629269279,-4.295416683888737,-3.505587670392787,-3.155418733114982,-4.690278179120962,28
-4.859375882611759,-5.013768756754832,-5.342880545808787,-3.7710825965460315,-3.985454385508898,-4.52064237164525,-4.896126646307276,-5.1148377839268875,-4.343358011847302,-3.5315094326417147,-3.172279298740237,-4.683335896589515,29
-4.902386628666454,-4.9383600324747015,-5.381808570478363,-3.743772961095473,-4.02549197851081,-4.573116116286228,-4.851130261104569,-5.105685012391401,-4.402188968415123,-3.5657871315805707,-3.1944701243689204,-4.670704218272971,30
-4.964158042423123,-4.826492936595105,-5.430447220087243,-3.7082818963987525,-4.083312271170998,-4.645139581562855,-4.783269559375133,-5.088404961303289,-4.4840594588511244,-3.613636220678634,-3.2214367200752045,-4.647380852109137,31
-5.050839187647156,-4.668981260733463,-5.493402877781216,-3.662288361155873,-4.163701852245059,-4.743240647644587,-4.686778728275647,-5.061754101018366,-4.595719430521374,-3.6779541740855044,-3.2528710359002972,-4.6105867469523485,32
-5.155051187820087,-4.476848454948873,-5.565147883785336,-3.608577604926832,-4.260916815226277,-4.859585858328075,-4.568576743218097,-5.027224667109653,-4.72906894658659,-3.7552640228216627,-3.2891427317947497,-4.563656764177402,33
-5.26941516642345,-4.261117969300424,-5.640154578324652,-3.5499348772716237,-4.369213253607933,-4.9863417574099715,-4.435582579614461,-4.986308895150174,-4.876008070207492,-3.8420887979075884,-3.3306214677091135,-4.509925765159094,34
-5.386552246938779,-4.03281325384722,-5.712895301624216,-3.489145427750247,-4.482847260883307,-5.115674888686923,-4.2947152128767225,-4.940499020712945,-5.028436864544795,-3.9349515303637626,-3.3776769035939394,-4.45272861127222,35
-5.499083552847609,-3.8029577586483487,-5.777842393909078,-3.4289945059226965,-4.596074930545684,-5.239751795955585,-4.152893618416863,-4.891287279370992,-5.17825539275922,-4.030375251210666,-3.43067869939978,-4.3954001638915745,36
-5.599630207631477,-3.5825749337629094,-5.829468195404292,-3.3722673613489698,-4.703152356088344,-5.350739023012604,-4.017036771646865,-4.840165906697334,-5.317363718011482,-4.1248829914687795,-3.4899965150771872,-4.341275284391953,37
-5.680813334771915,-3.3826882292499962,-5.862245046334907,-3.3217492435890628,-4.798335631004567,-5.440803113654631,-3.89406364797871,-4.788627138264992,-5.437661903462302,-4.214997782158581,-3.5560000105767107,-4.293688834148152,38
-5.735254057750458,-3.214321095168703,-5.870645286925975,-3.2802254022029724,-4.875880848787637,-5.50211061167832,-3.79089322282438,-4.738163209646988,-5.531050012272397,-4.297242654300556,-3.6290588458489044,-4.255975674534967,39
-5.7555735000486425,-3.0884969815781274,-5.849141257402546,-3.2504810867506944,-4.930044102930834,-5.526828060880318,-3.714444471595857,-4.690266356416342,-5.589428107602485,-4.368140638915179,-3.7095426808443177,-4.231470666927193,40
-5.738413691822446,-3.0026318184442946,-5.788009153187853,-3.2324836197241162,-4.958150968848149,-5.507992456407541,-3.6631206260691225,-4.639932527384617,-5.61038170241087,-4.425733845863445,-3.8034808255145007,-4.221392583810193,41
-5.6895612625110035,-2.9438582853166775,-5.687579248542899,-3.2233264400009545,-4.964672298887654,-5.44985904644138,-3.6288593590258147,-4.582834190556585,-5.600969349507716,-4.472540304009848,-3.9138395454393726,-4.222960146250122,42
-5.615354234520591,-2.9077749566295377,-5.557405001949387,-3.2214839717199566,-4.954582101943757,-5.361421754330193,-3.608881307386401,-4.521478360295078,-5.567300671831535,-4.511796922880129,-4.036393934012039,-4.233508138492962,43
-5.5221306302574815,-2.8899804068171395,-5.407039871889026,-3.2254306390198644,-4.932854386910862,-5.251674503422349,-3.6004071080713484,-4.4583720509629385,-5.515485292320834,-4.546740612000028,-4.166919084625602,-4.2503713447846945,44
-5.416228472127946,-2.886073210313743,-5.246037316843519,-3.2336408660394227,-4.904463162683373,-5.129611217066202,-3.600657398001122,-4.396022276922998,-5.4516328339141245,-4.580608280895282,-4.301190090673169,-4.270884549371306,45
-5.303985782538258,-2.891651941553612,-5.083950795294574,-3.2445890769173755,-4.874382438155699,-5.004225818610118,-3.606852814096189,-4.3369360525380936,-5.381852919549915,-4.6166368390916315,-4.434982045547844,-4.292382536498776,46
-5.19174058389469,-2.9023151749710085,-4.930333765723895,-3.2567496957924686,-4.847586222222244,-4.884512231402455,-3.616213993277016,-4.28362039217106,-5.312255172166716,-4.658063196114816,-4.564070042642735,-4.312200090413091,47
-5.085830898603514,-2.913661485000195,-4.794739686613187,-3.2685971468034443,-4.829048523777413,-4.779464378791578,-3.6259615724640692,-4.238582310184734,-5.248949214703037,-4.708124261490575,-4.684229175350944,-4.327671995360229,48
