C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,time
-5.126169897958782,-4.0893919637221146,-5.220943990197468,-4.301847637803328,-4.057784347694484,-4.129450229037733,-5.18617853393719,-4.643515965168561,-4.319184044574397,-3.804247043357378,-4.273163160703155,-4.294203314687439,-3.9833819272652042,-4.1201504563469245,-3.814031095272785,-6.451976523588764,-3.9866316717450414,10
-5.0747269254456535,-4.096794014728757,-5.199120053025294,-4.34328792750815,-4.090875913307705,-4.141319110842001,-5.1422339712184835,-4.721093219559074,-4.331979482693591,-3.8080802369270303,-4.276403678784563,-4.313236163918282,-3.979889654382871,-4.137098373059099,-3.8140387035180434,-6.3180209650449,-3.993194313822435,11
-5.0039928382401015,-4.106971834862889,-5.169112139413556,-4.400268325852282,-4.1363768160258845,-4.157638823322871,-5.081810197480262,-4.82776194434603,-4.349573210107483,-3.8133508780853034,-4.280859391146499,-4.339406331610691,-3.975087779169663,-4.160401758538339,-3.8140491648552737,-6.133832072047087,-4.002217946678852,12
-4.918790415015232,-4.119231481842639,-5.1329662434721435,-4.468903805675893,-4.191184721572782,-4.177296658811189,-5.009027015477403,-4.956249271930316,-4.370765654492398,-3.8196996049350402,-4.286226499218828,-4.370929488149274,-3.9693037022082978,-4.188471745592877,-3.814061766011481,-5.911968178208813,-4.013087322619533,13
-4.823942434444152,-4.132879013386135,-5.092728359310948,-4.54530933981916,-4.252197295672158,-4.199179909637808,-4.928004227964788,-5.099282334712825,-4.394357243524661,-3.826767055579088,-4.292201204431424,-4.40602130391864,-3.962864824081496,-4.219719467030949,-3.8140757937136747,-5.664987617143565,-4.025187193949729,14
-4.724271675199966,-4.147220487211502,-5.050444481039863,-4.6255999011222535,-4.316312204047774,-4.2221758681335775,-4.842861637697293,-5.249588265094445,-4.419148404880599,-3.8341938681202903,-4.298479708214151,-4.4428974493033975,-3.9560985453719755,-4.252556055660786,-3.814090534688861,-5.405448722464827,-4.037902312974679,15
-4.624600915955779,-4.161561961036871,-5.0081606027687755,-4.705890462425347,-4.38042711242339,-4.245171826629346,-4.757719047429799,-5.3998941954760635,-4.443939566236537,-3.841620680661492,-4.304758211996878,-4.479773594688155,-3.949332266662455,-4.285392644290624,-3.8141052756640486,-5.145909827786092,-4.050617431999629,16
-4.5297529353847,-4.1752094925803664,-4.967922718607582,-4.782295996568614,-4.4414396865227666,-4.267055077455965,-4.6766962599171835,-5.5429272582585725,-4.4675311552688015,-3.84868813130554,-4.3107329172094735,-4.514865410457522,-3.942893388535653,-4.316640365728697,-3.8141193033662435,-4.898929266720843,-4.062717303329823,17
-4.4445505121598305,-4.187469139560117,-4.93177682266617,-4.850931476392226,-4.496247592069664,-4.286712912944284,-4.603913077914325,-5.671414585842861,-4.488723599653716,-3.855036858155277,-4.316100025281805,-4.546388566996106,-3.9371093115742886,-4.344710352783235,-3.814131904522454,-4.677065372882569,-4.073586679270507,18
-4.373816424954278,-4.197646959694248,-4.901768909054431,-4.907911874736357,-4.541748494787843,-4.303032625425153,-4.543489304176103,-5.778083310629816,-4.506317327067607,-3.8603074993135493,-4.3205557376437405,-4.572558734688515,-3.9323074363610804,-4.368013738262475,-3.8141423658596865,-4.492876479884756,-4.082610312126922,19
-4.32237345244115,-4.205049010700891,-4.879944971882257,-4.949352164441179,-4.574840060401064,-4.314901507229421,-4.499544741457396,-5.855660565020329,-4.519112765186801,-3.8641406928832023,-4.3237962557251475,-4.591591583919358,-3.9288151634787467,-4.384961654974648,-3.8141499741049487,-4.358920921340892,-4.089172954204316,20
-4.285448268862634,-4.212141478509701,-4.864677895369608,-4.979089999971614,-4.599167374547582,-4.324164319028852,-4.467174073734145,-5.903383109489515,-4.529429782259905,-3.867634104439305,-4.325170550026531,-4.60114486269297,-3.925430574577709,-4.396336918206465,-3.813781527075715,-4.258054411170977,-4.094177218527213,21
