C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,time
-4.87398423284618,-5.116003323696947,-5.415550997002169,-4.831649739802085,-4.330535162382377,-4.990191959190896,-4.153649455018063,-6.061864455592895,-3.3850857638726497,-3.9260901608613965,-4.689709359828421,-3.433514887613815,-3.6866673942753163,10
-4.866196518746781,-5.103198076384932,-5.37654500810905,-4.877435380652004,-4.299389791279728,-4.955594063079291,-4.135500955801404,-5.974012146969574,-3.3825085803404487,-3.9258382790437616,-4.693950731866571,-3.430989232809062,-3.704222912698401,11
-4.858942723132847,-5.091383189422058,-5.33968151297703,-4.91967586156791,-4.270882928415585,-4.923844294156511,-4.119463643762108,-5.8938351466189784,-3.380260853385201,-3.925686852958585,-4.697918934173859,-3.428587707210951,-3.7201623858409016,12
-4.852222846004376,-5.080558662808327,-5.304960511606113,-4.9583711825498025,-4.245014573789948,-4.894942652422553,-4.105537518900174,-5.821333454541109,-3.3783425830069063,-3.9256358826058664,-4.701613966750281,-3.426310310819482,-3.7344858137028174,13
-4.846036887361371,-5.0707244965437415,-5.272382003996297,-4.993521343597682,-4.221784727402818,-4.868889137877417,-4.093722581215606,-5.756507070735966,-3.376753769205565,-3.9256853679856074,-4.70503582959584,-3.424157043634655,-3.747193196284149,14
-4.840384847203832,-5.061880690628302,-5.241945990147583,-5.025126344711548,-4.201193389254197,-4.845683750521108,-4.084018830708399,-5.699355995203548,-3.3754944119811756,-3.925835309097807,-4.708184522710535,-3.4221279056564704,-3.7582845335848973,15
-4.835266725531757,-5.054027245062011,-5.21365247005997,-5.053186185891402,-4.183240559344081,-4.825326490353621,-4.076426267378555,-5.649880227943858,-3.3745645113337392,-3.926085705942466,-4.711060046094366,-3.420222896884928,-3.767759825605062,16
-4.830682522345147,-5.047164159844873,-5.187501443733461,-5.077700867137243,-4.167926237672473,-4.807817357374958,-4.070944891226074,-5.608079768956893,-3.3739640672632563,-3.926436558519584,-4.713662399747332,-3.418442017320027,-3.775619072344642,17
-4.826632237644003,-5.041291434976887,-5.163492911168052,-5.0986703884490705,-4.155250424239373,-4.79315635158512,-4.067574702250954,-5.573954618242655,-3.3736930797697253,-3.9268878668291616,-4.715991583669435,-3.4167852669617687,-3.7818622738036383,18
-4.823115871428323,-5.036409070458056,-5.141626872363744,-5.116094749826885,-4.1452131190447785,-4.781343472984105,-4.066315700453193,-5.547504775801142,-3.373751548853146,-3.927439630871197,-4.718047597860673,-3.4152526458101526,-3.78648942998205,19
-4.82013342369811,-5.032517066288383,-5.12190332732054,-5.129973951270687,-4.137814322088692,-4.772378721571913,-4.067167885832794,-5.528730241632355,-3.3741394745135196,-3.9280918506456937,-4.719830442321047,-3.4138441538651785,-3.789500540879878,20
-4.819501260859175,-5.03363335375537,-5.102806732834111,-5.132581247645688,-4.134526104621427,-4.767928223560877,-4.072445917138025,-5.5203071457396655,-3.3751474307245215,-3.9294188263842154,-4.722459020503051,-3.4126382058836273,-3.7892407851265477,21
-4.822228475359191,-5.041990116907624,-5.083495120457611,-5.1196240027658915,-4.136166284004269,-4.768917604624511,-4.0834357158957015,-5.523722227013829,-3.3769368474715287,-3.9317396137709655,-4.726554945435847,-3.4116783656192653,-3.7847908175161837,22
-4.827104156260952,-5.054908734886811,-5.064978852327258,-5.096253380054495,-4.141753479403676,-4.774236113954597,-4.098594176273647,-5.537191398785937,-3.3793140087720897,-3.934671345984901,-4.7313722814844414,-3.410912356567573,-3.7772538522958365,23
