C1,C2,C3,C4,C5,C6,C7,C8,C9,time
-5.507971367312328,-5.642899657519003,-3.56726839881947,-5.71685285731918,-5.846450470756292,-6.136530527993278,-3.450601620253092,-5.325058775832315,-4.736373201954369,10
-5.430624004646162,-5.467392425774719,-3.584621311138983,-5.515422415299208,-5.703413275974011,-5.92173952741436,-3.432366487235068,-5.207943150585134,-4.673246592424159,11
-5.358053323584839,-5.304287349632889,-3.6009089979312137,-5.328669793313344,-5.569317623684203,-5.7212391835041885,-3.4154514305774093,-5.098638490516439,-4.613970440420572,12
-5.290259324128358,-5.153584429093512,-3.6161314591961604,-5.156594991361584,-5.444163513886868,-5.5350294962627595,-3.3998564502801156,-4.997144795626231,-4.558544745943609,13
-5.227242006276719,-5.01528366415659,-3.6302886949338258,-4.999198009443934,-5.327950946582009,-5.3631104656900765,-3.3855815463431878,-4.90346206591451,-4.506969508993268,14
-5.169001370029922,-4.889385054822122,-3.6433807051442084,-4.856478847560391,-5.220679921769621,-5.205482091786138,-3.3726267187666235,-4.8175903013812755,-4.459244729569551,15
-5.115537415387966,-4.775888601090107,-3.655407489827309,-4.7284375057109544,-5.122350439449709,-5.062144374550945,-3.360991967550425,-4.739529502026528,-4.415370407672458,16
-5.066850142350849,-4.674794302960548,-3.666369048983127,-4.615073983895624,-5.032962499622268,-4.933097313984497,-3.350677292694591,-4.669279667850267,-4.375346543301988,17
-5.022939550918572,-4.586102160433442,-3.6762653826116622,-4.516388282114403,-4.952516102287303,-4.818340910086794,-3.3416826941991213,-4.606840798852494,-4.339173136458142,18
-4.9838056410911324,-4.509812173508791,-3.685096490712915,-4.432380400367288,-4.881011247444812,-4.717875162857838,-3.334008172064015,-4.552212895033207,-4.306850187140919,19
-4.9494484128685325,-4.4459243421865935,-3.6928623732868857,-4.36305033865428,-4.818447935094795,-4.631700072297624,-3.327653726289273,-4.505395956392407,-4.27837769535032,20
-4.923741817321224,-4.396795812308487,-3.696963560018063,-4.3153854981084745,-4.768487173511429,-4.565671632429758,-3.3233133625411844,-4.470780394295205,-4.2547316082755655,21
-4.908838049488351,-4.363736109342044,-3.695955900731161,-4.293267768248258,-4.733162856180367,-4.523043173267348,-3.321372639523244,-4.450805326166662,-4.236454118799554,22
-4.902154475322943,-4.345173802726177,-3.691572375636523,-4.292038881651568,-4.710034310918825,-4.499910698794664,-3.3213688867912587,-4.442543811096704,-4.222894595462808,23
