C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,time
-4.859474634402553,-5.129908676221105,-5.4155509970021685,-4.831649739802083,-4.330535162382376,-4.2465665051852515,-3.9684971894973766,-3.409586277492416,-3.4335148876138133,-3.6866673942753154,10
-4.850089668012351,-5.113942185976997,-5.376545008109049,-4.8774353806520026,-4.299389791279727,-4.232298916986091,-3.9674078277866323,-3.406971501107623,-3.4309892328090603,-3.7042229126984,11
-4.841351359694246,-5.0992422444299805,-5.339681512977029,-4.919675861567909,-4.270882928415584,-4.219729227433529,-3.9663778803568097,-3.404662851559445,-3.428587707210949,-3.7201623858409008,12
-4.833259709448241,-5.085808851580052,-5.30496051160611,-4.958371182549801,-4.2450145737899465,-4.208857436527569,-3.965407347207909,-3.4026603288478823,-3.42631031081948,-3.734485813702817,13
-4.8258147172743335,-5.073642007427213,-5.272382003996294,-4.9935213435976795,-4.221784727402818,-4.199683544268211,-3.96449622833993,-3.400963932972935,-3.424157043634654,-3.7471931962841496,14
-4.819016383172527,-5.062741711971461,-5.24194599014758,-5.025126344711547,-4.201193389254195,-4.192207550655455,-3.9636445237528735,-3.399573663934603,-3.4221279056564695,-3.7582845335848982,15
-4.812864707142818,-5.053107965212797,-5.213652470059968,-5.053186185891399,-4.18324055934408,-4.186429455689304,-3.962852233446738,-3.3984895217328868,-3.420222896884927,-3.7677598256050624,16
-4.80735968918521,-5.044740767151219,-5.187501443733456,-5.0777008671372394,-4.167926237672472,-4.182349259369755,-3.962119357421525,-3.3977115063677856,-3.418442017320028,-3.775619072344643,17
-4.802501329299701,-5.037640117786725,-5.163492911168048,-5.098670388449068,-4.155250424239371,-4.179966961696811,-3.961445895677234,-3.3972396178393,-3.4167852669617695,-3.781862273803639,18
-4.798289627486291,-5.031806017119316,-5.141626872363741,-5.116094749826881,-4.145213119044777,-4.179282562670472,-3.960831848213865,-3.397073856147429,-3.415252645810153,-3.7864894299820517,19
-4.794724583744981,-5.027238465148988,-5.121903327320536,-5.129973951270683,-4.1378143220886905,-4.180296062290738,-3.960277215031418,-3.397214221292174,-3.4138441538651794,-3.78950054087988,20
-4.79365807446932,-5.027771788659529,-5.102806732834107,-5.1325812476456845,-4.1345261046214254,-4.18511485505461,-3.960146228504975,-3.3979654907705865,-3.4126382058836278,-3.7892407851265495,21
-4.796118919877945,-5.035536169197481,-5.0834951204576075,-5.119624002765889,-4.1361662840042674,-4.19490971568264,-3.9606412399540245,-3.3994969854143644,-3.411678365619266,-3.784790817516185,22
-4.800872535708492,-5.0479753889069965,-5.064978852327254,-5.096253380054492,-4.1417534794036746,-4.2082757145101635,-3.9615194277951806,-3.401605520225471,-3.4109123565675734,-3.777253852295838,23
-4.806684337698593,-5.062533229932216,-5.048268290579262,-5.067620542934684,-4.150306309986103,-4.2238079218725115,-3.9625379704450543,-3.4040879102058716,-3.41028790222403,-3.767733103712555,24
-4.812319741585884,-5.076653474417286,-5.034373797349851,-5.038876654829657,-4.160843394918009,-4.240101408105018,-3.963454046320258,-3.4067409703575304,-3.4097527260841147,-3.7573317860133897,25
-4.816544163107995,-5.087779904506354,-5.024305734775235,-5.015172879162606,-4.172383353365851,-4.255751243543016,-3.964024833837404,-3.409361515682413,-3.4092545516433077,-3.7471531134453895,26
-4.818123018002564,-5.093356302343564,-5.019074464991636,-5.0016603793567205,-4.183944804496086,-4.269352498521839,-3.964007511413105,-3.4117463611824825,-3.4087411023970886,-3.738300300255605,27
-4.815821722007222,-5.090826450073062,-5.019690350135265,-5.003490318835194,-4.194546367475168,-4.27950024337682,-3.963159257463973,-3.413692321859705,-3.4081601018409367,-3.731876560691085,28
