C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,time
-5.2430943186786125,-4.089391963722115,-4.6660147928909605,-4.301847637803328,-4.231383453270283,-4.129450229037732,-4.64351596516856,-6.450323097659666,-4.273163160703154,-4.294203314687439,-3.982909958572405,-4.089940295943746,-3.983381927265204,-3.814839057330571,-4.412952229623496,10
-5.2006005348036055,-4.096794014728758,-4.66549508666732,-4.343287927508151,-4.252623306832438,-4.141319110842,-4.721093219559073,-6.321335575432991,-4.276403678784562,-4.313236163918282,-3.994390369510478,-4.088406411827326,-3.9798896543828706,-3.8149936551990944,-4.391436144927326,11
-5.142171581975471,-4.1069718348628905,-4.664780490609817,-4.400268325852282,-4.281828105480402,-4.15763882332287,-4.82776194434603,-6.143977732371314,-4.280859391146498,-4.339406331610691,-4.010175934550329,-4.086297321167247,-3.975087779169663,-3.8152062272683094,-4.361851528470091,12
-5.071791252432489,-4.11923148184264,-4.663919727176913,-4.468903805675893,-4.317006612942722,-4.177296658811189,-4.956249271930315,-5.930342148683384,-4.286226499218829,-4.370929488149273,-4.029190365166512,-4.0837568255994245,-3.9693037022082986,-3.8154622799880435,-4.326215513192058,13
-4.993443338412945,-4.132879013386135,-4.662961518827077,-4.54530933981916,-4.356167592947946,-4.199179909637808,-5.099282334712824,-5.6925214045779535,-4.292201204431424,-4.4060213039186396,-4.0503573728335835,-4.0809287267597725,-3.962864824081497,-3.8157473198081244,-4.286545232033494,14
-4.911111632155119,-4.147220487211504,-4.6619545880187765,-4.6255999011222535,-4.397319809224622,-4.2221758681335775,-5.249588265094444,-5.442608080263772,-4.298479708214151,-4.442897449303396,-4.0726006690261,-4.077956826284208,-3.9560985453719777,-3.816046853178378,-4.244857817934664,15
-4.828779925897292,-4.161561961036872,-4.660947657210475,-4.705890462425347,-4.438472025501298,-4.245171826629347,-5.3998941954760635,-5.19269475594959,-4.304758211996878,-4.479773594688153,-4.094843965218617,-4.074984925808642,-3.9493322666624575,-3.816346386548632,-4.203170403835833,16
-4.750432011877748,-4.175209492580368,-4.659989448860639,-4.782295996568614,-4.477633005506522,-4.267055077455967,-5.5429272582585725,-4.954874011844159,-4.310732917209474,-4.514865410457519,-4.1160109728856895,-4.072156826968991,-3.9428933885356563,-3.8166314263687133,-4.163500122677269,17
-4.680051682334768,-4.187469139560118,-4.659128685427737,-4.850931476392226,-4.512811512968843,-4.286712912944287,-5.671414585842861,-4.7412384281562305,-4.316100025281806,-4.546388566996101,-4.1350254035018725,-4.069616331401168,-3.937109311574292,-3.816887479088448,-4.127864107399236,18
-4.621622729506633,-4.19764695969425,-4.658414089370232,-4.907911874736357,-4.5420163116168055,-4.303032625425156,-5.778083310629816,-4.5638805850945525,-4.320555737643741,-4.57255873468851,-4.150810968541723,-4.067507240741089,-3.9323074363610844,-3.817100051157664,-4.0982794909420015,19
-4.579128945631625,-4.205049010700892,-4.6578943831465915,-4.949352164441179,-4.563256165178961,-4.314901507229424,-5.855660565020329,-4.434893062867878,-4.323796255725148,-4.591591583919352,-4.162291379479796,-4.065973356624668,-3.928815163478751,-3.817254649026187,-4.076763406245831,20
-4.549113234248976,-4.212141478509703,-4.658371364225176,-4.979089999971614,-4.5788607128839764,-4.324164319028855,-5.903383109489515,-4.33752097762806,-4.325170550026532,-4.601144862692963,-4.170314789610607,-4.064146903047287,-3.925430574577713,-3.8169969457985404,-4.063196176396576,21
-4.525194184869447,-4.2217075777915705,-4.660523948289185,-5.00359869707369,-4.592523452825067,-4.333390131056135,-5.926423460211725,-4.246793684080508,-4.32433512296745,-4.600539250960706,-4.1765202160647625,-4.061136645836565,-3.920803355749061,-3.8160201907385436,-4.0557846768569235,22
-4.506969118688619,-4.233528909376469,-4.664216535119347,-5.022946720509237,-4.604298937027598,-4.342552699983505,-5.9264123831367,-4.162480120264305,-4.321447473856351,-4.590484817027728,-4.181017666070944,-4.057051199376774,-3.9150383142365155,-3.814381254534972,-4.0540358691323855,23
-4.4940353569020735,-4.247387074094374,-4.66931352449639,-5.037202535040093,-4.614241717516936,-4.351625782483203,-5.904980644214182,-4.08434922421853,-4.316665102001685,-4.571691629199184,-4.183917146857839,-4.051999178052185,-3.9082402572838,-3.812137007876602,-4.057456714728479,24
-4.48599022070539,-4.263063672775259,-4.675679316201044,-5.046434605428089,-4.622406346318449,-4.360583135227464,-5.863759009393912,-4.012169933982268,-4.310145506711901,-4.544869755780221,-4.185328665654133,-4.046089196247071,-3.900513992134636,-3.8093443214522074,-4.0655541751507185,25
-4.482431031294151,-4.280340306249096,-4.683178310014035,-5.050711396435055,-4.628847375457499,-4.369398514888525,-5.80437824462563,-3.9457111875945983,-4.302046187295447,-4.51072926507599,-4.1853622296885105,-4.0394298683456995,-3.891964326032744,-3.806060065950563,-4.077835211904619,26
-4.482955109863937,-4.298998575345863,-4.691674905716094,-5.050101372822828,-4.633619356959459,-4.378045678138629,-5.728469115859081,-3.884741923094606,-4.2925246430607755,-4.469980225391644,-4.184127846189657,-4.032129808732347,-3.8826960662218495,-3.8023411120604456,-4.093806786495696,27
-4.487159777610328,-4.318820080895532,-4.701033503087947,-5.044672999353242,-4.63677684284969,-4.386498381650008,-5.637662389044004,-3.829031078521371,-4.281738373316333,-4.423332705032331,-4.181735522386261,-4.024297631791283,-3.8728140199456718,-3.79824433047063,-4.112975860429464,28
-4.494642355728907,-4.339586423728075,-4.711118501910324,-5.0344947407881255,-4.6383743851535595,-4.394730382094904,-5.533588830130139,-3.7783475919139753,-4.269844877370568,-4.3714967723032006,-4.178295265507004,-4.016041951906776,-3.8624229944479334,-3.793826591869891,-4.134849395211438,29
-4.505000165415252,-4.361079204673468,-4.721794301963952,-5.019635061889316,-4.638466535896434,-4.402715436145553,-5.41787920506723,-3.732460401311501,-4.2570016545319325,-4.315182495509406,-4.173917082780575,-4.007471383463102,-3.8516277969723576,-3.789144766947004,-4.158934352347133,30
-4.5178305278649455,-4.383080024561685,-4.73292530302956,-5.000162427418644,-4.637107847103681,-4.410427300474192,-5.292164279805019,-3.691138444753031,-4.243366204108874,-4.255099942956096,-4.168710981435656,-3.998694540844529,-3.840533234762665,-3.784255726390745,-4.184737693342066,31
-4.532730764273567,-4.4053704842227,-4.7443759048878755,-4.976145302137943,-4.634352870800664,-4.41783973175306,-5.158074820293243,-3.6541506602776463,-4.2290960254098415,-4.191959182948422,-4.162786968700934,-3.9898200384353295,-3.8292441150625787,-3.779216340889887,-4.211766379701748,32
-4.549298195836701,-4.427732184486487,-4.756010507319631,-4.9476521508090485,-4.630256159012755,-4.424926486654396,-5.01724159248165,-3.62126598592443,-4.214348617743287,-4.1264702837915355,-4.156255051805098,-3.9809564906197767,-3.8178652451158213,-3.774083481133209,-4.239527372931698,33
-4.5671301437499245,-4.449946726183019,-4.767693510105548,-4.9147514381937905,-4.624872263765315,-4.431661321850434,-4.871295362319976,-3.592253359732463,-4.199281480417656,-4.059343313790585,-4.149225237976828,-3.97221251178214,-3.806501432166113,-3.768914017809483,-4.267527634537429,34
-4.585823929208819,-4.471795710142272,-4.77928931302636,-4.877511629054004,-4.618255737083712,-4.438017994013416,-4.721866895757964,-3.566881719740828,-4.184052112741399,-3.9912883412507205,-4.141807534444813,-3.9636967163066914,-3.7952574834571773,-3.763764821607485,-4.295274126024457,35
-4.604976873408968,-4.493060737194218,-4.790662315862794,-4.836001188151521,-4.610461130993311,-4.443970259815576,-4.570586958745357,-3.544920003988606,-4.168818014022966,-3.923015434477094,-4.134111948437737,-3.955517718577702,-3.7842382062327355,-3.7586927632159908,-4.322273808898296,36
-4.62418629754595,-4.513523408168833,-4.80167691839558,-4.790288580248176,-4.601542997519482,-4.449491875929156,-4.419086317231895,-3.526137150514881,-4.153736683570806,-3.855234661774857,-4.126248487184287,-3.947784132979444,-3.773548407736511,-3.753754713323776,-4.348033644664461,37
-4.643049522815345,-4.532965323896089,-4.812197520405442,-4.740442270105801,-4.591555888687589,-4.454556599026391,-4.2689957371673195,-3.5103020973587333,-4.138965620693368,-3.7886560914491576,-4.118327157913146,-3.940604573896188,-3.7632928952122238,-3.7490075426196143,-4.372060594828469,38
