C1,C2,C3,C4,C5,C6,C7,time
-6.3312631988018175,-6.975976139768803,-6.955922665808255,-6.972451666130159,-1.5570352018623252,-6.8968329324799855,-6.882660031200699,10
-6.232215066491812,-6.822103028873264,-6.761131387703082,-6.824119803832705,-1.7263312476639436,-6.794441320057115,-6.6864465989569215,11
-6.096023884565556,-6.610527501391898,-6.4932933803084705,-6.620163493173705,-1.9591133106411682,-6.653652852975668,-6.416653129621739,12
-5.931975415427108,-6.355675161471157,-6.170670325946778,-6.374488846243545,-2.2395098865000986,-6.4840667449002884,-6.091674632468001,13
-5.749355421480537,-6.071971613257504,-5.811523906940366,-6.101001975132614,-2.551649470946831,-6.29528220949562,-5.7299061167685625,14
-5.5574496651299015,-5.773842460897391,-5.434115805611594,-5.813608991931296,-2.879660559687466,-6.096898460426309,-5.349742591796274,15
-5.365543908779267,-5.475713308537279,-5.056707704282822,-5.526216008729977,-3.2076716484281014,-5.898514711356997,-4.969579066823986,16
-5.182923914832695,-5.192009760323624,-4.697561285276409,-5.252729137619045,-3.519811232874835,-5.7097301759523305,-4.607810551124553,17
-5.018875445694249,-4.937157420402883,-4.374938230914719,-5.007054490688886,-3.8002078087337643,-5.540144067876951,-4.282832053970826,18
-4.882684263767992,-4.7255818929215145,-4.1071002235201055,-4.8030981800298855,-4.032989871710988,-5.399355600795503,-4.013038584635655,19
-4.783636131457986,-4.571708782025974,-3.9123089454149333,-4.654766317732432,-4.202285917512607,-5.2969639883726325,-3.816825152391893,20
-4.709865838059008,-4.459414616483988,-3.770152140299819,-4.54574679450282,-4.326028975493806,-5.2252012220724495,-3.673512349067546,21
-4.643087143823811,-4.362423143115543,-3.647364533252564,-4.4499939939714785,-4.433301576489286,-5.169128456969053,-3.549478312203931,22
-4.5829542675934265,-4.279930793145489,-3.5429282786613054,-4.366813767614979,-4.524956468424412,-5.127588652142064,-3.4437043696438656,23
-4.529121428208885,-4.211133997798676,-3.455825530914178,-4.295511966909902,-4.601846399224553,-5.099424766671105,-3.3551718492301688,24
-4.481242844511217,-4.155229188299954,-3.385038444399319,-4.235394443332823,-4.664824116815077,-5.083479759635799,-3.28286207880566,25
-4.438972735341451,-4.111412795874171,-3.3295491735048617,-4.185767048360316,-4.714742369121348,-5.078596590115764,-3.2257563862131557,26
-4.401965319540623,-4.0788812517461785,-3.2883398726189457,-4.1459356334689605,-4.7524539040687355,-5.083618217190629,-3.1828360992954763,27
