ID,rank,mean,variable,value,average,cluster
31741,166,1.4254363171115194e-4,17,1.3548113136334098e-4,0.10637082193771458,1
226160,1082,0.00551463835421084,14,0.00744762776174264,0.10637082193771458,1
226160,1082,0.00551463835421084,13,0.00780522947339237,0.10637082193771458,1
31741,166,1.4254363171115194e-4,16,1.209148877626146e-4,0.10637082193771458,1
189896,912,0.0014698107527585,13,0.00362840976038178,0.10637082193771458,1
68454,361,1.2591210395225845e-4,16,1.2422007831649015e-4,0.10637082193771458,1
41375,217,0.2340021667305617,14,0.3827195102997053,0.10637082193771458,1
147219,711,0.15138559416457598,1,2.110964985423787e-6,0.10637082193771458,1
68454,361,1.2591210395225845e-4,7,2.043729055497562e-5,0.10637082193771458,1
41375,217,0.2340021667305617,8,0.00184177642716663,0.10637082193771458,1
189896,912,0.0014698107527585,10,2.5046983292854175e-4,0.10637082193771458,1
31741,166,1.4254363171115194e-4,12,3.4133611207356795e-4,0.10637082193771458,1
181826,879,9.697641849623792e-4,1,0,0.10637082193771458,1
226160,1082,0.00551463835421084,12,0.00745199027784141,0.10637082193771458,1
189896,912,0.0014698107527585,12,0.00641382395808825,0.10637082193771458,1
68454,361,1.2591210395225845e-4,8,8.086485428545443e-5,0.10637082193771458,1
68454,361,1.2591210395225845e-4,9,4.7904428359158015e-4,0.10637082193771458,1
76568,402,0.00246325566883771,9,2.2403721653526445e-5,0.10637082193771458,1
226160,1082,0.00551463835421084,15,0.00531232192263817,0.10637082193771458,1
226160,1082,0.00551463835421084,16,0.00406207919071307,0.10637082193771458,1
181826,879,9.697641849623792e-4,11,0.00179743545656059,0.10637082193771458,1
76568,402,0.00246325566883771,11,0.01045711701527392,0.10637082193771458,1
189896,912,0.0014698107527585,16,0.00139065892554314,0.10637082193771458,1
31741,166,1.4254363171115194e-4,14,1.6442472420990516e-4,0.10637082193771458,1
226160,1082,0.00551463835421084,1,0,0.10637082193771458,1
189896,912,0.0014698107527585,11,0.00373208159363968,0.10637082193771458,1
147219,711,0.15138559416457598,12,0.1939193262653247,0.10637082193771458,1
147219,711,0.15138559416457598,5,1.0630373259965384e-4,0.10637082193771458,1
68454,361,1.2591210395225845e-4,17,9.712349707535332e-5,0.10637082193771458,1
181826,879,9.697641849623792e-4,15,0.00147748044915405,0.10637082193771458,1
31741,166,1.4254363171115194e-4,9,1.605600051836062e-4,0.10637082193771458,1
68454,361,1.2591210395225845e-4,10,3.1025940595019367e-4,0.10637082193771458,1
68454,361,1.2591210395225845e-4,1,0,0.10637082193771458,1
147219,711,0.15138559416457598,17,0.3215149200132678,0.10637082193771458,1
31741,166,1.4254363171115194e-4,11,3.881521390068931e-4,0.10637082193771458,1
76568,402,0.00246325566883771,2,2.1758997345402325e-7,0.10637082193771458,1
189896,912,0.0014698107527585,9,5.930396908286412e-5,0.10637082193771458,1
181826,879,9.697641849623792e-4,6,6.185139797253736e-4,0.10637082193771458,1
76568,402,0.00246325566883771,13,0.00347410622204987,0.10637082193771458,1
68454,361,1.2591210395225845e-4,6,1.0976119814553642e-5,0.10637082193771458,1
76568,402,0.00246325566883771,6,1.9641477562885464e-5,0.10637082193771458,1
31741,166,1.4254363171115194e-4,7,4.345404496640447e-5,0.10637082193771458,1
76568,402,0.00246325566883771,16,7.918685701993553e-4,0.10637082193771458,1
147219,711,0.15138559416457598,14,0.36811798011799945,0.10637082193771458,1
147219,711,0.15138559416457598,7,0.11238406550092096,0.10637082193771458,1
189896,912,0.0014698107527585,6,1.290175486973849e-5,0.10637082193771458,1
181826,879,9.697641849623792e-4,17,7.199432897129988e-4,0.10637082193771458,1
181826,879,9.697641849623792e-4,10,0.00172258607678597,0.10637082193771458,1
147219,711,0.15138559416457598,10,0.03415115773620517,0.10637082193771458,1
