C1,C2,C3,time
-4.903073303934258,-4.095126193801381,-3.6192264441870132,10
-4.88748349346911,-4.090150463131273,-3.619942174407252,11
-4.87325701466436,-4.0855541974233525,-3.6206198415406328,12
-4.860393867520016,-4.0813373966776165,-3.621259445587155,13
-4.8488940520360835,-4.07750006089407,-3.6218609865468183,14
-4.838757568212565,-4.074042190072708,-3.6224244644196237,15
-4.8299844160494665,-4.070963784213534,-3.62294987920557,16
-4.822574595546793,-4.0682648433165465,-3.623437230904657,17
-4.8165281067045465,-4.065945367381746,-3.6238865195168857,18
-4.811844949522734,-4.064005356409131,-3.624297745042254,19
-4.80852512400136,-4.062444810398704,-3.6246709074807644,20
-4.8094144883596774,-4.060710488696987,-3.625067112505694,21
-4.8160940749417085,-4.058495035385384,-3.625520307713309,22
-4.826666644934615,-4.056167277566211,-3.62598975598809,23
-4.839234959525556,-4.0540960423417856,-3.626434720214519,24
-4.851901779901692,-4.052650156814425,-3.626814463277076,25
-4.862769867250185,-4.052198448086446,-3.627088248060242,26
-4.869941982758192,-4.053109743260167,-3.6272153374484994,27
-4.871520887612876,-4.055752869437904,-3.6271549943263284,28
-4.865609343001395,-4.060496653721975,-3.626866481578209,29
-4.850310110110913,-4.0677099232146965,-3.626309062088624,30
-4.82729768185784,-4.072807446910619,-3.6230309392651385,31
-4.79946983900165,-4.072859386885795,-3.6157122497873098,32
-4.766764274494087,-4.07071765986479,-3.6060101564476037,33
-4.7291186812868995,-4.069234182572173,-3.595581822038487,34
-4.686470752331832,-4.0712608717325125,-3.5860844093524253,35
-4.6387581805806315,-4.079649644070375,-3.579175081181885,36
-4.585918658985044,-4.097252416310329,-3.5765110003193317,37
-4.527889880496814,-4.126921105176944,-3.5797493295572322,38
-4.464609538067689,-4.171507627394786,-3.5905472316880522,39
-4.396015324649417,-4.233863899688423,-3.6105618695042576,40
-4.315506528175228,-4.323109231537393,-3.6427932612886162,41
-4.2194807011025155,-4.441352362715965,-3.687189544672701,42
-4.112372933169265,-4.5809293553907935,-3.7408300614721854,43
-3.998618314113467,-4.73417627172854,-3.800794153502743,44
-3.882651933673102,-4.893429173895861,-3.864161162580048,45
-3.768908881586161,-5.051024124059418,-3.9280104305197745,46
-3.661824247590627,-5.199297184385871,-3.9894212991375957,47
-3.5658331214244883,-5.330584417041875,-4.045473110249186,48
-3.4853705928257313,-5.437221884194091,-4.09324520567022,49
-3.424871751532342,-5.511545648009179,-4.129816927216369,50
-3.3854066466467003,-5.555509197209683,-4.155746896494259,51
-3.3629703975714755,-5.578145590690853,-4.1743742895505696,52
-3.3543856994950896,-5.582410245878404,-4.18694927986107,53
-3.3564752476059634,-5.57125858019805,-4.194722040901525,54
-3.3660617370925165,-5.547646011075506,-4.198942746147703,55
-3.379967863143172,-5.514527955936487,-4.20086156907537,56
-3.39501632094635,-5.474859832206707,-4.201728683160291,57
-3.4080298056904716,-5.43159705731188,-4.202794261878234,58
-3.4158310125639577,-5.387695048677721,-4.205308478704965,59
