C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,time
-4.87398423284618,-5.116003323696947,-5.4155509970021685,-4.831649739802084,-4.330535162382377,-3.750337591017253,-4.99019195919089,-3.201678534294533,-6.061864455592897,-4.861685838486217,-3.9260901608613965,-3.4679148352950353,-4.6897093598284245,-3.433514887613815,-3.6866673942753163,10
-4.866196518746781,-5.103198076384932,-5.376545008109049,-4.877435380652003,-4.299389791279728,-3.7472058126095473,-4.955594063079286,-3.1996856946773535,-5.974012146969575,-4.81717465162717,-3.9258382790437616,-3.4650737545108887,-4.693950731866575,-3.430989232809062,-3.704222912698401,11
-4.858942723132847,-5.091383189422058,-5.339681512977029,-4.91967586156791,-4.270882928415585,-3.744262412535136,-4.923844294156506,-3.198037187792332,-5.893835146618981,-4.778150249693964,-3.925686852958585,-3.462555412040054,-4.697918934173862,-3.428587707210951,-3.7201623858409016,12
-4.852222846004376,-5.080558662808327,-5.304960511606111,-4.958371182549802,-4.245014573789948,-3.741507390794017,-4.894942652422549,-3.196733013639467,-5.821333454541111,-4.744612632686597,-3.9256358826058664,-3.4603598078825297,-4.701613966750284,-3.426310310819482,-3.7344858137028174,13
-4.846036887361371,-5.0707244965437415,-5.272382003996295,-4.99352134359768,-4.221784727402818,-3.738940747386192,-4.868889137877416,-3.19577317221876,-5.756507070735967,-4.716561800605072,-3.9256853679856074,-3.458486942038318,-4.705035829595843,-3.424157043634655,-3.747193196284149,14
-4.840384847203832,-5.061880690628302,-5.241945990147581,-5.025126344711547,-4.201193389254197,-3.7365624823116605,-4.845683750521107,-3.1951576635302104,-5.69935599520355,-4.693997753449385,-3.925835309097807,-3.456936814507418,-4.708184522710536,-3.4221279056564704,-3.7582845335848973,15
-4.835266725531757,-5.054027245062011,-5.2136524700599685,-5.053186185891399,-4.183240559344081,-3.734372595570421,-4.825326490353622,-3.1948864875738177,-5.649880227943858,-4.67692049121954,-3.926085705942466,-3.4557094252898297,-4.711060046094367,-3.420222896884928,-3.767759825605062,16
-4.830682522345147,-5.047164159844873,-5.187501443733458,-5.0777008671372394,-4.167926237672473,-3.732371087162475,-4.807817357374961,-3.194959644349584,-5.608079768956893,-4.665330013915534,-3.926436558519584,-3.4548047743855537,-4.713662399747333,-3.418442017320027,-3.775619072344642,17
-4.826632237644003,-5.041291434976887,-5.163492911168049,-5.098670388449068,-4.155250424239373,-3.7305579570878207,-4.793156351585122,-3.1953771338575065,-5.573954618242656,-4.659226321537367,-3.9268878668291616,-3.4542228617945896,-4.715991583669435,-3.4167852669617687,-3.7818622738036383,18
-4.823115871428323,-5.036409070458056,-5.141626872363743,-5.116094749826882,-4.1452131190447785,-3.7289332053464577,-4.7813434729841084,-3.1961389560975872,-5.547504775801142,-4.65860941408504,-3.927439630871197,-3.4539636875169366,-4.718047597860672,-3.4152526458101526,-3.78648942998205,19
-4.82013342369811,-5.032517066288383,-5.121903327320537,-5.129973951270683,-4.137814322088692,-3.727496831938387,-4.772378721571917,-3.197245111069826,-5.528730241632355,-4.663479291558553,-3.9280918506456937,-3.4540272515525965,-4.719830442321046,-3.4138441538651785,-3.789500540879878,20
-4.819501260859175,-5.03363335375537,-5.102806732834109,-5.1325812476456845,-4.134526104621427,-3.726468076353579,-4.76792822356088,-3.19932824957722,-5.5203071457396655,-4.6798292376262935,-3.9294188263842154,-3.4545496415652286,-4.7224590205030506,-3.4126382058836273,-3.7892407851265477,21
-4.822228475359191,-5.041990116907624,-5.0834951204576075,-5.119624002765889,-4.136166284004269,-3.7259687383086852,-4.768917604624515,-3.202739844288102,-5.523722227013829,-4.7109888543262555,-3.9317396137709655,-3.4556064618124207,-4.726554945435846,-3.4116783656192653,-3.7847908175161837,22
-4.827104156260952,-5.054908734886811,-5.064978852327255,-5.096253380054492,-4.141753479403676,-3.7258526581437255,-4.7742361139546015,-3.207058128000473,-5.537191398785937,-4.7529626192128465,-3.934671345984901,-3.4571069871850684,-4.73137228148444,-3.410912356567573,-3.7772538522958365,23
-4.832917392627246,-5.069710586834595,-5.048268290579262,-5.067620542934684,-4.150306309986106,-3.725973676198718,-4.7827730007429174,-3.211861333512334,-5.558930574387076,-4.801755009840474,-3.937831156204976,-3.458960492574063,-4.736165093013835,-3.4102879022240296,-3.7677331037125548,24
