C1,C2,C3,C4,C5,C6,time
-6.635811117690003,-6.900917088743417,-6.752888542017295,-7.000000000000003,-2.020210504471811,-6.8607485269267405,10
-6.515853272408677,-6.751290804851181,-6.603070627052823,-6.811901775266002,-2.1255458072355218,-6.657523850465234,11
-6.350911235146853,-6.545554664499357,-6.397070993976676,-6.5532667162567515,-2.2703818485356235,-6.378089920330654,12
-6.152231053899656,-6.297736131802838,-6.148935072316769,-6.2417290315410625,-2.444843443738019,-6.041499049941264,13
-5.931058776662209,-6.021862670876527,-5.872708291601027,-5.894922929687749,-2.63905540820861,-5.666803552715339,14
-5.69864045142964,-5.731961745835317,-5.582436081357365,-5.530482619265623,-2.843142557313299,-5.2730557420711435,15
-5.466222126197069,-5.442060820794107,-5.292163871113702,-5.166042308843497,-3.0472297064179883,-4.879307931426947,16
-5.245049848959623,-5.166187359867794,-5.0159370903979585,-4.819236206990182,-3.24144167088858,-4.504612434201019,17
-5.046369667712427,-4.918368827171277,-4.767801168738054,-4.507698522274495,-3.415903266090975,-4.168021563811628,18
-4.8814276304506015,-4.71263268681945,-4.561801535661906,-4.249063463265244,-3.5607393073910765,-3.888587633677041,19
-4.761469785169275,-4.563006402927213,-4.411983620697435,-4.060965238531243,-3.666074610154787,-3.6853629572155264,20
-4.675720477289814,-4.453859769879802,-4.302725073716776,-3.923681846186679,-3.743065942534901,-3.537012998336347,21
-4.6052626622739945,-4.359681962768242,-4.208481315878072,-3.805076037277294,-3.8098093805969,-3.408794470431275,22
-4.549130303177547,-4.279679516766106,-4.128414433638244,-3.7041591497692354,-3.8668387015757144,-3.2996465611423447,23
-4.506357363056207,-4.2130589670469725,-4.061686513454218,-3.6199425216286496,-3.9146876827062767,-3.2085084581115892,24
-4.475977804965706,-4.159026848784419,-4.00745964178292,-3.5514374908216855,-3.9538901012235166,-3.1343193489810446,25
-4.457025591961776,-4.116789697152016,-3.964895905081271,-3.4976553953144878,-3.984979734362365,-3.0760184213927433,26
-4.448534687100155,-4.085554047323346,-3.9331573898061993,-3.4576075730732074,-4.008490359357755,-3.032544862988721,27
-4.449539053436571,-4.064526434471983,-3.911406182414628,-3.4303053620639887,-4.024955753444616,-3.002837861411011,28
-4.45907265402676,-4.052913393771501,-3.8988043693634813,-3.4147601002529786,-4.03490969385788,-2.985836604301648,29
-4.476169451926453,-4.049921460395479,-3.894514037109684,-3.4099831256063267,-4.038885957832478,-2.9804802793026663,30
-4.499863410191385,-4.054757169517492,-3.89769727211016,-3.414985776090179,-4.037418322603341,-2.9857080740561,31
-4.529188491877287,-4.066627056311115,-3.907516160821834,-3.4287793896706815,-4.031040565405399,-3.000459176203983,32
-4.563178660039896,-4.084737655949928,-3.923132789701633,-3.450375304313985,-4.020286463473586,-3.023672773388351,33
-4.600867877734941,-4.108295503607503,-3.943709245206478,-3.478784857986233,-4.005689794042831,-3.054288053251237,34
-4.641290108018157,-4.1365071344574185,-3.968407613793294,-3.513019388653574,-3.9877843343480652,-3.091244203434675,35
-4.683479313945277,-4.16857908367325,-3.9963899819190085,-3.5520902342821556,-3.9671038616242202,-3.1334804115807007,36
-4.7264694585720335,-4.203717886428573,-4.026818436040544,-3.595008732838126,-3.9441821531062273,-3.179935865331348,37
-4.76929450495416,-4.2411300778969645,-4.058855062614824,-3.6407862222876295,-3.919552986029018,-3.2295497523286496,38
-4.81098841614739,-4.280022193252,-4.091661948098775,-3.6884340405968157,-3.8937501376275225,-3.281261260214641,39
-4.850585155207456,-4.319600767667258,-4.124401178949321,-3.7369635257318317,-3.867307385136672,-3.3340095766313573,40
-4.887118685190091,-4.359072336316311,-4.156234841623385,-3.7853860156588244,-3.8407585057913987,-3.386733889220831,41
-4.919622969151031,-4.397643434372739,-4.186325022577894,-3.832712848343941,-3.8146372768266334,-3.4383733856250984,42
-4.947131970146003,-4.434520597010114,-4.213833808269771,-3.877955361753329,-3.7894774754773053,-3.4878672534861916,43
