C1,C2,time
-5.493695211848424,-3.6616968852507097,10
-5.402477235196591,-3.6359673027201347,11
-5.317117180648489,-3.6119893264691547,12
-5.237615048204115,-3.5897629564977693,13
-5.163970837863476,-3.569288192805979,14
-5.096184549626572,-3.550565035393783,15
-5.034256183493406,-3.533593484261182,16
-4.978185739463981,-3.518373539408176,17
-4.927973217538296,-3.504905200834764,18
-4.8836186177163565,-3.4931884685409464,19
-4.8451219399981635,-3.4832233425267227,20
-4.8163956409457445,-3.475772174664664,21
-4.799613307538,-3.471258493772866,22
-4.792166635400244,-3.4691740652696135,23
-4.7914473201577925,-3.4690106545731934,24
-4.794847057435957,-3.470260027101891,25
-4.799757542860053,-3.472413948273994,26
-4.803570472055394,-3.474964183507787,27
-4.803677540647294,-3.477402498221557,28
-4.797470444261067,-3.479220657833591,29
-4.782340878522026,-3.4799104277621735,30
-4.762537745833425,-3.4784765889043303,31
-4.7431264557708195,-3.4748932998431483,32
-4.722723464717977,-3.4701063925260076,33
-4.699945229058667,-3.4650616989002887,34
-4.673408205176655,-3.460705050913372,35
-4.641728849455712,-3.4579822805126383,36
-4.603523618279606,-3.4578392196454666,37
-4.557408968032106,-3.4612217002592383,38
-4.5020013550969775,-3.4690755543013325,39
-4.435917235857993,-3.4823466137191312,40
-4.352392790163145,-3.5005503650178826,41
-4.249105126122596,-3.5224367712735902,42
-4.131332092513369,-3.5478033792897663,43
-4.004351538112486,-3.576447735869922,44
-3.8734413116969644,-3.6081673878175695,45
-3.743879262043827,-3.64275988193622,46
-3.6209432379300917,-3.6800227650293853,47
-3.5099110881327817,-3.719753583900578,48
-3.4160606614289177,-3.7617498853533085,49
-3.34466980659552,-3.805809216191089,50
-3.2957539744835045,-3.8561913677277646,51
-3.263848424241285,-3.915472842156273,52
-3.2460107170921297,-3.980926252598767,53
-3.239298414259305,-4.0498242121774,54
-3.240769076966077,-4.1194393340143245,55
-3.2474802664357143,-4.187044231231693,56
-3.2564895438914823,-4.249911516951658,57
-3.264854470556649,-4.3053138042963734,58
-3.269632607654481,-4.350523706387991,59
-3.267881516408245,-4.382813836348664,60
-3.2620970047231994,-4.401210038810295,61
-3.2567170505373935,-4.40799951755282,62
-3.251712470123287,-4.405346924420442,63
-3.2470540797533376,-4.395416911257362,64
-3.242712695700001,-4.380374129907779,65
-3.238659134235738,-4.362383232215901,66
-3.234864211633004,-4.343608870025924,67
-3.231298744164258,-4.326215695182052,68
-3.2279335481019586,-4.312368359528487,69
-3.2247394397185625,-4.3042315149094295,70
-3.2217237843503663,-4.300216642175376,71
-3.2189209384572073,-4.297196406552985,72
-3.2163422049968546,-4.295027236450701,73
-3.2139988869270812,-4.293565560276973,74
-3.2119022872056546,-4.292667806440249,75
-3.210063708790346,-4.292190403348972,76
-3.2084944546389242,-4.29198977941159,77
-3.207205827709161,-4.2919223630365515,78
-3.206209130958825,-4.291844582632303,79
-3.2055156673456873,-4.29161286660729,80
-3.2052247922824284,-4.291262105688358,81
-3.205379981634702,-4.290960572670555,82
-3.2059087190397393,-4.290764769064619,83
-3.2067384881347674,-4.290731196381298,84
-3.2077967725570167,-4.290916356131333,85
-3.209011055943716,-4.291376749825466,86
-3.210308821932096,-4.292168878974444,87
-3.2116175541593845,-4.293349245089008,88
-3.212864736262812,-4.294974349679901,89
-3.2139778518796076,-4.297100694257868,90
-3.2145849915334717,-4.297801135470116,91
-3.214554741002667,-4.295946443961361,92
-3.2141753268062647,-4.292789992238608,93
-3.213734975463339,-4.289585152808859,94
-3.21352191349296,-4.287585298179115,95
-3.2138243674142,-4.288043800856385,96
-3.2149305637461323,-4.292214033347668,97
-3.2171287290078276,-4.301349368159969,98
-3.2207070897183594,-4.316703177800291,99
-3.225953872396798,-4.3395288347756384,100
-3.233281866635294,-4.373056383168864,101
-3.242621498409708,-4.417780498203921,102
-3.253537448814676,-4.470851499099458,103
-3.2655943989448395,-4.52941970507413,104
-3.278357029894833,-4.5906354353465835,105
-3.291390022759296,-4.651649009135474,106
-3.304258058632867,-4.7096107456594485,107
-3.3165258186101827,-4.761670964137161,108
-3.3277579837858817,-4.804979983787263,109
-3.337519235254602,-4.836688123828402,110
