ID,rank,mean,variable,value,average,cluster
9925,45,0.0016761605619488,9,7.93386153390734e-5,3.9585685171823735e-6,13
90251,444,0.00156975481194363,12,2.0912543552748375e-6,3.9585685171823735e-6,13
90251,444,0.00156975481194363,6,4.979829580103302e-5,3.9585685171823735e-6,13
9925,45,0.0016761605619488,5,1.4781560101841205e-4,3.9585685171823735e-6,13
133239,649,0.001209607190119,9,3.9482188293737e-5,3.9585685171823735e-6,13
90251,444,0.00156975481194363,2,5.227967310438295e-5,3.9585685171823735e-6,13
150978,720,6.809161465764631e-4,12,1.06463858086719e-5,3.9585685171823735e-6,13
110312,548,0.00282908096893402,17,2.301493323943241e-7,3.9585685171823735e-6,13
133239,649,0.001209607190119,1,0.0177496422988219,3.9585685171823735e-6,13
150978,720,6.809161465764631e-4,6,5.022031525697398e-5,3.9585685171823735e-6,13
95137,481,0.00185391994243359,14,5.4184412061616845e-6,3.9585685171823735e-6,13
90251,444,0.00156975481194363,11,1.3498191242373522e-5,3.9585685171823735e-6,13
95137,481,0.00185391994243359,16,3.2235314108959507e-6,3.9585685171823735e-6,13
95137,481,0.00185391994243359,10,2.651197494080155e-5,3.9585685171823735e-6,13
150978,720,6.809161465764631e-4,2,6.804339133051369e-5,3.9585685171823735e-6,13
162759,780,9.21185279810258e-4,15,0,3.9585685171823735e-6,13
150978,720,6.809161465764631e-4,5,6.597318742679427e-5,3.9585685171823735e-6,13
9925,45,0.0016761605619488,1,0.02429055662395035,3.9585685171823735e-6,13
162759,780,9.21185279810258e-4,16,6.907567309062751e-7,3.9585685171823735e-6,13
90251,444,0.00156975481194363,9,4.322457580973103e-5,3.9585685171823735e-6,13
110746,550,0.00168639609836962,6,4.186433002934301e-4,3.9585685171823735e-6,13
9925,45,0.0016761605619488,10,5.3223288039052735e-5,3.9585685171823735e-6,13
90251,444,0.00156975481194363,7,5.6037096557921346e-5,3.9585685171823735e-6,13
131243,642,0.01338131967694594,13,6.635884207440153e-6,3.9585685171823735e-6,13
150978,720,6.809161465764631e-4,11,1.885461633855349e-5,3.9585685171823735e-6,13
131243,642,0.01338131967694594,15,2.7111879883527363e-6,3.9585685171823735e-6,13
110746,550,0.00168639609836962,17,1.127731728732188e-5,3.9585685171823735e-6,13
90251,444,0.00156975481194363,10,1.67444052257694e-5,3.9585685171823735e-6,13
9925,45,0.0016761605619488,13,2.754897383088791e-5,3.9585685171823735e-6,13
133239,649,0.001209607190119,11,1.6069275288539907e-5,3.9585685171823735e-6,13
110746,550,0.00168639609836962,14,6.752211349216869e-5,3.9585685171823735e-6,13
133239,649,0.001209607190119,2,5.5871406371096286e-5,3.9585685171823735e-6,13
110746,550,0.00168639609836962,10,2.1807594424990147e-4,3.9585685171823735e-6,13
90251,444,0.00156975481194363,1,0.02313805414455998,3.9585685171823735e-6,13
110746,550,0.00168639609836962,12,1.1292773518484124e-4,3.9585685171823735e-6,13
110746,550,0.00168639609836962,11,1.3133954335833284e-4,3.9585685171823735e-6,13
133239,649,0.001209607190119,12,1.6539920809900987e-5,3.9585685171823735e-6,13
95137,481,0.00185391994243359,6,2.321107007675268e-5,3.9585685171823735e-6,13
9925,45,0.0016761605619488,12,3.34600696843974e-5,3.9585685171823735e-6,13
168249,803,0.0026731308823822,16,2.3025224363542506e-7,3.9585685171823735e-6,13
133239,649,0.001209607190119,5,5.367007950125697e-5,3.9585685171823735e-6,13
150978,720,6.809161465764631e-4,8,4.380728315639298e-5,3.9585685171823735e-6,13
95137,481,0.00185391994243359,13,1.025545741149842e-5,3.9585685171823735e-6,13
110746,550,0.00168639609836962,16,2.371598109444878e-5,3.9585685171823735e-6,13
9925,45,0.0016761605619488,6,6.90001810463466e-5,3.9585685171823735e-6,13
95137,481,0.00185391994243359,17,3.912538650703509e-6,3.9585685171823735e-6,13
131243,642,0.01338131967694594,16,3.684035898166801e-6,3.9585685171823735e-6,13
110312,548,0.00282908096893402,16,1.6117657054479754e-6,3.9585685171823735e-6,13
168249,803,0.0026731308823822,17,0,3.9585685171823735e-6,13
131243,642,0.01338131967694594,9,1.2724117554379697e-5,3.9585685171823735e-6,13
131243,642,0.01338131967694594,5,3.9940524280005186e-5,3.9585685171823735e-6,13
110312,548,0.00282908096893402,15,2.904844273235074e-6,3.9585685171823735e-6,13
133239,649,0.001209607190119,14,7.710858639537783e-6,3.9585685171823735e-6,13
110746,550,0.00168639609836962,9,4.227026699315255e-4,3.9585685171823735e-6,13
162759,780,9.21185279810258e-4,17,2.0713439915489163e-6,3.9585685171823735e-6,13
9925,45,0.0016761605619488,7,1.3588995915295927e-4,3.9585685171823735e-6,13
90251,444,0.00156975481194363,8,4.185160087262543e-5,3.9585685171823735e-6,13
150978,720,6.809161465764631e-4,14,5.0016380364569396e-6,3.9585685171823735e-6,13
90251,444,0.00156975481194363,5,1.0734015900251394e-4,3.9585685171823735e-6,13
133239,649,0.001209607190119,15,5.228719691823135e-6,3.9585685171823735e-6,13
150978,720,6.809161465764631e-4,10,2.6711313098251185e-5,3.9585685171823735e-6,13
90251,444,0.00156975481194363,14,3.751228527342705e-6,3.9585685171823735e-6,13
9925,45,0.0016761605619488,2,1.3668540487214628e-4,3.9585685171823735e-6,13
131243,642,0.01338131967694594,11,4.285140076943975e-6,3.9585685171823735e-6,13
133239,649,0.001209607190119,6,5.507353900029499e-5,3.9585685171823735e-6,13
162759,780,9.21185279810258e-4,13,2.6141362029309696e-6,3.9585685171823735e-6,13
110746,550,0.00168639609836962,15,4.357266409852612e-5,3.9585685171823735e-6,13
90251,444,0.00156975481194363,15,4.260438267411443e-6,3.9585685171823735e-6,13
131243,642,0.01338131967694594,14,4.7932364516045675e-6,3.9585685171823735e-6,13
110312,548,0.00282908096893402,10,1.634572891087013e-5,3.9585685171823735e-6,13
110746,550,0.00168639609836962,8,5.350746728387999e-4,3.9585685171823735e-6,13
162759,780,9.21185279810258e-4,14,4.16803169704745e-6,3.9585685171823735e-6,13
131243,642,0.01338131967694594,12,1.1787070002458177e-5,3.9585685171823735e-6,13
95137,481,0.00185391994243359,15,6.777969970881841e-6,3.9585685171823735e-6,13
110312,548,0.00282908096893402,14,1.1462087166880488e-5,3.9585685171823735e-6,13
110746,550,0.00168639609836962,5,5.80207437531861e-4,3.9585685171823735e-6,13
150978,720,6.809161465764631e-4,16,0,3.9585685171823735e-6,13
110312,548,0.00282908096893402,13,1.1059807012400255e-5,3.9585685171823735e-6,13
150978,720,6.809161465764631e-4,9,2.694519011515701e-5,3.9585685171823735e-6,13
133239,649,0.001209607190119,10,4.066498411972569e-5,3.9585685171823735e-6,13
110746,550,0.00168639609836962,13,1.0034261271250414e-4,3.9585685171823735e-6,13
90251,444,0.00156975481194363,13,1.025545741149842e-5,3.9585685171823735e-6,13
131243,642,0.01338131967694594,17,3.4522399859148606e-6,3.9585685171823735e-6,13
95137,481,0.00185391994243359,1,0.02745969488722752,3.9585685171823735e-6,13
110312,548,0.00282908096893402,12,3.0418245167633997e-6,3.9585685171823735e-6,13
162759,780,9.21185279810258e-4,10,1.0963598659729964e-5,3.9585685171823735e-6,13
162759,780,9.21185279810258e-4,8,1.955682283767544e-5,3.9585685171823735e-6,13
168249,803,0.0026731308823822,15,6.197001116234826e-6,3.9585685171823735e-6,13
9925,45,0.0016761605619488,11,3.47096346232462e-5,3.9585685171823735e-6,13
162759,780,9.21185279810258e-4,1,0.01360011378891766,3.9585685171823735e-6,13
131243,642,0.01338131967694594,1,0.200499385267063,3.9585685171823735e-6,13
162759,780,9.21185279810258e-4,11,2.7853410500135837e-6,3.9585685171823735e-6,13
110746,550,0.00168639609836962,7,4.903245948818118e-4,3.9585685171823735e-6,13
133239,649,0.001209607190119,8,4.165603264424868e-5,3.9585685171823735e-6,13
95137,481,0.00185391994243359,12,1.5209122583817e-5,3.9585685171823735e-6,13
131243,642,0.01338131967694594,6,2.911934245992609e-5,3.9585685171823735e-6,13
150978,720,6.809161465764631e-4,17,2.0713439915489163e-6,3.9585685171823735e-6,13
131243,642,0.01338131967694594,8,1.7405572325531138e-5,3.9585685171823735e-6,13
168249,803,0.0026731308823822,9,1.983465383476835e-5,3.9585685171823735e-6,13
162759,780,9.21185279810258e-4,6,6.79451324064942e-5,3.9585685171823735e-6,13
95137,481,0.00185391994243359,11,9.855822176971142e-6,3.9585685171823735e-6,13
168249,803,0.0026731308823822,13,1.1864156613302092e-5,3.9585685171823735e-6,13
131243,642,0.01338131967694594,10,1.7541757855567944e-5,3.9585685171823735e-6,13
110312,548,0.00282908096893402,11,4.477971380406454e-5,3.9585685171823735e-6,13
9925,45,0.0016761605619488,8,1.079536620639684e-4,3.9585685171823735e-6,13
150978,720,6.809161465764631e-4,13,6.434796807214694e-6,3.9585685171823735e-6,13
131243,642,0.01338131967694594,7,2.781841579125381e-5,3.9585685171823735e-6,13
110312,548,0.00282908096893402,7,6.484292601702328e-5,3.9585685171823735e-6,13
133239,649,0.001209607190119,16,0,3.9585685171823735e-6,13
110312,548,0.00282908096893402,9,2.63838319877579e-5,3.9585685171823735e-6,13
131243,642,0.01338131967694594,2,3.851136224864851e-5,3.9585685171823735e-6,13
95137,481,0.00185391994243359,5,2.3001462643395845e-5,3.9585685171823735e-6,13
9925,45,0.0016761605619488,15,1.7429065639410448e-6,3.9585685171823735e-6,13
90251,444,0.00156975481194363,17,4.833135980280805e-6,3.9585685171823735e-6,13
162759,780,9.21185279810258e-4,12,1.901140322977125e-6,3.9585685171823735e-6,13
168249,803,0.0026731308823822,2,3.37223845596974e-5,3.9585685171823735e-6,13
168249,803,0.0026731308823822,12,2.12927716173438e-5,3.9585685171823735e-6,13
168249,803,0.0026731308823822,10,1.295698023422632e-5,3.9585685171823735e-6,13
