C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,time
-5.9060128097576685,-6.761814441648275,-6.8281511151907965,-6.926994544281996,-6.786067566791201,-1.8327562221228708,-6.963051574945852,-7.000000000000002,-7.000000000000001,-6.880532314437328,-7,-1.4728193304981632,10
-5.8474871976496985,-6.618677103437806,-6.682180470179501,-6.772047277731636,-6.666883984484582,-1.971718906692361,-6.796179431660898,-6.8306680865265434,-6.896698668838775,-6.6798194503698,-6.838032966280497,-1.652352166198222,11
-5.76701448100124,-6.421863263398412,-6.481470833288972,-6.558994786224891,-6.5030065588129835,-2.1627925979754097,-6.566730234644084,-6.59783670550054,-6.754659338492092,-6.403839262276941,-6.61532829491618,-1.8992098152858023,12
-5.670081435947413,-6.1847920469873205,-6.239706952489014,-6.302363376000858,-6.305608750617647,-2.3929495442936277,-6.290348247328376,-6.317380723810123,-6.583566508756313,-6.071408581165083,-6.3470703953182515,-2.1965610744140247,13
-5.562174838623343,-5.920882579661769,-5.970573575749438,-6.016679353298635,-6.085864020739821,-2.6491619939686246,-5.982677733146741,-6.005175008343435,-6.393104679427805,-5.70134423804056,-6.048443676897918,-2.5275747402360076,14
-5.448781465164151,-5.643553986878985,-5.687755451040054,-5.716469024357315,-5.85494583002075,-2.9184021953220123,-5.659362955532141,-5.677094425988609,-6.192958350302932,-5.312463063909702,-5.734632549066379,-2.8754196094048714,15
-5.335388091704959,-5.3662253940962,-5.4049373263306695,-5.416258695415996,-5.624027639301677,-3.1876423966753995,-5.336048177917541,-5.3490138436337835,-5.992812021178059,-4.923581889778841,-5.420821421234842,-3.2232644785737357,16
-5.227481494380888,-5.102315926770649,-5.135803949591095,-5.130574672713774,-5.404282909423851,-3.4438548463503973,-5.028377663735905,-5.0368081281670944,-5.802350191849551,-4.553517546654311,-5.122194702814507,-3.554278144395719,17
-5.130548449327063,-4.865244710359559,-4.894040068791138,-4.873943262489744,-5.206885101228516,-3.674011792668615,-4.751995676420199,-4.75635214647668,-5.6312573621137725,-4.221086865542446,-4.85393680321658,-3.8516294035239413,18
-5.050075732678603,-4.668430870320164,-4.693330431900607,-4.660890770983,-5.0430076755569155,-3.865085483951663,-4.522546479403386,-4.523520765450675,-5.489218031767089,-3.9451066774495755,-4.631232131852263,-4.098487052611522,19
-4.991550120570634,-4.525293532109695,-4.547359786889312,-4.505943504432642,-4.923824093250298,-4.0040481685211535,-4.3556743361184305,-4.3541888519772165,-5.385916700605864,-3.744393813382032,-4.46926509813276,-4.27801988831158,20
-4.9490384378889765,-4.420500225480683,-4.440335818712135,-4.392466375946158,-4.844856321431424,-4.10457019113686,-4.233027560995688,-4.230916548844469,-5.313831112218739,-3.5978483669996373,-4.351544836843842,-4.409155858031571,21
-4.9126773710046,-4.329310124284526,-4.346842653546885,-4.293648161523671,-4.792895196633155,-4.1895678131387255,-4.125312502824956,-4.125051562962165,-5.258168542267121,-3.471131279930901,-4.250797122986725,-4.522665885470033,22
-4.882058488280337,-4.251029820126765,-4.266129701197768,-4.208750961743214,-4.7660174838118845,-4.2598821577186134,-4.031760476578358,-4.0356501074007936,-5.217707788656528,-3.3632006551351856,-4.166031326295769,-4.619483231716714,23
-4.8567733580790255,-4.184965904612936,-4.1974463714689865,-4.137036877182823,-4.76229994792401,-4.316354348068388,-3.9516027972280225,-3.9617683952308442,-5.191227649292475,-3.2730145955718557,-4.09625681650534,-4.700541157861363,24
-4.8364135487635025,-4.130424969348576,-4.140042074164748,-4.077768008420536,-4.779819353925924,-4.359825507379912,-3.884070779746077,-3.9024626395228075,-5.177506922080481,-3.1995312042002757,-4.0404829633498025,-4.766772924993726,25
-4.820570628696601,-4.086713605939224,-4.0931662190892535,-4.030206456034387,-4.816652466774021,-4.391136758845049,-3.8283957391046455,-3.856789053347171,-5.175324404926056,-3.141708583979807,-3.9977191365635183,-4.819111794203551,26
-4.808836166241159,-4.053138405990417,-4.056068216046708,-3.993614320602413,-4.870876051424696,-4.411129225655663,-3.783808990275858,-3.8238038497744276,-5.183458895734722,-3.098504837869817,-3.9669747058808547,-4.8584910265805865,27
-4.800801729760011,-4.029005961107694,-4.0279974748413165,-3.96725370270265,-4.940566872834342,-4.420644031003616,-3.749541848231837,-3.8025632418750646,-5.200689192411994,-3.068878068829666,-3.9472590410361708,-4.88584388321458,28
-4.796058887615994,-4.01362286289659,-4.008203405277283,-3.950386702913134,-5.023801695959355,-4.420522298080773,-3.7248256279447127,-3.792123442719571,-5.225794092863387,-3.0517863798187195,-3.9375815117638338,-4.90210362519528,29
-4.794199208171944,-4.006295702962645,-3.9959354171588104,-3.9422754218119005,-5.118657285756129,-4.411605150078994,-3.708891644386609,-3.7915406653784363,-5.257552394994418,-3.046187873796341,-3.936951487798207,-4.908203513612431,30
-4.794814259790694,-4.006331072911396,-3.9904429202901044,-3.9421819599769856,-5.223210407181058,-4.394733710190147,-3.7009712125296543,-3.799871122922153,-5.294742896710603,-3.0510406537218935,-3.944378338873653,-4.905076809555784,31
-4.797495610835083,-4.013035564348381,-3.9909753244753676,-3.9493684179864252,-5.335537825190537,-4.3707491016060915,-3.700295647345974,-3.8161710284212074,-5.336144395917459,-3.0653028225547416,-3.9588714347245366,-4.893656774115087,32
-4.801834829667947,-4.025715768879137,-3.9967820395188074,-3.963096896418257,-5.453716304740962,-4.340492447518694,-3.7060962638076957,-3.8394965949460915,-5.380535690520503,-3.08793248325425,-3.9794401450852233,-4.874876668380086,33
-4.807423484652119,-4.043678278109202,-4.007112475224624,-3.9826294958505146,-5.575822610788724,-4.304804871119816,-3.717604376886946,-3.8689040355672932,-5.4266955784252495,-3.11788773877978,-4.005093839690074,-4.849669753440529,34
