C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,time
-5.243094318678613,-4.089391963722116,-5.220943990197468,-4.301847637803327,-4.231383453270279,-4.129450229037734,-4.643515965168558,-4.319184044574398,-3.8042470433573787,-4.273163160703154,-4.294203314687441,-4.089940295943746,-3.983381927265203,-4.143706582265928,-3.814946585811391,-6.451976523588763,-4.412952229623496,10
-5.200600534803606,-4.096794014728759,-5.199120053025295,-4.34328792750815,-4.252623306832435,-4.1413191108420015,-4.721093219559071,-4.331979482693592,-3.8080802369270312,-4.276403678784562,-4.313236163918284,-4.088406411827326,-3.9798896543828697,-4.162069488835579,-3.8149068598742244,-6.318020965044899,-4.391436144927326,11
-5.142171581975472,-4.1069718348628905,-5.169112139413556,-4.400268325852281,-4.281828105480399,-4.157638823322872,-4.827761944346028,-4.349573210107484,-3.8133508780853043,-4.280859391146497,-4.339406331610693,-4.0862973211672475,-3.9750877791696615,-4.187318485368849,-3.814852236710626,-6.133832072047087,-4.361851528470091,12
-5.07179125243249,-4.11923148184264,-5.1329662434721435,-4.468903805675893,-4.317006612942719,-4.177296658811191,-4.9562492719303135,-4.370765654492398,-3.819699604935041,-4.286226499218827,-4.370929488149276,-4.0837568255994245,-3.9693037022082964,-4.217732049374834,-3.8147864406272034,-5.911968178208812,-4.326215513192057,13
-4.993443338412946,-4.132879013386135,-5.092728359310949,-4.54530933981916,-4.356167592947943,-4.1991799096378095,-5.099282334712822,-4.394357243524661,-3.8267670555790887,-4.292201204431422,-4.406021303918642,-4.080928726759773,-3.9628648240814943,-4.251588658362628,-3.814713195930567,-5.664987617143565,-4.286545232033493,14
-4.911111632155119,-4.147220487211504,-5.050444481039864,-4.6255999011222535,-4.397319809224619,-4.222175868133579,-5.2495882650944425,-4.419148404880598,-3.8341938681202907,-4.298479708214149,-4.442897449303401,-4.0779568262842085,-3.9560985453719737,-4.2871667898413275,-3.8146362269273237,-5.405448722464828,-4.244857817934663,15
-4.828779925897292,-4.161561961036871,-5.008160602768777,-4.705890462425347,-4.438472025501297,-4.245171826629348,-5.399894195476062,-4.443939566236536,-3.8416206806614928,-4.304758211996877,-4.479773594688159,-4.074984925808644,-3.949332266662453,-4.322744921320026,-3.8145592579240817,-5.145909827786093,-4.2031704038358315,16
-4.750432011877748,-4.175209492580367,-4.967922718607583,-4.782295996568613,-4.477633005506521,-4.267055077455967,-5.542927258258571,-4.4675311552688,-3.8486881313055403,-4.310732917209472,-4.514865410457526,-4.0721568269689925,-3.942893388535651,-4.356601530307821,-3.8144860132274503,-4.8989292667208435,-4.163500122677267,17
-4.680051682334767,-4.187469139560117,-4.931776822666172,-4.850931476392226,-4.512811512968841,-4.286712912944287,-5.671414585842859,-4.4887235996537145,-3.855036858155278,-4.316100025281802,-4.546388566996109,-4.06961633140117,-3.9371093115742863,-4.387015094313805,-3.8144202171440367,-4.67706537288257,-4.127864107399235,18
-4.621622729506632,-4.197646959694248,-4.901768909054433,-4.907911874736357,-4.542016311616805,-4.303032625425156,-5.778083310629814,-4.506317327067605,-3.86030749931355,-4.320555737643738,-4.572558734688519,-4.067507240741092,-3.932307436361078,-4.412264090847075,-3.8143655939804497,-4.492876479884758,-4.098279490942,19
-4.579128945631624,-4.205049010700891,-4.879944971882259,-4.949352164441179,-4.56325616517896,-4.314901507229424,-5.855660565020327,-4.519112765186799,-3.864140692883203,-4.323796255725145,-4.591591583919361,-4.065973356624671,-3.9288151634787445,-4.430626997416726,-3.814325868043298,-4.358920921340894,-4.07676340624583,20
-4.549113234248975,-4.212141478509701,-4.86467789536961,-4.979089999971614,-4.578860712883976,-4.324164319028854,-5.903383109489513,-4.5294297822599034,-3.867634104439306,-4.325170550026528,-4.601144862692972,-4.064146903047289,-3.9254305745777067,-4.442727406264777,-3.8139214933766175,-4.258054411170979,-4.063196176396575,21
-4.525194184869446,-4.221707577791569,-4.852834286867908,-5.00359869707369,-4.592523452825066,-4.333390131056135,-5.9264234602117245,-4.5403299866774836,-3.872074113392425,-4.3243351229674465,-4.600539250960715,-4.061136645836568,-3.9208033557490545,-4.4505217084698625,-3.8128082247751154,-4.1645893313425555,-4.055784676856922,22
-4.506969118688618,-4.233528909376467,-4.8442007251842325,-5.022946720509237,-4.604298937027597,-4.342552699983505,-5.926412383136698,-4.551726416328793,-3.8773844285986487,-4.321447473856347,-4.590484817027738,-4.057051199376776,-3.915038314236509,-4.454287579796006,-3.8110427376714067,-4.078269017540422,-4.054035869132384,23
-4.494035356902073,-4.247387074094372,-4.838563789125667,-5.037202535040093,-4.6142417175169355,-4.351625782483203,-5.904980644214181,-4.563532109103092,-3.8834887589140674,-4.316665102001682,-4.571691629199193,-4.051999178052188,-3.9082402572837935,-4.454302696007231,-3.808681707498108,-3.9988368054493812,-4.057456714728478,24
-4.485990220705389,-4.263063672775257,-4.835710057499294,-5.046434605428089,-4.6224063463184475,-4.360583135227464,-5.863759009393911,-4.575660102889638,-3.89031081319477,-4.3101455067118986,-4.54486975578023,-4.046089196247072,-3.9005139921346297,-4.450844732867557,-3.805781809687833,-3.926036030754233,-4.065554175150718,25
-4.48243103129415,-4.280340306249094,-4.835426109112195,-5.050711396435055,-4.628847375457498,-4.369398514888525,-5.804378244625629,-4.588023435577685,-3.897774300296844,-4.302046187295445,-4.510729265075998,-4.039429868345702,-3.8919643260327383,-4.444191366141006,-3.8023997196731965,-3.8596100291397764,-4.077835211904618,26
-4.482955109863936,-4.298998575345862,-4.837498522771453,-5.050101372822828,-4.633619356959458,-4.378045678138629,-5.72846911585908,-4.600535145056494,-3.9058029290763816,-4.292524643060773,-4.469980225391652,-4.032129808732349,-3.8826960662218437,-4.434620271591604,-3.7985921128868156,-3.7993021362908133,-4.093806786495695,27
-4.487159777610327,-4.31882008089553,-4.84171387728415,-5.044672999353242,-4.636776842849688,-4.386498381650008,-5.637662389044003,-4.61310826921532,-3.9143204083894703,-4.281738373316331,-4.423332705032338,-4.024297631791284,-3.8728140199456664,-4.42240912498337,-3.7944156647613045,-3.7448556878921435,-4.112975860429463,28
-4.494642355728906,-4.339586423728073,-4.847858751457367,-5.0344947407881255,-4.638374385153558,-4.394730382094904,-5.533588830130138,-4.625655845943421,-3.923250447092199,-4.269844877370566,-4.371496772303208,-4.016041951906778,-3.8624229944479285,-4.407835602080327,-3.7899270507292777,-3.6960140196285667,-4.134849395211437,29
-4.505000165415251,-4.361079204673466,-4.855719724098187,-5.019635061889316,-4.638466535896432,-4.402715436145553,-5.41787920506723,-4.638090913130053,-3.9325167540406576,-4.257001654531932,-4.315182495509413,-4.007471383463102,-3.851627796972353,-4.391177378646497,-3.7851829462233515,-3.652520467184885,-4.158934352347132,30
-4.517830527864945,-4.383080024561684,-4.865083374013693,-5.000162427418644,-4.637107847103679,-4.410427300474192,-5.292164279805018,-4.650326508664475,-3.9420430380909353,-4.243366204108873,-4.255099942956103,-3.9986945408445296,-3.8405332347626606,-4.372712130445903,-3.780240026676141,-3.614118366245898,-4.184737693342065,31
-4.532730764273567,-4.405370484222698,-4.875736280010966,-4.976145302137942,-4.634352870800663,-4.41783973175306,-5.158074820293243,-4.662275670435943,-3.9517530080991206,-4.22909602540984,-4.191959182948428,-3.98982003843533,-3.8292441150625742,-4.352717533242566,-3.77515496752026,-3.5805510524964053,-4.211766379701747,32
