C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,time
-5.655418135194986,-5.998671863804886,-6.999999999999999,-6.982009251350328,-6.945212700007868,-1.3948181428280875,-6.971563010198879,-6.825463458499993,-6.8968329324799935,-6.900142978856813,-6.882207362521735,-1.5717822072290752,10
-5.57131207165827,-5.960636179935476,-6.814621246844769,-6.836507668729366,-6.7508872561089825,-1.5577207856025965,-6.823904782714068,-6.631221278656209,-6.794441320057122,-6.752858925388624,-6.681470249502353,-1.7416594714877036,11
-5.455666234295287,-5.90833711461504,-6.559725461256329,-6.636442992625545,-6.4836897707480166,-1.7817119194175457,-6.620874719922455,-6.364138281371007,-6.653652852975676,-6.550343351869865,-6.4054567191007115,-1.975240709843317,12
-5.316365566562601,-5.84534051320633,-6.2526919013429785,-6.395455996409577,-6.161838254290487,-2.051519421512826,-6.376315780650737,-6.0424246710047385,-6.4840667449002956,-6.3064041383131775,-6.072985875662375,-2.25659992877167,13
-5.161295011916781,-5.775212221072107,-5.910899825213025,-6.127187453452182,-5.803550717101918,-2.3518711691283256,-6.104070923725617,-5.684290651917763,-6.295282209495628,-6.034849164731206,-5.70287682353291,-2.569811134748515,14
-4.998339513814395,-5.701518083575127,-5.5517284909747655,-5.845278137124069,-5.427045169547828,-2.6674950395039367,-5.817983107973797,-5.307946428470432,-6.096898460426316,-5.749486311136592,-5.313948667057882,-2.8989483342496074,15
-4.835384015712008,-5.627823946078147,-5.192557156736509,-5.563368820795956,-5.050539621993737,-2.983118909879548,-5.531895292221977,-4.9316022050231,-5.898514711357004,-5.4641234575419775,-4.925020510582854,-3.2280855337506997,16
-4.680313461066189,-5.557695653943924,-4.850765080606553,-5.29510027783856,-4.692252084805167,-3.2834706574950485,-5.259650435296857,-4.5734681859361235,-5.709730175952337,-5.192568483960007,-4.554911458453395,-3.5412967397275454,17
-4.541012793333503,-5.494699052535215,-4.543731520693204,-5.054113281622594,-4.370400568347639,-3.5532781595903287,-5.01509149602514,-4.251754575569857,-5.540144067876958,-4.94862927040332,-4.222440615015068,-3.8226559586558984,18
-4.425366955970519,-5.4423999872147775,-4.2888357351047635,-4.854048605518772,-4.103203082986672,-3.777269293405278,-4.812061433233525,-3.9846715782846545,-5.39935560079551,-4.74611369688456,-3.946427084613439,-4.0562371970115105,19
-4.341260892433803,-5.404364303345368,-4.103456981949533,-4.70854702289781,-3.9088776390877866,-3.9401719361797864,-4.664403205748715,-3.79042939844087,-5.296963988372639,-4.598829643416371,-3.745689971594072,-4.226114461270139,20
-4.280422330218485,-5.373983254042276,-3.967523786028153,-4.6023834175883005,-3.767002377075721,-4.058952074129454,-4.555857648268889,-3.648522094670196,-5.225201222072456,-4.490621157350303,-3.5991321370088243,-4.35030869379966,21
-4.2288964135464475,-5.342366632828301,-3.848778068576941,-4.5107301897588545,-3.6443391290863403,-4.1613206559799565,-4.460477930645336,-3.5256396369152254,-5.16912845696906,-4.395630851792937,-3.4724140958843908,-4.458027114717409,22
