C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,time
-4.26698756952448,-4.127728783121532,-3.745202051879373,-5.22094399019747,-4.301847637803329,-4.0577843476944855,-4.908430996548101,-5.1861785339371895,-4.130110862593845,-4.319184044574399,-4.082389467158932,-3.8452055847413833,-4.26442290438169,-4.294203314687437,-3.863628539742757,-3.889940615870605,-4.120150456346924,-3.796823708291367,-6.448470876765344,-3.986631671745041,-3.862488205362291,10
-4.252715753963449,-4.134822818595972,-3.7513928583873453,-5.199120053025296,-4.343287927508151,-4.090875913307706,-4.913885961542228,-5.142233971218483,-4.143908901918121,-4.331979482693593,-4.0748133875942205,-3.8474269696577283,-4.270146201262527,-4.3132361639182815,-3.866543725418683,-3.885428265735945,-4.137098373059098,-3.797394372481906,-6.3163724658195735,-3.9931943138224346,-3.860064054478458,11
-4.233092007567032,-4.144577117373326,-3.7599052173358074,-5.169112139413558,-4.400268325852283,-4.136376816025885,-4.921386538409151,-5.081810197480261,-4.1628812059890015,-4.349573210107485,-4.064396278192743,-3.8504813739177037,-4.278015734473677,-4.33940633161069,-3.870552105723082,-3.8792237843007875,-4.160401758538338,-3.798179035743898,-6.134737150769139,-4.002217946678851,-3.8567308470131882,12
-4.209454313044075,-4.156326613627866,-3.7701587406146357,-5.132966243472145,-4.468903805675894,-4.191184721572782,-4.930421324180673,-5.009027015477403,-4.1857342086198335,-4.3707656544923985,-4.05184839641369,-3.8541605426854004,-4.287494944932563,-4.370929488149273,-3.8753803819988337,-3.8717502043902563,-4.188471745592876,-3.799124198309478,-5.915949157640205,-4.013087322619533,-3.85271584711184,13
-4.1831406531034245,-4.169406241533863,-3.7815730401137095,-5.09272835931095,-4.545309339819161,-4.2521972956721585,-4.940478915888594,-4.928004227964788,-4.211174343623967,-4.394357243524661,-4.037879999716253,-3.858256221124912,-4.298047273556605,-4.406021303918639,-3.8807552555888223,-3.8634305588294766,-4.219719467030948,-3.8001763604107848,-5.67239271245894,-4.025187193949728,-3.8482463189197733,14
-4.155489010453929,-4.18315093526559,-3.7935677277229054,-5.050444481039864,-4.6255999011222535,-4.316312204047773,-4.951047910564713,-4.842861637697293,-4.237908044814752,-4.419148404880598,-4.023201345559625,-3.8625601544003314,-4.309136161263227,-4.442897449303397,-3.8864034278359294,-3.8546878804435725,-4.252556055660786,-3.8012820222799544,-5.4164520412515085,-4.037902312974678,-3.8435495265823474,15
-4.127837367804431,-4.196895628997316,-3.8055624153321013,-5.008160602768776,-4.705890462425347,-4.380427112423388,-4.961616905240833,-4.7577190474297995,-4.264641746005537,-4.443939566236536,-4.008522691402996,-3.8668640876757507,-4.3202250489698475,-4.479773594688154,-3.8920516000830365,-3.8459452020576688,-4.285392644290624,-3.8023876841491235,-5.160511370044077,-4.050617431999628,-3.8388527342449215,16
-4.101523707863781,-4.209975256903314,-3.816976714831175,-4.967922718607582,-4.782295996568614,-4.441439686522765,-4.971674496948754,-4.676696259917184,-4.290081881009671,-4.4675311552688,-3.9945542947055603,-3.870959766115263,-4.330777377593891,-4.514865410457519,-3.8974264736730255,-3.837625556496889,-4.316640365728696,-3.8034398462504293,-4.916954924862811,-4.062717303329822,-3.8343832060528547,17
-4.077886013340824,-4.221724753157854,-3.8272302381100043,-4.93177682266617,-4.850931476392226,-4.496247592069661,-4.980709282720277,-4.603913077914327,-4.312934883640503,-4.488723599653714,-3.982006412926507,-3.8746389348829595,-4.340256588052777,-4.546388566996102,-3.902254749948778,-3.8301519765863588,-4.344710352783235,-3.8043850088160083,-4.698166931733879,-4.073586679270506,-3.830368206151507,18
-4.058262266944407,-4.2314790519352075,-3.835742597058466,-4.901768909054431,-4.907911874736357,-4.54174849478784,-4.9882098595872,-4.543489304176105,-4.331907187711383,-4.506317327067604,-3.9715893035250285,-3.877693339142934,-4.348126121263927,-4.57255873468851,-3.906263130253176,-3.8239474951512005,-4.368013738262475,-3.8051696720779966,-4.5165316166834435,-4.0826103121269215,-3.8270349986862366,19
-4.043990451383376,-4.238573087409647,-3.841933403566438,-4.879944971882257,-4.949352164441179,-4.574840060401061,-4.993664824581326,-4.499544741457398,-4.345705227035658,-4.519112765186798,-3.9640132239603174,-3.8799147240592795,-4.353849418144764,-4.591591583919352,-3.909178315929102,-3.8194351450165405,-4.384961654974648,-3.805740336268532,-4.384433205737672,-4.089172954204315,-3.8246108478024037,20
-4.034455622950788,-4.245657809505333,-3.848463725124426,-4.864677895369608,-4.979089999971614,-4.599167374547579,-4.990250073521845,-4.467174073734147,-4.356536347570934,-4.529429782259903,-3.957524571774211,-3.882359002393705,-4.356807443010434,-4.601144862692963,-3.910272302372202,-3.816575096766197,-4.396336918206465,-3.8057806574973356,-4.284722362417875,-4.0941772185272125,-3.8234981925012477,21
-4.028005176360774,-4.255655786165319,-3.8581973962150444,-4.852834286867906,-5.00359869707369,-4.6205146333992255,-4.972182538025249,-4.438571959667183,-4.367443172611009,-4.540329986677483,-3.9499645626492006,-3.8861517175222007,-4.356876120618288,-4.600539250960705,-3.9091111551298194,-3.8149891295855243,-4.4041320379985756,-3.8050499136037854,-4.191848484421663,-4.098950232067866,-3.8238770584868704,22
-4.024420601953798,-4.268309378592218,-3.8708581792163366,-4.84420072518423,-5.022946720509237,-4.63898816848012,-4.94051236881929,-4.413508164038716,-4.378385051973528,-4.551726416328792,-3.9414356812554585,-3.8911890605302806,-4.354261332549049,-4.590484817027727,-3.9058626807723797,-3.8145926892019464,-4.408572689290128,-3.803608037414499,-4.105593899039654,-4.103513518053101,-3.8256410899589235,23
-4.023483390070323,-4.283360947988646,-3.8861698365063466,-4.838563789125665,-5.037202535040093,-4.654694311314384,-4.89628971663172,-4.391752451630961,-4.38932133547614,-4.563532109103092,-3.9320404122631576,-3.8973672225034597,-4.349168960383439,-4.571691629199181,-3.900694685870309,-3.8153012213428914,-4.409884547020273,-3.8015149617560984,-4.025740933562463,-4.107888599709751,-3.8286839311170615,24
-4.024975031050809,-4.300552855557214,-3.9038561304631165,-4.835710057499292,-5.046434605428089,-4.6677393934261415,-4.8405647321902885,-4.373074587226129,-4.400211372936487,-4.575660102889637,-3.9218812403424703,-3.9045823945272513,-4.341804885702185,-4.544869755780219,-3.8937749769940337,-3.817030171735784,-4.408293286128161,-3.7988306194552006,-3.952071915280707,-4.112097000264645,-3.832899226160936,25
-4.028677015235719,-4.319627462500534,-3.923640823464689,-4.835426109112193,-5.050711396435055,-4.678229746339511,-4.774387566222747,-4.357244335606432,-4.411014514172215,-4.588023435577685,-3.911060650163566,-3.912730767687169,-4.332374990086006,-4.510729265075988,-3.8852713607139786,-3.81969498610805,-4.404024581552936,-3.795614943338426,-3.884369171485003,-4.116160242944609,-3.838180619290199,26
-4.034370832965518,-4.3403271300212225,-3.945247677889109,-4.837498522771451,-5.050101372822828,-4.686271701578616,-4.698808369456849,-4.344031461554083,-4.421690109000971,-4.600535145056493,-3.8996811263966205,-3.9217085330687294,-4.321085155115629,-4.469980225391641,-3.875351643600571,-3.8232111101871156,-4.3973041082337545,-3.791927866232395,-3.8224150294659696,-4.120099850976477,-3.844421754704505,27
