C1,C2,C3,C4,time
-6.764755158326425,-6.886662051379852,-6.999999999999997,-6.650694636948808,10
-6.617852649607509,-6.733194000848525,-6.798413699024751,-6.4613450212551164,11
-6.415861700119002,-6.5221754313679545,-6.521232535183789,-6.200989299676293,12
-6.172554420053298,-6.26799397267545,-6.187355224193537,-5.8873789986836185,13
-5.9017029196027995,-5.985037254508326,-5.8156804817704275,-5.53826564474838,14
-5.617079308959902,-5.687692906603889,-5.425107023630888,-5.171400764341858,15
-5.332455698317004,-5.390348558699454,-5.034533565491349,-4.804535883935336,16
-5.061604197866505,-5.107391840532331,-4.662858823068239,-4.4554225300000985,17
-4.818296917800803,-4.853210381839829,-4.328981512077989,-4.141812229007431,18
-4.616305968312295,-4.642191812359261,-4.051800348237025,-3.881456507428613,19
-4.469403459593379,-4.488723761827939,-3.850214047261779,-3.69210689173493,20
-4.362319731844869,-4.376785274255672,-3.7031960662063717,-3.5538849632224383,21
-4.270050475785933,-4.280220229464775,-3.576402784682809,-3.4344191445027863,22
-4.191765827386494,-4.198213510911318,-3.4687573022443474,-3.3327212240206427,23
-4.126635922616484,-4.129950002051367,-3.379182718444243,-3.2478029902206766,24
-4.073830897445829,-4.0746145863409895,-3.306602132835754,-3.1786762315475583,25
-4.032520887844454,-4.031392147236251,-3.249938644972135,-3.1243527364459553,26
-4.0018760297822915,-3.999467568193222,-3.2081153544066443,-3.0838442933605386,27
-3.9810664592292673,-3.9780257326679695,-3.180055360692538,-3.0561626907359773,28
-3.9692623121553074,-3.9662515241165592,-3.164681763383072,-3.040319717016939,29
-3.9656337245303406,-3.9633298259950593,-3.1609176620315034,-3.0353271606480945,30
-3.969350832324296,-3.9684455217595382,-3.167686156191089,-3.0401968100741135,31
-3.9795837715070985,-3.980783494866062,-3.183910345415085,-3.0539404537396635,32
-3.995502678048679,-3.9995286287707006,-3.208513329256749,-3.0755698800894153,33
-4.016277687918962,-4.023865806929518,-3.2404182072693364,-3.1040968775680375,34
-4.041078937087877,-4.052979912798584,-3.2785480790061037,-3.138533234620199,35
-4.0690765615253515,-4.086055829833966,-3.321826044020309,-3.1778907396905702,36
-4.099440697201314,-4.122278441491731,-3.3691752018652075,-3.22118118122382,37
-4.131341480085689,-4.160832631227945,-3.419518652094056,-3.267416347664617,38
-4.163949046148409,-4.200903282498678,-3.471779494260112,-3.3156080274576305,39
-4.196433531359397,-4.241675278759995,-3.524880827916631,-3.364768009047531,40
-4.227965071688583,-4.282333503467966,-3.5777457526168703,-3.413908080878986,41
-4.257713803105896,-4.322062840078659,-3.6292973679140874,-3.4620400313966675,42
-4.284849861581261,-4.3600481720481365,-3.6784587733615366,-3.5081756490452416,43
-4.308543383084606,-4.395474382832472,-3.7241530685124755,-3.5513267222693785,44
-4.327964503585861,-4.4275263558877285,-3.765303352920162,-3.5905050395137494,45
-4.34228335905495,-4.455388974669974,-3.800832726137851,-3.624722389223021,46
-4.350670085461805,-4.478247122635279,-3.8296642877187987,-3.652990559841864,47
-4.35229481877635,-4.495285683239708,-3.850721137216264,-3.674321339814948,48
-4.346327694968514,-4.50568953993933,-3.8629263741835023,-3.6877265175869414,49
-4.3319388500082265,-4.508643576190212,-3.86520309817377,-3.6922178816025135,50
-4.306078282182801,-4.507215242291471,-3.8610293941138663,-3.691813804603764,51
-4.268514391691854,-4.505140509110087,-3.8549668604794065,-3.691226860642074,52
-4.2226449173737635,-4.502607040953926,-3.847563867146876,-3.690510140126041,53
-4.171867598066906,-4.49980250213085,-3.8393687839927577,-3.6897167334642584,54
-4.119580172609659,-4.496914556948721,-3.830929980893536,-3.6888997310653227,55
-4.0691803798403985,-4.494130869715407,-3.8227958277256935,-3.688112223337828,56
-4.024065958597502,-4.491639104738771,-3.8155146943657154,-3.6874073006903707,57
-3.9876346477193474,-4.489626926326674,-3.8096349506900835,-3.686838053531544,58
-3.9632841860443118,-4.4882819987869835,-3.8057049665752833,-3.6864575722699455,59
-3.9544123124107715,-4.4877919864275615,-3.804273111897798,-3.6863189473141693,60
-3.947233392846077,-4.488641996937577,-3.8077867731368467,-3.687485382118471,61
-3.9277477540276213,-4.490949168321905,-3.8173238536428356,-3.6906514194444324,62
-3.899032075768844,-4.4943492103619676,-3.8313784985990296,-3.6953171586616387,63
-3.8641630378831873,-4.498477832839187,-3.8484448531886946,-3.7009826991396753,64
-3.8262173201840892,-4.502970745534984,-3.867017062595094,-3.7071481402481266,65
-3.788271602484991,-4.507463658230781,-3.8855892720014937,-3.7133135813565783,66
-3.753402564599334,-4.511592280708,-3.9026556265911583,-3.7189791218346144,67
-3.7246868863405567,-4.514992322748062,-3.9167102715473523,-3.7236448610518207,68
-3.7052012475221012,-4.5172994941323905,-3.9262473520533416,-3.7268108983777823,69
-3.698022327957407,-4.518149504642406,-3.92976101329239,-3.727977333182084,70
-3.6926638775366816,-4.516676890451518,-3.929794967012731,-3.7289555060098385,71
-3.6781195121089985,-4.512679794790534,-3.9298871271107987,-3.731610546542315,72
-3.656685710426097,-4.506789338026979,-3.930022941992162,-3.735523237853333,73
-3.6306589512397176,-4.499636640528378,-3.93018786006239,-3.7402743630167135,74
-3.6023357133015983,-4.491852822662253,-3.9303673297270487,-3.745444705106273,75
-3.5740124753634785,-4.484069004796127,-3.9305467993917076,-3.7506150471958333,76
-3.547985716177099,-4.476916307297525,-3.9307117174619353,-3.7553661723592127,77
-3.5265519144941972,-4.47102585053397,-3.9308475323432988,-3.759278863670231,78
-3.5120075490665146,-4.467028754872986,-3.9309396924413664,-3.7619339042027073,79
-3.506649098645789,-4.465556140682098,-3.9309736461617075,-3.762912077030462,80
-3.5014882753984913,-4.464159932733021,-3.932999627841391,-3.7639551486092637,81
-3.4874803265843988,-4.460370225442668,-3.93849872097196,-3.7667863428945823,82
-3.4668370335952083,-4.454785393646358,-3.9466026476906935,-3.7709586292097885,83
-3.441770177822621,-4.4480038121794125,-3.9564431301348706,-3.776024976878254,84
-3.4144915406583345,-4.4406238558771465,-3.9671518904417686,-3.781538355223348,85
-3.3872129034940475,-4.43324389957488,-3.9778606507486667,-3.787051733568443,86
