C1,C2,C3,C4,C5,C6,C7,time
-5.553280894093887,-5.5560669774966724,-4.83877398484331,-5.286057907207409,-6.446085950247069,-3.197802712309424,-3.39571208166631,10
-5.473586409139742,-5.4043507365612244,-4.753831143100214,-5.192623335872909,-6.146829176109827,-3.184817148335338,-3.4013193909428834,11
-5.398760594461431,-5.263484717249374,-4.675522892276467,-5.104391495035184,-5.8699654807084585,-3.1727998908838795,-3.4066429247878665,12
-5.328803450058954,-5.1334689195611185,-4.603849232372062,-5.021362384694233,-5.6154948640429625,-3.1617509399550467,-3.4116826832012577,13
-5.263714975932311,-5.01430334349646,-4.538810163387005,-4.943536004850059,-5.383417326113345,-3.1516702955488425,-3.416438666183059,14
-5.203495172081503,-4.905987989055396,-4.480405685321292,-4.87091235550266,-5.1737328669196,-3.142557957665265,-3.420910873733269,15
-5.148144038506531,-4.808522856237931,-4.428635798174925,-4.8034914366520365,-4.98644148646173,-3.134413926304315,-3.425099305851888,16
-5.0976615752073915,-4.721907945044061,-4.383500501947905,-4.741273248298188,-4.821543184739734,-3.1272382014659925,-3.429003962538917,17
-5.052047782184088,-4.646143255473788,-4.34499979664023,-4.684257790441116,-4.679037961753615,-3.121030783150297,-3.4326248437943554,18
-5.01130265943662,-4.581228787527111,-4.313133682251901,-4.6324450630808185,-4.558925817503369,-3.1157916713572287,-3.435961949618202,19
-4.975426206964984,-4.527164541204032,-4.2879021587829165,-4.585835066217298,-4.461206751988998,-3.1115208660867877,-3.4390152800104588,20
-4.948460133458308,-4.485213597065678,-4.2750188724835665,-4.545443202163451,-4.3993082142031525,-3.108644898966739,-3.4424506501233956,21
-4.932649832632768,-4.456077666534898,-4.277658071270676,-4.511833583315335,-4.380689898030638,-3.107400732012507,-3.4466379572638286,22
-4.925300832028951,-4.438914695904273,-4.292010657644053,-4.484329274797684,-4.396400170809688,-3.1075040108055827,-3.4511333246635787,23
-4.923718659187441,-4.432882631466385,-4.314267534103507,-4.462253341735229,-4.437487399878535,-3.1086703809274554,-3.455492875554465,24
-4.925208841648825,-4.437139419513814,-4.340619603148845,-4.444928849252705,-4.494999952575411,-3.110615487959615,-3.459272733168306,25
-4.927076906953688,-4.450843006339141,-4.367257767279876,-4.431678862474846,-4.559986196238551,-3.1130549774835528,-3.462029020736922,26
-4.926628382642614,-4.473151338234946,-4.390372928996408,-4.421826446526387,-4.6234944982061865,-3.115704495080758,-3.4633178614921345,27
-4.92116879625619,-4.50322236149381,-4.406155990798249,-4.41469466653206,-4.67657322581655,-3.118279686332721,-3.4626953786657606,28
-4.908003675335,-4.540214022408317,-4.410797855185208,-4.409606587616598,-4.710270746407877,-3.1204961968209326,-3.4597176954896205,29
-4.884438547419633,-4.583284267271042,-4.400489424657092,-4.405885274904738,-4.715635427318398,-3.122069672126883,-3.4539409351955346,30
-4.8543574498568125,-4.639724990139546,-4.375445601232439,-4.40959373655734,-4.695135336522125,-3.120673354363053,-3.4417188002077213,31
-4.822712448908189,-4.714460484149797,-4.339735950106933,-4.4248023169788615,-4.659424797505712,-3.1153094863222393,-3.4214858862992306,32
-4.78841111548673,-4.803097294211987,-4.295333368546097,-4.447845085659434,-4.611831560876356,-3.107687214606404,-3.3959196567251273,33
-4.750361020505406,-4.901241965236314,-4.2442107538154605,-4.475056112089186,-4.555683377241253,-3.0995156858175106,-3.367697574740478,34
-4.707469734877182,-5.004501042132967,-4.188341003180548,-4.502769465758244,-4.494307997207596,-3.0925040465575186,-3.3394971036003454,35
-4.658644829515027,-5.108481069812143,-4.129697013906884,-4.527319216156737,-4.431033171382587,-3.0883614434283917,-3.3139957065597967,36
-4.602793875331911,-5.208788593184038,-4.070251683259997,-4.5450394327747965,-4.369186650373418,-3.0887970230320922,-3.293870846873896,37
-4.5388244432408,-5.301030157158843,-4.011977908505411,-4.552264185102548,-4.312096184787288,-3.095519931970581,-3.281799987797709,38
-4.465644104154663,-5.380812306646752,-3.956848586908653,-4.545327542630121,-4.263089525231392,-3.1102393168458207,-3.2804605925863006,39
-4.382160428986467,-5.443741586557962,-3.9068366157352497,-4.520563574847644,-4.225494422312926,-3.1346643242597727,-3.2925301244947356,40
-4.2804212452572115,-5.490833330394107,-3.8587051948142648,-4.472853399342537,-4.199323457446278,-3.1681231695177132,-3.3191745862771316,41
-4.157141568791037,-5.527207787971451,-3.8086101342938927,-4.403154898266189,-4.1811326196764185,-3.208470190572391,-3.358265128680521,42
-4.018229752955631,-5.55462887867213,-3.7576132469183534,-4.316917287954699,-4.169064771056429,-3.255203717996975,-3.4075369369493473,43
-3.869594151118681,-5.574860521878275,-3.7067763454318685,-4.219589784744164,-4.161262773639386,-3.307822082364637,-3.4647251963280516,44
-3.71714311664787,-5.589666636972023,-3.657161242578656,-4.116621604970673,-4.155869489478367,-3.3658236142485474,-3.5275650920610744,45
-3.566785002910884,-5.600811143335509,-3.6098297511029376,-4.013461964970325,-4.151027780626451,-3.4287066442218777,-3.59379180939286,46
-3.4244281632754072,-5.610057960350869,-3.5658436837489322,-3.915560081079212,-4.144880509136716,-3.495969502857798,-3.6611405335678473,47
-3.2959809511091263,-5.619171007400236,-3.5262648532608605,-3.8283651696334298,-4.135570537062239,-3.567110520729479,-3.7273464498304794,48
-3.187351719779728,-5.629914203865746,-3.4921550723829426,-3.757326446969074,-4.1212407264561,-3.641628028410092,-3.790144743425198,49
-3.1044488226548967,-5.644051469129533,-3.464576153859399,-3.707893129422239,-4.100033939371376,-3.719020356472807,-3.847270599596444,50
-3.0473110211793832,-5.669295993270665,-3.4445059001634357,-3.6797650014827488,-4.070532878211809,-3.80611165773005,-3.9019195457931937,51
-3.0098326682189676,-5.708103632158997,-3.4313863957491235,-3.6671242375927044,-4.0338760762577675,-3.907213377964692,-3.9582155718261958,52
-2.9887055042728803,-5.75435230386286,-3.423975876331981,-3.667143639016615,-3.9920401418772684,-4.018054787205579,-4.015286556482556,53
