C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,time
-4.591176442539845,-5.216774488657148,-5.104070010033628,-4.199681687067337,-4.564307519323443,-4.946553859829223,-5.192637215309529,-3.8350867334069902,-4.829706340910138,-3.2850477689756126,-4.657535921567648,-3.8925606462699434,-4.177754749770766,-4.373456188911753,-5.369236664456895,-4.909226937390726,-4.138841478051001,-4.538030456786247,-4.44965718132834,-4.27266510522777,20
-4.58749543588793,-5.061368096592088,-5.247728395001008,-4.44165313990435,-4.448209747881764,-4.607310274056229,-5.434146950964777,-3.9311834128200656,-4.638364503470091,-3.276719840174705,-4.452850410171977,-3.78742347485347,-4.088317097967828,-4.265413334008788,-5.501483938948128,-5.138503062090671,-4.113653493478104,-4.458224814098751,-4.225022948904993,-4.227532215876633,21
-4.584173424687705,-4.922808195951631,-5.374041785519557,-4.656923918207597,-4.343048253073573,-4.30414892860173,-5.646480797317291,-4.016889015717143,-4.466827671437374,-3.269252700254741,-4.2703522559034575,-3.693175056729532,-4.008771720863911,-4.1689391936914975,-5.62227978366983,-5.3428457967942045,-4.091167265301981,-4.3867801871768695,-3.8987294288156025,-4.187909866448434,22
-4.581210408939173,-4.801094786735775,-5.483010181589277,-4.845494021977081,-4.248823034898873,-4.0370698234657265,-5.8296387543670685,-4.092203542098224,-4.315095844811987,-3.2626463492157223,-4.110041458762091,-3.6098153918981306,-3.939118618459014,-4.084033767959882,-5.731624198622002,-5.522255141501325,-4.071382793522634,-4.3236965760206045,-3.500290607801929,-4.1537980569431765,23
-4.57860638864233,-4.69622786894452,-5.5746335832101686,-5.0073634512127985,-4.16553409335766,-3.8060729586482154,-5.983620822114111,-4.157126991963306,-4.183169023593932,-3.2569007870576474,-3.971918018747875,-3.537344480359265,-3.8793577907531365,-4.010697056813941,-5.829517183804644,-5.676731096212033,-4.054300078140062,-4.268973980629955,-3.05922047260572,-4.125196787360858,24
-4.5763613637971785,-4.608207442577868,-5.64891199038223,-5.142532205914754,-4.093181428449936,-3.611158334149196,-6.108427000558419,-4.211659365312393,-4.071047207783208,-3.252016013780517,-3.855981935860811,-3.475762322112935,-3.82948923774628,-3.948929060253675,-5.915958739217755,-5.806273660926331,-4.039919119154265,-4.2226124010049215,-2.6050330099687313,-4.102106057701478,25
-4.574475334403718,-4.537033507635816,-5.705845403105462,-5.251000286082943,-4.0317650401757,-3.4523259499686696,-6.204057289699993,-4.2558006621454805,-3.978730397379813,-3.2479920293843305,-3.7622332101008986,-3.4250689171591406,-3.7895129594384436,-3.8987297782790837,-5.990948864861337,-5.910882835644214,-4.028239916565243,-4.184611837145504,-2.1672422066327175,-4.084525867965038,26
-4.572948300461948,-4.482706064118367,-5.745433821379864,-5.332767691717369,-3.9812849285349547,-3.3295758061066345,-6.27051168953883,-4.2895508824625725,-3.90621859238375,-3.244828833869088,-3.6906718414681383,-3.3852642654978835,-3.759428955829628,-3.860099210890167,-6.05448756073539,-5.990558620365687,-4.019262470372998,-4.154972289051704,-1.7753620493394315,-4.072456218151538,27
-4.57178026197187,-4.4452251120255175,-5.767677245205436,-5.387834422818029,-3.9417410935276975,-3.242907902563091,-6.307790200074932,-4.312910026263666,-3.853511792795017,-3.24252642723479,-3.6412978299625305,-3.356348367129162,-3.7392372269198315,-3.8330373580869255,-6.1065748268399105,-6.045301015090746,-4.012986780577526,-4.133693756723519,-1.4589065248306283,-4.065897108260977,28
-4.570971218933483,-4.4245906513572715,-5.77257567458218,-5.416200479384926,-3.9131335351539294,-3.192322239338039,-6.3158928213083,-4.325878093548765,-3.820609998613616,-3.2410848094814364,-3.6141111755840742,-3.3383212220529765,-3.7289377727090574,-3.8175442198693594,-6.147210663174903,-6.075110019819395,-4.0094128471788295,-4.120776240160949,-1.2473896198480596,-4.064848538293356,29
-4.570521171346789,-4.420802682113626,-5.760129109510094,-5.4178658614180595,-3.89546225341365,-3.1778188164314773,-6.294819553238934,-4.328455084317865,-3.807513209839545,-3.2405039806090263,-3.6091118783327705,-3.331182830269327,-3.728530593197302,-3.813619796237468,-6.176395069740366,-6.07998563455163,-4.008540670176908,-4.116219739363997,-1.1703253211334803,-4.069310508248675,30
-4.575657677123043,-4.454294665481249,-5.721241732207266,-5.373846617811363,-3.8999753700614543,-3.234446847315626,-6.224220397730749,-4.30995895100762,-3.8336302790217576,-3.2409669397297427,-3.6488600383924013,-3.346189721996703,-3.7488849652148613,-3.833899817760943,-6.19492819642759,-6.0435735003506865,-4.014550593052054,-4.129763038185586,-1.2504522514103684,-4.086553195393138,31
-4.589284935101833,-4.536418524341621,-5.650860310572631,-5.273596109061467,-3.9329218416276723,-3.3816781172528287,-6.0927898002637,-4.264455222749505,-3.9097439020207827,-3.24257535301702,-3.7458890447539575,-3.389595525134263,-3.796039375889674,-3.8854041347562798,-6.203254570953958,-5.956787862251694,-4.029765028848874,-4.166816572099565,-1.4679396335904933,-4.120615587096859,32
-4.607917906675655,-4.653551951236966,-5.555048723127467,-5.129770302572418,-3.9868029202759083,-3.5961464839282744,-5.914094426261844,-4.199065264585751,-4.022914843803986,-3.2452072210627367,-3.8851588306282494,-3.4538958862030165,-3.862747640668213,-3.959708926843684,-6.200840760058613,-5.830531626212498,-4.051397081913842,-4.220887818537316,-1.7884473546980444,-4.1666508985157025,33
-4.628071553237002,-4.792072638709504,-5.439870848393046,-4.955025165748255,-4.054119858169765,-3.8544858050271515,-5.701700941149232,-4.120910441558588,-4.160203869338732,-3.248740544458772,-4.05162932922609,-3.5315864517239706,-3.9417635749969486,-4.048390373643361,-6.1871533304806885,-5.675707698190939,-4.076659856593426,-4.285484254930223,-2.1776353017572165,-4.219812344805531,34
-4.646260836178371,-4.938358279301458,-5.311390564890647,-4.762016665993023,-4.127373907472847,-4.1333299382346445,-5.4691760103499245,-4.037112118710249,-4.308671743592384,-3.2530533237970025,-4.230260473758288,-3.615162868218132,-4.025840994322351,-4.143024654775516,-6.161658848959328,-5.503218984144866,-4.102766457234101,-4.354113358709667,-2.601163361792195,-4.275253141122207,35
-4.659000716892256,-5.078786565555052,-5.175671751141545,-4.563400770710768,-4.199066320348756,-4.4093127412359445,-5.230086299287972,-3.9547916610829663,-4.455379231532309,-3.2580235596693092,-4.406012197435658,-3.6971207822065093,-4.107733714090893,-4.2351879498603555,-6.12382388223367,-5.323968390032121,-4.126929988182336,-4.420282607307032,-3.0246914218271743,-4.328126502621595,36
-4.662806156771152,-5.199735190012507,-5.038778285667016,-4.371833447305528,-4.261698348961097,-4.659068071716238,-4.997998473387433,-3.881070433718971,-4.5873870981258715,-3.263529252667569,-4.56384443346901,-3.7699558402101103,-4.180195549749045,-4.316456438518087,-6.073114997042853,-5.14885882181055,-4.146363553784603,-4.4774994781537005,-3.413879368886345,-4.37358564445956,37
-4.654192117207554,-5.287581845216043,-4.906774046988334,-4.199970663181349,-4.3077712454734725,-4.859229787360712,-4.786479198072363,-3.823069801660494,-4.691756108340435,-3.2694484033836613,-4.688717115069152,-3.8261636887499426,-4.2359803167432775,-4.378406300368913,-6.008998760126017,-4.988793185437997,-4.158280258387376,-4.519271448681053,-3.734387089993896,-4.4067837817919635,38
-4.629673559593959,-5.328704223707887,-4.785722913626775,-4.060468385742275,-4.3297862620494865,-4.986431745854558,-4.609095138766814,-3.787911129949768,-4.7555470271433675,-3.2756590124094647,-4.765590175446901,-3.8582399743470135,-4.267841830520062,-4.41261371503304,-5.9309417382223,-4.854674386872304,-4.1598932063371254,-4.539105996320477,-3.9518744721740218,-4.42287412977467,39
-4.58576544532286,-5.309480018030259,-4.681688764103617,-3.965982582392349,-4.320244650852743,-5.017307804882959,-4.4794129608948445,-3.782715783629025,-4.7658206195020325,-3.2820390803368564,-4.7794235478130656,-3.858680343522331,-4.268533906525871,-4.410654862130675,-5.838410498070845,-4.75740533207132,-4.148415501980321,-4.53051059850335,-4.032001402450909,-4.417009903563543,40
-4.515308603166511,-5.219556218458188,-4.587324225958451,-3.913284429501114,-4.274605297394517,-4.941974372130557,-4.392406968813515,-3.8110846690860947,-4.716664774183921,-3.289292063844752,-4.722842827730675,-3.8233939558675316,-4.233682949367561,-4.367357997398137,-5.718475225690967,-4.692173071560246,-4.120845740665162,-4.488788537521513,-4.025802243571016,-4.385234774987964,41
-4.417939829887648,-5.067307990285864,-4.492258958987505,-3.887455429225235,-4.1981218395299305,-4.779172117970843,-4.331215974874023,-3.867633170566718,-4.618213450908518,-3.297935290103932,-4.607348230145755,-3.757890414763589,-4.168373745585937,-4.288585743305014,-5.564505881141699,-4.644997027230136,-4.07840658937393,-4.418063512126776,-4.008975955182732,-4.3303770793470635,42
-4.300368038864495,-4.867205288584259,-4.398022390097009,-3.883617037649437,-4.09798765793835,-4.548471294122288,-4.29165340649163,-3.9460043698999905,-4.481596521071185,-3.307567565444077,-4.446211617343612,-3.66906603241552,-4.079547683528385,-4.182465829571429,-5.3854186922217515,-4.613028662087605,-4.0246472599042376,-4.325073624440477,-3.9841793196631583,-4.2577670270013295,43
-4.169302143475279,-4.633718068424343,-4.3061439461931945,-3.896890710858445,-3.981396133299148,-4.269442152303364,-4.2695326910816025,-4.039841348915006,-4.317943856067282,-3.317787696194869,-4.2527048516095585,-3.5638171210283427,-3.9741461515422967,-4.0571259859175,-5.190129886729838,-4.593419439139273,-3.963116964053689,-4.216556976583959,-3.95406911938939,-4.1727348283112535,44
-4.031451057098219,-4.38131628487708,-4.218153054182288,-3.922397904936982,-3.855540646291693,-3.96165494423254,-4.260667256059197,-4.14278718944086,-4.138385327292164,-3.3281944886859867,-4.0400997952288975,-3.449039992807071,-3.859110537975056,-3.9206939420633438,-4.987555692464664,-4.583320821391755,-3.8973649136198927,-4.099251670678557,-3.9213021367385243,-4.08061069363732,45
-3.893523693111538,-4.124469893013442,-4.135579140970521,-3.955260075969772,-3.727614577595354,-3.644679921628285,-4.260870528839677,-4.248484973306646,-3.9540508061411916,-3.338386749247111,-3.82166831048694,-3.3316309599567218,-3.7413822311740543,-3.781297427729078,-4.786612337224941,-4.579884271851668,-3.8309403204004564,-3.9798958088456136,-3.8885351540876583,-3.9867248333400176,46
