Var1.1.x,Var1.2.x,zmatrix,id,Var1.1.y,Var1.2.y,pmatrix,Var1.1.x.x,Var1.2.x.x,omatrix,Var1.1.y.y,Var1.2.y.y,cmatrix
gf1.C1,gf1.C2,-0.6304594611004125,gf1.C1_gf1.C2,gf1.C1,gf1.C2,0.2770421077280312,gf1.C1,gf1.C2,0,gf1.C1,gf1.C2,0.8050626365896832
gf1.C1,gf1.C3,-1.5923482227089214,gf1.C1_gf1.C3,gf1.C1,gf1.C3,0.9534795385542482,gf1.C1,gf1.C3,0,gf1.C1,gf1.C3,0.7961788313024275
gf1.C1,gf1.C4,-0.6409220092162659,gf1.C1_gf1.C4,gf1.C1,gf1.C4,0.28268460259404776,gf1.C1,gf1.C4,0,gf1.C1,gf1.C4,0.34957287588941477
gf1.C1,gf1.C5,-0.4158499165035019,gf1.C1_gf1.C5,gf1.C1,gf1.C5,0.1690779891683499,gf1.C1,gf1.C5,0,gf1.C1,gf1.C5,0.5041837625566261
gf1.C1,gf1.C6,-0.39791170055419356,gf1.C1_gf1.C6,gf1.C1,gf1.C6,0.16071351502027048,gf1.C1,gf1.C6,0,gf1.C1,gf1.C6,0.5591427400555757
gf1.C1,gf1.C7,-9.791160825606545,gf1.C1_gf1.C7,gf1.C1,gf1.C7,21.910529536384757,gf1.C1,gf1.C7,0,gf1.C1,gf1.C7,-0.36042971263104184
gf1.C1,gf1.C8,-0.5063761820843714,gf1.C1_gf1.C8,gf1.C1,gf1.C8,0.21282825959353635,gf1.C1,gf1.C8,0,gf1.C1,gf1.C8,-0.6748902492662148
gf1.C1,gf2.C1,-0.18495282417365905,gf1.C1_gf2.C1,gf1.C1,gf2.C1,0.06891553999363527,gf1.C1,gf2.C1,0,gf1.C1,gf2.C1,0.9088137790794213
gf1.C1,gf2.C2,1.2205426648518896,gf1.C1_gf2.C2,gf1.C1,gf2.C2,0.6531402020519573,gf1.C1,gf2.C2,0.19047619047619047,gf1.C1,gf2.C2,0.7931737526479553
gf1.C1,gf2.C3,-0.5142045150088173,gf1.C1_gf2.C3,gf1.C1,gf2.C3,0.21673332076926044,gf1.C1,gf2.C3,0,gf1.C1,gf2.C3,0.27854659645055846
gf1.C1,gf2.C4,2.3054870927005937,gf1.C1_gf2.C4,gf1.C1,gf2.C4,1.6749092168283253,gf1.C1,gf2.C4,0.09523809523809523,gf1.C1,gf2.C4,0.5226368737360619
gf1.C1,gf2.C5,-2.637414458025124,gf1.C1_gf2.C5,gf1.C1,gf2.C5,2.078101928476581,gf1.C1,gf2.C5,0.047619047619047616,gf1.C1,gf2.C5,-0.40006299080508434
gf1.C1,gf3.C1,5.302954746870357,gf1.C1_gf3.C1,gf1.C1,gf3.C1,6.943311684101058,gf1.C1,gf3.C1,0.2,gf1.C1,gf3.C1,0.9778978744679153
gf1.C1,gf3.C2,2.0697989010183804,gf1.C1_gf3.C2,gf1.C1,gf3.C2,1.41486448879425,gf1.C1,gf3.C2,0.07692307692307693,gf1.C1,gf3.C2,0.8113238216499301
gf1.C1,gf3.C3,-0.6032476426549738,gf1.C1_gf3.C3,gf1.C1,gf3.C3,0.26253385555975306,gf1.C1,gf3.C3,0,gf1.C1,gf3.C3,0.7562075083785941
gf1.C1,gf3.C4,3.2926071444813467,gf1.C1_gf3.C4,gf1.C1,gf3.C4,3.0032123066213035,gf1.C1,gf3.C4,0.09523809523809523,gf1.C1,gf3.C4,0.6475961806275229
gf1.C1,gf3.C5,-0.49304212169663986,gf1.C1_gf3.C5,gf1.C1,gf3.C5,0.20622160730033962,gf1.C1,gf3.C5,0,gf1.C1,gf3.C5,0.24198228274521116
gf1.C1,gf3.C6,-0.6597799366281062,gf1.C1_gf3.C6,gf1.C1,gf3.C6,0.29294527075446086,gf1.C1,gf3.C6,0,gf1.C1,gf3.C6,-0.2351427370701782
gf1.C1,gf3.C7,-0.8016586634734584,gf1.C1_gf3.C7,gf1.C1,gf3.C7,0.3739159385751551,gf1.C1,gf3.C7,0,gf1.C1,gf3.C7,-0.1159261203727997
gf1.C1,gf3.C8,-4.930561700813449,gf1.C1_gf3.C8,gf1.C1,gf3.C8,6.0862205030644425,gf1.C1,gf3.C8,0,gf1.C1,gf3.C8,-0.8205603505064749
gf1.C1,gf4.C1,2.6113193867306013,gf1.C1_gf4.C1,gf1.C1,gf4.C1,2.044824201561915,gf1.C1,gf4.C1,0.125,gf1.C1,gf4.C1,0.9254547455208326
gf1.C1,gf4.C2,1.7496969219187664,gf1.C1_gf4.C2,gf1.C1,gf4.C2,1.0959847299983425,gf1.C1,gf4.C2,0.19047619047619047,gf1.C1,gf4.C2,0.7604897323069728
gf1.C1,gf4.C3,-0.4751036386385303,gf1.C1_gf4.C3,gf1.C1,gf4.C3,0.19742253457107162,gf1.C1,gf4.C3,0,gf1.C1,gf4.C3,0.1902903480898388
gf1.C1,gf4.C4,1.2148615223700303,gf1.C1_gf4.C4,gf1.C1,gf4.C4,0.6489405487373752,gf1.C1,gf4.C4,0.09523809523809523,gf1.C1,gf4.C4,0.5421242473056199
gf1.C1,gf4.C5,-0.3850912461001474,gf1.C1_gf4.C5,gf1.C1,gf4.C5,0.1547966169884144,gf1.C1,gf4.C5,0,gf1.C1,gf4.C5,-0.12664120288744063
gf1.C1,gf4.C6,-0.4058768547095736,gf1.C1_gf4.C6,gf1.C1,gf4.C6,0.16441526654754388,gf1.C1,gf4.C6,0,gf1.C1,gf4.C6,-0.6520418016314748
gf1.C1,gf4.C7,-5.246514725659072,gf1.C1_gf4.C7,gf1.C1,gf4.C7,6.809658593851505,gf1.C1,gf4.C7,0,gf1.C1,gf4.C7,-0.33372003450328647
gf1.C2,gf1.C3,-1.5299136615077331,gf1.C2_gf1.C3,gf1.C2,gf1.C3,0.8994981477891073,gf1.C2,gf1.C3,0,gf1.C2,gf1.C3,0.8462374238973428
gf1.C2,gf1.C4,-0.589884228055007,gf1.C2_gf1.C4,gf1.C2,gf1.C4,0.25549714394329676,gf1.C2,gf1.C4,0,gf1.C2,gf1.C4,0.8016653862516577
gf1.C2,gf1.C5,-0.3812429414297866,gf1.C2_gf1.C5,gf1.C2,gf1.C5,0.15303047373418271,gf1.C2,gf1.C5,0,gf1.C2,gf1.C5,0.8792726286700192
gf1.C2,gf1.C6,-0.3606052868551205,gf1.C2_gf1.C6,gf1.C2,gf1.C6,0.14363697917023038,gf1.C2,gf1.C6,0,gf1.C2,gf1.C6,0.7276146494659189
gf1.C2,gf1.C7,-8.753384991121276,gf1.C2_gf1.C7,gf1.C2,gf1.C7,17.683931326471434,gf1.C2,gf1.C7,0,gf1.C2,gf1.C7,0.1567614103755297
gf1.C2,gf1.C8,-0.45221998971656596,gf1.C2_gf1.C8,gf1.C2,gf1.C8,0.1863452951079149,gf1.C2,gf1.C8,0,gf1.C2,gf1.C8,-0.6993221067591131
gf1.C2,gf2.C1,10.842719827395157,gf1.C2_gf2.C1,gf1.C2,gf2.C1,26.66563953918642,gf1.C2,gf2.C1,0.6666666666666666,gf1.C2,gf2.C1,0.9229422827161313
gf1.C2,gf2.C2,-0.7248199409541877,gf1.C2_gf2.C2,gf1.C2,gf2.C2,0.32923247118489024,gf1.C2,gf2.C2,0.05555555555555555,gf1.C2,gf2.C2,0.7983348423831792
gf1.C2,gf2.C3,-0.49075446631282765,gf1.C2_gf2.C3,gf1.C2,gf2.C3,0.20509381093624793,gf1.C2,gf2.C3,0,gf1.C2,gf2.C3,0.6073458392393739
gf1.C2,gf2.C4,7.661422575040571,gf1.C2_gf2.C4,gf1.C2,gf2.C4,13.7354543495971,gf1.C2,gf2.C4,0.2777777777777778,gf1.C2,gf2.C4,0.8952454345660316
gf1.C2,gf2.C5,-2.409465179315493,gf1.C2_gf2.C5,gf1.C2,gf2.C5,1.7965341095749443,gf1.C2,gf2.C5,0.05555555555555555,gf1.C2,gf2.C5,0.1172929616275068
gf1.C2,gf3.C1,2.8308667313486673,gf1.C2_gf3.C1,gf1.C2,gf3.C1,2.333275600950805,gf1.C2,gf3.C1,0.1,gf1.C2,gf3.C1,0.8473354887501814
gf1.C2,gf3.C2,-0.3829389009161397,gf1.C2_gf3.C2,gf1.C2,gf3.C2,0.15380825419385197,gf1.C2,gf3.C2,0,gf1.C2,gf3.C2,0.429593095990379
gf1.C2,gf3.C3,-0.5373920408804289,gf1.C2_gf3.C3,gf1.C2,gf3.C3,0.22841484129247142,gf1.C2,gf3.C3,0,gf1.C2,gf3.C3,0.6417125594495975
gf1.C2,gf3.C4,5.722341395784882,gf1.C2_gf3.C4,gf1.C2,gf3.C4,7.978538160779876,gf1.C2,gf3.C4,0.16666666666666666,gf1.C2,gf3.C4,0.7032909812859239
gf1.C2,gf3.C5,-0.4156393870865061,gf1.C2_gf3.C5,gf1.C2,gf3.C5,0.16897924004260612,gf1.C2,gf3.C5,0,gf1.C2,gf3.C5,0.4977774595811828
