C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,time
-5.294983993286346,-4.777079521594313,-4.408368986815827,-5.299844547295395,-4.14473094838617,-5.392655661942153,-3.7877398704446152,-3.367245793549131,-4.44184058773331,-4.808107053023092,-5.731976314950274,-3.5846489827819266,-4.089219466693773,10
-5.2941831654068405,-4.729333774890452,-4.421508034706184,-5.2845134575780275,-4.146352734681078,-5.439808286058159,-3.7894385787822875,-3.3728535779041784,-4.421877390486415,-4.774238427395233,-5.73324841843149,-3.580690117792809,-4.0790533544026175,11
-5.292689061573373,-4.688317447445378,-4.433090455827901,-5.269918734190844,-4.1480483167132824,-5.484253128734258,-3.7914541344385797,-3.37801437255997,-4.403413060325947,-4.743891989015524,-5.7373840287006885,-3.576843554471313,-4.069813731112367,12
-5.290501681785943,-4.654030539259089,-4.443116250180978,-5.256060377133842,-4.149817694482779,-5.525990189970446,-3.793786537413489,-3.3827281775165052,-4.386447597251906,-4.717067737883965,-5.74438314575787,-3.573109292817439,-4.061500596823019,13
-5.287621026044551,-4.626473050331586,-4.451585417765415,-5.242938386407024,-4.151660867989573,-5.565019469766726,-3.796435787707019,-3.386994992773785,-4.370981001264294,-4.693765674000557,-5.754245769603034,-3.5694873328311885,-4.054113951534577,14
-5.284047094349197,-4.60564498066287,-4.458497958581212,-5.230552762010388,-4.153577837233663,-5.601340968123098,-3.799401885319167,-3.3908148183318096,-4.357013272363108,-4.673985797365299,-5.76697190023618,-3.565977674512559,-4.047653795247041,15
-5.279779886699882,-4.591546330252941,-4.463853872628371,-5.2189035039439355,-4.155568602215046,-5.634954685039562,-3.802684830249934,-3.3941876541905787,-4.344544410548351,-4.6577281079781905,-5.782561537657309,-3.5625803178615523,-4.042120127960409,16
-5.274819403096605,-4.584177099101798,-4.467653159906888,-5.2079906122076665,-4.1576331629337275,-5.665860620516118,-3.806284622499319,-3.397113500350092,-4.333574415820022,-4.644992605839233,-5.8010146818664206,-3.5592952628781673,-4.0375129496746816,17
-5.269165643539365,-4.583537287209441,-4.469895820416768,-5.197814086801579,-4.159771519389705,-5.694058774552764,-3.8102012620673236,-3.39959235681035,-4.32410328817812,-4.6357792909484266,-5.822331332863516,-3.5561225095624054,-4.033832260389858,18
-5.262818608028163,-4.58962689457587,-4.470581854158006,-5.188373927725674,-4.161983671582977,-5.719549147149502,-3.8144347489539467,-3.4016242235713516,-4.316131027622645,-4.6300881633057696,-5.846511490648592,-3.553062057914265,-4.031078060105941,19
-5.255778296563001,-4.602445921201086,-4.469711261130605,-5.179670134979952,-4.164269619513545,-5.742331738306332,-3.818985083159188,-3.4032091006330987,-4.309657634153599,-4.627919222911263,-5.873555155221653,-3.550113907933748,-4.029250348822927,20
-5.251622780256623,-4.627877670940002,-4.4639830648353875,-5.176909491311492,-4.168799905610051,-5.76174994916354,-3.824768288619534,-3.4041420050129023,-4.302919226137455,-4.634495790249582,-5.907880429697064,-3.547282452437,-4.029616328738359,21
-5.252339876393888,-4.669190645934235,-4.4515633894394755,-5.182984653802006,-4.17678038677729,-5.7774390025768385,-3.8322932675219223,-3.404309057275936,-4.294935869333368,-4.652719710034432,-5.951941815805029,-3.544570131877437,-4.0328800010730905,22
-5.255544204232967,-4.722462643613845,-4.43465288594232,-5.19442443395344,-4.1867640347295065,-5.789836631119375,-3.8409493372420274,-3.403846912743992,-4.286883484830352,-4.679108768609368,-6.002793911469305,-3.541974017710962,-4.038196564362097,23
-5.258850383032026,-4.783771461408889,-4.415452205343376,-5.207757643267742,-4.197303821180938,-5.7993805673642855,-3.8501258151555264,-3.4028922267388615,-4.279937993717425,-4.710180752317937,-6.057491314613645,-3.5394911813934744,-4.044721217140349,24
-5.259873032049237,-4.849194896749423,-4.396161998642091,-5.219513093246858,-4.206952717845825,-5.806508543884717,-3.859212018638094,-3.4015816545823365,-4.275275317083604,-4.74245344750369,-6.113088623161804,-3.537118694380877,-4.051609157942822,25
-5.256226770542768,-4.914810747065508,-4.378982916837922,-5.226219595392735,-4.214263696438407,-5.811658293253811,-3.867597265065408,-3.400051851596209,-4.274071376017905,-4.772444640510176,-6.166640435037538,-3.534853628129071,-4.058015585304489,26
-5.245526217770787,-4.9766968097872,-4.366115610930318,-5.224405961207319,-4.217789728672926,-5.8152675480447105,-3.874670871813142,-3.398439473102272,-4.277502091609344,-4.796672117680948,-6.2152013481646,-3.532693054093959,-4.063095697760321,27
-5.225385992991466,-5.030930882344558,-4.359760731918731,-5.210601002192558,-4.216083786263621,-5.817774040830556,-3.8798221562569744,-3.396881174422315,-4.286743384946937,-4.811653665359552,-6.255825960466743,-3.530634043731442,-4.066004693845295,28
-5.193420715462971,-5.07359076216764,-4.3621189308026125,-5.181333529850399,-4.2076988409247305,-5.819615504184492,-3.8824404357725806,-3.395513610878132,-4.302971177119704,-4.8139070698895425,-6.285568869867728,-3.528673668497422,-4.065897772094382,29
-5.147245004443475,-5.100754246686502,-4.375390858581416,-5.133132355682788,-4.191187864370497,-5.821229670679662,-3.8819150277356362,-3.394473437791514,-4.327361389216657,-4.799950117614467,-6.301484674291304,-3.5268089998478,-4.061930131042555,30
-5.087606266481559,-5.113834781507444,-4.407894184251126,-5.064086997690221,-4.166987439642473,-5.83306937702904,-3.880196853240198,-3.394703074404809,-4.371457947148323,-4.7691310219377545,-6.3129940768885655,-3.52503467717391,-4.055559293705552,31
-5.01739345561426,-5.117685083521313,-4.461967678439709,-4.976735828019101,-4.136840734800827,-5.860487809849167,-3.879003057837817,-3.3965843703337595,-4.440454669365269,-4.724698863727256,-6.328385292674373,-3.5233507593685216,-4.048471085500292,32
-4.937433512332429,-5.1135418570849875,-4.530843644594592,-4.87428093939024,-4.101260599087725,-5.896273226568538,-3.8773722955904155,-3.39941312646025,-4.526002315766584,-4.669022730523159,-6.343014187368135,-3.521762447139689,-4.040163158563522,33
-4.84855337712692,-5.102641806555349,-4.6077543861632,-4.759924424524449,-4.060759881745332,-5.933213884615646,-3.8743432205599135,-3.402485143666163,-4.619751646251353,-4.604471709865652,-6.352236626689261,-3.520274941195466,-4.030133165031985,34
-4.751579990488578,-5.086221636289276,-4.685932206592958,-4.636868376142536,-4.015851432015809,-5.964098041418981,-3.8689544868082293,-3.4050962228333823,-4.713353420718661,-4.533414889294919,-6.351408476357156,-3.518893442243907,-4.0178787570424275,35
-4.647340292908257,-5.06551805064365,-4.758609409331292,-4.508314886965314,-3.967048099141324,-5.981713954407038,-3.8602447483972844,-3.406542164843792,-4.798458399067597,-4.45822135635115,-6.3358856020912295,-3.5176231509930664,-4.002897586731593,36
-4.536661224876803,-5.04176775397535,-4.819018297825629,-4.377466049713592,-3.91486273236404,-5.978849881008309,-3.847252659388999,-3.406118770579275,-4.866717341197245,-4.381260198574532,-6.301023869610891,-3.5164692681509986,-3.9846873062362302,37
