C1,C2,C3,C4,C5,C6,time
-6.863120163898215,-6.783926666162444,-6.975841414387673,-7.000000000000002,-6.881837179934871,-1.502814071466889,10
-6.716816193396774,-6.6398448923517,-6.80865209791633,-6.889034160211885,-6.6814931423332355,-1.6789660612394004,11
-6.515648233957291,-6.441732453361928,-6.5787667877682345,-6.7364561305032264,-6.406020090630987,-1.921175047176603,12
-6.273332282814277,-6.203097015487883,-6.301859482362572,-6.552668958354158,-6.074200278353276,-2.2129267802373245,13
-6.003584337202243,-5.937446245024323,-5.993604180118535,-6.348075691244819,-5.704815959025261,-2.5377070113803915,14
-5.720120394355699,-5.658287808266007,-5.669674879455307,-6.133079376655345,-5.316649386172092,-2.879001491564632,15
-5.436656451509154,-5.37912937150769,-5.345745578792081,-5.918083062065869,-4.928482813318923,-3.220295971748872,16
-5.166908505897119,-5.113478601044131,-5.037490276548042,-5.713489794956531,-4.559098493990908,-3.54507620289194,17
-4.924592554754106,-4.874843163170087,-4.760582971142382,-5.529702622807464,-4.227278681713201,-3.836827935952661,18
-4.723424595314623,-4.676730724180313,-4.530697660994285,-5.377124593098804,-3.9518056300109534,-4.0790369218898634,19
-4.577120624813181,-4.532648950369569,-4.363508344522942,-5.2661587533106875,-3.75146159240932,-4.2551889116623745,20
-4.470956930627806,-4.427112089891168,-4.240985537697408,-5.188976675798174,-3.605189276961524,-4.383773719123675,21
-4.380492198605256,-4.335154300705313,-4.134103993889976,-5.129938699223249,-3.478715732903904,-4.494907712775754,22
-4.3048660236831315,-4.256063113817101,-4.04204406762469,-5.087731020526438,-3.3709997255362856,-4.589516475550202,23
-4.243218000799038,-4.1891260602316205,-3.9639861134255936,-5.061039836648265,-3.281000020158494,-4.668525590378611,24
-4.194687724890577,-4.133630670953968,-3.8991104858167356,-5.0485513445292565,-3.207675382070357,-4.732860640192571,25
-4.158414790895352,-4.088864476989234,-3.8465975393221563,-5.048951741109936,-3.1499845765716987,-4.783447207923672,26
-4.133538793750968,-4.054115009342515,-3.805627628465905,-5.06092722333083,-3.1068863689623467,-4.821210876503506,27
-4.119199328395026,-4.0286697990189015,-3.775381107772024,-5.083163988132462,-3.077339524542126,-4.847077228863662,28
-4.1145359897651295,-4.011816377023488,-3.755038331764559,-5.114348232455359,-3.0603028086108632,-4.861971847935734,29
-4.118688372798883,-4.002842274361367,-3.7437796549675553,-5.1531661532400435,-3.0547349864683833,-4.8668203166513075,30
-4.130796072433889,-4.001035022037631,-3.7407854319050564,-5.1983039474270445,-3.059594823414514,-4.862548217941978,31
-4.149998683607751,-4.005682151057375,-3.7452360171011088,-5.248447811956883,-3.073841084749079,-4.850081134739333,32
-4.175435801258073,-4.016071192425692,-3.7563117650797575,-5.302283943770087,-3.0964325357719074,-4.830344649974966,33
-4.206247020322456,-4.0314896771476745,-3.773193030365047,-5.35849853980718,-3.1263279417828227,-4.8042643465804655,34
-4.241571935738506,-4.051225136228416,-3.7950601674810214,-5.415777797008687,-3.162486068081651,-4.772765807487423,35
-4.280550142443823,-4.0745651006730075,-3.8210935309517264,-5.472807912315135,-3.2038656799682195,-4.736774615627429,36
-4.322321235376014,-4.100797101486547,-3.8504734753012078,-5.528275082667047,-3.2494255427423537,-4.697216353932075,37
-4.3660248094726795,-4.129208669674123,-3.8823803550535088,-5.580865505004949,-3.2981244217038794,-4.655016605332951,38
-4.410800459671423,-4.159087336240831,-3.9159945247326764,-5.629265376269366,-3.3489210821526227,-4.611100952761646,39
-4.455787780909849,-4.189720632191763,-3.9504963388627536,-5.672160893400824,-3.4007742893884103,-4.566394979149754,40
-4.50012636812556,-4.220396088532014,-3.985066151967786,-5.708238253339846,-3.4526428087110665,-4.5218242674288645,41
-4.5429558162561605,-4.2504012362666765,-4.01888431857182,-5.736183653026959,-3.5034854054204203,-4.478314400530566,42
-4.583415720239251,-4.279023606400843,-4.0511311931988985,-5.754683289402688,-3.5522608448162947,-4.4367909613864525,43
