C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,time
-4.7517406098958634,-4.845090151487332,-5.515286912994815,-4.877296555953809,-4.947350015525779,-4.335605782132821,-5.246236926283292,-4.6592131044937055,-5.394562154909155,-4.475790141488986,-4.952298467412687,-4.031082501533121,-4.505867172157764,-4.3840747729130545,-5.1793340188606605,-4.44965718132834,20
-4.665056631752715,-4.730490306079715,-5.5131107952863,-4.517728998407386,-5.114458168113752,-4.186486300857785,-4.911173740029974,-4.393377211994014,-5.051063341795222,-4.368737280131074,-4.6307633070416845,-3.921787685549332,-4.3220548031130255,-4.227991664661362,-4.867810107972419,-4.225022948904993,21
-4.587171712375048,-4.5640277569109875,-5.511751793147339,-4.195235429215864,-5.261109047450052,-4.0530038206580485,-4.614345691136198,-4.156951096402824,-4.746323578771006,-4.272322048191967,-4.344229060509808,-3.824451185279963,-4.156620337518048,-4.087999949860363,-4.592836293427443,-3.8987294288156025,22
-4.5180858517628675,-4.360759417976311,-5.511209906577937,-3.9098158483792433,-5.387302653534679,-3.935158341533617,-4.355752779601962,-3.9499347577201345,-4.480342865836507,-4.186544445671666,-4.092695727817058,-3.739073000725017,-4.009563775372833,-3.964099628510059,-4.354412575225732,-3.500290607801929,23
-4.457799049916169,-4.135742203270845,-5.51148513557809,-3.6614702558975214,-5.493038986367632,-3.832949863484484,-4.1353950054272675,-3.772328195945944,-4.253121202991722,-4.111404472570169,-3.8761633089634335,-3.665653131884491,-3.880885116677377,-3.856290700610448,-4.152538953367286,-3.05922047260572,24
-4.406311306834955,-3.904033026789752,-5.512577480147797,-3.4501986517706986,-5.578318045948913,-3.7463783865106546,-3.9532723686121125,-3.6241314110802536,-4.064658590236656,-4.046902128887477,-3.6946318039489348,-3.604191578758387,-3.7705843614316814,-3.764573166161532,-3.9872154278521044,-2.6050330099687313,25
-4.363622622519226,-3.6806888025281936,-5.514486940287061,-3.2760010359987763,-5.643139832278521,-3.6754439106121257,-3.8093848691564998,-3.5053444031230643,-3.914955027571304,-3.9930374146235907,-3.5481012127735623,-3.5546883413467043,-3.6786615096357473,-3.6889470251633103,-3.858441998680188,-2.1672422066327175,26
-4.329732996968979,-3.48076644448133,-5.517213515995882,-3.138877408581753,-5.687504345356455,-3.620146435788899,-3.7037325070604266,-3.4159671720743754,-3.8040105149956704,-3.9498103297785097,-3.436571535437315,-3.5171434196494435,-3.6051165612895746,-3.629412277615783,-3.7662186658515364,-1.7753620493394315,27
-4.3046424301842166,-3.3193228666443235,-5.520757207274258,-3.0388277695196293,-5.711411585182717,-3.580485962040974,-3.6363152823238942,-3.355999717934187,-3.7318250525097527,-3.917220874352233,-3.360042771940195,-3.491556813666604,-3.549949516393162,-3.58596892351895,-3.71054542936615,-1.4589065248306283,28
-4.28835092216494,-3.211414983012334,-5.52511801412219,-2.975852118812404,-5.714861551757306,-3.5564624893683514,-3.607133194946903,-3.325442040702499,-3.698398640113553,-3.895269048344763,-3.3185149222822004,-3.477928523398186,-3.5131603749465103,-3.558616962872812,-3.6914222892240285,-1.2473896198480596,29
-4.280858472911147,-3.172099707580524,-5.5302959365396775,-2.949950456460078,-5.697854245080222,-3.5480760177710295,-3.616186244929453,-3.3242941403793114,-3.7037312778070692,-3.8839548517560987,-3.3119879864633326,-3.4762585488441893,-3.4947491369496193,-3.547356395677368,-3.708849245425172,-1.1703253211334803,30
-4.295515516717701,-3.224452246166124,-5.546126694331602,-2.9961770822568883,-5.64835067927307,-3.571367628779896,-3.703062263138534,-3.3824715772398677,-3.7867883823669426,-3.8943849744896712,-3.375000025401443,-3.4997860672734293,-3.512189789279648,-3.5688475239962574,-3.8009579143720638,-1.2504522514103684,31
-4.339738961526189,-3.3665519937556088,-5.578074576278454,-3.134006607199635,-5.559662528847856,-3.6352490343565522,-3.889754488944698,-3.516594106992637,-3.9692174075579714,-3.9327297998251654,-3.526738850717561,-3.5558661771685798,-3.5751901024239077,-3.6323460711981665,-3.9889325273994163,-1.4679396335904933,32
-4.404628517806706,-3.5759621480980064,-5.619582435843645,-3.3400694980921575,-5.439815784390172,-3.729026180147075,-4.149871035103283,-3.7067180227874554,-4.2250414088623955,-3.9915848678269605,-3.7441790884664505,-3.6356727603504315,-3.672100751797625,-3.7267451692406715,-4.247352006905573,-1.7884473546980444,33
-4.481283896029343,-3.8302459069423485,-5.664093126490587,-3.590996221738301,-5.296836436485616,-3.842005011797542,-4.457020014369631,-3.9328996177741633,-4.52828344176246,-4.063545718559435,-4.004295364702879,-3.7303796986397755,-3.791272412816028,-3.8409379500813468,-4.550795275288882,-2.1776353017572165,34
-4.5608048066641915,-4.10696646803766,-5.705049501682693,-3.863417244941903,-5.138750475719786,-3.9634914749540266,-4.784809539499076,-4.175195185102595,-4.852966561740397,-4.141207892086966,-4.284062305481609,-3.8311608738573995,-3.9210557608943417,-3.9638175456777645,-4.873841254947683,-2.601163361792195,35
-4.634290960181346,-4.383687029132973,-5.735894414883377,-4.133963034506808,-4.973583892678278,-4.082791515262608,-5.106847723246963,-4.413661017922592,-5.1731138242784525,-4.217166928473933,-4.560454536857408,-3.929190167824096,-4.049801471447796,-4.084277087987502,-5.1910688682803245,-3.0246914218271743,36
-4.692842067050894,-4.637970787977314,-5.750070719556049,-4.379264057236855,-4.809362677946686,-4.18921107836936,-5.3967426783686285,-4.628353409383989,-5.462748284858867,-4.284018367784716,-4.810446684885039,-4.015641462360654,-4.165860219891618,-4.191209708968131,-5.47705703768515,-3.413879368886345,37
