C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,time
-4.751740609895858,-5.323802123992677,-4.881676639143608,-4.419155090346453,-4.199681687067335,-4.970666632386361,-5.19263721530953,-3.364487350466353,-3.2850477689756143,-4.657535921567647,-4.659213104493708,-5.0725846339919265,-4.511523614295104,-4.43515246652614,-5.239898607041631,-4.088143348419427,-4.142195024307061,-4.538030456786248,-3.7772321123415575,-4.44965718132834,-4.281734706461705,20
-4.665056631752709,-5.228898719112986,-5.0493337448457085,-4.328216485595367,-4.441653139904347,-4.624063278848342,-5.434146950964779,-3.336762133376634,-3.2767198401747066,-4.452850410171976,-4.393377211994017,-4.8277291161465605,-4.382116456957283,-4.318913377190133,-5.366991574654139,-3.9543350828078596,-4.121590581692002,-4.4582248140987515,-3.7357578671804808,-4.225022948904993,-4.242809005364867,21
-4.587171712375044,-5.144701036682466,-5.196772788489749,-4.245353331902213,-4.656923918207596,-4.3142056471538455,-5.646480797317291,-3.3119759996082627,-3.269252700254743,-4.270352255903455,-4.156951096402826,-4.608498936922663,-4.266936651245673,-4.215197569369906,-5.483613191994067,-3.8343598927003786,-4.103652357908214,-4.3867801871768695,-3.6989738044057936,-3.8987294288156025,-4.2086227147282385,22
-4.518085851762864,-5.07120907670112,-5.323993770075731,-4.170565629266995,-4.845494021977078,-4.041093737302871,-5.829638754367069,-3.29012894916124,-3.262646349215723,-4.110041458762088,-3.949934757720136,-4.414894096320234,-4.1659841971602765,-4.124005043065464,-5.589763459061418,-3.728217778096986,-4.088380352955697,-4.323696576020605,-3.6668799240174974,-3.500290607801929,-4.1791758345518195,23
-4.457799049916166,-5.008422839168944,-5.430996689603653,-4.10385337768971,-5.007363451212798,-3.8047275492954156,-5.983620822114112,-3.2712209820355667,-3.256900787057648,-3.971918018747869,-3.772328195945945,-4.246914594339271,-4.079259094701092,-4.045335798276803,-5.685442375856188,-3.6359087389976783,-4.075774566834448,-4.268973980629956,-3.6394762260155895,-3.05922047260572,-4.154468364835609,24
-4.406311306834952,-4.95634232408594,-5.517781547073515,-4.045216577170359,-5.142532205914752,-3.605107083131479,-6.10842700055842,-3.2552520982312405,-3.2520160137805174,-3.8559819358608034,-3.6241314110802563,-4.104560430979777,-4.006761343868119,-3.979189835003925,-5.770649942378382,-3.5574327754024586,-4.065834999544469,-4.2226124010049215,-3.6167627104000712,-2.6050330099687313,-4.134500305579609,25
-4.363622622519222,-4.914967531452106,-5.584348342485317,-3.994655227708943,-5.251000286082943,-3.4422323388110594,-6.204057289699993,-3.2422222977482633,-3.24799202938433,-3.762233210100889,-3.505344403123067,-3.987831606241751,-3.9484909446613585,-3.9255671532468295,-5.845386158627997,-3.492789887311326,-4.058561651085761,-4.184611837145504,-3.598739377170943,-2.1672422066327175,-4.119271656783819,26
-4.329732996968977,-4.884298461267446,-5.63069707583906,-3.952169329305461,-5.332767691717369,-3.316103316334157,-6.27051168953883,-3.2321315805866355,-3.2448288338690876,-3.690671841468127,-3.4159671720743785,-3.8967281201251938,-3.904447897080811,-3.884467753005518,-5.909651024605035,-3.44198007472428,-4.053954521458325,-4.154972289051704,-3.5854062263282054,-1.7753620493394315,-4.108782418448238,27
-4.304642430184216,-4.864335113531955,-5.656827747134743,-3.917758881959913,-5.387834422818028,-3.226720015700771,-6.307790200074932,-3.224979946746356,-3.242526427234789,-3.641297829962517,-3.3559997179341896,-3.8312499726301033,-3.8746322011264756,-3.855891634279989,-5.963444540309493,-3.4050033376413205,-4.052013610662157,-4.133693756723519,-3.576763257871857,-1.4589065248306283,-4.103032590572868,28
-4.2883509221649385,-4.855077488245637,-5.662740356372366,-3.8914238856722996,-5.416200479384926,-3.1740824369109,-6.3158928213083,-3.220767396227426,-3.241084809481435,-3.6141111755840605,-3.3254420407025016,-3.7913971637564825,-3.8590438567983534,-3.839838797070244,-6.0067667057413745,-3.3818596760624486,-4.052738918697261,-4.120776240160949,-3.572810471801899,-1.2473896198480596,-4.102022173157708,29
-4.280858472911145,-4.856525585408491,-5.648434903551928,-3.87316434044262,-5.4178658614180595,-3.1581905799645433,-6.294819553238934,-3.2194939290298437,-3.240503980609025,-3.6091118783327563,-3.324294140379314,-3.7771696935043293,-3.857682864096443,-3.836309241376281,-6.039617520900677,-3.3725490899876633,-4.0561304455636344,-4.116219739363997,-3.5735478681183306,-1.1703253211334803,-4.105751166202756,30
