C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,time
-4.233585083700621,-6.74222667278619,-7.000000000000002,-6.591681899968464,-6.874546184316972,-6.8281511151907965,-6.938392654875306,-6.753154884759081,-1.8327562221228708,-6.937187677407943,-7.000000000000004,-7.000000000000002,-6.999999999999997,-6.882857622576243,-1.559085902290976,-0.6101536125700382,10
-4.238391233953994,-6.652035179497549,-6.833741145540098,-6.4561427294067135,-6.738037064536638,-6.682180470179501,-6.779395333431772,-6.638794634363362,-1.971718906692361,-6.769338844884924,-6.805460678950553,-6.8380329662804975,-6.798501716873778,-6.681691152251992,-1.7271864958287206,-0.9040088698932383,11
-4.24499969055238,-6.528021876225668,-6.605135220657731,-6.2697763698843065,-6.5503370248386785,-6.481470833288972,-6.560774016446912,-6.48154929006925,-2.1627925979754097,-6.538546700165773,-6.5379691125075565,-6.615328294916181,-6.521441577575229,-6.40508725555614,-1.9583248119431191,-1.3080598487126378,12
-4.252959876909528,-6.378642215466355,-6.329768992958513,-6.045289618641406,-6.3242437952024995,-6.239706952489014,-6.297434702806057,-6.29214012535134,-2.3929495442936277,-6.260547071299521,-6.2157633620194,-6.347070395318252,-6.187710046147428,-6.071905289081584,-2.2367414199900084,-1.794757618654188,13
-4.261821216439182,-6.212351649715424,-6.0232292300480665,-5.795389272918178,-6.07255510560751,-5.970573575749438,-6.004283391394539,-6.081288413684233,-2.6491619939686246,-5.951075786335205,-5.857081488834474,-6.048443676897919,-5.8161975866334625,-5.7010046094212266,-2.5466768893252243,-2.336553249343837,14
-4.271133132555091,-6.037605631468681,-5.701102699532003,-5.532782129954786,-5.8080686860331125,-5.687755451040054,-5.696226081097691,-5.859715428542527,-2.9184021953220123,-5.625868673321855,-5.48016155430116,-5.734632549066381,-5.425794663076415,-5.311244573167966,-2.8723717893046046,-2.905897810407538,15
-4.280445048671,-5.862859613221938,-5.378976169015939,-5.270174986991394,-5.543582266458715,-5.4049373263306695,-5.388168770800841,-5.638142443400822,-3.1876423966753995,-5.300661560308503,-5.1032416197678465,-5.420821421234843,-5.0353917395193655,-4.921484536914705,-3.1980666892839853,-3.4752423714712384,16
-4.2893063882006555,-5.696569047471007,-5.072436406105491,-5.020274641268166,-5.291893576863725,-5.135803949591095,-5.095017459389323,-5.427290731733716,-3.4438548463503973,-4.991190275344187,-4.74455974658292,-5.122194702814507,-4.6638792800054,-4.5505838572543436,-3.5080021586192016,-4.017038002160889,17
-4.297266574557802,-5.547189386711696,-4.797070178406275,-4.795787890025267,-5.0658003472275475,-4.894040068791138,-4.831678145748469,-5.2378815670158065,-3.674011792668615,-4.713190646477936,-4.422353996094765,-4.85393680321658,-4.330147748577601,-4.217401890779781,-3.786418766666091,-4.503735772102438,18
-4.303875031156188,-5.423176083439813,-4.568464253523908,-4.609421530502859,-4.878100307529588,-4.693330431900607,-4.613056828763609,-5.080636222721694,-3.865085483951663,-4.4823985017587855,-4.154862429651769,-4.631232131852263,-4.053087609279051,-3.940797994083919,-4.017557082780489,-4.9077867509218365,19
-4.308681181409561,-5.332984590151172,-4.4022053990640035,-4.473882359941109,-4.741591187749253,-4.547359786889312,-4.454059507320073,-4.966275972325974,-4.0040481685211535,-4.314549669235765,-3.9603231086023163,-4.46926509813276,-3.8515893261528316,-3.7396315237596576,-4.185657676318233,-5.201642008245037,20
-4.313609881311583,-5.266752716177675,-4.2792404660982255,-4.374118678301719,-4.640832796773212,-4.440335818712135,-4.337791631928146,-4.890642964022938,-4.10457019113686,-4.191204986517431,-3.817664385228779,-4.351544836843842,-3.7041663619405423,-3.592769834045057,-4.3080069445791525,-5.4206449925557445,21
-4.32072633338037,-5.208652889816716,-4.169707374068724,-4.286213768781944,-4.55154215167976,-4.346842653546885,-4.23688412014904,-4.841184189344734,-4.1895678131387255,-4.082912981709792,-3.693048812071726,-4.250797122986725,-3.5760990810778526,-3.465809204466835,-4.413024248939625,-5.619082250774106,22
-4.329790480816339,-5.158192492012338,-4.07297949313685,-4.209576903475263,-4.4732527947357354,-4.266129701197768,-4.150531171444477,-4.8160281867727495,-4.2598821577186134,-3.9888910186080584,-3.58556575086684,-4.166031326295769,-3.4664283001489533,-3.3577023795508762,-4.501649604870311,-5.797819500180732,23
-4.34056226681991,-5.114878903708585,-3.9884301934639512,-4.143617354475159,-4.4054982682079835,-4.197446371468987,-4.077926985276184,-4.813303494788374,-4.316354348068388,-3.9083564610074477,-3.494304563349805,-4.096256816505341,-3.3741948357380345,-3.2674021038230627,-4.574823027841874,-5.957722458056239,24
-4.352801634591505,-5.0782195058495025,-3.915432845211379,-4.087744393875116,-4.3478121143633475,-4.140042074164748,-4.018265761105884,-4.831138651872996,-4.359825507379912,-3.840526672703173,-3.418354611256306,-4.040482963349803,-3.2984395044292882,-3.193861121809282,-4.633484533324975,-6.099656841681231,25
-4.36626852733154,-5.0477216793791335,-3.85336081854048,-4.041367293768613,-4.299727875468668,-4.0931662190892535,-3.970741698395299,-4.867662196508001,-4.391136758845049,-3.784619017490445,-3.3568052563220245,-3.99771913656352,-3.2382031228069037,-3.136032178035415,-4.678574136790273,-6.2244883683363215,26
-4.380722888240437,-5.022892805241522,-3.8015874836126073,-4.003895326249136,-4.26077909379079,-4.056068216046708,-3.9345489966061558,-4.921002667174782,-4.411129225655663,-3.7398508591644815,-3.3087458602826465,-3.966974705880855,-3.1925265074550735,-3.092868017027349,-4.711031853708432,-6.333082755302125,27
