iso1	iso2	dist	id
C2	C1	0.4562904002609273	C2_C1
C3	C1	0.3301480871343998	C3_C1
C4	C1	0.5495844715067726	C4_C1
C5	C1	0.4562904002609273	C5_C1
C6	C1	0.5495844715067726	C6_C1
C7	C1	0.4562904002609273	C7_C1
C8	C1	0.5495844715067726	C8_C1
Acholeplasmataceae	C1	0.5495844715067726	Acholeplasmataceae_C1
Enterobacteriaceae	C1	0.5495844715067726	Enterobacteriaceae_C1
Enterococcaceae	C1	0.3301480871343998	Enterococcaceae_C1
Lachnospiraceae	C1	0.3301480871343998	Lachnospiraceae_C1
Lactobacillaceae	C1	0.5495844715067726	Lactobacillaceae_C1
Sutterellaceae	C1	0.3301480871343998	Sutterellaceae_C1
C3	C2	0.4562904002609273	C3_C2
C4	C2	0.5495844715067726	C4_C2
C5	C2	0.3711379890144289	C5_C2
C6	C2	0.5495844715067726	C6_C2
C7	C2	0.3711379890144289	C7_C2
C8	C2	0.5495844715067726	C8_C2
Acholeplasmataceae	C2	0.5495844715067726	Acholeplasmataceae_C2
Enterobacteriaceae	C2	0.5495844715067726	Enterobacteriaceae_C2
Enterococcaceae	C2	0.4562904002609273	Enterococcaceae_C2
Lachnospiraceae	C2	0.4562904002609273	Lachnospiraceae_C2
Lactobacillaceae	C2	0.5495844715067726	Lactobacillaceae_C2
Sutterellaceae	C2	0.4562904002609273	Sutterellaceae_C2
C4	C3	0.5495844715067726	C4_C3
C5	C3	0.4562904002609273	C5_C3
C6	C3	0.5495844715067726	C6_C3
C7	C3	0.4562904002609273	C7_C3
C8	C3	0.5495844715067726	C8_C3
Acholeplasmataceae	C3	0.5495844715067726	Acholeplasmataceae_C3
Enterobacteriaceae	C3	0.5495844715067726	Enterobacteriaceae_C3
Enterococcaceae	C3	0.06684440559470595	Enterococcaceae_C3
Lachnospiraceae	C3	0.13630791510394608	Lachnospiraceae_C3
Lactobacillaceae	C3	0.5495844715067726	Lactobacillaceae_C3
Sutterellaceae	C3	0.21262869111019211	Sutterellaceae_C3
C5	C4	0.5495844715067726	C5_C4
C6	C4	0.33268281632056584	C6_C4
C7	C4	0.5495844715067726	C7_C4
C8	C4	0.43243427686373304	C8_C4
Acholeplasmataceae	C4	0.3851818060538469	Acholeplasmataceae_C4
Enterobacteriaceae	C4	0.0822157319347967	Enterobacteriaceae_C4
Enterococcaceae	C4	0.5495844715067726	Enterococcaceae_C4
Lachnospiraceae	C4	0.5495844715067726	Lachnospiraceae_C4
Lactobacillaceae	C4	0.0822157319347967	Lactobacillaceae_C4
Sutterellaceae	C4	0.5495844715067726	Sutterellaceae_C4
C6	C5	0.5495844715067726	C6_C5
C7	C5	0.2831941465831985	C7_C5
C8	C5	0.5495844715067726	C8_C5
Acholeplasmataceae	C5	0.5495844715067726	Acholeplasmataceae_C5
Enterobacteriaceae	C5	0.5495844715067726	Enterobacteriaceae_C5
Enterococcaceae	C5	0.4562904002609273	Enterococcaceae_C5
Lachnospiraceae	C5	0.4562904002609273	Lachnospiraceae_C5
Lactobacillaceae	C5	0.5495844715067726	Lactobacillaceae_C5
Sutterellaceae	C5	0.4562904002609273	Sutterellaceae_C5
C7	C6	0.5495844715067726	C7_C6
C8	C6	0.43243427686373304	C8_C6
Acholeplasmataceae	C6	0.3851818060538469	Acholeplasmataceae_C6
