C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,time
-5.655418135194986,-6.4278124936027945,-6.98219097608419,-6.945212700007869,-1.3948181428280875,-6.9559226658082585,-6.972451666130161,-6.896832932479979,-6.882660031200692,-1.5717822072290752,10
-5.57131207165827,-6.326629780039462,-6.836490053674176,-6.750887256108983,-1.5577207856025965,-6.761131387703085,-6.824119803832706,-6.794441320057109,-6.686446598956907,-1.7416594714877036,11
-5.455666234295287,-6.187503548889881,-6.636151285360402,-6.4836897707480174,-1.7817119194175457,-6.493293380308475,-6.620163493173706,-6.653652852975663,-6.416653129621699,-1.975240709843317,12
-5.316365566562601,-6.01991967955061,-6.394834132618807,-6.161838254290489,-2.051519421512826,-6.170670325946782,-6.374488846243544,-6.484066744900283,-6.091674632467922,-2.25659992877167,13
-5.161295011916781,-5.833364051418217,-6.126198056925334,-5.803550717101919,-2.3518711691283256,-5.81152390694037,-6.101001975132612,-6.295282209495617,-5.729906116768436,-2.569811134748515,14
-4.998339513814395,-5.63732254388926,-5.843902519755919,-5.427045169547829,-2.6674950395039367,-5.434115805611598,-5.813608991931291,-6.096898460426306,-5.349742591796094,-2.8989483342496074,15
-4.835384015712008,-5.441281036360302,-5.561606982586504,-5.050539621993739,-2.983118909879548,-5.056707704282825,-5.526216008729971,-5.898514711356995,-4.969579066823752,-3.2280855337506997,16
-4.680313461066189,-5.254725408227909,-5.2929709068930295,-4.692252084805168,-3.2834706574950485,-4.6975612852764135,-5.252729137619038,-5.709730175952329,-4.607810551124268,-3.5412967397275454,17
-4.541012793333503,-5.08714153888864,-5.051653754151435,-4.370400568347641,-3.5532781595903287,-4.374938230914723,-5.007054490688878,-5.54014406787695,-4.2828320539704965,-3.8226559586558984,18
-4.425366955970519,-4.948015307739057,-4.851314985837658,-4.103203082986674,-3.777269293405278,-4.107100223520111,-4.8030981800298775,-5.399355600795503,-4.013038584635295,-4.0562371970115105,19
-4.341260892433803,-4.846832594175725,-4.7056140634276415,-3.9088776390877884,-3.9401719361797864,-3.912308945414938,-4.654766317732422,-5.2969639883726325,-3.816825152391517,-4.226114461270139,20
-4.280422330218485,-4.771214910607653,-4.59929587697052,-3.7670023770757233,-4.058952074129454,-3.7701521402998233,-4.5457467945028105,-5.22520122207245,-3.673512349067165,-4.35030869379966,21
-4.2288964135464475,-4.702257248149148,-4.507490620697213,-3.644339129086342,-4.1613206559799565,-3.6473645332525684,-4.449993993971469,-5.169128456969054,-3.5494783122035476,-4.458027114717409,22
-4.18604421096439,-4.639655704254715,-4.429435712356337,-3.5398814430518524,-4.248123002736295,-3.5429282786613094,-4.36681376761497,-5.127588652142065,-3.4437043696434833,-4.550123147123335,23
-4.1512267910190115,-4.583106376378865,-4.364368569696508,-3.4526228669044627,-4.320204435403476,-3.455825530914182,-4.295511966909893,-5.099424766671106,-3.3551718492297904,-4.627450214117382,24
-4.123805222257012,-4.532305361976102,-4.311526610466343,-3.3815569485763812,-4.3784102749865,-3.3850384443993224,-4.2353944433328135,-5.0834797596358,-3.2828620788052874,-4.690861738799497,25
-4.1031405732250885,-4.486948758500931,-4.270147252414454,-3.325677235999815,-4.42358584249037,-3.3295491735048657,-4.185767048360305,-5.078596590115766,-3.225756386212791,-4.741211144269622,26
